tow,ecef_x,ecef_y,ecef_z,fix
187512.199999094,-3961723.502525369,3349011.9845526493,3698354.393840641,0
187512.40000009537,-3961723.288651897,3349012.0299882097,3698354.96984542,0
187512.59999895096,-3961723.114737533,3349012.087191013,3698355.566163455,0
187512.79999995232,-3961722.9414612874,3349012.1383682024,3698356.161048358,0
187513.0,-3961721.866931255,3349011.3844021326,3698356.623679634,0
187513.199999094,-3961721.6218451834,3349011.3618566375,3698357.2335544084,0
187513.40000009537,-3961721.467965803,3349011.3924378413,3698357.862138272,0
187513.59999895096,-3961721.3063605144,3349011.3886779305,3698358.4941996103,0
187513.79999995232,-3961721.176723279,3349011.4280507714,3698359.1212469107,0
187514.0,-3961719.83970026,3349010.715410268,3698359.527718989,0
187514.199999094,-3961719.564348744,3349010.687718632,3698360.1068620495,0
187514.40000009537,-3961719.3470827513,3349010.7132905107,3698360.6842618287,0
187514.59999895096,-3961719.114383878,3349010.73768114,3698361.2667439645,0
187514.79999995232,-3961718.8764552088,3349010.769110862,3698361.844066566,0
187515.0,-3961717.8240569965,3349010.0511358688,3698362.396821305,0
187515.199999094,-3961717.501596272,3349009.940011755,3698362.979804146,0
187515.40000009537,-3961717.209910499,3349009.79831208,3698363.5387442904,0
187515.59999895096,-3961716.9296279335,3349009.626258525,3698364.0661779675,0
187515.79999995232,-3961716.6297558513,3349009.4680657834,3698364.6230420414,0
187516.0,-3961716.0050324746,3349009.3118694243,3698365.1931655873,0
187516.199999094,-3961715.6734334296,3349009.2060630308,3698365.7673722915,0
187516.39999890327,-3961715.351289322,3349009.1153077786,3698366.3226129333,0
187516.59999990463,-3961715.0265010255,3349009.029126031,3698366.878548283,0
187516.79999995232,-3961714.7080106325,3349008.9359555496,3698367.423741839,0
187517.0,-3961714.3979835105,3349008.6995361038,3698367.9358997513,0
187517.199999094,-3961714.085067995,3349008.5906071416,3698368.471617595,0
187517.39999890327,-3961713.775997516,3349008.455202486,3698368.9992908393,0
187517.59999990463,-3961713.4898443166,3349008.3169378107,3698369.5129260775,0
187517.79999995232,-3961713.2391392384,3349008.1816507727,3698370.022399219,0
187518.0,-3961712.666592913,3349007.77163379,3698370.575814726,0
187518.199999094,-3961712.36735656,3349007.6338154157,3698371.0616568886,0
187518.39999890327,-3961712.091775653,3349007.5064747524,3698371.5513519547,0
187518.59999990463,-3961711.7858165484,3349007.3484553006,3698372.0063123014,0
187518.79999995232,-3961711.4770870754,3349007.1516703023,3698372.4551276197,0
187519.0,-3961711.126493337,3349007.115271192,3698372.974560985,0
187519.199999094,-3961710.844228364,3349006.9698438984,3698373.4326471044,0
187519.39999890327,-3961710.559737209,3349006.824678246,3698373.9211890553,0
187519.59999990463,-3961710.2970145624,3349006.7081525684,3698374.420790703,0
187519.79999995232,-3961709.9961450393,3349006.5454029767,3698374.9807350887,0
187520.0,-3961709.508080357,3349006.358479518,3698375.4096592437,0
187520.199999094,-3961709.215864022,3349006.167601856,3698375.948526863,0
187520.39999890327,-3961709.05098616,3349005.9782500486,3698376.5171048376,0
187520.59999990463,-3961708.9212477,3349005.756879693,3698377.102441777,0
187520.79999995232,-3961708.6913545225,3349005.58425053,3698377.6662862576,0
187521.0,-3961708.151999277,3349005.3464113143,3698377.978088466,0
187521.199999094,-3961707.8686742904,3349005.178308123,3698378.517512102,0
187521.39999890327,-3961707.5826461692,3349005.011497204,3698379.108032571,0
187521.59999990463,-3961707.247787514,3349004.875837866,3698379.7083578627,0
187521.79999995232,-3961706.8603919107,3349004.729604158,3698380.28001839,0
187522.0,-3961705.897261488,3349004.6661653607,3698381.17116184,0
187522.199999094,-3961705.425651028,3349004.575077103,3698381.7451460804,0
187522.39999890327,-3961704.97559701,3349004.483003242,3698382.2849269323,0
187522.59999990463,-3961704.555508552,3349004.3801323995,3698382.8574606865,0
187522.79999995232,-3961704.1453017974,3349004.3126306063,3698383.432959572,0
187523.0,-3961703.328007348,3349004.173305908,3698384.088884991,0
187523.199999094,-3961702.9114770275,3349004.098420483,3698384.701418444,0
187523.39999890327,-3961702.5579490326,3349004.0569056496,3698385.3390926225,0
187523.59999990463,-3961702.197239069,3349004.007519797,3698385.9274510024,0
187523.79999995232,-3961701.857954545,3349003.8728294745,3698386.4591976297,0
187524.0,-3961700.9618314225,3349003.188039624,3698387.144546027,0
187524.199999094,-3961700.532985865,3349002.972319613,3698387.644656415,0
187524.39999890327,-3961700.1541066957,3349002.826311193,3698388.151843607,0
187524.59999990463,-3961699.772230659,3349002.7172710286,3698388.6149269813,0
187524.79999995232,-3961699.504790551,3349002.547638686,3698389.1558494554,0
187525.0,-3961699.104038184,3349001.7230586316,3698389.8319926863,0
187525.199999094,-3961698.7856792794,3349001.4585778485,3698390.2980297348,0
187525.39999890327,-3961698.560039203,3349001.1558201457,3698390.804541544,0
187525.59999990463,-3961698.3861415028,3349000.8756275335,3698391.308117404,0
187525.79999995232,-3961698.2438084963,3349000.5430792095,3698391.808042559,0
187526.0,-3961697.915700345,3348999.5456842263,3698392.136224491,0
187526.199999094,-3961697.792532538,3348999.0725851273,3698392.6161197196,0
187526.39999890327,-3961697.654033898,3348998.546805918,3698393.069346225,0
187526.59999990463,-3961697.4710734845,3348998.0084803174,3698393.5110745626,0
187526.79999995232,-3961697.3406558707,3348997.48942298,3698393.9520234102,0
187527.0,-3961697.046229714,3348997.219959505,3698394.4959976,0
187527.199999094,-3961696.937216778,3348996.7943023876,3698394.937235836,0
187527.39999890327,-3961696.878602394,3348996.4069962874,3698395.379177823,0
187527.59999990463,-3961696.8264890043,3348996.0481983083,3698395.7889272007,0
187527.79999995232,-3961696.778908984,3348995.7306747525,3698396.163142738,0
187528.0,-3961696.842794936,3348995.84942833,3698397.2432382153,0
187528.199999094,-3961696.7876057546,3348995.6411241894,3698397.662028396,0
187528.39999890327,-3961696.744810812,3348995.474114368,3698398.0322083067,0
187528.59999990463,-3961696.692347697,3348995.320653441,3698398.4062627214,0
187528.79999995232,-3961696.6296586962,3348995.177918368,3698398.748734572,0
187529.0,-3961696.1363174664,3348994.9129119953,3698398.907286414,0
187529.199999094,-3961695.996416844,3348994.7754652738,3698399.1976750824,0
187529.39999890327,-3961695.874646844,3348994.7212307653,3698399.515318146,0
187529.59999990463,-3961695.7807438746,3348994.7043742714,3698399.8452782994,0
187529.79999995232,-3961695.6617781906,3348994.7172305854,3698400.125143408,0
187530.0,-3961695.2726127543,3348994.410283753,3698400.7150874096,0
187530.199999094,-3961695.0928142047,3348994.39123499,3698400.9461345086,0
187530.39999890327,-3961694.9403606714,3348994.395258175,3698401.148168353,0
187530.59999990463,-3961694.7773794127,3348994.429418761,3698401.3135772776,0
187530.79999995232,-3961694.6066093952,3348994.479116078,3698401.468232763,0
187531.0,-3961694.3831980857,3348994.405537505,3698401.853478625,0
187531.199999094,-3961694.2165518734,3348994.4671004713,3698402.034192702,0
187531.39999890327,-3961694.0633372385,3348994.5427767443,3698402.205728691,0
187531.59999990463,-3961693.9294514265,3348994.6271339385,3698402.397491961,0
187531.79999995232,-3961693.814804794,3348994.7330116294,3698402.607819984,0
187532.0,-3961693.3903324334,3348994.5824566577,3698402.9532541553,0
187532.20000004768,-3961693.253450912,3348994.6615478173,3698403.1638346813,0
187532.39999890327,-3961693.160700951,3348994.7427008157,3698403.370267483,0
187532.59999990463,-3961693.033660847,3348994.850914736,3698403.5314041106,0
187532.79999899864,-3961692.8777238936,3348994.916910637,3698403.6714732447,0
187533.0,-3961692.402426916,3348994.928643463,3698403.790737506,0
187533.20000004768,-3961692.2541989614,3348994.9944883273,3698403.954464273,0
187533.39999890327,-3961692.1229698914,3348995.0483594253,3698404.1120111546,0
187533.59999990463,-3961692.0053045684,3348995.0994714783,3698404.2383233206,0
187533.79999899864,-3961691.891896128,3348995.128333841,3698404.3522128775,0
187534.0,-3961691.684594868,3348995.141828264,3698404.4833126958,0
187534.20000004768,-3961691.5644760197,3348995.1644973545,3698404.545726173,0
187534.39999890327,-3961691.4923876557,3348995.190573108,3698404.621844664,0
187534.59999990463,-3961691.4322155896,3348995.2021913617,3698404.6754022506,0
187534.79999899864,-3961691.390436573,3348995.2092472482,3698404.7017499357,0
187535.0,-3961691.4437331157,3348995.290724914,3698404.7478742315,0
187535.20000004768,-3961691.4522846984,3348995.3341724267,3698404.798732289,0
187535.39999890327,-3961691.419557814,3348995.365218748,3698404.8489804254,0
187535.59999990463,-3961691.3714860426,3348995.380902977,3698404.914498927,0
187535.79999899864,-3961691.2952021677,3348995.399760387,3698404.976425712,0
187536.0,-3961691.1410934604,3348995.4170198548,3698405.070627448,0
187536.20000004768,-3961691.0801318637,3348995.4608141193,3698405.1586072575,0
187536.39999890327,-3961691.066695507,3348995.506933784,3698405.2366229347,0
187536.59999990463,-3961691.0258009867,3348995.5220377906,3698405.279243058,0
187536.79999899864,-3961690.9906266653,3348995.5514380927,3698405.3323700316,0
187537.0,-3961690.8251934713,3348995.5320003675,3698405.3506059684,0
187537.20000004768,-3961690.759652235,3348995.552553606,3698405.4125985983,0
187537.39999890327,-3961690.73907696,3348995.5898618083,3698405.4901512275,0
187537.59999990463,-3961690.724807759,3348995.6348942216,3698405.550753813,0
187537.79999899864,-3961690.6809696504,3348995.6573113375,3698405.590127852,0
187538.0,-3961690.587038682,3348995.6190441796,3698405.562090531,0
187538.20000004768,-3961690.555450616,3348995.628417722,3698405.5735284174,0
187538.39999890327,-3961690.5309014786,3348995.6346513317,3698405.557926468,0
187538.59999990463,-3961690.513304571,3348995.6462103906,3698405.5544882347,0
187538.79999899864,-3961690.504525924,3348995.6530534388,3698405.550871171,0
187539.0,-3961690.464177156,3348995.552627414,3698405.595970567,0
187539.20000004768,-3961690.445871031,3348995.539152768,3698405.584857528,0
187539.39999890327,-3961690.428426922,3348995.520555297,3698405.5744188735,0
187539.59999990463,-3961690.4364660727,3348995.5199122457,3698405.579783722,0
187539.79999899864,-3961690.4507678975,3348995.525934831,3698405.5902322517,0
187540.0,-3961690.490132045,3348995.5543973935,3698405.624175791,0
187540.20000004768,-3961690.504833264,3348995.5656908993,3698405.6428655186,0
187540.39999890327,-3961690.512273013,3348995.580456587,3698405.660147994,0
187540.59999990463,-3961690.526555157,3348995.620167987,3698405.6811626344,0
187540.79999899864,-3961690.5435752184,3348995.6675647614,3698405.6982943863,0
187541.0,-3961690.5054973206,3348995.5511285546,3698405.644759637,0
187541.20000004768,-3961690.532252018,3348995.5941444943,3698405.663559117,0
187541.39999890327,-3961690.542371813,3348995.628653899,3698405.6717516724,0
187541.59999990463,-3961690.552455369,3348995.6670985543,3698405.681488456,0
187541.79999899864,-3961690.547663647,3348995.6901213536,3698405.6796855037,0
187542.0,-3961690.51279055,3348995.5356275346,3698405.655785171,0
187542.20000004768,-3961690.482776223,3348995.520937626,3698405.6406015214,0
187542.39999890327,-3961690.451965663,3348995.505975555,3698405.624680134,0
187542.59999990463,-3961690.428889873,3348995.495555326,3698405.6127628856,0
187542.79999899864,-3961690.422768807,3348995.4904124844,3698405.6086077844,0
187543.0,-3961690.5263051055,3348995.5139291454,3698405.679771292,0
187543.20000004768,-3961690.540311418,3348995.514890457,3698405.690308965,0
187543.39999890327,-3961690.5427268464,3348995.5041143,3698405.6941194497,0
187543.59999990463,-3961690.5333285714,3348995.4792956375,3698405.692321869,0
187543.79999899864,-3961690.532663396,3348995.4544244143,3698405.6969020655,0
187544.0,-3961690.544883033,3348995.484996554,3698405.6976400423,0
187544.20000004768,-3961690.571416549,3348995.519523372,3698405.7199257514,0
187544.39999890327,-3961690.593590049,3348995.5479666633,3698405.7386904666,0
187544.59999990463,-3961690.617473718,3348995.577023401,3698405.752703319,0
187544.79999899864,-3961690.6287079547,3348995.5869073565,3698405.7566908025,0
187545.0,-3961690.5789451427,3348995.4690332594,3698405.733865715,0
187545.20000004768,-3961690.5765202604,3348995.46269149,3698405.7301798556,0
187545.39999890327,-3961690.5847285204,3348995.465164524,3698405.7372996937,0
187545.59999990463,-3961690.5985162575,3348995.474091736,3698405.7474454492,0
187545.79999899864,-3961690.5863926937,3348995.461126959,3698405.739193847,0
187546.0,-3961690.6123458124,3348995.4558716244,3698405.7709650737,0
187546.20000004768,-3961690.6187619157,3348995.4571643276,3698405.7735576164,0
187546.39999890327,-3961690.631287961,3348995.4738881653,3698405.7801586166,0
187546.59999990463,-3961690.6443270673,3348995.48008004,3698405.7891438035,0
187546.79999899864,-3961690.642107369,3348995.47612134,3698405.787206038,0
187547.0,-3961690.637742305,3348995.4450283,3698405.78454838,0
187547.20000004768,-3961690.653209938,3348995.459767583,3698405.7945096297,0
187547.39999890327,-3961690.653783114,3348995.4660697253,3698405.796220353,0
