epoch,tow,dt,used,dx,dy,dz,cov_00,cov_01,cov_02,cov_10,cov_11,cov_12,cov_20,cov_21,cov_22,postfit_rms_m,n_input,n_used,n_rejected
14,179462.79999899864,0.19999909400939941,1,-0.000930180398126206,-0.0010878632869690819,-0.0012896507063206997,4.4538174724941634e-05,-3.076068931018945e-05,-1.6543217831318644e-05,-3.076068931018945e-05,6.0172553889828655e-05,2.980119187448579e-05,-1.6543217831318644e-05,2.980119187448579e-05,3.470697613437806e-05,0.0019114380082945986,22,21,1
15,179463.0,0.20000100135803223,1,-0.0005202214368477828,-0.00023666307851399893,0.0002468439168383796,4.4537812183691094e-05,-3.07593622753231e-05,-1.654241731602156e-05,-3.07593622753231e-05,6.0170515203558955e-05,2.9799980893437567e-05,-1.654241731602156e-05,2.9799980893437567e-05,3.4705988153623896e-05,0.0020460700010863156,22,21,1
16,179463.20000004768,0.20000004768371582,1,0.0013794070786636375,-0.0013810489103569523,-5.908841952884103e-05,4.4537449678826474e-05,-3.075803523002609e-05,-1.6541616818757546e-05,-3.075803523002609e-05,6.016847649043042e-05,2.979876989297385e-05,-1.6541616818757546e-05,2.979876989297385e-05,3.470500015557167e-05,0.0019746114546768025,22,21,1
17,179463.39999890327,0.1999988555908203,1,-0.0003298347239067074,0.002375636104986256,0.0020577173667950532,4.453708732506699e-05,-3.0756708321001314e-05,-1.654081658661073e-05,-3.0756708321001314e-05,6.0166438488375255e-05,2.979755952806114e-05,-1.654081658661073e-05,2.979755952806114e-05,3.470401268659379e-05,0.002363330048642241,21,21,0
18,179463.59999990463,0.20000100135803223,1,-0.0039690763605712675,-0.0005589687111964281,0.0012529600709809685,4.45367248340157e-05,-3.0755381284428034e-05,-1.654001587454903e-05,-3.0755381284428034e-05,6.016439972244371e-05,2.979634819300949e-05,-1.654001587454903e-05,2.979634819300949e-05,3.470302435633753e-05,0.003050176778821083,21,21,0
19,179463.79999899864,0.19999909400939941,1,0.0006293722717951965,0.0011920529445745842,0.00250181151999751,4.453636370207682e-05,-3.075405547504552e-05,-1.6539216000615037e-05,-3.075405547504552e-05,6.016236322094443e-05,2.9795138303999765e-05,-1.6539216000615037e-05,2.9795138303999765e-05,3.470203722203477e-05,0.002255380162333582,22,21,1
20,179464.0,0.20000100135803223,1,-0.0013390351853544919,0.0004017155513054149,0.00020077825038899988,4.453600227696031e-05,-3.07527293405918e-05,-1.653841592099681e-05,-3.07527293405918e-05,6.016032602751983e-05,2.979392795016651e-05,-1.653841592099681e-05,2.979392795016651e-05,3.47010497031926e-05,0.0016216140312478463,22,21,1
21,179464.20000004768,0.20000004768371582,1,-0.0018419776373364083,0.002545670298978564,0.0018620875710055884,4.4535639819052855e-05,-3.0751402267546805e-05,-1.6537615274512336e-05,-3.0751402267546805e-05,6.015828756243439e-05,2.9792716833825936e-05,-1.6537615274512336e-05,2.9792716833825936e-05,3.470006153106808e-05,0.0017214958903802708,22,21,1
22,179464.40000009537,0.20000004768371582,1,0.0028845018857555343,-0.005157827326719655,8.066453613508884e-05,4.453527881510996e-05,-3.075007644734948e-05,-1.6536815376263712e-05,-3.075007644734948e-05,6.015625082014572e-05,2.9791506675703543e-05,-1.6536815376263712e-05,2.9791506675703543e-05,3.469907416251091e-05,0.002888845562768111,22,21,1
23,179464.59999895096,0.1999988555908203,1,-0.000419408199690504,0.0016584460944351065,0.002829304158781909,4.4534916805427126e-05,-3.0748749676624474e-05,-1.6536014901365663e-05,-3.0748749676624474e-05,6.015421252784448e-05,2.9790295564115054e-05,-1.6536014901365663e-05,2.9790295564115054e-05,3.4698085996646475e-05,0.00219386658559442,22,21,1
24,179464.79999899864,0.20000004768371582,1,0.0006494578376460181,-0.0007126606133915914,-0.0027304829489676052,4.453455378115271e-05,-3.074742194786286e-05,-1.6535213863943072e-05,-3.074742194786286e-05,6.015217272945299e-05,2.978908355036661e-05,-1.6535213863943072e-05,2.978908355036661e-05,3.469709707664065e-05,0.0025109459115223755,22,21,1
25,179465.0,0.20000100135803223,1,-0.0021242240146719564,-0.001954532516453611,0.0015637931145935369,4.4534190991816835e-05,-3.074609437756126e-05,-1.653441299838306e-05,-3.074609437756126e-05,6.015013321527725e-05,2.978787176163135e-05,-1.653441299838306e-05,2.978787176163135e-05,3.469610835046921e-05,0.002625954574056718,22,21,1
26,179465.20000004768,0.20000004768371582,1,-0.0032114271210783173,0.0031540409740529185,0.002099844957349717,4.453382806164842e-05,-3.074476671222478e-05,-1.6533612002200947e-05,-3.074476671222478e-05,6.014809380691882e-05,2.978665995008375e-05,-1.6533612002200947e-05,2.978665995008375e-05,3.4695119568615885e-05,0.0035482368010744873,22,21,1
27,179465.40000009537,0.20000004768371582,1,0.001927787212477015,0.00042271307455266083,-0.00018720397025528968,4.4533465947583673e-05,-3.074343971860048e-05,-1.653281122615422e-05,-3.074343971860048e-05,6.0146054864282974e-05,2.9785448129562172e-05,-1.653281122615422e-05,2.9785448129562172e-05,3.469413077048556e-05,0.0031502176618071684,22,21,1
28,179465.59999895096,0.1999988555908203,1,-0.001541926956914074,-0.001128232015652486,0.0008170532999551838,4.453310282331737e-05,-3.074211180678125e-05,-1.6532010015111228e-05,-3.074211180678125e-05,6.0144014870784114e-05,2.9784235824334346e-05,-1.6532010015111228e-05,2.9784235824334346e-05,3.4693141562823084e-05,0.002474294077307752,22,21,1
29,179465.79999899864,0.20000004768371582,1,0.0006418794455498117,-0.000432679802486291,0.0015893560649828942,4.4532742703935455e-05,-3.074078662339761e-05,-1.6531210430544593e-05,-3.074078662339761e-05,6.014197932201266e-05,2.978302610945497e-05,-1.6531210430544593e-05,2.978302610945497e-05,3.469215449025182e-05,0.0029505500395706555,22,21,1
30,179466.0,0.20000100135803223,1,-0.001466689718208219,0.002344820920566093,0.00048483503413976337,4.453238098018658e-05,-3.0739459968284976e-05,-1.65304099068026e-05,-3.0739459968284976e-05,6.013994149915044e-05,2.9781814969622703e-05,-1.65304099068026e-05,2.9781814969622703e-05,3.46911662129199e-05,0.0019177506800887982,22,21,1
31,179466.20000004768,0.20000004768371582,1,-0.0005660240611454495,-0.002466302383364649,0.0006815160288535793,4.45320186989657e-05,-3.0738132715486166e-05,-1.6529609152911798e-05,-3.0738132715486166e-05,6.013790261837117e-05,2.9780603306640634e-05,-1.6529609152911798e-05,2.9780603306640634e-05,3.469017752691662e-05,0.0016616880421414953,22,21,1
32,179466.40000009537,0.20000004768371582,1,9.01217025128724e-05,0.00035020970342003466,0.000935072196461384,4.453165709727866e-05,-3.073680610206201e-05,-1.652880866500457e-05,-3.073680610206201e-05,6.013586483264151e-05,2.97793921398192e-05,-1.652880866500457e-05,2.97793921398192e-05,3.468918921747215e-05,0.001843713950678222,21,21,0
33,179466.59999895096,0.1999988555908203,1,0.00037538032568498866,-0.0023999614762324484,0.0007363314562205403,4.453129603011138e-05,-3.073547997229699e-05,-1.6528008295677413e-05,-3.073547997229699e-05,6.0133827647243344e-05,2.9778181095884313e-05,-1.6528008295677413e-05,2.9778181095884313e-05,3.468820097820011e-05,0.001736795089225754,21,21,0
34,179466.79999899864,0.20000004768371582,1,-0.0004715964654076093,0.0025818730045905625,9.335735927873401e-05,4.453092993224673e-05,-3.0734149419771404e-05,-1.6527205757007697e-05,-3.0734149419771404e-05,6.0131785517386384e-05,2.977696782721373e-05,-1.6527205757007697e-05,2.977696782721373e-05,3.4687210861728504e-05,0.001917056488298414,22,21,1
35,179467.0,0.20000100135803223,1,-0.0016692101733990102,0.001547814428214167,0.0019059526930247372,4.45305679801343e-05,-3.073282237790185e-05,-1.6526405018066595e-05,-3.073282237790185e-05,6.012974699502277e-05,2.9775756140467062e-05,-1.6526405018066595e-05,2.9775756140467062e-05,3.4686222104844376e-05,0.0019830668728130713,22,21,1
36,179467.20000004768,0.20000004768371582,1,-0.0013834379113990525,-0.0012601282607427322,0.00241404981415716,4.4530205871340905e-05,-3.073149516484134e-05,-1.652560406040675e-05,-3.073149516484134e-05,6.0127708003667706e-05,2.9774544003875577e-05,-1.652560406040675e-05,2.9774544003875577e-05,3.4685232955694405e-05,0.0017362536060271689,22,21,1
37,179467.40000009537,0.20000004768371582,1,0.001313716499138177,-0.0011909042310200846,-8.171432117265454e-05,4.452984362415539e-05,-3.0730167785817506e-05,-1.6524803009766774e-05,-3.0730167785817506e-05,6.012566869775188e-05,2.9773331655327223e-05,-1.6524803009766774e-05,2.9773331655327223e-05,3.4684243628056614e-05,0.001155437683833631,22,21,1
38,179467.59999895096,0.1999988555908203,1,-0.001072193823670558,0.0032021933581170003,0.0023580156296869603,4.4529481181349485e-05,-3.0728840208819926e-05,-1.652400188801683e-05,-3.0728840208819926e-05,6.012362922181995e-05,2.9772119242816314e-05,-1.652400188801683e-05,2.9772119242816314e-05,3.468325424168823e-05,0.0020156583189135362,22,21,1
39,179467.79999899864,0.20000004768371582,1,0.00022962838266500545,-0.0010895019642518378,-0.000780883217365691,4.4529117828049435e-05,-3.072751173372444e-05,-1.6523200244574432e-05,-3.072751173372444e-05,6.0121588128736314e-05,2.9770905848873777e-05,-1.6523200244574432e-05,2.9770905848873777e-05,3.468226404833609e-05,0.0023229087598252156,22,21,1
40,179468.0,0.20000100135803223,1,-0.0024872931792955253,0.0007689679507159042,0.001744062622782927,4.452875429271753e-05,-3.072618312644095e-05,-1.652239847578438e-05,-3.072618312644095e-05,6.011954716834174e-05,2.976969248589553e-05,-1.652239847578438e-05,2.976969248589553e-05,3.468127384463346e-05,0.0020370794891189574,22,21,1
41,179468.199999094,0.19999909400939941,1,0.0010694257612515897,-0.0009469563446202756,0.0013341883238453534,4.452839202196377e-05,-3.0724855624776596e-05,-1.6521597295200177e-05,-3.0724855624776596e-05,6.011750771890841e-05,2.9768479880377714e-05,-1.6521597295200177e-05,2.9768479880377714e-05,3.468028426207414e-05,0.0024045019513481026,22,21,1
42,179468.40000009537,0.20000100135803223,1,-0.0008344153513740795,0.0021048557589402606,0.002019539124639813,4.4528027043850006e-05,-3.072352553756968e-05,-1.652079490489539e-05,-3.072352553756968e-05,6.011546427490136e-05,2.9767265272423888e-05,-1.652079490489539e-05,2.9767265272423888e-05,3.467929307288101e-05,0.0016650846776636702,22,21,1
43,179468.59999895096,0.1999988555908203,1,-0.00022770643624773077,-0.0028805967064542415,-0.0019865342327864965,4.452766453040993e-05,-3.0722197738788e-05,-1.6519993675037566e-05,-3.0722197738788e-05,6.011342451612596e-05,2.976605258185889e-05,-1.6519993675037566e-05,2.976605258185889e-05,3.4678303422753125e-05,0.002918436542885615,22,21,1
44,179468.79999995232,0.20000100135803223,1,-0.0009039743727258822,0.0027009504372372817,0.002164798996400208,4.452730128711314e-05,-3.072086924198868e-05,-1.6519191934709702e-05,-3.072086924198868e-05,6.011138346761016e-05,2.976483898555013e-05,-1.6519191934709702e-05,2.976483898555013e-05,3.467731300583023e-05,0.002778464996080861,22,21,1
45,179469.0,0.20000004768371582,1,-0.0016020029573926545,-0.0008807456838191285,0.0006985120738249861,4.452693877276625e-05,-3.0719541401083634e-05,-1.651839055919291e-05,-3.0719541401083634e-05,6.010934356820621e-05,2.9763626016473915e-05,-1.651839055919291e-05,2.9763626016473915e-05,3.467632309085348e-05,0.001336178732818709,22,21,1
46,179469.199999094,0.19999909400939941,1,-3.770205340912553e-05,-0.0002131311631288213,0.0022777702845466763,4.452657656165797e-05,-3.0718213856412965e-05,-1.6517589202608366e-05,-3.0718213856412965e-05,6.010730412528919e-05,2.9762413113780527e-05,-1.6517589202608366e-05,2.9762413113780527e-05,3.4675333192731776e-05,0.002299492692509707,22,21,1
47,179469.40000009537,0.20000100135803223,1,0.0004147631682597067,-0.004605364395764866,-0.0026810297269621586,4.4526214290209784e-05,-3.071688617026626e-05,-1.6516787835648786e-05,-3.071688617026626e-05,6.0105264280071285e-05,2.9761200009408126e-05,-1.6516787835648786e-05,2.9761200009408126e-05,3.467434314592364e-05,0.002379789514020251,22,21,1
48,179469.59999895096,0.1999988555908203,1,-0.000207626926950558,0.005577660261597117,0.0019181619806198924,4.4525851029948875e-05,-3.071555755792685e-05,-1.6515985929803667e-05,-3.071555755792685e-05,6.010322302891144e-05,2.975998607153644e-05,-1.6515985929803667e-05,2.975998607153644e-05,3.467335239986144e-05,0.0024976537574056697,22,21,1
49,179469.79999995232,0.20000100135803223,1,-0.003172415168843528,-0.003014668406706278,0.001592119410807058,4.4525488486180886e-05,-3.0714229587725104e-05,-1.6515184437007927e-05,-3.0714229587725104e-05,6.010118297882442e-05,2.975877285979745e-05,-1.6515184437007927e-05,2.975877285979745e-05,3.467236224493485e-05,0.0028948682460949665,22,21,1
50,179470.0,0.20000004768371582,1,0.0011367946302798936,0.0007663587151149898,0.0007852587972161373,4.452512564720291e-05,-3.071290130641525e-05,-1.651438272445434e-05,-3.071290130641525e-05,6.0099142326462365e-05,2.9757559218014943e-05,-1.651438272445434e-05,2.9757559218014943e-05,3.46713717258404e-05,0.0018096109316710681,22,21,1
51,179470.199999094,0.19999909400939941,1,-0.0020317848279644488,-0.0008268494223884204,0.0006734640859127339,4.452476631492871e-05,-3.071157597137977e-05,-1.651358257180614e-05,-3.071157597137977e-05,6.0097104624332355e-05,2.9756346900402333e-05,-1.651358257180614e-05,2.9756346900402333e-05,3.4670382358452766e-05,0.0018095544617558268,22,21,1
52,179470.40000009537,0.20000100135803223,1,0.0012921252274984286,1.8106078268687043e-05,0.0014337707166340863,4.4524403322417635e-05,-3.071024748842713e-05,-1.6512780788940278e-05,-3.071024748842713e-05,6.009506374198017e-05,2.9755133128594827e-05,-1.6512780788940278e-05,2.9755133128594827e-05,3.46693917227503e-05,0.002003088782851283,22,21,1
53,179470.59999895096,0.1999988555908203,1,-0.002741994176735856,0.0056028042990838856,0.0031848365125330957,4.452404065176779e-05,-3.070891925079631e-05,-1.651197911260491e-05,-3.070891925079631e-05,6.009302307105026e-05,2.9753919391787363e-05,-1.651197911260491e-05,2.9753919391787363e-05,3.466840111149621e-05,0.0024394516478024927,22,21,1
54,179470.79999995232,0.20000100135803223,1,0.0010204405065204253,-0.003680928601184519,-0.0017162725547592572,4.4523677583201055e-05,-3.070759067314031e-05,-1.6511177243849458e-05,-3.070759067314031e-05,6.0090982209568835e-05,2.9752705558726487e-05,-1.6511177243849458e-05,2.9752705558726487e-05,3.466741039540821e-05,0.0018781572332209966,22,21,1
55,179471.0,0.20000004768371582,1,-0.0035039496542593235,0.004772644685409944,0.003849385040695097,4.452331509340968e-05,-3.0706262610507817e-05,-1.651037547133438e-05,-3.0706262610507817e-05,6.008894190267267e-05,2.975149176808937e-05,-1.651037547133438e-05,2.975149176808937e-05,3.4666419680150525e-05,0.0023404938585628783,22,21,1
56,179471.199999094,0.19999909400939941,1,0.002245265206130568,-0.0031509120108239586,-0.0013382330337581294,4.4522953200792737e-05,-3.070493500993102e-05,-1.6509574100362007e-05,-3.070493500993102e-05,6.0086902230670186e-05,2.9750278448717627e-05,-1.6509574100362007e-05,2.9750278448717627e-05,3.466542938027325e-05,0.0017559344283058496,22,21,1
57,179471.40000009537,0.20000100135803223,1,-0.0019879685208872896,0.0004341168671686546,0.000996113715931557,4.452259049602355e-05,-3.0703606653370314e-05,-1.650877229721765e-05,-3.0703606653370314e-05,6.0084861504932154e-05,2.97490645160583e-05,-1.650877229721765e-05,2.97490645160583e-05,3.4664438560149404e-05,0.0015429389285340719,22,21,1
58,179471.59999895096,0.1999988555908203,1,0.00014476998732479993,0.003574099136130826,0.0021491140655340857,4.4522228335469386e-05,-3.070227875628833e-05,-1.650797069613737e-05,-3.070227875628833e-05,6.008282133978197e-05,2.9747850789303322e-05,-1.650797069613737e-05,2.9747850789303322e-05,3.46634478991914e-05,0.002096452872913714,22,21,1
59,179471.79999995232,0.20000100135803223,1,-0.002292193178461401,-0.0017055967352312962,0.000434294516484357,4.452186574282189e-05,-3.070095043172269e-05,-1.650716886723863e-05,-3.070095043172269e-05,6.0080780534754574e-05,2.974663669115051e-05,-1.650716886723863e-05,2.974663669115051e-05,3.46624569265648e-05,0.002501241711112474,22,21,1
60,179472.0,0.20000004768371582,1,0.0009603647742595842,-0.000848839870865703,0.0006782336613877504,4.4521503345932307e-05,-3.069962224634256e-05,-1.6506367126149655e-05,-3.069962224634256e-05,6.0078739932023784e-05,2.974542268622308e-05,-1.6506367126149655e-05,2.974542268622308e-05,3.466146602658646e-05,0.0017843959010171925,22,21,1
61,179472.199999094,0.19999909400939941,1,-0.0028216090555553425,0.001469718182796953,0.001574806462037337,4.452114069144559e-05,-3.0698293834809765e-05,-1.650556525389135e-05,-3.0698293834809765e-05,6.007669919215146e-05,2.9744208597094444e-05,-1.650556525389135e-05,2.9744208597094444e-05,3.466047503769645e-05,0.0025464692708345046,22,21,1
62,179472.40000009537,0.20000100135803223,1,0.0010369564614329807,-0.0012517486968732783,0.0007397746449688825,4.452077790972388e-05,-3.0696965280506675e-05,-1.6504763176039668e-05,-3.0696965280506675e-05,6.007465804204684e-05,2.9742994089895485e-05,-1.6504763176039668e-05,2.9742994089895485e-05,3.4659483681386726e-05,0.0015448997522648548,22,21,1
63,179472.59999895096,0.1999988555908203,1,-0.003088081128076959,0.003845034467143904,0.003518411715185188,4.4520415753516684e-05,-3.069563723965517e-05,-1.6503961435646822e-05,-3.069563723965517e-05,6.007261761093274e-05,2.974178000061697e-05,-1.6503961435646822e-05,2.974178000061697e-05,3.4658492676894845e-05,0.0020646569172893445,22,21,1
64,179472.79999995232,0.20000100135803223,1,0.0021307404933209365,-0.0029196650946481384,-0.002090285698405303,4.45200538715226e-05,-3.069430947625387e-05,-1.6503159764783896e-05,-3.069430947625387e-05,6.007057779880363e-05,2.9740566158618376e-05,-1.6503159764783896e-05,2.9740566158618376e-05,3.465750184088432e-05,0.0021155827811232897,22,21,1
65,179473.0,0.20000004768371582,1,-0.00028096043050973585,-0.000513634322409473,0.00021048217998309582,4.4519691520735916e-05,-3.069298122185009e-05,-1.65023578535162e-05,-3.069298122185009e-05,6.0068537128668964e-05,2.9739351833440902e-05,-1.65023578535162e-05,2.9739351833440902e-05,3.4656510612469734e-05,0.0015668732784068814,22,21,1
66,179473.199999094,0.19999909400939941,1,-0.0016534813977577669,0.0005697776510267261,0.001960417680045623,4.451932896593926e-05,-3.069165273537375e-05,-1.6501555806145283e-05,-3.069165273537375e-05,6.006649597638275e-05,2.9738137188034328e-05,-1.6501555806145283e-05,2.9738137188034328e-05,3.465551911852728e-05,0.001418789715479919,22,21,1
67,179473.40000009537,0.20000100135803223,1,-0.0011742686750473624,0.0014465186784278217,0.0002313319594833274,4.4518966552821534e-05,-3.069032436466903e-05,-1.6500753777853067e-05,-3.069032436466903e-05,6.006445503908962e-05,2.973692258861459e-05,-1.6500753777853067e-05,2.973692258861459e-05,3.465452764401134e-05,0.0016842350242261992,22,21,1
68,179473.59999895096,0.1999988555908203,1,0.001923126316578516,4.0926436110311215e-05,0.0014300302903400564,4.451860472980408e-05,-3.068899652126136e-05,-1.6499951961227057e-05,-3.068899652126136e-05,6.0062414870152625e-05,2.9735708293158092e-05,-1.6499951961227057e-05,2.9735708293158092e-05,3.4653536397968924e-05,0.0029851678929833513,22,21,1
69,179473.79999995232,0.20000100135803223,1,-0.0025518198701593255,0.00034581867377170283,0.0012208126662036634,4.4518242416101844e-05,-3.0687668172430836e-05,-1.6499149936736792e-05,-3.0687668172430836e-05,6.006037391265791e-05,2.973449360880455e-05,-1.6499149936736792e-05,2.973449360880455e-05,3.465254484065294e-05,0.0018373500356941054,22,21,1
70,179474.0,0.20000004768371582,1,5.4223957136495575e-05,-0.0005055498554717985,0.00198891563515069,4.4517880246966714e-05,-3.06863399404967e-05,-1.6498347920450883e-05,-3.06863399404967e-05,6.0058333144637656e-05,2.9733278940323867e-05,-1.6498347920450883e-05,2.9733278940323867e-05,3.4651553277039286e-05,0.0019472260326114158,22,21,1
71,179474.199999094,0.19999909400939941,1,-0.002952741756378468,0.005033868324119339,0.002863293357436625,4.451751870729921e-05,-3.068501225137795e-05,-1.649754617107518e-05,-3.068501225137795e-05,6.005629310739211e-05,2.9732064597809455e-05,-1.649754617107518e-05,2.9732064597809455e-05,3.465056197302459e-05,0.0019186278449948421,22,21,1
72,179474.40000009537,0.20000100135803223,1,0.0006246921982762849,-0.0027504685129251527,0.0002670407877403136,4.451715630813051e-05,-3.068368374675181e-05,-1.6496743980390965e-05,-3.068368374675181e-05,6.005425186927818e-05,2.9730849579288934e-05,-1.6496743980390965e-05,2.9730849579288934e-05,3.464957010507754e-05,0.0013310977551011266,22,21,1
73,179474.59999895096,0.1999988555908203,1,-0.0012575215289737972,0.0012873878547488005,0.0005795610788164041,4.45167938168734e-05,-3.068235514042481e-05,-1.6495941688269487e-05,-3.068235514042481e-05,6.005221047220605e-05,2.9729634394532904e-05,-1.6495941688269487e-05,2.9729634394532904e-05,3.464857808395192e-05,0.0014652514266704768,22,21,1
74,179474.79999995232,0.20000100135803223,1,-0.0022502595299000996,0.002463380043881358,0.0028060585440501384,4.451642991845699e-05,-3.068102517527295e-05,-1.6495138831048786e-05,-3.068102517527295e-05,6.005016710451177e-05,2.972841830816462e-05,-1.6495138831048786e-05,2.972841830816462e-05,3.464758534687803e-05,0.0026091948868999307,22,21,1
75,179475.0,0.20000004768371582,1,0.0013447701205990803,-0.002484197249707165,-0.002207560332082359,4.451606696909648e-05,-3.067969608305507e-05,-1.649433630501206e-05,-3.067969608305507e-05,6.004812502553567e-05,2.9727202734469656e-05,-1.649433630501206e-05,2.9727202734469656e-05,3.464659299560019e-05,0.0023807858611067704,22,21,1
76,179475.199999094,0.19999909400939941,1,-0.0024165643689186434,0.0012161171918130265,0.0023816673687724332,4.451570452793789e-05,-3.0678367427324304e-05,-1.6493533922532373e-05,-3.0678367427324304e-05,6.004608342013659e-05,2.9725987262284878e-05,-1.6493533922532373e-05,2.9725987262284878e-05,3.464560071067294e-05,0.003196295271115462,22,21,1
77,179475.40000009537,0.20000100135803223,1,-0.0009117275116005027,-0.00018089390148645634,5.753364554550444e-05,4.45153410354444e-05,-3.067703776843304e-05,-1.6492731242770455e-05,-3.067703776843304e-05,6.004404072020572e-05,2.972477149287868e-05,-1.6492731242770455e-05,2.972477149287868e-05,3.4644608204480407e-05,0.002041410774077812,22,21,1
78,179475.59999895096,0.1999988555908203,1,0.0009094709893791603,-0.0003318766740036949,0.0013454349328450022,4.4514979285272856e-05,-3.06757097062922e-05,-1.6491929178039668e-05,-3.06757097062922e-05,6.004200016508118e-05,2.9723556550347932e-05,-1.6491929178039668e-05,2.9723556550347932e-05,3.4643616331768594e-05,0.0019256437167551115,22,21,1
79,179475.79999995232,0.20000100135803223,1,0.0005833834547954565,-0.00047418292997392086,0.0003925081166675781,4.4514617379255996e-05,-3.067438149853983e-05,-1.6491127095776485e-05,-3.067438149853983e-05,6.0039959679267456e-05,2.9722341723496303e-05,-1.6491127095776485e-05,2.9722341723496303e-05,3.464262454481052e-05,0.0017903095027349803,22,21,1
