epoch,tow,pos_err_m,n_dd_factors,dd_pr_rms_raw_m,dd_pr_rms_huber_m,lm_iterations,lm_converged,gnss_solved,anchor_factors,marginal_prior_dims,recovery_fired,imu_fill
103,187490.6,0.7252772105049756,34,0.3238218575327011,0.3238218575327011,3,True,True,0,6,False,False
104,187490.8,0.7132490512016716,33,0.32471212964263313,0.32471212964263313,3,True,True,0,6,False,False
105,187491.0,0.7069994325345246,32,0.2676448012379387,0.2676448012379387,3,True,True,0,6,False,False
106,187491.2,0.7102182795105819,31,0.2453262419046932,0.2453262419046932,3,True,True,0,6,False,False
107,187491.4,0.6999177271173106,30,0.24170176010703054,0.24170176010703054,3,True,True,0,6,False,False
108,187491.6,0.6978699806292317,29,0.2578740504897266,0.2578740504897266,3,True,True,0,6,False,False
109,187491.8,0.6884464315169329,29,0.2678986625249834,0.2678986625249834,3,True,True,0,6,False,False
110,187492.0,0.6948997181097409,29,0.24290582284291767,0.24290582284291767,3,True,True,0,6,False,False
111,187492.2,0.6922922094231254,28,0.23040336668094133,0.23040336668094133,3,True,True,0,6,False,False
112,187492.4,0.6879456044811999,29,0.19991729038517952,0.19991729038517952,3,True,True,0,6,False,False
113,187492.6,0.6900433424575668,29,0.19403157372944851,0.19403157372944851,3,True,True,0,6,False,False
114,187492.8,0.6798452612343614,29,0.1799444938020113,0.1799444938020113,3,True,True,0,6,False,False
115,187493.0,0.6612907996956024,28,0.23871954453236416,0.23871954453236416,3,True,True,0,6,False,False
116,187493.2,0.6443160876455482,28,0.22450319616246867,0.22450319616246867,3,True,True,0,6,False,False
117,187493.4,0.6151823963670858,27,0.23853858562791422,0.23853858562791422,3,True,True,0,6,False,False
118,187493.6,0.5853377013514774,26,0.2516932189857703,0.2516932189857703,3,True,True,0,6,False,False
119,187493.8,0.5575821308283432,25,0.25377453971517966,0.25377453971517966,3,True,True,0,6,False,False
120,187494.0,0.5301806234051966,25,0.2743861056371731,0.2743861056371731,3,True,True,0,6,False,False
121,187494.2,0.5045312315977858,25,0.28214623978304204,0.28214623978304204,3,True,True,0,6,False,False
122,187494.4,0.4888241124081456,25,0.25191969345650717,0.25191969345650717,3,True,True,0,6,False,False
123,187494.6,0.4813745763896864,25,0.2664727096082958,0.2664727096082958,3,True,True,0,6,False,False
124,187494.8,0.48068955673077535,25,0.29139460108332915,0.29139460108332915,3,True,True,0,6,False,False
125,187495.0,0.47731927500853405,25,0.3409428177413757,0.3409428177413757,3,True,True,0,6,False,False
126,187495.2,0.4727768690210837,25,0.3499765471399765,0.3499765471399765,3,True,True,0,6,False,False
127,187495.4,0.48587181382810257,25,0.3194053330481841,0.3194053330481841,3,True,True,0,6,False,False
128,187495.6,0.5060846969107635,25,0.30506501602747954,0.30506501602747954,3,True,True,0,6,False,False
129,187495.8,0.5250320731975758,25,0.26943712478540427,0.26943712478540427,3,True,True,0,6,False,False
130,187496.0,0.5639872202811829,25,0.27987072978547495,0.27987072978547495,3,True,True,0,6,False,False
131,187496.2,0.5944457183874529,25,0.2108286070217028,0.2108286070217028,3,True,True,0,6,False,False
132,187496.4,0.6133158536274965,25,0.26331557631935937,0.26331557631935937,3,True,True,0,6,False,False
133,187496.6,0.6128821775003138,25,0.26274605076858215,0.26274605076858215,3,True,True,0,6,False,False
134,187496.8,0.6020873789051321,25,0.23687962823588643,0.23687962823588643,3,True,True,0,6,False,False
135,187497.0,0.5740112226028816,25,0.26353647763053173,0.26353647763053173,3,True,True,0,6,False,False
136,187497.2,0.5515453102574969,25,0.3313349022688651,0.3313349022688651,3,True,True,0,6,False,False
137,187497.4,0.5516415740268938,25,0.2726037776348124,0.2726037776348124,3,True,True,0,6,False,False
138,187497.6,0.5627387301018268,25,0.31106495852195637,0.31106495852195637,3,True,True,0,6,False,False
139,187497.8,0.5769069094637759,25,0.2740301726545234,0.2740301726545234,3,True,True,0,6,False,False
140,187498.0,0.6117844977667346,25,0.3891276964010925,0.3891276964010925,3,True,True,0,6,False,False
141,187498.2,0.6492756220257258,24,0.1950369656112776,0.1950369656112776,3,True,True,0,6,False,False
142,187498.4,0.6945919472355159,24,0.44962018472964477,0.44962018472964477,3,True,True,0,6,False,False
143,187498.6,0.7378420372500327,24,0.34192737351082775,0.34192737351082775,3,True,True,0,6,False,False
144,187498.8,0.7823899602683095,24,0.3918386649397452,0.3918386649397452,3,True,True,0,6,False,False
145,187499.0,0.8329847927599138,25,1.74231613380731,1.419475073162052,2,False,True,0,6,False,False
146,187499.2,0.8997124183802462,27,1.623309458770601,1.33851268042801,2,False,True,0,6,False,False
147,187499.4,0.9803892214133275,28,1.556591601518938,1.2987292462167046,2,False,True,0,6,False,False
148,187499.6,1.0185830860229403,28,0.3388189954999029,0.3388189954999029,2,False,True,0,6,False,False
149,187499.8,1.0713247184638341,28,0.47337644496582654,0.47337644496582654,2,False,True,0,6,False,False
150,187500.0,1.1672678311318374,27,0.47011583554268427,0.47011583554268427,2,False,True,0,6,False,False
151,187500.2,1.2621662552471853,27,0.39053143647057376,0.39053143647057376,2,False,True,0,6,False,False
152,187500.4,1.3210366682122547,27,0.3688147397520839,0.3688147397520839,3,True,True,0,6,False,False
153,187500.6,1.377879666541561,28,0.40133326274545655,0.40133326274545655,3,True,True,0,6,False,False
154,187500.8,1.4321700763788914,29,0.35290814113903585,0.35290814113903585,3,True,True,0,6,False,False
155,187501.0,1.4478089520455681,30,0.35170526954237197,0.35170526954237197,3,True,True,0,6,False,False
156,187501.2,1.4658923184932722,30,0.38251993766058756,0.38251993766058756,3,True,True,0,6,False,False
157,187501.4,1.480127960008671,30,0.3578290222396472,0.3578290222396472,3,True,True,0,6,False,False
158,187501.6,1.494292835358131,30,0.29165453881144626,0.29165453881144626,3,True,True,0,6,False,False
159,187501.8,1.4991461249331535,29,0.31061311412647613,0.31061311412647613,3,True,True,0,6,False,False
160,187502.0,1.5011352263527975,28,0.31337926380426684,0.31337926380426684,3,True,True,0,6,False,False
161,187502.2,1.5040700167401588,27,0.33464898671664134,0.33464898671664134,3,True,True,0,6,False,False
162,187502.4,1.5013827627928504,26,0.34181873945897207,0.34181873945897207,3,True,True,0,6,False,False
163,187502.6,1.496414471826653,25,0.32497736307723724,0.32497736307723724,3,True,True,0,6,False,False
164,187502.8,1.4815265949701675,25,0.29939542727898893,0.29939542727898893,3,True,True,0,6,False,False
165,187503.0,1.4581160371087025,25,0.3301674391457798,0.3301674391457798,3,True,True,0,6,False,False
166,187503.2,1.4383436793715174,25,0.3046762537271853,0.3046762537271853,3,True,True,0,6,False,False
167,187503.4,1.4174693429627467,25,0.3006132659398843,0.3006132659398843,3,True,True,0,6,False,False
168,187503.6,1.3880717646021032,25,0.3130224923550235,0.3130224923550235,3,True,True,0,6,False,False
169,187503.8,1.3561851086908339,25,0.3074772690457397,0.3074772690457397,3,True,True,0,6,False,False
170,187504.0,1.3200263649478923,25,0.2768908611137217,0.2768908611137217,3,True,True,0,6,False,False
171,187504.2,1.2832711394468397,25,0.26561909823915064,0.26561909823915064,3,True,True,0,6,False,False
172,187504.4,1.2506824071860494,25,0.22468045010265902,0.22468045010265902,3,True,True,0,6,False,False
173,187504.6,1.2241249789794237,25,0.19785367349448033,0.19785367349448033,3,True,True,0,6,False,False
174,187504.8,1.2057659136129764,25,0.18817328540357053,0.18817328540357053,3,True,True,0,6,False,False
175,187505.0,1.1994836486847171,25,0.1835392119310206,0.1835392119310206,3,True,True,0,6,False,False
176,187505.2,1.2045571769828802,25,0.18453084418765126,0.18453084418765126,3,True,True,0,6,False,False
177,187505.4,1.2655671004941855,26,2.7095682502765848,1.7007424923855392,2,False,True,0,6,False,False
178,187505.6,1.3532651262503985,27,2.3655445153053103,1.5697149784246054,2,False,True,0,6,False,False
179,187505.8,1.4760977447717005,28,2.0542957704639284,1.4446634193618355,2,False,True,0,6,False,False
180,187506.0,1.6261530650553095,30,1.6322284025501057,1.1443287737332168,2,False,True,0,6,False,False
181,187506.2,1.785571062215438,31,1.559644841197538,1.264766522647108,2,False,True,0,6,False,False
182,187506.4,1.9279216182274852,32,1.3250055958034983,1.0811253325902808,2,False,True,0,6,False,False
183,187506.6,2.055654537109737,33,1.1943128517289612,1.0408250427615535,2,False,True,0,6,False,False
184,187506.8,2.14387548530142,33,1.1245308378186294,1.0632692138953617,2,False,True,0,6,False,False
185,187507.0,2.204114625065205,33,0.8537621650303758,0.8537621650303758,2,False,True,0,6,False,False
186,187507.2,2.2199612117751952,34,0.7217153693742668,0.7217153693742668,2,False,True,0,6,False,False
187,187507.4,2.1599304175104956,35,0.7763536002105209,0.7763536002105209,2,False,True,0,6,False,False
188,187507.6,2.0695088834927793,35,0.7205762889986514,0.7205762889986514,3,False,True,0,6,False,False
189,187507.8,1.9651486095005164,36,0.6733375239227436,0.6733375239227436,3,True,True,0,6,False,False
190,187508.0,1.9011824596923363,37,0.6533045813958891,0.6533045813958891,3,True,True,0,6,False,False
191,187508.2,1.850201152833725,38,0.613314812934713,0.613314812934713,3,True,True,0,6,False,False
192,187508.4,1.785601231493094,37,0.5058990807428257,0.5058990807428257,3,True,True,0,6,False,False
193,187508.6,1.7364800063730759,37,0.4956131109177069,0.4956131109177069,3,True,True,0,6,False,False
194,187508.8,1.697888586697158,37,0.5708941190127655,0.5708941190127655,3,True,True,0,6,False,False
195,187509.0,1.7309136364300324,36,0.8314767953022372,0.8314767953022372,3,True,True,0,6,False,False
196,187509.2,1.750944334787474,33,0.5680439884359656,0.5680439884359656,3,True,True,0,6,False,False
197,187509.4,1.7405247749208463,32,1.094469370048895,1.0395279033042564,2,False,True,0,6,False,False
198,187509.6,1.7220430894379217,31,1.306916284616569,1.1293247214630404,2,False,True,0,6,False,False
199,187509.8,1.6815170918858557,30,1.362914704682151,1.1552697543384478,2,False,True,0,6,False,False
200,187510.0,1.6101997794255634,29,1.2058495037794008,1.088329705799076,2,False,True,0,6,False,False
201,187510.2,1.5200699441545271,30,0.9551344112298706,0.9551344112298706,2,False,True,0,6,False,False
202,187510.4,1.4343620889343445,30,0.8520750670358997,0.8520750670358997,2,False,True,0,6,False,False
203,187510.6,1.3507541290421263,30,0.8404559745734722,0.8404559745734722,2,False,True,0,6,False,False
204,187510.8,1.267651747153071,30,0.7208569351113792,0.7208569351113792,2,False,True,0,6,False,False
205,187511.0,1.186644579844177,30,0.6472256942801989,0.6472256942801989,3,True,True,0,6,False,False
206,187511.2,1.112973290386324,30,0.6349622232063902,0.6349622232063902,3,True,True,0,6,False,False
207,187511.4,1.0462658095856978,30,0.5762711412381569,0.5762711412381569,3,True,True,0,6,False,False
208,187511.6,1.0267144673537056,31,2.0076304174082287,1.4276587415054822,3,True,True,0,6,False,False
209,187511.8,0.9949885629627854,31,0.5395008828745408,0.5395008828745408,3,True,True,0,6,False,False
210,187512.0,0.978033966711091,31,0.509336937829406,0.509336937829406,3,True,True,0,6,False,False
211,187512.2,0.9716365763764409,31,0.4705155234952008,0.4705155234952008,3,True,True,0,6,False,False
212,187512.4,0.9649788863951633,31,0.4541320771914459,0.4541320771914459,3,True,True,0,6,False,False
213,187512.6,0.9450504915678082,30,0.4373754372674124,0.4373754372674124,3,True,True,0,6,False,False
214,187512.8,0.9234321346441617,30,0.42088539633775424,0.42088539633775424,3,True,True,0,6,False,False
215,187513.0,0.9001651633629643,30,0.3869890727248095,0.3869890727248095,3,True,True,0,6,False,False
216,187513.2,0.8791884718926128,30,0.3412431114210573,0.3412431114210573,3,True,True,0,6,False,False
217,187513.4,0.8628850115468355,30,0.2859193066191739,0.2859193066191739,3,True,True,0,6,False,False
218,187513.6,0.8587892487305766,30,0.2939167123264239,0.2939167123264239,3,True,True,0,6,False,False
219,187513.8,0.8547458824835732,29,0.32644408876948616,0.32644408876948616,3,True,True,0,6,False,False
220,187514.0,0.8602424109725685,27,0.3592729655688078,0.3592729655688078,3,True,True,0,6,False,False
221,187514.2,0.8768709430663303,27,0.40833483888248456,0.40833483888248456,3,True,True,0,6,False,False
222,187514.4,0.9019185248277717,27,0.4574373316431498,0.4574373316431498,3,True,True,0,6,False,False
223,187514.6,0.9345014052655443,27,0.391042726356729,0.391042726356729,3,True,True,0,6,False,False
224,187514.8,0.9601316466859161,28,0.410404575011835,0.410404575011835,3,True,True,0,6,False,False
225,187515.0,1.0007468867711093,28,0.22225521221532435,0.22225521221532435,3,True,True,0,6,False,False
226,187515.2,1.0404244700884542,27,0.30326421508752743,0.30326421508752743,3,True,True,0,6,False,False
227,187515.4,1.0925108154481993,26,0.21736880288038146,0.21736880288038146,3,True,True,0,6,False,False
228,187515.6,1.1719781684782153,25,0.42344317019782646,0.42344317019782646,3,True,True,0,6,False,False
229,187515.8,1.2735249492866851,24,0.4330801376817741,0.4330801376817741,3,True,True,0,6,False,False
230,187516.0,1.3722272314081094,25,0.4710607686248589,0.4710607686248589,3,True,True,0,6,False,False
231,187516.2,1.4895322704556613,27,5.554075348556537,2.4839016584523588,2,False,True,0,6,False,False
232,187516.4,1.6480345850888578,28,5.336152752148197,2.2400388769498916,2,False,True,0,6,False,False
233,187516.6,1.806915755675592,29,5.114525051434958,2.210169674749819,2,False,True,0,6,False,False
234,187516.8,1.9767962452287664,28,5.450091011104175,2.501615606221066,2,False,True,0,6,False,False
235,187517.0,2.146142243777175,28,4.526405966763449,2.175464333434878,2,False,True,0,6,False,False
236,187517.2,2.214696762113541,26,0.9559114934169586,0.941122052316379,2,False,True,0,6,False,False
237,187517.4,2.3088662454187183,26,3.6963139340529914,2.038415636916021,2,False,True,0,6,False,False
238,187517.6,2.3513215792004867,25,0.8661935256475092,0.8661935256475092,3,True,True,0,6,False,False
239,187517.8,2.3648841432828642,26,0.7404553959149679,0.7404553959149679,3,True,True,0,6,False,False
240,187518.0,2.372398447412619,26,0.6904313116041274,0.6904313116041274,3,True,True,0,6,False,False
241,187518.2,2.40918296059001,26,0.7363728420669671,0.7363728420669671,3,True,True,0,6,False,False
242,187518.4,2.448226092858615,25,0.9675400390770765,0.9475154668068029,2,False,True,0,6,False,False
243,187518.6,2.5036934543806453,26,7.042355115716854,2.8695849141481684,2,False,True,0,6,False,False
244,187518.8,2.6563229965730253,27,6.468361810911133,2.734683523480652,2,False,True,0,6,False,False
245,187519.0,12.786119832038256,27,6.58195578406312,2.904638531359795,2,False,True,0,0,True,False
246,187519.2,12.021903438916707,26,1.710168564424419,1.4652160826527876,12,True,True,0,6,False,False
247,187519.4,11.758629287507816,25,1.8386310684860618,1.4201020406636873,5,True,True,0,6,False,False
248,187519.6,11.581660580787773,23,1.9928101891673475,1.4060503030169527,5,True,True,0,6,False,False
249,187519.8,11.471185813166631,20,0.71105437873913,0.71105437873913,3,True,True,0,6,False,False
250,187520.0,11.353332054355057,19,0.5457237573972972,0.5457237573972972,4,True,True,0,6,False,False
251,187520.2,11.24400944252359,19,0.6600411103015187,0.6600411103015187,3,True,True,0,6,False,False
252,187520.4,11.111341554202214,20,1.1350298916914303,1.1350298916914303,3,True,True,0,6,False,False
253,187520.6,10.96724468675394,21,1.3471524200032279,1.3471524200032279,3,True,True,0,6,False,False
254,187520.8,10.836399283423617,22,1.5579945170779685,1.5504745624782954,2,False,True,0,6,False,False
255,187521.0,10.711516922649608,22,2.148248808797712,1.5223930914643196,2,False,True,0,6,False,False
256,187521.2,10.512609398207818,23,2.086082554455598,1.6169791976146686,2,False,True,0,6,False,False
257,187521.4,10.292026647124356,23,1.9020691096997808,1.5443553599796593,2,False,True,0,6,False,False
258,187521.6,10.073168900212519,23,1.7976534228111354,1.4827812800700872,2,False,True,0,6,False,False
259,187521.8,9.73432950448431,25,2.0476027444698266,1.673822237549026,2,False,True,0,6,False,False
260,187522.0,9.407643788459252,27,1.5249905231352927,1.346941138318577,2,False,True,0,6,False,False
261,187522.2,9.090091735266283,28,1.4001137990646972,1.2391293857928238,2,False,True,0,6,False,False
262,187522.4,8.721632790983021,30,2.070971285926037,1.5969012782586718,2,False,True,0,6,False,False
263,187522.6,8.263287241808369,32,2.726044680716619,1.9423293167507203,2,False,True,0,6,False,False
264,187522.8,7.795391348538756,33,2.6110359545113693,1.9050059283804974,2,False,True,0,6,False,False
265,187523.0,7.331702311621223,35,2.347176867329558,1.7657977433143481,2,False,True,0,6,False,False
266,187523.2,6.854907823650722,37,2.267704246385588,1.7324146458858656,2,False,True,0,6,False,False
267,187523.4,6.40874226087799,38,2.146244841865216,1.699285196688305,2,False,True,0,6,False,False
268,187523.6,6.006930041210232,38,1.9562461447144452,1.5305624835741534,2,False,True,0,6,False,False
269,187523.8,5.715356414030758,39,1.8792741615917474,1.523717670520359,2,False,True,0,6,False,False
270,187524.0,5.5363243410265754,38,1.9405062020764232,1.5329371177101812,2,True,True,0,6,False,False
271,187524.2,5.401817418640469,38,1.937816539636249,1.6058876986890012,3,True,True,0,6,False,False
272,187524.4,5.295375300575182,38,1.9721861871655353,1.6624261276834709,4,True,True,0,6,False,False
273,187524.6,5.260094828177225,39,2.070134888928161,1.6869023598350588,4,True,True,0,6,False,False
274,187524.8,5.266265894917949,39,2.07877168435986,1.6618726972559015,2,False,True,0,6,False,False
275,187525.0,5.274952620771888,40,2.094836865664736,1.6388212777098672,2,False,True,0,6,False,False
276,187525.2,5.308328366363138,40,2.159650690645615,1.6203424427253945,2,False,True,0,6,False,False
277,187525.4,5.345852724081595,40,2.1384655353422857,1.612824741671672,2,False,True,0,6,False,False
278,187525.6,5.399387639016359,40,2.1463440378793632,1.6040644211088526,2,False,True,0,6,False,False
