epoch,tow,pos_err_m,n_dd_factors,dd_pr_rms_raw_m,dd_pr_rms_huber_m,lm_iterations,lm_converged,gnss_solved,anchor_factors,marginal_prior_dims,recovery_fired,imu_fill
103,187490.6,0.03602212943247467,34,0.3104372475360744,0.3104372475360744,3,True,True,15,6,False,False
104,187490.8,0.017487326282631086,33,0.31133816455696656,0.31133816455696656,2,True,True,15,6,False,False
105,187491.0,0.018086721699364292,32,0.2876393466639961,0.2876393466639961,2,True,True,15,6,False,False
106,187491.2,0.021361375901450035,31,0.30074900758535733,0.30074900758535733,2,True,True,15,6,False,False
107,187491.4,0.024195163400941376,30,0.268237466105431,0.268237466105431,2,True,True,15,6,False,False
108,187491.6,0.02575730454063581,29,0.2845236430191691,0.2845236430191691,2,True,True,15,6,False,False
109,187491.8,0.03366738958576182,29,0.31545114461569046,0.31545114461569046,2,True,True,15,6,False,False
110,187492.0,0.03552274106619216,29,0.30976072593575604,0.30976072593575604,2,True,True,15,6,False,False
111,187492.2,0.036249085466962816,28,0.2977275229342245,0.2977275229342245,3,True,True,15,6,False,False
112,187492.4,0.034687734818616936,29,0.31836977099954317,0.31836977099954317,3,True,True,15,6,False,False
113,187492.6,0.04483895947029768,29,0.28904811114477713,0.28904811114477713,3,True,True,15,6,False,False
114,187492.8,0.04756803629213272,29,0.27634074686790117,0.27634074686790117,3,True,True,15,6,False,False
115,187493.0,0.04258359223245413,28,0.23087714702818876,0.23087714702818876,3,True,True,15,6,False,False
116,187493.2,0.04064547892981522,28,0.24110722000459353,0.24110722000459353,3,True,True,15,6,False,False
117,187493.4,0.053088489097675,27,0.25020047522502376,0.25020047522502376,3,True,True,15,6,False,False
118,187493.6,0.04640088206724121,26,0.24762991545864954,0.24762991545864954,3,True,True,15,6,False,False
119,187493.8,0.04672696335795376,25,0.2756374376715668,0.2756374376715668,3,True,True,15,6,False,False
120,187494.0,0.05287511686687132,25,0.3025435152649851,0.3025435152649851,3,True,True,15,6,False,False
121,187494.2,0.053717440065313815,25,0.30152841686071113,0.30152841686071113,3,True,True,15,6,False,False
122,187494.4,0.05385508266282061,25,0.3328144310968894,0.3328144310968894,3,True,True,15,6,False,False
123,187494.6,0.05858726655622661,25,0.3560183831466457,0.3560183831466457,3,True,True,15,6,False,False
124,187494.8,0.058169785386592406,25,0.39471245416001854,0.39471245416001854,3,True,True,15,6,False,False
125,187495.0,0.05805401203389626,25,0.40735757787472315,0.40735757787472315,3,True,True,15,6,False,False
126,187495.2,0.062049069780004976,25,0.40971668841929854,0.40971668841929854,3,True,True,15,6,False,False
127,187495.4,0.045711626945286445,25,0.4529154470316148,0.4529154470316148,3,True,True,15,6,False,False
128,187495.6,0.04715771136313707,25,0.4354792965841914,0.4354792965841914,3,True,True,15,6,False,False
129,187495.8,0.04620197740829601,25,0.42074405711438273,0.42074405711438273,3,True,True,15,6,False,False
130,187496.0,0.036460318272856805,25,0.4763796725392282,0.4763796725392282,3,True,True,15,6,False,False
131,187496.2,0.03727187232824232,25,0.39809210101101755,0.39809210101101755,3,True,True,15,6,False,False
132,187496.4,0.036815872204614554,25,0.3834635254032573,0.3834635254032573,3,True,True,15,6,False,False
133,187496.6,0.036710887954188205,25,0.3094071089725604,0.3094071089725604,3,True,True,15,6,False,False
134,187496.8,0.03431840349369263,25,0.2744405151700366,0.2744405151700366,3,True,True,15,6,False,False
135,187497.0,0.03601764574338032,25,0.23956706429782676,0.23956706429782676,3,True,True,15,6,False,False
136,187497.2,0.0395308594270108,25,0.3744217341248189,0.3744217341248189,3,True,True,15,6,False,False
137,187497.4,0.04755343730588224,25,0.40969722280397075,0.40969722280397075,3,True,True,15,6,False,False
138,187497.6,0.042687887463417784,25,0.43805474379984216,0.43805474379984216,3,True,True,15,6,False,False
139,187497.8,0.04411052422870807,25,0.41953014302224473,0.41953014302224473,2,True,True,15,6,False,False
140,187498.0,0.04754408542657323,25,0.5356617158058583,0.5356617158058583,3,True,True,15,6,False,False
141,187498.2,0.025203639940059617,24,0.45446015255717204,0.45446015255717204,3,True,True,15,6,False,False
142,187498.4,0.025189446803601547,24,0.6141737096106415,0.6141737096106415,3,True,True,15,6,False,False
143,187498.6,0.014313859584559111,24,0.519396869234209,0.519396869234209,3,True,True,15,6,False,False
144,187498.8,0.01239001083450561,24,0.5645961293958459,0.5645961293958459,3,True,True,15,6,False,False
145,187499.0,0.02370266437126132,25,1.8214684259773777,1.488258328375123,2,False,True,15,6,False,False
146,187499.2,0.05744416084054254,27,1.742078800761879,1.42202123881462,2,False,True,15,6,False,False
147,187499.4,0.06475781714938778,28,1.7415761997132388,1.4160298278180317,2,False,True,15,6,False,False
148,187499.6,0.04978683427334666,28,0.577984929359028,0.577984929359028,2,False,True,15,6,False,False
149,187499.8,0.04766760063540074,28,0.7300031607301357,0.7300031607301357,2,False,True,15,6,False,False
150,187500.0,0.051410664105526256,27,0.7314652434030727,0.7314652434030727,2,True,True,15,6,False,False
151,187500.2,0.060294478787928055,27,0.7050906488310237,0.7050906488310237,2,True,True,15,6,False,False
152,187500.4,0.07074253680207637,27,0.6981349572887382,0.6981349572887382,2,True,True,15,6,False,False
153,187500.6,0.07382199093848049,28,0.7709445256939819,0.7709445256939819,2,True,True,15,6,False,False
154,187500.8,0.06462821418120694,29,0.7187828894622366,0.7187828894622366,2,True,True,15,6,False,False
155,187501.0,0.057617161133655954,30,0.6460293883555301,0.6460293883555301,3,True,True,15,6,False,False
156,187501.2,0.05616179054319219,30,0.681959224341177,0.681959224341177,3,True,True,15,6,False,False
157,187501.4,0.05315522820052802,30,0.6790073513056066,0.6790073513056066,3,True,True,15,6,False,False
158,187501.6,0.05837436213211051,30,0.7258229146538427,0.7258229146538427,3,True,True,15,6,False,False
159,187501.8,0.06435578640557946,29,0.616521863749536,0.616521863749536,3,True,True,15,6,False,False
160,187502.0,0.045137606595785994,28,0.5950833978445862,0.5950833978445862,3,True,True,15,6,False,False
161,187502.2,0.05286861518342091,27,0.6195639484496797,0.6195639484496797,3,True,True,15,6,False,False
162,187502.4,0.040220776196727946,26,0.602998357805494,0.602998357805494,3,True,True,15,6,False,False
163,187502.6,0.0370046794202545,25,0.58929536819926,0.58929536819926,3,True,True,15,6,False,False
164,187502.8,0.03441729353156381,25,0.53037443813328,0.53037443813328,3,True,True,15,6,False,False
165,187503.0,0.026027863742876883,25,0.4742073891363017,0.4742073891363017,3,True,True,15,6,False,False
166,187503.2,0.022923875225774607,25,0.4751570718001602,0.4751570718001602,3,True,True,15,6,False,False
167,187503.4,0.02520672298438519,25,0.42191953164995455,0.42191953164995455,3,True,True,15,6,False,False
168,187503.6,0.02825146645405112,25,0.3669657077420631,0.3669657077420631,3,True,True,15,6,False,False
169,187503.8,0.02525548845537718,25,0.3232832930880602,0.3232832930880602,3,True,True,15,6,False,False
170,187504.0,0.02473164903076746,25,0.3188803225199131,0.3188803225199131,3,True,True,15,6,False,False
171,187504.2,0.02281249007531418,25,0.28533448959899094,0.28533448959899094,3,True,True,15,6,False,False
172,187504.4,0.022378884686299484,25,0.28898666009751905,0.28898666009751905,3,True,True,15,6,False,False
173,187504.6,0.02488085243331756,25,0.3216831483663281,0.3216831483663281,3,True,True,15,6,False,False
174,187504.8,0.02970220229143913,25,0.36247087453066806,0.36247087453066806,3,True,True,15,6,False,False
175,187505.0,0.0323282586704678,25,0.3910101523939925,0.3910101523939925,3,True,True,15,6,False,False
176,187505.2,0.037219454359157786,25,0.44005906645227005,0.44005906645227005,3,True,True,15,6,False,False
177,187505.4,0.029979682819873486,26,3.064303234938863,1.835780156159149,2,False,True,15,6,False,False
178,187505.6,0.03143985821673589,27,2.760181101081397,1.7191661377458611,2,False,True,15,6,False,False
179,187505.8,0.03780611213428449,28,2.512120875214953,1.6316941850739988,2,False,True,15,6,False,False
180,187506.0,0.0426124526084855,30,2.12585641408381,1.3531966573987635,2,False,True,15,6,False,False
181,187506.2,0.035027476382765585,31,2.1518875770773596,1.5117215336110814,2,False,True,15,6,False,False
182,187506.4,0.06309267184383073,32,1.875796017060459,1.270075535122389,2,False,True,15,6,False,False
183,187506.6,0.08565524675104168,33,1.7699353226602643,1.2474853890448985,2,False,True,15,6,False,False
184,187506.8,0.11658743498599965,33,1.6877020086889496,1.2209540596686725,2,False,True,15,6,False,False
185,187507.0,0.08713185003294363,33,1.3885184304056946,1.1264943772101175,2,False,True,15,6,False,False
186,187507.2,0.052281049395393554,34,1.2108650278392863,1.0556964151782928,2,False,True,15,6,False,False
187,187507.4,0.04575643160817502,35,1.0843501456952565,1.0024549024386689,2,False,True,15,6,False,False
188,187507.6,0.04416661390881815,35,1.0008333971313295,0.9306272810979057,2,False,True,15,6,False,False
189,187507.8,0.03816065168632852,36,0.9314530503790945,0.9026411120619345,2,False,True,15,6,False,False
190,187508.0,0.04741487580741113,37,1.0625057322411793,1.0393394827591618,2,False,True,15,6,False,False
191,187508.2,0.05228820418457672,38,0.999432817490553,0.9753389138265935,2,False,True,15,6,False,False
192,187508.4,0.058174625734208306,37,0.7399494301838402,0.7399494301838402,2,False,True,15,6,False,False
193,187508.6,0.06011977625149599,37,0.7537597377794967,0.7537597377794967,2,False,True,15,6,False,False
194,187508.8,0.06771432411927863,37,0.8922186242687488,0.8922186242687488,2,False,True,15,6,False,False
195,187509.0,0.06684327137294106,36,1.3413003167198942,1.2271005466761018,2,False,True,15,6,False,False
196,187509.2,0.04331754559037692,33,0.9537767012632664,0.9393592596781016,2,True,True,15,6,False,False
197,187509.4,0.043032341603017984,32,1.0368067286784517,1.0368067286784517,2,True,True,15,6,False,False
198,187509.6,0.043258945027154744,31,1.1852700814864965,1.161816559361078,2,True,True,15,6,False,False
199,187509.8,0.04490026240279884,30,1.1819015611806734,1.118408357593033,2,True,True,15,6,False,False
200,187510.0,0.044681365794934355,29,1.033699960801129,1.0211635356726416,3,True,True,15,6,False,False
201,187510.2,0.04260459891451919,30,0.8095825750614483,0.8095825750614483,3,True,True,15,6,False,False
202,187510.4,0.038268500549326005,30,0.7513837605322596,0.7513837605322596,3,True,True,15,6,False,False
203,187510.6,0.03739724614175009,30,0.7524082685710516,0.7524082685710516,3,True,True,15,6,False,False
204,187510.8,0.030914320883986383,30,0.6260190979603516,0.6260190979603516,3,True,True,15,6,False,False
205,187511.0,0.02747998313397196,30,0.5581067876617931,0.5581067876617931,2,True,True,15,6,False,False
206,187511.2,0.028852902911230226,30,0.5311760375171165,0.5311760375171165,3,True,True,15,6,False,False
207,187511.4,0.022379252263832985,30,0.4959310807045805,0.4959310807045805,3,True,True,15,6,False,False
208,187511.6,0.02886049770977506,31,2.2259367403756967,1.4821036231904836,2,True,True,15,6,False,False
209,187511.8,0.028534928455006905,31,0.529473597500806,0.529473597500806,3,True,True,15,6,False,False
210,187512.0,0.03852922363830824,31,0.5313873742936266,0.5313873742936266,3,True,True,15,6,False,False
211,187512.2,0.05832909450520997,31,0.487732412176042,0.487732412176042,3,True,True,15,6,False,False
212,187512.4,0.054585320414948006,31,0.4265965374086293,0.4265965374086293,3,True,True,15,6,False,False
213,187512.6,0.023121414882358228,30,0.37401188292524395,0.37401188292524395,2,True,True,15,6,False,False
214,187512.8,0.032198725353716054,30,0.34973851040575815,0.34973851040575815,2,True,True,15,6,False,False
215,187513.0,0.04054250217896097,30,0.26572122663581377,0.26572122663581377,2,True,True,15,6,False,False
216,187513.2,0.03344576985378886,30,0.24672407007142894,0.24672407007142894,2,True,True,15,6,False,False
217,187513.4,0.0488781323058083,30,0.24701800107951263,0.24701800107951263,3,True,True,15,6,False,False
218,187513.6,0.04670258474561888,30,0.3452672143334428,0.3452672143334428,3,True,True,15,6,False,False
219,187513.8,0.05954087476987151,29,0.3186514317381701,0.3186514317381701,3,True,True,15,6,False,False
220,187514.0,0.045590826771698234,27,0.2554836316156041,0.2554836316156041,3,True,True,15,6,False,False
221,187514.2,0.050091264432602166,27,0.513819286808488,0.513819286808488,2,True,True,15,6,False,False
222,187514.4,0.042768489240817324,27,0.5903827680565054,0.5903827680565054,2,True,True,15,6,False,False
223,187514.6,0.04083324692161527,27,0.5376662889033454,0.5376662889033454,3,True,True,15,6,False,False
224,187514.8,0.19373280503238022,28,0.46585967419104185,0.46585967419104185,3,True,True,15,6,False,False
225,187515.0,0.116978727131904,28,0.5049662648946845,0.5049662648946845,3,True,True,15,6,False,False
226,187515.2,0.08368959307946075,27,0.5015628343955671,0.5015628343955671,3,True,True,15,6,False,False
227,187515.4,0.10987889741584278,26,0.6061124443971128,0.6061124443971128,3,True,True,15,6,False,False
228,187515.6,0.1300997859896044,25,0.8561001041812198,0.8561001041812198,2,True,True,15,6,False,False
229,187515.8,0.1110809280334064,24,0.9100132220153961,0.9100132220153961,2,True,True,15,6,False,False
230,187516.0,0.0689871183083206,25,0.9782032160523041,0.9340349630485137,3,True,True,15,6,False,False
231,187516.2,0.0746983098802524,27,6.014212369500227,2.6208172545071324,3,True,True,15,6,False,False
232,187516.4,0.07457812617406662,28,5.992388495695852,2.4657854292328985,3,True,True,15,6,False,False
233,187516.6,0.0836331325712622,29,5.840570230772052,2.4338762864345433,3,True,True,15,6,False,False
234,187516.8,0.057913303219572596,28,6.42716388887696,2.7310693138969624,3,True,True,15,6,False,False
235,187517.0,0.062197474923428656,28,5.534599705411616,2.5042830721863742,3,True,True,15,6,False,False
236,187517.2,0.05911530710282466,26,1.0392107790984086,1.0392107790984086,3,True,True,15,6,False,False
237,187517.4,0.07159519286106804,26,4.601048325523,2.2630134328865306,2,True,True,15,6,False,False
238,187517.6,0.07103671147408568,25,1.0049523642831193,1.0049523642831193,3,True,True,15,6,False,False
239,187517.8,0.08036881855530559,26,0.9860062824048108,0.9860062824048108,3,True,True,15,6,False,False
240,187518.0,0.10030821405683749,26,1.0855468072529393,1.0855468072529393,2,True,True,15,6,False,False
241,187518.2,0.08575779755926748,26,1.1865506930401541,1.166935619378912,2,True,True,15,6,False,False
242,187518.4,0.07957012649366908,25,1.4499825744224397,1.2779834866903788,2,False,True,15,6,False,False
243,187518.6,0.04929314176002391,26,7.38011479807346,3.0117804966274897,2,False,True,15,6,False,False
244,187518.8,0.05174508876157712,27,6.993962320728362,2.9365255674674127,2,False,True,15,6,False,False
245,187519.0,12.786119832038256,27,7.408501289121999,3.1678195704325254,2,False,True,15,0,True,False
246,187519.2,0.7215243520208138,26,0.5574862921002763,0.5574862921002763,3,True,True,15,6,False,False
247,187519.4,0.10992702200039602,25,0.6781114949229584,0.6781114949229584,3,True,True,15,6,False,False
248,187519.6,0.07735164299613921,23,0.8276897259495742,0.8276897259495742,3,True,True,15,6,False,False
249,187519.8,0.07398693941980873,20,0.9285792473355802,0.9285792473355802,3,True,True,15,6,False,False
250,187520.0,0.040096146589469576,19,5.192951922007584,2.745051367865795,2,True,True,15,6,False,False
251,187520.2,0.04372515856837619,19,4.755987596419066,2.678517129266279,2,True,True,15,6,False,False
252,187520.4,0.05306329811264448,20,4.309300793791745,2.7316396996457546,3,True,True,15,6,False,False
253,187520.6,0.047565825598281083,21,4.018717190348577,2.653947586881121,3,True,True,15,6,False,False
254,187520.8,0.0387707409370985,22,3.7389986710657133,2.4438217645378484,3,True,True,15,6,False,False
255,187521.0,0.08682360649922506,22,1.5133835952747918,1.1469659405838613,3,True,True,15,6,False,False
256,187521.2,0.09744282401316741,23,2.850511903655203,1.7409064217800658,3,True,True,15,6,False,False
257,187521.4,0.06862986040519757,23,2.9426119192026623,1.7883781015935345,3,True,True,15,6,False,False
258,187521.6,0.06691773083402122,23,2.8405883414727673,1.7540820457914608,3,True,True,15,6,False,False
259,187521.8,0.12846776111307046,25,2.6423009897572474,1.8286151589124084,3,True,True,15,6,False,False
260,187522.0,0.10550663806518064,27,2.5633494005643787,1.7277671435739428,2,False,True,15,6,False,False
261,187522.2,0.04189989409450633,28,2.3683850216077875,1.6532798939204543,2,False,True,15,6,False,False
262,187522.4,0.04894194143115755,30,2.397578443459989,1.769733787760978,2,False,True,15,6,False,False
263,187522.6,0.07967984839017349,32,1.7386114891975597,1.439564826278335,2,False,True,15,6,False,False
264,187522.8,0.06345713384510678,33,1.7013549815347333,1.4094619401776094,2,False,True,15,6,False,False
265,187523.0,0.18659276439964548,35,2.1346435886502344,1.5935308965515098,2,False,True,15,6,False,False
266,187523.2,0.06992915219679016,37,2.0679837645391284,1.5759418352040364,2,False,True,15,6,False,False
267,187523.4,0.10266180837643658,38,2.226267959634784,1.6244219250176124,2,False,True,15,6,False,False
268,187523.6,0.030347824900282056,38,2.143613179821367,1.5617634158669882,2,False,True,15,6,False,False
269,187523.8,0.05581621719228029,39,2.4833209849420865,1.689011805506879,2,False,True,15,6,False,False
270,187524.0,0.02630284471583993,38,2.738835368555643,1.8020186879382316,2,False,True,15,6,False,False
271,187524.2,0.030960541138848947,38,2.7750273757575377,1.800826533827698,2,False,True,15,6,False,False
272,187524.4,0.03699775168368992,38,2.9354934351339828,1.8460339460099249,2,True,True,15,6,False,False
273,187524.6,0.053180357208158675,39,3.155269130914067,1.9228968579087378,2,True,True,15,6,False,False
274,187524.8,0.046569658720164914,39,3.285632187972478,1.978898660243208,2,True,True,15,6,False,False
275,187525.0,0.05654140841853465,40,3.448435045575729,2.040065503967397,2,True,True,15,6,False,False
276,187525.2,0.044066023484279654,40,3.6292007980566336,2.0824367659552876,2,False,True,15,6,False,False
277,187525.4,0.05713630773837074,40,3.624462024544187,2.065440957052073,2,False,True,15,6,False,False
