epoch,tow,pos_err_m,n_dd_factors,dd_pr_rms_raw_m,dd_pr_rms_huber_m,lm_iterations,lm_converged,gnss_solved,anchor_factors,marginal_prior_dims,recovery_fired,imu_fill,n_dd_carrier,n_cross_window_prior,ar_accepted,epoch_fixed,ar_cert_passed,ar_cert_marginal_sigma_m,ar_cert_dd_pr_rms_m,ar_cert_dd_cp_rms_cyc,epochs_since_recovery,ar_offered,fix_truth_err_m
53,179470.6,0.10574300636489772,30,0.6200392062818256,0.6200392062818256,2,False,True,15,6,False,False,30,0,True,True,True,0.014251078154563373,0.6357062680804683,0.019409597390624377,1000000053,True,0.10574300636489772
54,179470.8,0.10824310386431348,30,0.6606498612501426,0.6606498612501426,2,True,True,15,6,False,False,30,0,True,True,True,0.014254999623942189,0.676188937856237,0.021224687994488005,1000000054,True,0.10824310386431348
55,179471.0,0.1078920907373072,30,0.6368014052585373,0.6368014052585373,2,True,True,15,6,False,False,30,0,True,True,True,0.014252120076103877,0.6538468596518863,0.026392676901532915,1000000055,True,0.1078920907373072
56,179471.2,0.10915782956931917,30,0.6448141227370758,0.6448141227370758,2,False,True,15,6,False,False,30,0,True,True,True,0.014245703736858812,0.6608698353733815,0.020237803007528588,1000000056,True,0.10915782956931917
57,179471.4,0.10827927723055579,30,0.6504821631404877,0.6504821631404877,2,False,True,15,6,False,False,30,0,True,True,True,0.01424550703929328,0.6659468996120009,0.01719164701140227,1000000057,True,0.10827927723055579
58,179471.6,0.10987662250876516,30,0.6410969731891458,0.6410969731891458,2,False,True,15,6,False,False,30,0,True,True,True,0.014250998801406995,0.6571975034805666,0.0194916734963666,1000000058,True,0.10987662250876516
59,179471.8,0.10846564604172244,30,0.6465064137008683,0.6465064137008683,2,False,True,15,6,False,False,30,0,True,True,True,0.014253433125014928,0.6634127424621588,0.02228675927418993,1000000059,True,0.10846564604172244
60,179472.0,0.11087984067343501,30,0.5919964124829373,0.5919964124829373,2,False,True,15,6,False,False,30,0,True,True,True,0.014250719082891043,0.6106074078302299,0.028028327293404782,1000000060,True,0.11087984067343501
61,179472.2,0.10936780712523742,30,0.608654292866413,0.608654292866413,2,False,True,15,6,False,False,30,0,True,True,True,0.014246974127534328,0.6254516639545258,0.022069713567878572,1000000061,True,0.10936780712523742
62,179472.4,0.10926962236854441,30,0.5915613802455277,0.5915613802455277,2,False,True,15,6,False,False,30,0,True,True,True,0.014247240872209707,0.6079409123478368,0.016126194323299564,1000000062,True,0.10926962236854441
63,179472.6,0.10732962292898068,30,0.5990642925719133,0.5990642925719133,2,False,True,15,6,False,False,30,0,True,True,True,0.014247127423071868,0.6155082465294297,0.018392389892332224,1000000063,True,0.10732962292898068
64,179472.8,0.11562188887279781,30,0.5795252021513984,0.5795252021513984,3,False,True,15,6,False,False,30,0,True,True,True,0.014247614934852498,0.5965840929317201,0.020080729864768252,1000000064,True,0.11562188887279781
65,179473.0,0.11759729734239271,30,0.5496283628990054,0.5496283628990054,6,True,True,15,6,False,False,30,0,True,True,True,0.014247546155638696,0.5658181530048098,0.024351123956220203,1000000065,True,0.11759729734239271
66,179473.2,0.1081060186851318,30,0.49892178679345306,0.49892178679345306,2,False,True,15,6,False,False,30,0,True,True,True,0.014246710484797857,0.513275064139363,0.018452574535253754,1000000066,True,0.1081060186851318
67,179473.4,0.1058619587790882,30,0.48223014689908245,0.48223014689908245,2,False,True,15,6,False,False,30,0,True,True,True,0.014243104299090733,0.49758990070579173,0.01948195667793745,1000000067,True,0.1058619587790882
68,179473.6,0.10845610033014151,30,0.47533071866667703,0.47533071866667703,2,False,True,15,6,False,False,30,0,True,True,True,0.014244227623988977,0.4914962331873344,0.018969399241385115,1000000068,True,0.10845610033014151
69,179473.8,0.10768811424868854,30,0.5093737213806581,0.5093737213806581,2,False,True,15,6,False,False,30,0,True,True,True,0.014246981482204012,0.5273120346456286,0.01936266366451305,1000000069,True,0.10768811424868854
70,179474.0,0.10883408514544769,30,0.47801653065508426,0.47801653065508426,2,False,True,15,6,False,False,30,0,True,True,True,0.014242251764469539,0.49732197078808793,0.0256276444676242,1000000070,True,0.10883408514544769
71,179474.2,0.10415274701736607,30,0.5036366920637211,0.5036366920637211,2,False,True,15,6,False,False,30,0,True,True,True,0.014239792616965988,0.52167112543713,0.017529255483962506,1000000071,True,0.10415274701736607
72,179474.4,0.10580587141818262,30,0.4660518115189883,0.4660518115189883,2,False,True,15,6,False,False,30,0,True,True,True,0.01424007164279517,0.48395620479289225,0.01718950113809358,1000000072,True,0.10580587141818262
73,179474.6,0.10655888281398579,30,0.47060119648843585,0.47060119648843585,2,False,True,15,6,False,False,30,0,True,True,True,0.014235507813407199,0.4885074649422842,0.018147242889545702,1000000073,True,0.10655888281398579
74,179474.8,0.11330141055706094,30,0.4588000640869881,0.4588000640869881,3,False,True,15,6,False,False,30,0,True,True,True,0.014241503909302991,0.47615623562441045,0.01808057213444903,1000000074,True,0.11330141055706094
75,179475.0,0.11937896788401718,30,0.4358580638986717,0.4358580638986717,5,True,True,15,6,False,False,30,0,True,True,True,0.014236735966630878,0.45612114604801657,0.026699117698097314,1000000075,True,0.11937896788401718
76,179475.2,0.10715457219808668,30,0.4085505128015203,0.4085505128015203,2,False,True,15,6,False,False,30,0,True,True,True,0.014234055386498709,0.42323640858562184,0.02072493106187022,1000000076,True,0.10715457219808668
77,179475.4,0.10150473062868864,30,0.42710841311423103,0.42710841311423103,2,False,True,15,6,False,False,30,0,True,True,True,0.014230929930351983,0.4401556181804529,0.016218305465657307,1000000077,True,0.10150473062868864
78,179475.6,0.10659257408028633,30,0.3948917353204931,0.3948917353204931,2,False,True,15,6,False,False,30,0,True,True,True,0.014234146081593185,0.40701921458507306,0.017932392541858178,1000000078,True,0.10659257408028633
79,179475.8,0.10302584022144068,30,0.39912038248148085,0.39912038248148085,2,False,True,15,6,False,False,30,0,True,True,True,0.014234652020967183,0.4087587219106416,0.01749201281337781,1000000079,True,0.10302584022144068
80,179476.0,0.10802544622108236,30,0.34776315349191134,0.34776315349191134,7,True,True,15,6,False,False,30,0,True,True,True,0.014235286455786002,0.3536080831872508,0.022661790198259344,1000000080,True,0.10802544622108236
81,179476.2,0.10643826856478614,30,0.2925752173055307,0.2925752173055307,3,True,True,15,6,False,False,30,0,True,True,True,0.014233381980632386,0.30161278329209235,0.015320050770896106,1000000081,True,0.10643826856478614
82,179476.4,0.10458185939670557,30,0.30041397637508926,0.30041397637508926,2,False,True,15,6,False,False,30,0,True,True,True,0.014229278204585485,0.3117196199510649,0.016695622459364918,1000000082,True,0.10458185939670557
83,179476.6,0.10374756218835349,30,0.30216495932117654,0.30216495932117654,2,False,True,15,6,False,False,30,0,True,True,True,0.014232714469361685,0.3132655422537838,0.01665395026067901,1000000083,True,0.10374756218835349
84,179476.8,0.1097001323072446,30,0.2885852491879741,0.2885852491879741,6,True,True,15,6,False,False,30,0,True,True,True,0.014236688884778194,0.30079848563946215,0.01988643224701144,1000000084,True,0.1097001323072446
85,179477.0,0.11591367978013865,30,0.2881620956392806,0.2881620956392806,6,True,True,15,6,False,False,30,0,True,True,True,0.01423430061138721,0.307029200991308,0.02274517184567347,1000000085,True,0.11591367978013865
86,179477.2,0.10947678797334592,30,0.3445702654414104,0.3445702654414104,2,False,True,15,6,False,False,30,0,True,True,True,0.014229709956711464,0.3605416417102019,0.017704325636457793,1000000086,True,0.10947678797334592
87,179477.4,0.1090248214971176,30,0.32590471948411964,0.32590471948411964,2,False,True,15,6,False,False,30,0,True,True,True,0.014229839759555414,0.34178445737783014,0.019274762352004773,1000000087,True,0.1090248214971176
88,179477.6,0.10584319084716161,30,0.36173218773878696,0.36173218773878696,2,False,True,15,6,False,False,30,0,True,True,True,0.014234032271936647,0.3791628123410621,0.016578428795295214,1000000088,True,0.10584319084716161
89,179477.8,0.110763912580588,30,0.37260596048053163,0.37260596048053163,2,True,True,15,6,False,False,30,0,True,True,True,0.014229487309505651,0.3917540166348885,0.02217333039860154,1000000089,True,0.110763912580588
90,179478.0,0.11624614023827672,30,0.4074418816565214,0.4074418816565214,6,True,True,15,6,False,False,30,0,True,True,True,0.014227286220835427,0.42978903206608465,0.02677145211270027,1000000090,True,0.11624614023827672
91,179478.2,0.11093859747972408,30,0.4853379420780604,0.4853379420780604,2,False,True,15,6,False,False,30,0,True,True,True,0.014228960295949243,0.5066110759628334,0.02199092781102411,1000000091,True,0.11093859747972408
92,179478.4,0.11059547131214162,30,0.5446589425229241,0.5446589425229241,2,False,True,15,6,False,False,30,0,True,True,True,0.014227384105011483,0.5632479480639373,0.017178226611367902,1000000092,True,0.11059547131214162
93,179478.6,0.11015366461641446,30,0.5804023479848017,0.5804023479848017,2,False,True,15,6,False,False,30,0,True,True,True,0.014229135287249122,0.6008315066048503,0.01707335191559465,1000000093,True,0.11015366461641446
94,179478.8,0.1075660009113771,30,0.6721819861585042,0.6721819861585042,2,False,True,15,6,False,False,30,0,True,True,True,0.014230439805143057,0.6914339182062028,0.019217173445150903,1000000094,True,0.1075660009113771
95,179479.0,0.11096594698099341,30,0.6870240852718272,0.6870240852718272,3,False,True,15,6,False,False,30,0,True,True,True,0.014232382896138804,0.708323995328541,0.025607402429336117,1000000095,True,0.11096594698099341
96,179479.2,0.10511574240616726,30,0.6563805481281725,0.6563805481281725,2,False,True,15,6,False,False,30,0,True,True,True,0.014228404889808248,0.6747137529428141,0.0224113101708007,1000000096,True,0.10511574240616726
97,179479.4,0.10706834264516328,30,0.6598639329292398,0.6598639329292398,2,False,True,15,6,False,False,30,0,True,True,True,0.014225250109319803,0.6766936151481208,0.016478788837058302,1000000097,True,0.10706834264516328
98,179479.6,0.10533924653491693,30,0.6344917436031561,0.6344917436031561,2,False,True,15,6,False,False,30,0,True,True,True,0.01422523645208599,0.6517786135611112,0.01645480608661718,1000000098,True,0.10533924653491693
99,179479.8,0.10999639324081822,30,0.6249508937450247,0.6249508937450247,3,False,True,15,6,False,False,30,0,True,True,True,0.014225081814267451,0.6447530409164705,0.02018883304191534,1000000099,True,0.10999639324081822
100,179480.0,0.1121706630210403,30,0.5784866518103025,0.5784866518103025,2,False,True,15,6,False,False,30,0,True,True,True,0.014223339619183997,0.5977762564683516,0.027513843634518132,1000000100,True,0.1121706630210403
101,179480.2,0.10303995603058122,30,0.5594454173637038,0.5594454173637038,2,False,True,15,6,False,False,30,0,True,True,True,0.014220420945464565,0.5748342617198571,0.015716178710102585,1000000101,True,0.10303995603058122
102,179480.4,0.10493092131555878,30,0.5446732808665244,0.5446732808665244,2,False,True,15,6,False,False,30,0,True,True,True,0.014217559554728844,0.5608753858897244,0.013924094485928074,1000000102,True,0.10493092131555878
103,179480.6,0.10828068241505626,30,0.44552497584340506,0.44552497584340506,2,False,True,15,6,False,False,30,0,True,True,True,0.014221391287174838,0.4602794770807821,0.0150377759758834,1000000103,True,0.10828068241505626
104,179480.8,0.11366804530545402,30,0.3819094536268083,0.3819094536268083,6,True,True,15,6,False,False,30,0,True,True,True,0.01422028876394956,0.39885449880337653,0.017514786330851576,1000000104,True,0.11366804530545402
105,179481.0,0.11359648806801435,30,0.37722074690577784,0.37722074690577784,6,True,True,15,6,False,False,30,0,True,True,True,0.014216293804284193,0.392543736552217,0.024238040025448156,1000000105,True,0.11359648806801435
106,179481.2,0.10773599803163089,30,0.35592311081320016,0.35592311081320016,2,False,True,15,6,False,False,30,0,True,True,True,0.014214636160982315,0.36813377285441123,0.019219237689179134,1000000106,True,0.10773599803163089
107,179481.4,0.05952955919160492,30,0.375410248910521,0.375410248910521,2,False,True,15,6,False,False,30,0,False,False,True,0.014213601675756605,0.375410248910521,0.018177621640606316,1000000107,True,nan
108,179481.6,0.11647965837245114,30,0.27880595888468884,0.27880595888468884,3,False,True,15,6,False,False,30,0,True,True,True,0.014226721535685985,0.2936153029073691,0.018191232703632917,1000000108,True,0.11647965837245114
109,179481.8,0.11492908633644722,30,0.3366947449377493,0.3366947449377493,6,True,True,15,6,False,False,30,0,True,True,True,0.014216550383051097,0.3447374177757887,0.019973592851420557,1000000109,True,0.11492908633644722
110,179482.0,0.1185639899531049,30,0.28935351900298784,0.28935351900298784,7,True,True,15,6,False,False,30,0,True,True,True,0.014215896460420449,0.3015229739153425,0.028061205625574286,1000000110,True,0.1185639899531049
111,179482.2,0.11474140902957557,30,0.30601086271462,0.30601086271462,4,True,True,15,6,False,False,30,0,True,True,True,0.014210771939254975,0.31884194151409423,0.020826356525955304,1000000111,True,0.11474140902957557
112,179482.4,0.11184645574223293,30,0.35650763967632076,0.35650763967632076,2,False,True,15,6,False,False,30,0,True,True,True,0.014209816853086737,0.3723952018289643,0.018793160332055848,1000000112,True,0.11184645574223293
113,179482.6,0.11624440726219826,30,0.37582806628237725,0.37582806628237725,3,False,True,15,6,False,False,30,0,True,True,True,0.014212045552124871,0.39255154158319666,0.01996952756911808,1000000113,True,0.11624440726219826
114,179482.8,0.11597167213129024,30,0.3792376422957285,0.3792376422957285,3,False,True,15,6,False,False,30,0,True,True,True,0.014215573165440658,0.39645955944230254,0.020921320537616712,1000000114,True,0.11597167213129024
115,179483.0,0.12009552388349515,30,0.41723226799963314,0.41723226799963314,7,True,True,15,6,False,False,30,0,True,True,True,0.014212223481105894,0.4370716891755824,0.02795699117365069,1000000115,True,0.12009552388349515
116,179483.2,0.11131423608120299,30,0.42831940085319986,0.42831940085319986,2,False,True,15,6,False,False,30,0,True,True,True,0.014210411039527741,0.44608962785537765,0.020389908713341343,1000000116,True,0.11131423608120299
117,179483.4,0.11144411829285691,30,0.449995106878692,0.449995106878692,2,False,True,15,6,False,False,30,0,True,True,True,0.014210772471239355,0.4678132882508715,0.017358822033808126,1000000117,True,0.11144411829285691
118,179483.6,0.11205309975462996,30,0.4322275857803303,0.4322275857803303,2,False,True,15,6,False,False,30,0,True,True,True,0.0142094919426426,0.44875592657951874,0.017363740562552143,1000000118,True,0.11205309975462996
119,179483.8,0.11523977537968613,30,0.4717985448180773,0.4717985448180773,2,False,True,15,6,False,False,30,0,True,True,True,0.014212317009340808,0.49023470262149843,0.019645686244988747,1000000119,True,0.11523977537968613
120,179484.0,0.11505532868885646,30,0.4916854151417765,0.4916854151417765,6,True,True,15,6,False,False,30,0,True,True,True,0.01421163830974673,0.5098055723112472,0.0247841640270194,1000000120,True,0.11505532868885646
121,179484.2,0.11108688217896799,30,0.4993038393576859,0.4993038393576859,2,False,True,15,6,False,False,30,0,True,True,True,0.014207004226147494,0.5161076995150535,0.01902844479840002,1000000121,True,0.11108688217896799
122,179484.4,0.10795071994328632,30,0.5069507489306078,0.5069507489306078,2,False,True,15,6,False,False,30,0,True,True,True,0.014206372572862655,0.5231269558418974,0.01796639162642573,1000000122,True,0.10795071994328632
123,179484.6,0.11390147976483427,30,0.5133489035443137,0.5133489035443137,3,False,True,15,6,False,False,30,0,True,True,True,0.014205071814470198,0.5323783978241284,0.019028151091854142,1000000123,True,0.11390147976483427
124,179484.8,0.11478402196614615,30,0.545112239633322,0.545112239633322,2,False,True,15,6,False,False,30,0,True,True,True,0.014207451932916289,0.5635073324036703,0.021711383054370547,1000000124,True,0.11478402196614615
125,179485.0,0.11468466874033144,30,0.6111619537260192,0.6111619537260192,4,True,True,15,6,False,False,30,0,True,True,True,0.014205110853898157,0.6301897452020815,0.024984585603397978,1000000125,True,0.11468466874033144
126,179485.2,0.11299456408296976,30,0.5768341232910497,0.5768341232910497,2,False,True,15,6,False,False,30,0,True,True,True,0.01420310604632578,0.5952549820806791,0.0208085266362819,1000000126,True,0.11299456408296976
127,179485.4,0.10557860442408416,30,0.5771076051605449,0.5771076051605449,2,False,True,15,6,False,False,30,0,True,True,True,0.014205722686385754,0.5938673536731194,0.01579305930324328,1000000127,True,0.10557860442408416
128,179485.6,0.10783169517941027,30,0.5547882299590593,0.5547882299590593,2,False,True,15,6,False,False,30,0,True,True,True,0.014200560279167277,0.5733183986381792,0.017389149721245747,1000000128,True,0.10783169517941027
129,179485.8,0.11528873841839944,30,0.5558014201354834,0.5558014201354834,5,True,True,15,6,False,False,30,0,True,True,True,0.01420488800627483,0.5761223703374219,0.021218862599698275,1000000129,True,0.11528873841839944
130,179486.0,0.11479780501092918,30,0.5772394863690004,0.5772394863690004,6,True,True,15,6,False,False,30,0,True,True,True,0.014200268990623663,0.5978430967677136,0.028366902863788863,1000000130,True,0.11479780501092918
131,179486.2,0.10916391278436456,30,0.5832637717262793,0.5832637717262793,2,False,True,15,6,False,False,30,0,True,True,True,0.014202301595190491,0.6011230210109306,0.01806850440660888,1000000131,True,0.10916391278436456
132,179486.4,0.1076041932220078,30,0.5953468620968199,0.5953468620968199,2,False,True,15,6,False,False,30,0,True,True,True,0.014201763994299831,0.6127550393630291,0.017121362641767758,1000000132,True,0.1076041932220078
