run_id,tow,gpu_urban_backend,gpu_urban_particle_backend,gpu_urban_satellite_source,gpu_urban_n_sat,gpu_urban_n_los,gpu_urban_n_nlos,gpu_urban_mean_blocked_ratio,gpu_urban_max_blocked_ratio,gpu_urban_low_elev_blocked_ratio,gpu_urban_mean_elevation_los_deg,gpu_urban_mean_elevation_nlos_deg,gpu_urban_expected_nlos_bias_m,gpu_urban_route_weight_delta_log,gpu_urban_particle_blocked_mean,gpu_urban_particle_blocked_std,gpu_urban_particle_shadow_contrast,gpu_urban_particles_per_epoch,gpu_urban_building_height_scale
tokyo_run1_nav,187691.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187711.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187731.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,9.0,1.0,0.1,0.1,0.25,41.58366451910378,14.245017096084046,9.765240597153774,-0.5342592360943171,0.09166666666666667,0.027638539919628332,0.3015113445777636,24.0,1.0
tokyo_run1_nav,187751.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187771.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187791.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187811.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187831.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187851.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187871.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187891.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187911.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187932.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187952.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187972.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,187992.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188012.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188032.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188052.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188072.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188092.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188112.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188132.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188152.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188173.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188193.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188213.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188233.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188253.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188273.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,9.0,1.0,0.1,0.1,0.25,41.58366451910378,14.245017096084046,9.765240597153774,-0.5342592360943171,0.09166666666666667,0.027638539919628332,0.3015113445777636,24.0,1.0
tokyo_run1_nav,188293.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188313.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188333.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188353.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188373.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188393.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188414.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,9.0,1.0,0.1,0.1,0.25,41.58366451910378,14.245017096084046,9.765240597153774,-0.5342592360943171,0.10000000000000002,1.3877787807814457e-17,1.3877787807814454e-16,24.0,1.0
tokyo_run1_nav,188434.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,8.0,2.0,0.2,0.2,0.25,39.94888281799851,34.453467612015004,4.631418435919222,-0.7401311513047564,0.1625,0.056365621910286184,0.3468653656017611,24.0,1.0
tokyo_run1_nav,188454.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188474.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188494.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188514.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188534.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188554.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188574.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188594.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188614.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188634.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188655.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188675.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188695.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.004166666666666667,0.01998263134713633,4.795831523312719,24.0,1.0
tokyo_run1_nav,188715.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188735.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.004166666666666667,0.01998263134713633,4.795831523312719,24.0,1.0
tokyo_run1_nav,188755.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188775.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.004166666666666667,0.01998263134713633,4.795831523312719,24.0,1.0
tokyo_run1_nav,188795.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.004166666666666667,0.01998263134713633,4.795831523312719,24.0,1.0
tokyo_run1_nav,188815.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.024999999999999998,0.04330127018922193,1.7320508075688774,24.0,1.0
tokyo_run1_nav,188835.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.004166666666666667,0.01998263134713633,4.795831523312719,24.0,1.0
tokyo_run1_nav,188855.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188875.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188896.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188916.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188936.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188956.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188976.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,188996.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189016.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189036.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189056.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189076.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189096.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189116.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189137.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189157.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189177.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189197.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,9.0,1.0,0.1,0.1,0.25,41.784807322362674,12.434731866754005,10.760897473285297,-0.5489678035826238,0.05833333333333334,0.04930066485916347,0.8451542547285166,24.0,1.0
tokyo_run1_nav,189217.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189237.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189257.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189277.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,9.0,1.0,0.1,0.1,0.25,41.784807322362674,12.434731866754005,10.760897473285297,-0.5489678035826238,0.09583333333333334,0.01998263134713633,0.20851441405707474,24.0,1.0
tokyo_run1_nav,189297.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189317.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189337.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189357.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189378.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189398.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189418.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189438.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189458.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189478.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189498.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189518.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189538.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189558.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,9.0,1.0,0.1,0.1,0.25,41.784807322362674,12.434731866754005,10.760897473285297,-0.5489678035826238,0.10000000000000002,1.3877787807814457e-17,1.3877787807814454e-16,24.0,1.0
tokyo_run1_nav,189578.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189599.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189619.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189639.0,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.016666666666666666,0.037267799624996496,2.23606797749979,24.0,1.0
tokyo_run1_nav,189659.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,9.0,1.0,0.1,0.1,0.25,39.94417445646441,29.000427659838376,1.6497647870888932,-0.4143715252638132,0.08333333333333333,0.05527707983925667,0.66332495807108,24.0,1.0
tokyo_run1_nav,189679.2,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189699.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189719.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.03333333333333333,0.047140452079103175,1.4142135623730954,24.0,1.0
tokyo_run1_nav,189739.4,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189759.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189779.6,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189799.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
tokyo_run1_nav,189819.8,cuda_bvh_batch,cuda_bvh_batch,nav_rinex,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,24.0,1.0
