run_id,tow,label,gpu_stress_scenario_id,gpu_failure_label,gpu_stress_target_bad,gpu_rf_jammer_jnr_db,gpu_rf_spoof_delay_samples,gpu_rf_target_snr,gpu_rf_code_phase_error_samples,gpu_rf_code_phase_abs_error_samples,gpu_rf_doppler_error_hz,gpu_rf_false_lock,gpu_rf_acquisition_miss,gpu_rf_interference_detected,gpu_rf_max_false_prn_snr,gpu_urban_building_height_scale,gpu_urban_particles_per_epoch,gpu_urban_n_sat,gpu_urban_n_los,gpu_urban_n_nlos,gpu_urban_mean_blocked_ratio,gpu_urban_max_blocked_ratio,gpu_urban_low_elev_blocked_ratio,gpu_urban_mean_elevation_los_deg,gpu_urban_mean_elevation_nlos_deg,gpu_urban_expected_nlos_bias_m,gpu_urban_route_weight_delta_log,gpu_urban_particle_blocked_mean,gpu_urban_particle_blocked_std,gpu_urban_particle_shadow_contrast,gpu_urban_shadow_risk_score,gpu_urban_source_nav_rinex,gpu_urban_source_satellite_json,gpu_urban_route_backend_cuda,gpu_urban_particle_backend_cuda,gpu_total_risk_score,gpu_failure_nominal,gpu_failure_degraded,gpu_failure_high_risk,gpu_failure_false_lock,gpu_failure_acquisition_miss
tokyo_run1_nav,187670.8,tokyo_run1_nav_tow187670.8,289e78af3090,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187691.0,tokyo_run1_nav_tow187691.0,6a60edb33785,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187711.0,tokyo_run1_nav_tow187711.0,daf67ec018bc,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187731.0,tokyo_run1_nav_tow187731.0,1d58ca9de5ae,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,9.0,1.0,0.1,0.1,0.25,41.58366451910378,14.245017096084046,9.765240597153774,-0.5342592360943171,0.09166666666666667,0.027638539919628332,0.3015113445777636,0.15547142919914425,1.0,0.0,1.0,1.0,0.15547142919914425,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187751.2,tokyo_run1_nav_tow187751.2,4f9099f89465,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187771.2,tokyo_run1_nav_tow187771.2,05373c5e504e,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187791.4,tokyo_run1_nav_tow187791.4,889de110711d,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187811.4,tokyo_run1_nav_tow187811.4,23d3c8ea759c,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187831.6,tokyo_run1_nav_tow187831.6,587c442871b4,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187851.6,tokyo_run1_nav_tow187851.6,03033b5f9780,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187871.6,tokyo_run1_nav_tow187871.6,62fd375e4fbf,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187891.8,tokyo_run1_nav_tow187891.8,a82ae12873a2,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187911.8,tokyo_run1_nav_tow187911.8,b4ae6952397d,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187932.0,tokyo_run1_nav_tow187932.0,87e6fa10e100,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187952.0,tokyo_run1_nav_tow187952.0,7a1e6ea94e6a,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187972.2,tokyo_run1_nav_tow187972.2,a5834250cba9,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,187992.2,tokyo_run1_nav_tow187992.2,0b9bac37d064,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188012.2,tokyo_run1_nav_tow188012.2,9291c6a11321,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188032.4,tokyo_run1_nav_tow188032.4,a214abbfb404,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188052.4,tokyo_run1_nav_tow188052.4,4f268f37788e,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188072.6,tokyo_run1_nav_tow188072.6,de5ca7f74c5b,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188092.6,tokyo_run1_nav_tow188092.6,1cf039f3f2bc,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188112.6,tokyo_run1_nav_tow188112.6,7dcc6955ae33,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188132.8,tokyo_run1_nav_tow188132.8,b12fd85ce4de,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188152.8,tokyo_run1_nav_tow188152.8,d800bd6462b3,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188173.0,tokyo_run1_nav_tow188173.0,9188d0e2048f,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188193.0,tokyo_run1_nav_tow188193.0,96a68293297a,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188213.2,tokyo_run1_nav_tow188213.2,63e2935163fa,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188233.2,tokyo_run1_nav_tow188233.2,e62f45ef3afa,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188253.2,tokyo_run1_nav_tow188253.2,94325aa572c2,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188273.4,tokyo_run1_nav_tow188273.4,c8c7c72ad443,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,9.0,1.0,0.1,0.1,0.25,41.58366451910378,14.245017096084046,9.765240597153774,-0.5342592360943171,0.09166666666666667,0.027638539919628332,0.3015113445777636,0.15547142919914425,1.0,0.0,1.0,1.0,0.15547142919914425,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188293.4,tokyo_run1_nav_tow188293.4,b603f2a9a35f,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188313.6,tokyo_run1_nav_tow188313.6,3cbf1d53e4fa,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188333.6,tokyo_run1_nav_tow188333.6,0969ff06e009,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188353.6,tokyo_run1_nav_tow188353.6,ddeeab023d63,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188373.8,tokyo_run1_nav_tow188373.8,3eb7880c6467,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188393.8,tokyo_run1_nav_tow188393.8,0def9b149ee7,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188414.0,tokyo_run1_nav_tow188414.0,38857a405bb3,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,9.0,1.0,0.1,0.1,0.25,41.58366451910378,14.245017096084046,9.765240597153774,-0.5342592360943171,0.10000000000000002,1.3877787807814457e-17,1.3877787807814454e-16,0.13738074852447843,1.0,0.0,1.0,1.0,0.13738074852447843,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188434.0,tokyo_run1_nav_tow188434.0,6e0fd876ae0c,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,8.0,2.0,0.2,0.2,0.25,39.94888281799851,34.453467612015004,4.631418435919222,-0.7401311513047564,0.1625,0.056365621910286184,0.3468653656017611,0.20422077929229882,1.0,0.0,1.0,1.0,0.20422077929229882,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188454.2,tokyo_run1_nav_tow188454.2,259c735a7a7d,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188474.2,tokyo_run1_nav_tow188474.2,977787e26a71,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188494.2,tokyo_run1_nav_tow188494.2,96a6f43d4f17,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188514.4,tokyo_run1_nav_tow188514.4,a3de61b1f45d,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188534.4,tokyo_run1_nav_tow188534.4,ab32f6c046c9,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188554.6,tokyo_run1_nav_tow188554.6,b45b2f34191f,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188574.6,tokyo_run1_nav_tow188574.6,601860985105,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188594.8,tokyo_run1_nav_tow188594.8,ee33a15a6e24,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188614.8,tokyo_run1_nav_tow188614.8,d494bf132477,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188634.8,tokyo_run1_nav_tow188634.8,af0a4ba13f2a,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188655.0,tokyo_run1_nav_tow188655.0,f158980ce323,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188675.0,tokyo_run1_nav_tow188675.0,7f714accf1ac,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
tokyo_run1_nav,188695.2,tokyo_run1_nav_tow188695.2,d80644cc88d9,nominal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,38.8497997768018,0.0,0.0,-0.0,0.004166666666666667,0.01998263134713633,4.795831523312719,0.06,1.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0
