tow,err,is_fix,tow_r,gps_week,tow_diag,status,num_sats,ratio,baseline_m,ar_attempted,input_pair_count,pair_count,max_ambiguity_variance,effective_ratio_threshold,min_subset_pair_count,min_full_ratio_for_subset_ar,subset_candidates_evaluated,subset_candidates_rejected_by_full_ratio,subset_candidates_rejected_by_diversity,bsr_guided_candidates_evaluated,bsr_guided_candidates_accepted,wide_lane_total,wide_lane_fixed,wide_lane_rejected,wide_lane_min_distance,wide_lane_max_distance,gf_slip_count,doppler_slip_l1_count,doppler_slip_l2_count,code_slip_l1_count,code_slip_l2_count,lli_slip_l1_count,lli_slip_l2_count,ambiguity_reset_l1_count,ambiguity_reset_l2_count,adaptive_dynamic_slip_active,consecutive_nonfix_before_bias_update,adaptive_dynamic_slip_hold_remaining,full_lambda_solved,full_ratio,selected_fixed,selected_ratio,selected_pair_count,selected_distinct_sats,selected_distinct_systems,selected_distinct_frequencies,selected_dual_frequency_sats,selected_fixed_ambiguities,selected_used_subset,used_wlnl_fallback,validation_attempted,validation_passed,postfix_residual_rms,fixed_float_jump_m,post_validation_rejected,final_fixed_applied,reject_reason,ar_skip_reason
187472.8,0.049961084624881365,True,187472.8,2324,187472.8,4,20,61.800631,169.443227,1,24,24,0.00087,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,61.800631,1,61.800631,24,12,3,2,12,24,0,0,1,1,0.007153,0.003266,0,1,,none
187473.0,0.0526682065558375,True,187473.0,2324,187473.0,4,20,53.946544,169.446258,1,24,24,0.000785,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,53.946544,1,53.946544,24,12,3,2,12,24,0,0,1,1,0.007643,0.002595,0,1,,none
187473.2,0.05322884544242802,True,187473.2,2324,187473.2,4,20,54.310986,169.444168,1,24,24,0.00074,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,54.310986,1,54.310986,24,12,3,2,12,24,0,0,1,1,0.006558,0.001955,0,1,,none
187473.4,0.0498085331942678,True,187473.4,2324,187473.4,4,20,55.421236,169.441978,1,24,24,0.000711,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,55.421236,1,55.421236,24,12,3,2,12,24,0,0,1,1,0.006894,0.001692,0,1,,none
187473.6,0.05026589313640409,True,187473.6,2324,187473.6,4,20,47.812117,169.442117,1,24,24,0.000689,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,47.812117,1,47.812117,24,12,3,2,12,24,0,0,1,1,0.006794,0.001378,0,1,,none
187473.8,0.052054298260573346,True,187473.8,2324,187473.8,4,20,48.696403,169.444085,1,24,24,0.000674,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,48.696403,1,48.696403,24,12,3,2,12,24,0,0,1,1,0.007305,0.001398,0,1,,none
187474.0,0.05315383324321985,True,187474.0,2324,187474.0,4,20,48.094539,169.446346,1,24,24,0.000661,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,48.094539,1,48.094539,24,12,3,2,12,24,0,0,1,1,0.008674,0.00139,0,1,,none
187474.2,0.05355147030727589,True,187474.2,2324,187474.2,4,20,47.406984,169.444391,1,24,24,0.000652,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,47.406984,1,47.406984,24,12,3,2,12,24,0,0,1,1,0.007272,0.001451,0,1,,none
187474.4,0.04979417630674696,True,187474.4,2324,187474.4,4,20,57.775657,169.442809,1,24,24,0.000644,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,57.775657,1,57.775657,24,12,3,2,12,24,0,0,1,1,0.006719,0.00121,0,1,,none
187474.6,0.05091502739528325,True,187474.6,2324,187474.6,4,20,50.598636,169.442373,1,24,24,0.000637,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,50.598636,1,50.598636,24,12,3,2,12,24,0,0,1,1,0.006786,0.001159,0,1,,none
187474.8,0.05146115041317813,True,187474.8,2324,187474.8,4,20,42.440396,169.443561,1,24,24,0.000631,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,42.440396,1,42.440396,24,12,3,2,12,24,0,0,1,1,0.008764,0.001514,0,1,,none
187475.0,0.055733831867078636,True,187475.0,2324,187475.0,4,20,51.487893,169.446527,1,24,24,0.000626,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,51.487893,1,51.487893,24,12,3,2,12,24,0,0,1,1,0.008237,0.00178,0,1,,none
187475.2,0.0533691858364336,True,187475.2,2324,187475.2,4,20,50.019899,169.443875,1,24,24,0.000622,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,50.019899,1,50.019899,24,12,3,2,12,24,0,0,1,1,0.007363,0.001187,0,1,,none
187475.4,0.04782143858837173,True,187475.4,2324,187475.4,4,20,50.614966,169.440193,1,24,24,0.000619,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,50.614966,1,50.614966,24,12,3,2,12,24,0,0,1,1,0.007296,0.001439,0,1,,none
187475.6,0.05029652052489414,True,187475.6,2324,187475.6,4,20,52.577005,169.442282,1,24,24,0.000615,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,52.577005,1,52.577005,24,12,3,2,12,24,0,0,1,1,0.007436,0.001209,0,1,,none
187475.8,0.05210585388189113,True,187475.8,2324,187475.8,4,20,43.772352,169.443365,1,24,24,0.000612,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,43.772352,1,43.772352,24,12,3,2,12,24,0,0,1,1,0.007527,0.001333,0,1,,none
187476.0,0.055401173092314376,True,187476.0,2324,187476.0,4,20,34.125764,169.445965,1,24,24,0.00061,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,34.125764,1,34.125764,24,12,3,2,12,24,0,0,1,1,0.008989,0.001637,0,1,,none
187476.2,0.05019083581737596,True,187476.2,2324,187476.2,4,20,50.084575,169.442224,1,24,24,0.000608,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,50.084575,1,50.084575,24,12,3,2,12,24,0,0,1,1,0.007753,0.00141,0,1,,none
187476.4,0.05065234456048121,True,187476.4,2324,187476.4,4,20,63.88271,169.44158,1,24,24,0.000605,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,63.88271,1,63.88271,24,12,3,2,12,24,0,0,1,1,0.00627,0.001102,0,1,,none
187476.6,0.05118075791444365,True,187476.6,2324,187476.6,4,20,51.034859,169.442507,1,24,24,0.000604,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,51.034859,1,51.034859,24,12,3,2,12,24,0,0,1,1,0.006935,0.001463,0,1,,none
187476.8,0.056676449961009345,True,187476.8,2324,187476.8,4,20,101.657893,169.445447,1,22,22,0.000603,2.0,4,0.0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,1,1,0,0,0,1,101.657893,1,101.657893,22,11,3,2,11,22,0,0,1,1,0.005296,0.000939,0,1,,none
187477.0,0.06029626831409558,True,187477.0,2324,187477.0,4,20,90.571454,169.447652,1,22,22,0.000602,2.0,4,0.0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,0,1,1,0,0,0,1,90.571454,1,90.571454,22,11,3,2,11,22,0,0,1,1,0.006198,0.001811,0,1,,none
187477.2,0.05597651268274948,True,187477.2,2324,187477.2,4,20,131.491932,169.444166,1,22,22,0.000598,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,131.491932,1,131.491932,22,11,3,2,11,22,0,0,1,1,0.005561,0.000961,0,1,,none
187477.4,0.0542028597345855,True,187477.4,2324,187477.4,4,20,92.642872,169.442235,1,22,22,0.000596,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,92.642872,1,92.642872,22,11,3,2,11,22,0,0,1,1,0.00561,0.001594,0,1,,none
187477.6,0.0553437436625861,True,187477.6,2324,187477.6,4,20,99.468829,169.443833,1,22,22,0.000595,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,99.468829,1,99.468829,22,11,3,2,11,22,0,0,1,1,0.004926,0.000749,0,1,,none
187477.8,0.052138373615765767,True,187477.8,2324,187477.8,4,20,21.057522,169.443462,1,24,24,0.000594,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,21.057522,1,21.057522,24,12,3,2,12,24,0,0,1,1,0.007511,0.003482,0,1,,none
187478.0,0.05483885466843045,True,187478.0,2324,187478.0,4,20,44.361481,169.445958,1,24,24,0.000595,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,44.361481,1,44.361481,24,12,3,2,12,24,0,0,1,1,0.008917,0.001719,0,1,,none
187478.2,0.05017469481498101,True,187478.2,2324,187478.2,4,20,51.512468,169.442901,1,24,24,0.000594,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,51.512468,1,51.512468,24,12,3,2,12,24,0,0,1,1,0.007851,0.001194,0,1,,none
187478.4,0.05007055011640358,True,187478.4,2324,187478.4,4,20,45.900114,169.441342,1,24,24,0.000593,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,45.900114,1,45.900114,24,12,3,2,12,24,0,0,1,1,0.008018,0.001191,0,1,,none
187478.6,0.04901275348502164,True,187478.6,2324,187478.6,4,20,68.574559,169.43971,1,24,24,0.000592,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,68.574559,1,68.574559,24,12,3,2,12,24,0,0,1,1,0.006554,0.001189,0,1,,none
187478.8,0.05153979038975995,True,187478.8,2324,187478.8,4,20,61.713464,169.443224,1,24,24,0.000591,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,61.713464,1,61.713464,24,12,3,2,12,24,0,0,1,1,0.00731,0.001325,0,1,,none
187479.0,0.05348962515148476,True,187479.0,2324,187479.0,4,20,53.856426,169.445506,1,24,24,0.00059,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,53.856426,1,53.856426,24,12,3,2,12,24,0,0,1,1,0.007936,0.002474,0,1,,none
187479.2,0.05132738048062127,True,187479.2,2324,187479.2,4,20,67.515993,169.442878,1,24,24,0.000589,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,67.515993,1,67.515993,24,12,3,2,12,24,0,0,1,1,0.007397,0.001101,0,1,,none
187479.4,0.04969919485066103,True,187479.4,2324,187479.4,4,20,62.365719,169.441148,1,24,24,0.000589,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,62.365719,1,62.365719,24,12,3,2,12,24,0,0,1,1,0.006311,0.001323,0,1,,none
187479.6,0.051831457398153306,True,187479.6,2324,187479.6,4,20,60.709357,169.442621,1,24,24,0.000588,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,60.709357,1,60.709357,24,12,3,2,12,24,0,0,1,1,0.006668,0.00115,0,1,,none
187479.8,0.0500890208766668,True,187479.8,2324,187479.8,4,20,66.500291,169.44218,1,24,24,0.000587,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,66.500291,1,66.500291,24,12,3,2,12,24,0,0,1,1,0.007004,0.002005,0,1,,none
187480.0,0.05546106712435647,True,187480.0,2324,187480.0,4,20,47.152779,169.447136,1,24,24,0.000587,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,47.152779,1,47.152779,24,12,3,2,12,24,0,0,1,1,0.007821,0.002402,0,1,,none
187480.2,0.048802254128404735,True,187480.2,2324,187480.2,4,20,58.303477,169.442255,1,24,24,0.000586,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,58.303477,1,58.303477,24,12,3,2,12,24,0,0,1,1,0.007324,0.001447,0,1,,none
187480.4,0.04951989493352284,True,187480.4,2324,187480.4,4,20,64.620453,169.441729,1,24,24,0.000585,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,64.620453,1,64.620453,24,12,3,2,12,24,0,0,1,1,0.006444,0.001087,0,1,,none
187480.6,0.048805942333589945,True,187480.6,2324,187480.6,4,20,47.606935,169.440388,1,24,24,0.000585,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,47.606935,1,47.606935,24,12,3,2,12,24,0,0,1,1,0.007026,0.001437,0,1,,none
187480.8,0.04826365071048498,True,187480.8,2324,187480.8,4,20,58.344452,169.440738,1,24,24,0.000584,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,58.344452,1,58.344452,24,12,3,2,12,24,0,0,1,1,0.007856,0.002235,0,1,,none
187481.0,0.050149476617600976,True,187481.0,2324,187481.0,4,20,45.35279,169.444046,1,24,24,0.000584,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,45.35279,1,45.35279,24,12,3,2,12,24,0,0,1,1,0.00905,0.002645,0,1,,none
187481.2,0.0499564808276952,True,187481.2,2324,187481.2,4,20,55.854872,169.441268,1,24,24,0.000583,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,55.854872,1,55.854872,24,12,3,2,12,24,0,0,1,1,0.007831,0.001571,0,1,,none
187481.4,0.05057054475034978,True,187481.4,2324,187481.4,4,20,44.997203,169.440769,1,24,24,0.000583,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,44.997203,1,44.997203,24,12,3,2,12,24,0,0,1,1,0.007046,0.001521,0,1,,none
187481.6,0.051341795604756726,True,187481.6,2324,187481.6,4,20,55.344417,169.440799,1,24,24,0.000583,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,55.344417,1,55.344417,24,12,3,2,12,24,0,0,1,1,0.007438,0.001231,0,1,,none
187481.8,0.05600232129334477,True,187481.8,2324,187481.8,4,20,51.805686,169.441758,1,24,24,0.000582,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,51.805686,1,51.805686,24,12,3,2,12,24,0,0,1,1,0.00791,0.001771,0,1,,none
187482.0,0.06340891102088737,True,187482.0,2324,187482.0,4,20,44.397888,169.446161,1,24,24,0.000582,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,44.397888,1,44.397888,24,12,3,2,12,24,0,0,1,1,0.00822,0.003033,0,1,,none
187482.2,0.06210233487543785,True,187482.2,2324,187482.2,4,20,51.712078,169.454755,1,24,24,0.000581,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,51.712078,1,51.712078,24,12,3,2,12,24,0,0,1,1,0.007581,0.001662,0,1,,none
187482.4,0.06585339779427013,True,187482.4,2324,187482.4,4,20,71.070964,169.485518,1,24,24,0.000581,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,71.070964,1,71.070964,24,12,3,2,12,24,0,0,1,1,0.005873,0.001125,0,1,,none
187482.6,0.06652826464699864,True,187482.6,2324,187482.6,4,20,50.728507,169.527194,1,24,24,0.000581,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,50.728507,1,50.728507,24,12,3,2,12,24,0,0,1,1,0.007333,0.002817,0,1,,none
187482.8,0.07086176697080954,True,187482.8,2324,187482.8,4,20,41.470522,169.585925,1,24,24,0.00058,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,41.470522,1,41.470522,24,12,3,2,12,24,0,0,1,1,0.009815,0.001757,0,1,,none
187483.0,0.07988598123663616,True,187483.0,2324,187483.0,4,20,43.611291,169.661303,1,24,24,0.00058,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,43.611291,1,43.611291,24,12,3,2,12,24,0,0,1,1,0.009095,0.004034,0,1,,none
187483.2,0.07801544737444764,True,187483.2,2324,187483.2,4,20,40.167015,169.74375,1,24,24,0.00058,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,40.167015,1,40.167015,24,12,3,2,12,24,0,0,1,1,0.009595,0.002464,0,1,,none
187483.4,0.0930810403051821,True,187483.4,2324,187483.4,4,19,109.035606,169.839817,1,22,22,0.000581,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,109.035606,1,109.035606,22,11,3,2,11,22,0,0,1,1,0.006891,0.002332,0,1,,none
187483.6,0.10018053695920832,True,187483.6,2324,187483.6,4,19,110.025597,169.95266,1,22,22,0.000581,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,110.025597,1,110.025597,22,11,3,2,11,22,0,0,1,1,0.006089,0.001438,0,1,,none
187483.8,0.10905388594677208,True,187483.8,2324,187483.8,4,19,95.902089,170.081064,1,22,22,0.000581,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,95.902089,1,95.902089,22,11,3,2,11,22,0,0,1,1,0.005489,0.000776,0,1,,none
187484.0,0.11230685658017955,True,187484.0,2324,187484.0,4,19,76.618941,170.219211,1,22,22,0.000581,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,76.618941,1,76.618941,22,11,3,2,11,22,0,0,1,1,0.007879,0.004968,0,1,,none
187484.2,0.11892169673762595,True,187484.2,2324,187484.2,4,19,77.34488,170.368169,1,22,22,0.00058,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,77.34488,1,77.34488,22,11,3,2,11,22,0,0,1,1,0.006752,0.003651,0,1,,none
187484.4,0.11871962739717072,True,187484.4,2324,187484.4,4,20,93.396375,170.522418,1,22,22,0.00058,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,93.396375,1,93.396375,22,11,3,2,11,22,0,0,1,1,0.005464,0.001291,0,1,,none
187484.6,0.12841331708764087,True,187484.6,2324,187484.6,4,20,95.22474,170.697697,1,22,22,0.000578,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,95.22474,1,95.22474,22,11,3,2,11,22,0,0,1,1,0.005834,0.002277,0,1,,none
187484.8,0.13335790186562427,True,187484.8,2324,187484.8,4,20,82.383371,170.893185,1,22,22,0.000577,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,82.383371,1,82.383371,22,11,3,2,11,22,0,0,1,1,0.005262,0.003638,0,1,,none
187485.0,0.13486037212499316,True,187485.0,2324,187485.0,4,19,3.0,171.126965,1,22,22,0.00058,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,72.080553,1,72.080553,22,11,3,2,11,22,0,0,1,0,,,0,1,fix_history_jump,none
187485.2,0.11756274921176232,True,187485.2,2324,187485.2,4,20,3.0,171.383665,1,22,22,0.000579,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,77.578314,1,77.578314,22,11,3,2,11,22,0,0,1,0,,,0,1,fix_history_jump,none
187485.4,0.11593813007292454,True,187485.4,2324,187485.4,4,19,3.0,171.691253,1,22,22,0.000579,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,59.15311,1,59.15311,22,11,3,2,11,22,0,0,1,0,,,0,1,fix_history_jump,none
187485.6,0.09292018082549135,True,187485.6,2324,187485.6,4,20,3.0,172.033416,1,22,22,0.000579,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,99.919571,1,99.919571,22,11,3,2,11,22,0,0,1,0,,,0,1,fix_history_jump,none
187485.8,0.10328049206711401,True,187485.8,2324,187485.8,4,20,3.0,172.417111,1,22,22,0.000577,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,56.421441,1,56.421441,22,11,3,2,11,22,0,0,1,0,,,0,1,fix_history_jump,none
187486.0,0.08360831283902692,True,187486.0,2324,187486.0,4,20,3.0,172.837549,1,22,22,0.000577,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,96.411854,1,96.411854,22,11,3,2,11,22,0,0,1,0,,,0,1,fix_history_jump,none
187486.2,0.0870782406456888,True,187486.2,2324,187486.2,4,20,3.0,173.27458,1,22,22,0.000577,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,132.695879,1,132.695879,22,11,3,2,11,22,0,0,1,0,,,0,1,fix_history_jump,none
187486.4,0.0909378356518024,True,187486.4,2324,187486.4,4,20,3.0,173.737286,1,24,24,0.000576,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,76.537242,1,76.537242,24,12,3,2,12,24,0,0,1,0,,,0,1,fix_history_jump,none
187486.6,0.10037748760432254,True,187486.6,2324,187486.6,4,20,3.0,174.211735,1,24,24,0.000576,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,26.490829,1,26.490829,24,12,3,2,12,24,0,0,1,0,,,0,1,fix_history_jump,none
187486.8,0.10409812678895056,True,187486.8,2324,187486.8,4,20,3.0,174.717647,1,24,24,0.000576,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,100.881871,1,100.881871,24,12,3,2,12,24,0,0,1,0,,,0,1,fix_history_jump,none
187487.0,0.10591151937520578,True,187487.0,2324,187487.0,4,20,3.0,175.272425,1,24,24,0.000576,2.0,4,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,123.296772,1,123.296772,24,12,3,2,12,24,0,0,1,0,,,0,1,fix_history_jump,none
