epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,respawn_excluded_satellite,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,0,1,1,2.739149258504589,1.754957849201855,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,2.5392773191034013,0,,0.0,0.0,0,nan,0,0,,1,0.0022275847960518697,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.41823726759141217,1,2.5548558125190155,0.06690577244353428,0.11002214505133008,3,2.7570666096745886,1.771108700988577,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.06451728301603257,0,e66bb176ec095c56,360,50.8318643489882,8,12,1,436,11,10,128,0.2795902720162745,81,0,nan,0,nan,0,nan,,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,2.7315870800990623,1.7437387302565888,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,2.5501412249439586,0,,0.0,0.0,0,nan,0,0,,1,0.005460776199088691,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40388406377737723,1,2.564926355613276,0.07045416820972375,0.10899796894144516,3,2.74899967164343,1.7596082264039243,2.7992336434849636,3.872751816434111,nan,nan,0,0.06808934502254142,0,e66bb176ec095c56,360,46.605729723077374,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,2.7298973092818954,1.740566084507424,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,2.5495967566044335,0,,0.0,0.0,0,nan,0,0,,1,0.005274054350316184,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40367586713550163,1,2.564349054068053,0.07068150360843076,0.10896849011607594,3,2.7473006611428574,1.75645623751857,2.7984202360446475,3.875946808143127,nan,nan,0,0.06831394512116373,0,e66bb176ec095c56,360,46.38468219537034,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,2.7293239410133165,1.73973186227186,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,2.5591959740371717,0,,0.0,0.0,0,nan,0,0,,1,0.004944573592621244,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3960931616690778,1,2.5739307534436433,0.0707103467673631,0.10896612862707197,3,2.746727942729036,1.7556272723052204,2.806213529699768,3.879610208024698,nan,nan,0,0.06834242092920806,0,e66bb176ec095c56,360,46.35693363264536,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,2.7291743629177283,1.73944931118928,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,2.559327890856513,0,,0.0,0.0,0,nan,0,0,,1,0.0028684236011409375,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3967412260755726,1,2.5740731175463822,0.07071115668332723,0.10896576773610307,3,2.7465789807125613,1.755347841144603,2.8025256514549035,3.883410359678399,nan,nan,0,0.06834321787015332,0,e66bb176ec095c56,360,46.356166059377976,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,4.253177273238907,3.1482670735789884,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,5.757292410847975,0,,0.0,0.0,0,nan,0,0,,1,0.002599292830108161,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45231682138689583,1,5.737003991411595,0.05458012298202908,0.1881175201796943,4,4.259707104470365,3.129082278377501,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.050878557084392595,0,eea7295143f6fc6b,512,70.33498484957809,8,12,1,436,11,10,128,0.4557065300638294,102,0,nan,0,nan,0,nan,,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,4.255470917908178,3.163267216033931,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,5.77997270223899,0,,0.0,0.0,0,nan,0,0,,1,0.0023603220393668633,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4580017384577626,1,5.760806674420927,0.0568035713804811,0.18090716045696242,4,4.260886079283582,3.145081216945322,3.119802368110178,3.4481955702239153,nan,nan,0,0.0533919016521735,0,eea7295143f6fc6b,512,64.94892148800031,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,4.256227589509933,3.167003596269986,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,5.7882076549518855,0,,0.0,0.0,0,nan,0,0,,1,0.0023442000866351932,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4610482967321115,1,5.7691981884199395,0.05692439035361644,0.1801506446945305,4,4.261600328215634,3.1489532317428166,3.125009995011446,3.451783951486298,nan,nan,0,0.05353532287559793,0,eea7295143f6fc6b,512,64.69357383133362,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,4.256458951722722,3.1681291690348035,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,5.790666737907545,0,,0.0,0.0,0,nan,0,0,,1,0.004103018460770887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.462169012055218,1,5.771678922892748,0.05693610377923012,0.18002844177871075,4,4.2618309793467875,3.150101188360659,3.127045929572931,3.4558971212947447,nan,nan,0,0.05354965538213269,0,eea7295143f6fc6b,512,64.6692101268661,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,4.256546635724058,3.1684533412510385,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,5.794139002630999,0,,0.0,0.0,0,nan,0,0,,1,0.0037293120425034992,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4648013948873016,1,5.775142484186377,0.056937401271213564,0.1800078782450617,4,4.2619202577827995,3.150429241728983,3.1307497522122483,3.4601626839851276,nan,nan,0,0.05355107582100686,0,eea7295143f6fc6b,512,64.66643291076164,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,5.437030075529771,2.796393344833333,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.836048836898199,0,,0.0,0.0,0,nan,0,0,,1,0.005368959337888712,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22653244672670708,1,6.838029663135497,0.06301361846290329,0.07479512440123448,4,5.446648185479651,2.797092881935058,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.06010123177564947,0,f6fd94bdfcf93c35,512,56.3394599348709,8,12,1,436,11,10,128,0.22797390428576378,41,0,nan,0,nan,0,nan,,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,5.441066112476424,2.8193065986398556,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.888965065913741,0,,0.0,0.0,0,nan,0,0,,1,0.0039013321795764574,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21916070820334818,1,6.890731850351565,0.06332386049608188,0.07474664300281693,4,5.4507535920336405,2.8196280790820203,4.461016016307509,3.1296622776171215,nan,nan,0,0.0603433790432408,0,f6fd94bdfcf93c35,512,53.03561773380345,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,5.444767136159356,2.8211257247064947,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.9698356086879185,0,,0.0,0.0,0,nan,0,0,,1,0.004209773023096218,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17608465448966654,1,6.971486582446291,0.06416616264105593,0.07419424328998389,4,5.45425201838315,2.821362965415399,4.518888540953368,3.133615782308128,nan,nan,0,0.06118536913254034,0,f6fd94bdfcf93c35,512,52.483385643013975,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,5.445571293658503,2.822120454578068,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,7.07130818262866,0,,0.0,0.0,0,nan,0,0,,1,0.002110719069919032,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17177574702512965,1,7.072912710473528,0.06424352964433912,0.0741473984684312,4,5.455026858762339,2.8223360645142215,4.598291171453807,3.1381460194226714,nan,nan,0,0.0612627528854557,0,f6fd94bdfcf93c35,512,52.435391386351576,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,5.445755851569471,2.822548789905352,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,7.166365139113762,0,,0.0,0.0,0,nan,0,0,,1,0.002019058482556215,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21995083192354134,1,7.167942563248404,0.06423633114460357,0.0741537647468711,4,5.455208144721579,2.822758018364856,4.674433012700302,3.1428429254599144,nan,nan,0,0.061255469790280126,0,f6fd94bdfcf93c35,512,52.437238123418794,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,7.424206269455149,2.2282420579215123,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,7.219931927189964,0,,0.0,0.0,0,nan,0,0,,1,0.002175580445419653,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46032564316447705,1,7.219810907728741,0.10308978816638226,0.05352243739860793,5,7.420873178214703,2.2267885852489813,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.10208945970730914,0,daca05125ab2755f,512,37.68386624411089,8,12,1,436,11,10,128,0.46032564316447705,49,0,nan,0,nan,0,nan,,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,7.428802698335556,2.229907450137643,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,7.327784968545574,0,,0.0,0.0,0,nan,0,0,,1,0.002132993388950466,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4652272577323714,1,7.327599214652829,0.10782570342993117,0.04453061479682354,5,7.4262891740769295,2.228889562043307,6.137242304290757,2.8685097516386144,nan,nan,0,0.10702251746513104,0,daca05125ab2755f,512,34.64792176363079,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,7.429772548548626,2.231021938019232,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,7.423258766139838,0,,0.0,0.0,0,nan,0,0,,1,0.0020608385415530404,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4048016421627691,1,7.423075539619869,0.1079811619208322,0.04417301142135315,5,7.42728640018862,2.230017124146188,6.205098567218218,2.8728261188560356,nan,nan,0,0.10718535899080245,0,daca05125ab2755f,512,34.54535695846648,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,7.42979338472515,2.2315984253650387,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,7.461848704265425,0,,0.0,0.0,0,nan,0,0,,1,0.002767042758866112,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3839740067897992,1,7.461664078061818,0.10781641220212532,0.04418100650231133,5,7.427303777596218,2.230592220900721,6.23036815478936,2.8777679017205555,nan,nan,0,0.10702110739802763,0,daca05125ab2755f,512,34.59139271448494,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,7.429856598310941,2.231733809581598,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,7.475619768657894,0,,0.0,0.0,0,nan,0,0,,1,0.0017465239404035858,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.37783550184500375,1,7.475434541763013,0.10779632633791926,0.04418219729662655,5,7.427366414048248,2.23072720072295,6.238536922683064,2.8828893551859838,nan,nan,0,0.10700106462281878,0,daca05125ab2755f,512,34.59713907365595,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,8.243163744406967,1.121820284949917,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,5.418314968119441,0,,0.0,0.0,0,nan,0,0,,1,0.002081443569739758,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3169986755429004,1,5.475729273065768,0.08757109491327729,0.3077171442982243,4,8.13050787336367,0.9995098843290614,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.06873320165030322,0,b3f4525bc8b8f4a5,512,54.53421587695132,8,12,1,436,11,10,128,0.6665495060954684,393,0,nan,0,nan,0,nan,,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,8.241835563491563,1.1167645244067774,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,5.4329127532013874,0,,0.0,0.0,0,nan,0,0,,1,0.002273070458672228,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3084363900328987,1,5.489075983079717,0.09074931981419648,0.30657815763059976,4,8.129724858728167,0.9961994756224891,7.761402624521035,2.678099417447205,nan,nan,0,0.07142174993664885,0,b3f4525bc8b8f4a5,512,50.63055297894871,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,8.2416147780262,1.1158653223184738,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,5.445784144312592,0,,0.0,0.0,0,nan,0,0,,1,0.0019670093078647502,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2984958552131686,1,5.501771710829016,0.09092669448576728,0.3062931276827859,4,8.12966824163816,0.9956951392729524,7.761809677319955,2.6827187110635777,nan,nan,0,0.07158123853103336,0,b3f4525bc8b8f4a5,512,50.43924528533593,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.241530188196336,1.1155381765810857,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,5.4527007226911515,0,,0.0,0.0,0,nan,0,0,,1,0.002059530978098854,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2940925450680032,1,5.50864306008832,0.0909350531885175,0.3062452427498749,4,8.12959781999745,0.9954580063944523,7.762046597964363,2.688009043087361,nan,nan,0,0.0715868851519882,0,b3f4525bc8b8f4a5,512,50.428805904405166,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.241507085163176,1.1154399034113494,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,5.455012572118251,0,,0.0,0.0,0,nan,0,0,,1,0.001887372521304892,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29275223520430715,1,5.510889064237084,0.0909349870498837,0.3062300401751812,4,8.12957934121091,0.9953897561681221,7.7602707554821695,2.693491032534563,nan,nan,0,0.07158645719499263,0,b3f4525bc8b8f4a5,512,50.42857392180109,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,1,0.0020325311349680413,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7322945055348322,0,5.150935924497962,0.07916666666666666,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666666,0,60cbf5c6bd3b273a,208,13.293194169700847,8,12,1,308,11,10,0,0.7322945055348322,271,0,nan,0,nan,0,nan,,18,17
