epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,0,1,1,2.5839416369809767,2.286297039584354,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,5.015888130411764,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.42969264906745025,1,4.991798374557998,0.059107392742366975,0.17235551623978915,4,2.553753271349344,2.2653041489946157,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.04848849465548455,0,a0cf3f434dab585f,512,66.50617896623797,8,12,1,448,7,0.7671212473491841,446,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,0,1,1,2.5890066283403352,2.3017270942332595,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,5.035473478080918,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.41415480186049175,1,5.012272277220165,0.06060562898336632,0.17086461897490293,4,2.559593856528331,2.2816196385579497,2.7992336434849636,3.872751816434111,nan,nan,0,0.049802751159311834,0,a0cf3f434dab585f,512,63.85128406113695,8,0,0,0,0,nan,-1,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,0,1,1,2.589921898910265,2.306432594031493,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,5.036211394855065,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4134432780124241,1,5.01321692991562,0.06068091128806777,0.17042980812027742,4,2.5606635963037587,2.2865262421689425,2.7984202360446475,3.875946808143127,nan,nan,0,0.04987813954292161,0,a0cf3f434dab585f,512,63.73103970777275,8,0,0,0,0,nan,-1,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,0,1,1,2.5904149132212635,2.307534905695527,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,5.04597358440462,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.405738053633274,1,5.022972924539112,0.06069233560980515,0.17037684667212144,4,2.561178328023014,2.2876459827526046,2.806213529699768,3.879610208024698,nan,nan,0,0.049885690078061096,0,a0cf3f434dab585f,512,63.71889558937551,8,0,0,0,0,nan,-1,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,0,1,1,2.590499663531097,2.3079739303475164,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,5.043744961885111,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4063697680131057,1,5.020750734499152,0.06069213762332235,0.17033997245524324,4,2.561275498676653,2.288100771668303,2.8025256514549035,3.883410359678399,nan,nan,0,0.04988639896155559,0,a0cf3f434dab585f,512,63.717839248484815,8,0,0,0,0,nan,-1,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,3.763100814838868,2.890283684092765,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,5.551024079990139,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6026106647167091,0,5.522340833961788,0.07307180110691304,0.105240380432596,4,3.7366961020149736,2.861887889698529,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.06665847267432568,0,a0cf3f434dab585f,512,48.51838705896774,8,12,1,448,7,0.5957532990451516,445,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,3.772062547616033,2.9157130623439445,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,5.582695612621014,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.607823936457052,0,5.552859851100421,0.07396796907375455,0.10540348275438101,4,3.7442960858916035,2.886257385876338,3.119802368110178,3.4481955702239153,nan,nan,0,0.06751027025845613,0,a0cf3f434dab585f,512,46.87853015535591,8,0,0,0,0,nan,-1,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,3.774589169796077,2.922161817271389,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,5.59329387722348,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6114719046339769,0,5.563248643749114,0.07396689388872148,0.10585668740293529,4,3.74662793751693,2.892502117468394,3.125009995011446,3.451783951486298,nan,nan,0,0.06750304954108016,0,a0cf3f434dab585f,512,46.83258580701075,8,0,0,0,0,nan,-1,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,3.7753439950542553,2.9240702069710283,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,5.596486801149877,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6123993594420951,0,5.566386696557315,0.07395952520544902,0.10599856236766193,4,3.747333913863835,2.8943559562466454,3.127045929572931,3.4558971212947447,nan,nan,0,0.06749474355142578,0,a0cf3f434dab585f,512,46.830537691902265,8,0,0,0,0,nan,-1,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,3.7755972058978546,2.9246396914610386,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,5.600183769672467,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.615141801882603,0,5.57007037001044,0.07396181711439946,0.10603855839148907,4,3.747575642458161,2.8949122711212496,3.1307497522122483,3.4601626839851276,nan,nan,0,0.06749707245324015,0,a0cf3f434dab585f,512,46.82936138972086,8,0,0,0,0,nan,-1,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,1,1,1,4.553435183252697,0.994867017472976,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,3.9689103902348184,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6851450276892874,0,3.9669256276731755,0.0774533724887478,0.10394786526595014,4,4.543219191951619,0.9764006843714021,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.06898428019980249,0,2f3a0bf36060d1bf,512,45.700286229862066,8,12,1,448,7,0.44022212998624466,406,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,1,1,1,4.550138465846338,0.9806585694381416,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,4.021957374042712,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6825165931218424,0,4.019518288235266,0.07670624994536332,0.10637332669941466,5,4.539282120211316,0.9610056021177797,4.461016016307509,3.1296622776171215,nan,nan,0,0.06797531633281247,0,2f3a0bf36060d1bf,512,44.29618936343865,8,0,0,0,0,nan,-1,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,1,1,1,4.549956563724605,0.9795372322086948,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,4.101522927839797,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6780062415513377,0,4.098958279274202,0.07749188635251897,0.10565406264604016,5,4.539191928725828,0.9601957484186272,4.518888540953368,3.133615782308128,nan,nan,0,0.06878234390121567,0,2f3a0bf36060d1bf,512,43.98470519700292,8,0,0,0,0,nan,-1,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,1,1,1,4.54985540575586,0.9789199667498233,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,4.200835487375167,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.688651561637007,0,4.198313813783656,0.0775646726255804,0.1055787197770736,5,4.539095961739192,0.9596142066850029,4.598291171453807,3.1381460194226714,nan,nan,0,0.0688571996317418,0,2f3a0bf36060d1bf,512,43.957248862524075,8,0,0,0,0,nan,-1,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,1,1,1,4.549810111391356,0.9786581185599534,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,4.2940281812890015,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7128040630274635,0,4.291577754921774,0.07755653137409743,0.10558153502472763,5,4.539047435968592,0.959352815866996,4.674433012700302,3.1428429254599144,nan,nan,0,0.06884870488918265,0,2f3a0bf36060d1bf,512,43.958772662253295,8,0,0,0,0,nan,-1,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,6.626762946484474,2.4701558332968783,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,8.017681197676218,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5447424075911869,0,8.022731158342186,0.10165772150680759,0.13532691295018526,3,6.584357816765086,2.4834259695435374,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.08341507136583104,0,86b1938a14e21d03,512,42.144909190167745,8,12,1,448,7,0.5036943199745962,435,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,6.634699605047384,2.474154303154985,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,8.13088001462088,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4631256271998032,1,8.135943976573241,0.10338736070609844,0.13387817573066735,3,6.592751709722779,2.48733583308994,6.137242304290757,2.8685097516386144,nan,nan,0,0.08489449681805683,0,86b1938a14e21d03,512,40.577245691186704,8,0,0,0,0,nan,-1,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,6.636381390159426,2.475865228003936,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,8.233879884489498,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40316054838804216,1,8.239017257526141,0.10345810734875736,0.13383944891211486,3,6.594466029076634,2.4890417837723273,6.205098567218218,2.8728261188560356,nan,nan,0,0.08495003416243414,0,86b1938a14e21d03,512,40.52122069586008,8,0,0,0,0,nan,-1,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,6.636486640455453,2.4774329963235164,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,8.274697856147155,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.38254793266288367,1,8.27984011230359,0.10350639762070674,0.13383914752700604,3,6.59457689498389,2.490614672603442,6.23036815478936,2.8777679017205555,nan,nan,0,0.08498930053868703,0,86b1938a14e21d03,512,40.50227414468742,8,0,0,0,0,nan,-1,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,6.636598477354694,2.4776853644427375,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,8.289274520868137,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.37649413558688677,1,8.2944083484335,0.10351202090049984,0.13383929704287206,3,6.59469115063335,2.4908672888722685,6.238536922683064,2.8828893551859838,nan,nan,0,0.08499387612091418,0,86b1938a14e21d03,512,40.50013086286724,8,0,0,0,0,nan,-1,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,0,1,1,8.25003760795656,3.077813729809174,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,8.541011817646874,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.39822953284394486,1,6.64950474695738,0.17136804761572244,0.04423634940573233,3,6.97760068706641,1.4481381726668086,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.1693984912404156,0,86b1938a14e21d03,512,10.976867761254292,8,12,1,448,7,0.6050642078778825,439,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,0,1,1,8.258545367637335,3.0912733478337886,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,8.556259543744815,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4062621196129441,1,6.665106578929513,0.17587016340517686,0.04425819819190411,3,6.981939884061317,1.4622579179366781,7.761402624521035,2.678099417447205,nan,nan,0,0.17383767457698138,0,86b1938a14e21d03,512,10.426208122465992,8,0,0,0,0,nan,-1,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,0,1,1,8.260947890894803,3.094024825382606,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,8.568969830151408,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4088277816683867,1,6.6777396487652085,0.17609918178302414,0.044249169853210826,3,6.983231744098479,1.4652227386687782,7.761809677319955,2.6827187110635777,nan,nan,0,0.17406740002878685,0,86b1938a14e21d03,512,10.399251074295737,8,0,0,0,0,nan,-1,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,0,1,1,8.261558467942166,3.0950654511890803,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,8.575377581297865,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4110623196370457,1,6.684167197485578,0.176113842926231,0.044253770157412234,3,6.983548050066312,1.4662381926824328,7.762046597964363,2.688009043087361,nan,nan,0,0.1740811115409441,0,86b1938a14e21d03,512,10.397577700282032,8,0,0,0,0,nan,-1,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,0,1,1,8.261752392498831,3.095381142496456,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,8.577012147685496,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.41091261836201337,1,6.68572143677181,0.17611453307484012,0.044255149220668706,3,6.983650104436697,1.4665634439586552,7.7602707554821695,2.693491032534563,nan,nan,0,0.1740816234601224,0,86b1938a14e21d03,512,10.397505467251168,8,0,0,0,0,nan,-1,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6517689846457129,0,6.033047613162616,0.07927827380952383,0.011144142618345735,2,2.2191084047847385,5.048237535555227,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666669,0,60cbf5c6bd3b273a,445,13.295346335102941,8,12,1,448,7,0.6517689846457129,390,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6513988956254568,0,6.03642885291065,0.07926804228168874,0.011222688533379118,2,2.217820530945117,5.048908994607205,7.383300340107547,2.5192272188702924,nan,nan,0,0.07915615353714807,0,60cbf5c6bd3b273a,445,13.29887261386814,8,0,0,0,0,nan,-1,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6492085122904103,0,6.0381101055625885,0.0792690295071607,0.011232664882765586,2,2.2174161039857356,5.049287520340421,7.386063756140029,2.5241381694578493,nan,nan,0,0.07915716793396328,0,60cbf5c6bd3b273a,445,13.298532307778995,8,0,0,0,0,nan,-1,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6512702746353717,0,6.038948050611153,0.0792687377329294,0.011236866344007898,2,2.217620194524531,5.049286977908344,7.386515143862588,2.5297604073832183,nan,nan,0,0.07915686812924856,0,60cbf5c6bd3b273a,445,13.298632883809677,8,0,0,0,0,nan,-1,0,0
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,2.982984993091164,4.5868990248727215,5.198263857891848,18,4,0.290947663274422,7.389012841815085,5.160582719992699,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6583406066619742,0,6.043180886370146,0.0792686916623692,0.011238175198513065,2,2.2176297159400646,5.049312486533385,7.389012841815085,2.535584634868319,nan,nan,0,0.07915682079069129,0,60cbf5c6bd3b273a,445,13.298648764664435,8,0,0,0,0,nan,-1,0,0
