epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,assignment_history_cleared,assignment_arc_slips,assignment_arc_slip_ids,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,arc_shadow_candidates,arc_shadow_oracle_min_error_m,arc_shadow_oracle_rank,respawn_excluded_satellite,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,0,1,1,3.3016854649534926,2.168548225114527,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.5658090339569855,0,,0.0,0.0,0,nan,0,0,,1,0.0022275847960518697,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4306638365803345,1,3.5498793778850137,0.05338718342702955,0.09483257950027385,3,3.2784299002223385,2.145785862048171,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0,0,,0.049448205178405355,0,547e188f4bbcc6ae,346,50.231145697281946,8,12,1,440,13,12,128,0.2795902720162745,85,0,nan,0,nan,0,nan,128,0.2795902720162745,68,,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,0,1,1,3.2956362810588975,2.1618217251486955,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.575508159763697,0,,0.0,0.0,0,nan,0,0,,1,0.005460776199088691,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4150062481016258,1,3.5600644720614687,0.05565352040077827,0.09019346968850134,3,3.2725961770219287,2.139148709878098,2.7992336434849636,3.872751816434111,nan,nan,0,0,0,,0.0517533435500271,0,547e188f4bbcc6ae,346,46.62237865637092,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,0,1,1,3.2942070598520377,2.160054600952319,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.575111065400376,0,,0.0,0.0,0,nan,0,0,,1,0.005274054350316184,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.41427374439778986,1,3.5596876101548194,0.05576453096956749,0.09004253088226441,3,3.2711766611554842,2.137381572263114,2.7984202360446475,3.875946808143127,nan,nan,0,0,0,,0.05186390296675741,0,547e188f4bbcc6ae,346,46.489079361717586,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,0,1,1,3.2937843635172395,2.1595873352369006,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.583853966181909,0,,0.0,0.0,0,nan,0,0,,1,0.004944573592621244,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4065558900914099,1,3.5684479069440496,0.055778183161503646,0.09002005744318388,3,3.2707555849394105,2.136914628530211,2.806213529699768,3.879610208024698,nan,nan,0,0,0,,0.0518775440024161,0,547e188f4bbcc6ae,346,46.4732430381363,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,0,1,1,3.2936595721169155,2.159429516895758,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.5847264261969167,0,,0.0,0.0,0,nan,0,0,,1,0.0028684236011409375,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4071904869782203,1,3.5693032923784695,0.05577861778449457,0.09002275577426028,3,3.270631027303399,2.136756379680398,2.8025256514549035,3.883410359678399,nan,nan,0,0,0,,0.051877961487148384,0,547e188f4bbcc6ae,346,46.47269228754162,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,4.253208488607275,3.1482996044971014,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,5.757325513027013,0,,0.0,0.0,0,nan,0,0,,1,0.002599292830108161,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29297971076232354,1,2.877056700670465,0.042358383199736116,0.14219839843024457,2,1.4949455816337085,2.4460705947997057,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0,0,,0.038931533550235244,0,eea7295143f6fc6b,512,72.05012111692538,8,12,1,440,13,12,128,0.4557065300638294,109,0,nan,0,nan,0,nan,128,0.4557065300638294,80,,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,4.255494599942197,3.16330503726517,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,5.780015093773579,0,,0.0,0.0,0,nan,0,0,,1,0.0023603220393668633,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.318244337487153,1,2.9028030431980696,0.045151212913082314,0.15964427980325624,3,1.4841439213505272,2.438278779596926,3.119802368110178,3.4481955702239153,nan,nan,0,0,0,,0.040726604907186284,0,eea7295143f6fc6b,512,66.77990075766132,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,4.256253135174387,3.1670487959704725,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,5.788258782959503,0,,0.0,0.0,0,nan,0,0,,1,0.0023442000866351932,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3260242590122944,1,2.9087641791486254,0.04517473930969903,0.158786471037791,3,1.4829189310756872,2.4377543392032064,3.125009995011446,3.451783951486298,nan,nan,0,0,0,,0.04081644983613577,0,eea7295143f6fc6b,512,66.56384268556668,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,4.256485458273427,3.1681766929235358,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,5.790720559116502,0,,0.0,0.0,0,nan,0,0,,1,0.004103018460770887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3285983188353024,1,2.9111073039975204,0.04517717086038146,0.15867170216514612,3,1.482523034397647,2.4375077118394435,3.127045929572931,3.4558971212947447,nan,nan,0,0,0,,0.040825243199412935,0,eea7295143f6fc6b,512,66.54311110964636,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,4.256573300564808,3.1685013866931526,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,5.794193459404223,0,,0.0,0.0,0,nan,0,0,,1,0.0037293120425034992,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3308029111178345,1,2.9152134365306663,0.04517728813193517,0.15865348822919464,3,1.482392428883458,2.43742819953195,3.1307497522122483,3.4601626839851276,nan,nan,0,0,0,,0.04082616048879318,0,eea7295143f6fc6b,512,66.54092110696874,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,6.1534731242827485,2.8111099222469105,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.652510308731929,0,,0.0,0.0,0,nan,0,0,,1,0.005368959337888712,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22652781624589363,1,6.645941635184592,0.048278921293563905,0.1259944151091801,3,6.117008717441682,2.7967861973349653,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0,0,,0.04114347686712395,0,daca05125ab2755f,512,60.67008408965112,8,12,1,440,13,12,128,0.22797390428576378,21,0,nan,0,nan,0,nan,128,0.22797390428576378,100,,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,6.152289430731343,2.822044402167992,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.696908317318261,0,,0.0,0.0,0,nan,0,0,,1,0.0039013321795764574,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.24301887281614878,1,6.690287087285735,0.05052488267923275,0.12392217137863075,3,6.116220313215599,2.807792959435217,4.461016016307509,3.1296622776171215,nan,nan,0,0,0,,0.04312456627412543,0,daca05125ab2755f,512,56.391951252691385,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,6.153824107622341,2.821961451058449,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.77107385511141,0,,0.0,0.0,0,nan,0,0,,1,0.004209773023096218,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.28567284117826935,1,6.76461567169248,0.05057185330390182,0.12374699990904808,3,6.117812971061362,2.807709998094867,4.518888540953368,3.133615782308128,nan,nan,0,0,0,,0.04317085479447669,0,daca05125ab2755f,512,56.040725777046255,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,6.154084022518646,2.822231268436183,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,6.866064426727772,0,,0.0,0.0,0,nan,0,0,,1,0.002110719069919032,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.35999222319122304,1,6.859819651388075,0.05057431480663525,0.12373213571788949,3,6.118080533122859,2.807985236974178,4.598291171453807,3.1381460194226714,nan,nan,0,0,0,,0.043173470870719655,0,daca05125ab2755f,512,56.01195388963517,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,6.154119121927858,2.8224099310923236,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,6.955532524513484,0,,0.0,0.0,0,nan,0,0,,1,0.002019058482556215,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3730475626870689,1,6.949483585264205,0.05057612015989502,0.12373154768882307,3,6.1181166234769515,2.8081665013894255,4.674433012700302,3.1428429254599144,nan,nan,0,0,0,,0.04317501556563537,0,daca05125ab2755f,512,56.011325973994374,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,7.424079823975913,2.2280697955081386,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,7.21966280373969,0,,0.0,0.0,0,nan,0,0,,1,0.002175580445419653,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5023124781731738,0,7.219723350191242,0.08663722737912365,0.05554572681027004,5,7.42061030965339,2.226739690509171,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0,0,,0.08567919728670412,0,daca05125ab2755f,512,44.04407970459536,8,12,1,440,13,12,128,0.3900437209687645,41,0,nan,0,nan,0,nan,128,0.3900437209687645,46,,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,7.428690552580737,2.2297556919113544,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,7.327544245498306,0,,0.0,0.0,0,nan,0,0,,1,0.002132993388950466,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46464787437550276,1,7.327393778953036,0.09044068374600456,0.047096639173183755,5,7.425900222567206,2.2286864165644378,6.137242304290757,2.8685097516386144,nan,nan,0,0,0,,0.08966252346939634,0,daca05125ab2755f,512,40.72341202577177,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,7.4296639330197,2.230875161253102,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,7.423024702258153,0,,0.0,0.0,0,nan,0,0,,1,0.0020608385415530404,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40436626041427837,1,7.422871825869746,0.09053644574724115,0.046763744752632654,5,7.426895480472196,2.229812155473393,6.205098567218218,2.8728261188560356,nan,nan,0,0,0,,0.0897652341836454,0,daca05125ab2755f,512,40.62823482902646,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,7.429685405030735,2.2314524541662912,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,7.4616157679863395,0,,0.0,0.0,0,nan,0,0,,1,0.002767042758866112,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.38360461566496473,1,7.461461200892562,0.09038223021260154,0.04677417495612954,5,7.426912775473732,2.230387698061449,6.23036815478936,2.8777679017205555,nan,nan,0,0,0,,0.08961162207737199,0,daca05125ab2755f,512,40.672734338938994,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,7.429748912776741,2.2315882455140383,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,7.47538737374201,0,,0.0,0.0,0,nan,0,0,,1,0.0017465239404035858,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3774918522913303,1,7.4752320907943615,0.09036354636581018,0.046775400734017744,5,7.426975622818381,2.230523030598698,6.238536922683064,2.8828893551859838,nan,nan,0,0,0,,0.08959299486639799,0,daca05125ab2755f,512,40.678273524915106,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,8.243164201783044,1.1218202555303272,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,5.418316054768675,0,,0.0,0.0,0,nan,0,0,,1,0.002081443569739758,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3158859525880414,1,5.472622305484555,0.08915306499684725,0.29914209517513907,4,8.13909455246339,1.0082364052214479,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0,0,,0.07117865551544589,0,b3f4525bc8b8f4a5,512,63.33484970836249,8,12,1,440,13,12,128,0.3012302850753133,41,0,nan,0,nan,0,nan,128,0.3012302850753133,49,,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,8.241835592909181,1.1167643743915685,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,5.432913494713449,0,,0.0,0.0,0,nan,0,0,,1,0.002273070458672228,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3074866630271508,1,5.484949936035447,0.09241301224590726,0.29742529772153825,4,8.138537478002718,1.0052623867530663,7.761402624521035,2.678099417447205,nan,nan,0,0,0,,0.07419453998606107,0,b3f4525bc8b8f4a5,512,58.4522581546686,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,8.241614705797375,1.1158651306481537,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,5.445784841279785,0,,0.0,0.0,0,nan,0,0,,1,0.0019670093078647502,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29759572172784265,1,5.497614489482677,0.09259267282280016,0.2971190910298533,4,8.138480606718009,1.0047468277674187,7.761809677319955,2.6827187110635777,nan,nan,0,0,0,,0.07436688936224574,0,b3f4525bc8b8f4a5,512,58.22877228229722,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.241530085715262,1.1155379738024473,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,5.452701400820793,0,,0.0,0.0,0,nan,0,0,,1,0.002059530978098854,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2932124555325851,1,5.504484631764036,0.09259975287014567,0.29706912463882174,4,8.138409964964273,1.0045041516976625,7.762046597964363,2.688009043087361,nan,nan,0,0,0,,0.07437246405965407,0,b3f4525bc8b8f4a5,512,58.21577746872937,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,0,nan,-1,,0,0
