epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.9647030309666396,1.263806083475601,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.9518390228962157,0,,0.0,0.0,0,nan,1,1,E24,1,0.0022275847960518697,b32e39725311f34f,0.01619280525139804,105.87858382437467,1,1.3086014122292338,-3811466.5717604067,3566804.325234213,3652666.7812133958,1.7091424482635404,2.0173426511380455,0,0.01619280525139804,1,0.0,1.3086014122292338,0.4287806592783174,1,3.948259087910359,0.07543259449228924,0.09897380958014504,2,1.9434664712648535,1.258487101797094,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.06872729090685449,0,da26416811a3d5cf,128,29.136582043631265,8,12,0,0,0,0,0,nan,-1,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.9651968175260277,1.2753033198977644,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.970073492664105,0,,0.0,0.0,0,nan,1,0,,1,0.005460776199088691,b32e39725311f34f,0.015751149450235324,107.65197521974622,2,1.3348866892621967,-3811466.592243096,3566804.3389857677,3652666.7937460663,1.6956378814944595,2.0030425033364803,0,0.015751149450235324,1,0.0,1.3348866892621967,0.4133511413500141,1,3.9665559358515967,0.07626816421968939,0.09897520353388892,2,1.9440499115606091,1.2701395588479327,2.7992336434849636,3.872751816434111,nan,nan,0,0.06948849130346553,0,da26416811a3d5cf,128,28.69657170385712,8,0,0,0,0,0,0,nan,-1,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.9651183036512538,1.2788980998612878,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.970670967959824,0,,0.0,0.0,0,nan,1,0,,1,0.005274054350316184,b32e39725311f34f,0.015345774722576182,109.35503871921065,3,1.3373444843870772,-3811466.593785538,3566804.341361171,3652666.7951064697,1.69265749841261,1.998813524103359,0,0.015345774722576182,1,0.0,1.3373444843870772,0.4126644341790318,1,3.9671657634353075,0.07633249791602023,0.09897572282457047,2,1.9439903146674709,1.2737750043093325,2.7984202360446475,3.875946808143127,nan,nan,0,0.06954705501891913,0,da26416811a3d5cf,128,28.665420797331226,8,0,0,0,0,0,0,nan,-1,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.965252285011996,1.279754965613479,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.9803937938906606,0,,0.0,0.0,0,nan,1,0,,1,0.004944573592621244,b32e39725311f34f,0.014968150777652869,110.93423166808282,4,1.3455841179251498,-3811466.600570799,3566804.342756334,3652666.8030804894,1.691516515315041,1.9977509767071675,0,0.014968150777652869,1,0.0,1.3455841179251498,0.404970917917167,1,3.9768728105256783,0.07633936752817293,0.09897570866255079,2,1.9441317511140401,1.2746438788684078,2.806213529699768,3.879610208024698,nan,nan,0,0.06955332384922198,0,da26416811a3d5cf,128,28.662298678802856,8,0,0,0,0,0,0,nan,-1,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.9652491718423533,1.2800882268480402,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.9788001263692467,0,,0.0,0.0,0,nan,1,0,,1,0.0028684236011409375,b32e39725311f34f,0.014609299128870124,112.39924900029305,5,1.3408732786430628,-3811466.595638965,3566804.341472616,3652666.8041112903,1.691244185202083,1.997356926896752,0,0.014609299128870124,1,0.0,1.3408732786430628,0.4056009679016934,1,3.9752531027517994,0.07633991255381803,0.09897574837242416,2,1.9441303418086662,1.2749805752241132,2.8025256514549035,3.883410359678399,nan,nan,0,0.0695538167381492,0,da26416811a3d5cf,128,28.66199188063391,8,0,0,0,0,0,0,nan,-1,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,3.762879690960984,2.8900091017420593,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,5.550750381090446,0,,0.0,0.0,0,nan,1,1,E24,1,0.002599292830108161,214b1126156c9537,0.013035790033601365,115.59470725253718,1,2.70059529484455,-3811467.1276119035,3566804.5779947923,3652668.472321252,2.2475661998251573,0.7123581818340953,0,0.013035790033601365,1,0.0,2.70059529484455,0.2930955676969394,1,5.550744381110735,0.17475647265370742,0.06220746254588802,3,3.765175871009216,2.8895137608698587,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.17319394067744948,0,a0cf3f434dab585f,128,10.05097606670106,8,12,1,64,1,0,0,0.6094736308316854,32,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,3.7718644408690856,2.915467589060691,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,5.582450917044195,0,,0.0,0.0,0,nan,1,0,,1,0.0023603220393668633,214b1126156c9537,0.01326948461292275,115.56898067315147,2,2.7059921019249753,-3811467.131388666,3566804.5815993575,3652668.4750038795,2.2454117001856972,0.7122172880877068,0,0.01326948461292275,1,0.0,2.7059921019249753,0.31837183116453965,1,5.582422801068404,0.1815912825852253,0.029014400429796368,3,3.771402325006793,2.9155037726780146,3.119802368110178,3.4481955702239153,nan,nan,0,0.1806076575269155,0,a0cf3f434dab585f,128,9.309368662543996,8,0,0,0,0,0,0,nan,-1,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,3.774397008630263,2.921923840027417,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,5.593056651769437,0,,0.0,0.0,0,nan,1,0,,1,0.0023442000866351932,214b1126156c9537,0.013002127841346228,116.6591497960385,3,2.7095320517567827,-3811467.1330786236,3566804.5835532886,3652668.47764083,2.24515866630934,0.7121125202300514,0,0.013002127841346228,1,0.0,2.7095320517567827,0.3261576206763095,1,5.593021881527661,0.1819048849862349,0.028560143087969798,3,3.773912317372808,2.921957718961719,3.125009995011446,3.451783951486298,nan,nan,0,0.1809396964232656,0,a0cf3f434dab585f,128,9.281526599368409,8,0,0,0,0,0,0,nan,-1,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,3.7751535808494388,2.923834430079434,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,5.5962517662102265,0,,0.0,0.0,0,nan,1,0,,1,0.004103018460770887,214b1126156c9537,0.01274183099177088,117.67867333924376,4,2.7104779858520143,-3811467.1338249785,3566804.5846781614,3652668.4778242093,2.2449676383759614,0.7120982959944636,0,0.01274183099177088,1,0.0,2.7104779858520143,0.32873321485934665,1,5.596214510615371,0.18193327628862807,0.028520989966629384,3,3.774665497115028,2.9238661065662526,3.127045929572931,3.4558971212947447,nan,nan,0,0.18096972613116488,0,a0cf3f434dab585f,128,9.27904981347628,8,0,0,0,0,0,0,nan,-1,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,3.775407334122843,2.924404598509166,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,5.599949408369275,0,,0.0,0.0,0,nan,1,0,,1,0.0037293120425034992,214b1126156c9537,0.012495057599427768,118.61277507866488,5,2.7129836593176813,-3811467.135086172,3566804.5882385015,3652668.4786976175,2.2449045495198043,0.7120792959746458,0,0.012495057599427768,1,0.0,2.7129836593176813,0.33093959808870016,1,5.59991160110717,0.18193714977552736,0.028515642751630415,3,3.7749185187459418,2.9244355619436657,3.1307497522122483,3.4601626839851276,nan,nan,0,0.18097382517043942,0,a0cf3f434dab585f,128,9.278710023922491,8,0,0,0,0,0,0,nan,-1,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,4.636783734129707,1.7746212920329194,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,5.773999820160415,0,,0.0,0.0,0,nan,1,1,J03,1,0.005368959337888712,3acedde3cf2ca8a4,0.011041791493692716,118.48101776799393,1,3.5897559367325385,-3811467.3859396153,3566805.2557412493,3652669.152107681,3.732184046092969,0.9185930130223287,0,0.03274887168273906,3,0.2729382798742195,3.7247517869724884,1.057492485464671,0,5.773645429045459,0.07744526350111436,0.11328461262444653,2,4.604931247471929,1.7755274248697617,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.06809550265234339,0,7cb812395542b438,128,33.07846091256192,8,12,1,64,1,0,0,2.140544761534288,35,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,4.637416721685457,1.7997459897033834,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,5.825042747927441,0,,0.0,0.0,0,nan,1,0,,1,0.0039013321795764574,f22a7779a694779d,0.023247432080806082,64.11140661833221,2,3.62242627197845,-3811467.4835171094,3566804.79749147,3652669.338159091,4.102398195998423,1.2930207426682259,0,0.024113342380277646,2,0.08186783938743045,3.6134651815396204,1.1079311817609696,0,5.82473672751834,0.0798750085542903,0.11329468914991664,2,4.605610877327637,1.8007902612334374,4.461016016307509,3.1296622776171215,nan,nan,0,0.07023059514164408,0,7cb812395542b438,128,31.10149199405574,8,0,0,0,0,0,0,nan,-1,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,4.6395518388718875,1.8003428082034707,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,5.907953336309227,0,,0.0,0.0,0,nan,1,0,,1,0.004209773023096218,f22a7779a694779d,0.00781252453503117,127.99999999968927,1,3.7026159685725055,-3811467.534208577,3566804.8442224585,3652669.3872323115,4.101561249982664,1.2923082367475383,0,0.015625013865699346,2,0.22038504525629868,3.5808566757724165,1.1909327444387605,0,5.907741751894251,0.08011265402419178,0.11329387549163604,2,4.607776573522902,1.8013927787087418,4.518888540953368,3.133615782308128,nan,nan,0,0.07043986966487714,0,7cb812395542b438,128,30.92610229715439,8,0,0,0,0,0,0,nan,-1,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,4.639964513215206,1.8012281939717214,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,6.012905106722693,0,,0.0,0.0,0,nan,1,0,,1,0.002110719069919032,f22a7779a694779d,0.00781250005312638,128.0,1,3.802360511786285,-3811467.5957717393,3566804.9038261087,3652669.4484598,4.101373203099264,1.2923732170885396,0,0.015625000002081137,2,0.22009126758559952,3.6797847545259956,1.2836519435089624,0,6.01281434694143,0.08013244143245163,0.11329394313065932,2,4.608195998750741,1.8022839932970243,4.598291171453807,3.1381460194226714,nan,nan,0,0.07045730038802107,0,7cb812395542b438,128,30.911627894156048,8,0,0,0,0,0,0,nan,-1,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,4.640042934297964,1.8016268845894465,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,6.111397284677451,0,,0.0,0.0,0,nan,1,0,,1,0.002019058482556215,68c3a56b36625ca5,0.00781250000304449,128.00000000000009,1,4.091380589842081,-3811466.7720180093,3566805.8091164627,3652669.8225204386,4.230507038595043,0.7330239788145153,0,0.01562500000608898,2,0.1737417809091458,4.074894781694299,1.3714323919617586,0,6.111416083314013,0.08013251865177559,0.11329403675408813,2,4.608276028997098,1.8026851328995326,4.674433012700302,3.1428429254599144,nan,nan,0,0.07045736377520324,0,7cb812395542b438,128,30.911471816740683,8,0,0,0,0,0,0,nan,-1,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,6.625210712593729,2.467840354382829,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,8.015348760775883,0,,0.0,0.0,0,nan,1,1,J03,1,0.002175580445419653,12e97eec695b1c4a,0.013478354406299244,112.65704228475143,1,3.486382895524143,-3811467.421892595,3566805.423406827,3652668.8663704866,4.983190109338746,2.231770325824427,0,0.013478354406299244,1,0.0,3.486382895524143,2.6621837954581333,0,8.020486725394152,0.11385280141250521,0.13999078805938361,3,6.5814554605821005,2.481470732921642,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.0930779021256942,0,86b1938a14e21d03,128,23.972652927998947,8,12,1,64,1,0,0,3.2480125868506917,47,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,6.633311897654245,2.472068424654354,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,8.128781267009737,0,,0.0,0.0,0,nan,1,0,,1,0.002132993388950466,112d3738fbb2e383,0.007812500003824047,128.0000000000001,1,3.0558581714832744,-3811466.2956521306,3566806.619338811,3652667.172596687,3.8986858828663364,3.7342968276760455,0,0.007812500003824047,1,0.0,3.0558581714832744,2.775230848361643,0,8.13387803929982,0.11691616200416208,0.13571240712887306,3,6.590701192752696,2.485417282173947,6.137242304290757,2.8685097516386144,nan,nan,0,0.09578891478077432,0,86b1938a14e21d03,128,22.715855817436577,8,0,0,0,0,0,0,nan,-1,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,6.635019154466059,2.473819538582494,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,8.231821527073778,0,,0.0,0.0,0,nan,1,0,,1,0.0020608385415530404,828a0aead3c44ff8,0.007812500000058733,128.00000000000023,1,7.548049304826246,-3811470.2985991244,3566809.508466179,3652666.814442921,2.0626680550085763,5.1032993736492545,0,0.007812500000058733,1,0.0,7.548049304826246,2.8787388478058094,0,8.236995291843078,0.11701892022097604,0.1355929976660105,3,6.592446971046973,2.487165552571044,6.205098567218218,2.8728261188560356,nan,nan,0,0.09586465609122582,0,86b1938a14e21d03,128,22.68474450777154,8,0,0,0,0,0,0,nan,-1,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,6.635117401667692,2.475365927707096,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,8.272619106837729,0,,0.0,0.0,0,nan,1,0,,1,0.002767042758866112,828a0aead3c44ff8,0.008525813557589603,127.10843596098552,2,7.577258974620772,-3811470.3187140804,3566809.528570094,3652666.838761963,2.0597707737418984,5.102812312411792,0,0.008525813557589603,1,0.0,7.577258974620772,2.9191634513634717,0,8.277800321320704,0.11702999865494546,0.13559074058918946,3,6.5925521501661875,2.488719747848645,6.23036815478936,2.8777679017205555,nan,nan,0,0.09587295325106945,0,86b1938a14e21d03,128,22.678132875055425,8,0,0,0,0,0,0,nan,-1,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,6.635229629357918,2.475618108554511,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,8.287195662296213,0,,0.0,0.0,0,nan,1,0,,1,0.0017465239404035858,828a0aead3c44ff8,0.008490670828845255,127.19380838697613,3,7.587708576715584,-3811470.327103122,3566809.5346675706,3652666.8485697247,2.059482186856037,5.102739627823006,0,0.008490670828845255,1,0.0,7.587708576715584,2.9334194831767246,0,8.292368622660044,0.11703110634126583,0.13559089190364496,3,6.592667070073828,2.488972586987617,6.238536922683064,2.8828893551859838,nan,nan,0,0.09587378748854325,0,86b1938a14e21d03,128,22.67740319572682,8,0,0,0,0,0,0,nan,-1,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,6.977898571591472,1.4492491849862383,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,6.64998908714802,0,,0.0,0.0,0,nan,1,1,E24,1,0.002081443569739758,8342969d4df50645,0.016427392952527566,109.47392189413785,1,3.1864890993746373,-3811467.156970131,3566805.8616302824,3652668.194838415,6.249656118993735,2.5265324891156005,0,0.016427392952527566,1,0.0,3.1864890993746373,3.167450400159204,0,6.649561375031085,0.18301681046080912,0.048222285456777855,2,6.984105732036929,1.4459535366469969,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.17939471297874635,0,c07392b1eed49dbd,128,12.973121771537917,8,12,0,0,0,0,0,nan,-1,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,6.982248199051445,1.4633878419463617,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,6.6656154056373005,0,,0.0,0.0,0,nan,1,0,,1,0.002273070458672228,8342969d4df50645,0.01595845070262695,111.13156524736675,2,3.201833196793284,-3811467.1691841977,3566805.8684290973,3652668.202936399,6.241706251206699,2.516678468359107,0,0.01595845070262695,1,0.0,3.201833196793284,3.179579666757361,0,6.6651426645503165,0.18428787443192318,0.04826488013201043,2,6.988432639403761,1.460064334305901,7.761402624521035,2.678099417447205,nan,nan,0,0.1806425122037027,0,c07392b1eed49dbd,128,12.797630839472367,8,0,0,0,0,0,0,nan,-1,0,0
