epoch,tow,assignment_id,gamma,n_ambiguities,map_float_separation_m,map_ddpr_separation_m,last_ddpr_pairs,ddpr_age_epochs,ecef_x,ecef_y,ecef_z,gamma_eligible,fix_streak,fixed,evidence_records
71,553814.199999094,832d821e147a649e,0.19284565501089626,8,1.0806774026047512,4.735265381054886,19,1,-3811469.0540562454,3566808.1413113913,3652665.3910148344,False,0,False,4
72,553814.4000000954,832d821e147a649e,0.19362398140802575,8,1.080830674057829,4.736234504624614,19,2,-3811469.078650902,3566808.166167389,3652665.413996416,False,0,False,4
73,553814.599998951,832d821e147a649e,0.19372235533588814,8,1.0809157840158565,4.736410584708809,19,3,-3811469.1003943384,3566808.188215709,3652665.432468175,False,0,False,4
74,553814.7999999523,832d821e147a649e,0.19372302179793113,8,1.0809238380366364,4.736513312800676,19,4,-3811469.1283504013,3566808.217287369,3652665.456551214,False,0,False,4
75,553815.0,994d54c9040caa4d,0.20816183338132585,8,6.60781352172044,1.5768673906617694,18,0,-3811468.9644313212,3566808.0002683788,3652665.475848125,False,0,False,10
76,553815.199999094,994d54c9040caa4d,0.22162917995579406,8,6.610311022618547,1.5771744978187963,18,1,-3811468.9626228022,3566807.997926585,3652665.473465487,False,0,False,4
77,553815.4000000954,994d54c9040caa4d,0.22268089906882577,8,6.610970547149685,1.5765737233739654,18,2,-3811468.961974218,3566807.996615348,3652665.4761489625,False,0,False,4
78,553815.599998951,994d54c9040caa4d,0.22278474084794886,8,6.611165335915469,1.5765575620932988,18,3,-3811468.965777788,3566807.9991327194,3652665.4802612495,False,0,False,4
79,553815.7999999523,994d54c9040caa4d,0.2227959536858853,8,6.611206554372927,1.5765694844795357,18,4,-3811468.9675551504,3566807.998609478,3652665.478977498,False,0,False,4
80,553816.0,994d54c9040caa4d,0.254559155622987,8,6.4343255841639895,1.6479876430611482,18,0,-3811468.878908008,3566807.8702539033,3652665.593582837,False,0,False,10
81,553816.199999094,994d54c9040caa4d,0.27031520955268873,8,6.434709222624677,1.6451083846264318,18,1,-3811468.889186431,3566807.880308708,3652665.603812291,False,0,False,4
82,553816.3999989033,994d54c9040caa4d,0.27152075875682447,8,6.434536744846138,1.6446150567965327,18,2,-3811468.902836786,3566807.895093014,3652665.6192629123,False,0,False,4
83,553816.5999999046,994d54c9040caa4d,0.2716641811827001,8,6.434413269158518,1.6446125343299383,18,3,-3811468.909679358,3566807.900495396,3652665.6277586543,False,0,False,4
84,553816.7999999523,994d54c9040caa4d,0.27168792168756106,8,6.434358376681114,1.6446369962177125,18,4,-3811468.902958673,3566807.893729498,3652665.6224793,False,0,False,4
85,553817.0,994d54c9040caa4d,0.2948081197229159,8,6.270283387348174,1.6746475350340924,19,0,-3811468.8169170558,3566807.7924411534,3652665.732098982,False,0,False,10
86,553817.199999094,994d54c9040caa4d,0.31247087967259307,8,6.268974641423738,1.6764846039331853,19,1,-3811468.789584278,3566807.765068103,3652665.7043454917,False,0,False,4
87,553817.3999989033,994d54c9040caa4d,0.31383440754907904,8,6.269608244093688,1.6749858187554332,19,2,-3811468.7791701336,3566807.7530020396,3652665.6942558023,False,0,False,4
88,553817.5999999046,994d54c9040caa4d,0.3139635855283404,8,6.269641572079919,1.6748673923484252,19,3,-3811468.777137907,3566807.7511370927,3652665.6918531856,False,0,False,4
89,553817.7999999523,994d54c9040caa4d,0.31397687298681654,8,6.269642744204067,1.6748263483250538,19,4,-3811468.7767216642,3566807.7499405225,3652665.6927631916,False,0,False,4
90,553818.0,994d54c9040caa4d,0.32175495855484054,8,6.116054763985892,1.7746685554410653,18,0,-3811468.7353828726,3566807.691360277,3652665.845512674,False,0,False,10
91,553818.199999094,994d54c9040caa4d,0.3401889412531611,8,6.113861070379984,1.7770702195382522,18,1,-3811468.7391064353,3566807.6956073996,3652665.849251501,False,0,False,4
92,553818.3999989033,994d54c9040caa4d,0.341458207891342,8,6.113625679648831,1.776807001945189,18,2,-3811468.74180484,3566807.696229558,3652665.8534990577,False,0,False,4
93,553818.5999999046,994d54c9040caa4d,0.3415805501020736,8,6.113511070726664,1.7769067892647081,18,3,-3811468.7435135636,3566807.6972454316,3652665.8559057238,False,0,False,4
94,553818.7999999523,994d54c9040caa4d,0.3415927041000979,8,6.113475426557025,1.7769436161384777,18,4,-3811468.744718246,3566807.6983538847,3652665.855421672,False,0,False,4
95,553819.0,994d54c9040caa4d,0.3100829480449137,8,6.033303832598998,1.9144858841975816,18,0,-3811468.636547822,3566807.554884948,3652665.9106425443,False,0,False,10
96,553819.199999094,994d54c9040caa4d,0.3237699661413664,8,6.034605502245882,1.9153264719690362,18,1,-3811468.636808119,3566807.5548408963,3652665.9143909067,False,0,False,4
97,553819.3999989033,994d54c9040caa4d,0.3243698204456325,8,6.034934451602485,1.9156550098072616,18,2,-3811468.6387844095,3566807.555983467,3652665.918199778,False,0,False,4
98,553819.5999999046,994d54c9040caa4d,0.32442779594722043,8,6.035026016599394,1.9156920022899229,18,3,-3811468.6393151586,3566807.556565854,3652665.922912061,False,0,False,4
99,553819.7999999523,994d54c9040caa4d,0.32443391841164043,8,6.035060881069619,1.9156914488654835,18,4,-3811468.641817714,3566807.556025829,3652665.9311662726,False,0,False,4
100,553820.0,994d54c9040caa4d,0.27700062680513665,8,5.952432094978849,2.032588996139332,18,0,-3811468.5541079477,3566807.437510714,3652665.968508439,False,0,False,10
101,553820.199999094,994d54c9040caa4d,0.2894315726472006,8,5.953235330591332,2.030338887765728,18,1,-3811468.5551112634,3566807.4387408583,3652665.9705805383,False,0,False,4
102,553820.3999989033,994d54c9040caa4d,0.2899969126222325,8,5.9531768339891435,2.0305992128952997,18,2,-3811468.554467566,3566807.438987627,3652665.970344634,False,0,False,4
103,553820.5999999046,994d54c9040caa4d,0.29005179934538755,8,5.953333044958578,2.030238465590807,18,3,-3811468.566214731,3566807.449401112,3652665.982010112,False,0,False,4
104,553820.7999999523,994d54c9040caa4d,0.29005743463769806,8,5.953345852621765,2.030215549779172,18,4,-3811468.580364131,3566807.4643471627,3652665.9947485225,False,0,False,4
105,553821.0,994d54c9040caa4d,0.22755201908094932,8,5.881763893606201,2.167337677483937,19,0,-3811468.4539604494,3566807.306149873,3652666.019897038,False,0,False,10
106,553821.199999094,994d54c9040caa4d,0.23820457470976478,8,5.883932756791777,2.1651644800635217,19,1,-3811468.463041869,3566807.315766122,3652666.0304021374,False,0,False,4
107,553821.3999989033,994d54c9040caa4d,0.23870579908693987,8,5.884241385252321,2.165310856808306,19,2,-3811468.4721323354,3566807.3232537475,3652666.0398862143,False,0,False,4
108,553821.5999999046,994d54c9040caa4d,0.23875533530267767,8,5.884461390843779,2.1649644618073514,19,3,-3811468.487521388,3566807.33707183,3652666.0585040287,False,0,False,4
109,553821.7999999523,994d54c9040caa4d,0.2387602171216208,8,5.884478317619957,2.1650010381187768,19,4,-3811468.498966446,3566807.3479712936,3652666.0694378703,False,0,False,4
110,553822.0,67f4087b5dcda2f7,0.17760844693113237,8,5.925507689787092,2.269566733258874,19,0,-3811468.366795978,3566807.1951820585,3652666.079515507,False,0,False,10
111,553822.199999094,67f4087b5dcda2f7,0.18617987873450892,8,5.926841712947939,2.2722573960093926,19,1,-3811468.396445469,3566807.224230911,3652666.1126333876,False,0,False,4
112,553822.3999989033,67f4087b5dcda2f7,0.1866064535422963,8,5.927118081277205,2.2728553557518656,19,2,-3811468.433035671,3566807.2606027587,3652666.149549613,False,0,False,4
113,553822.5999999046,67f4087b5dcda2f7,0.18663903336321044,8,5.927308724546857,2.273140663603866,19,3,-3811468.495169431,3566807.3239307012,3652666.2178813745,False,0,False,4
114,553822.7999999523,67f4087b5dcda2f7,0.18664149717984727,8,5.92734582438682,2.2732301014203795,19,4,-3811468.5736154537,3566807.399910786,3652666.298941172,False,0,False,4
115,553823.0,0495d0a68a8d8223,0.17182115674055914,8,2.5481810267086744,2.478813750458193,19,0,-3811468.3071210613,3566807.122528986,3652666.160279836,False,0,False,10
116,553823.199999094,0495d0a68a8d8223,0.17885996711118787,8,2.5456000947629165,2.494381022261069,19,1,-3811468.35837787,3566807.175700028,3652666.2083267174,False,0,False,4
117,553823.3999989033,0495d0a68a8d8223,0.17911410542452427,8,2.5450336360030517,2.4989179673013906,19,2,-3811468.433264046,3566807.25222931,3652666.2826369973,False,0,False,4
118,553823.5999999046,0495d0a68a8d8223,0.1791144935422187,8,2.5448496951202895,2.5007027737124568,19,3,-3811468.526425609,3566807.342732031,3652666.378323031,False,0,False,4
119,553823.7999999523,0495d0a68a8d8223,0.1791138849227628,8,2.5447964062118733,2.5011999833411482,19,4,-3811468.626168303,3566807.4400163204,3652666.4852314456,False,0,False,4
120,553824.0,0495d0a68a8d8223,0.17523769810460038,8,2.3617125487449715,2.8815917941968245,19,0,-3811468.259865396,3566807.0599575657,3652666.3579538884,False,0,False,10
121,553824.199999094,0495d0a68a8d8223,0.18423576224360377,8,2.358440682077073,2.9075868294614566,19,1,-3811468.3186313105,3566807.114591428,3652666.4297831175,False,0,False,4
122,553824.3999989033,0495d0a68a8d8223,0.1847034296529497,8,2.3577656138581022,2.915130298700859,19,2,-3811468.4017194808,3566807.191496991,3652666.5269679357,False,0,False,4
123,553824.5999999046,0495d0a68a8d8223,0.184862325349695,8,2.3576628851691304,2.916435253499435,19,3,-3811468.469013541,3566807.2541610976,3652666.6065085335,False,0,False,4
124,553824.7999999523,0495d0a68a8d8223,0.18487310060779552,8,2.357614122475367,2.9170472354587496,19,4,-3811468.5337115326,3566807.315192017,3652666.679677825,False,0,False,4
125,553825.0,0495d0a68a8d8223,0.17129428552652445,8,2.2387901870295823,3.288351486232249,18,0,-3811468.213257993,3566806.992953297,3652666.4700697195,False,0,False,10
126,553825.199999094,0495d0a68a8d8223,0.17966351232467292,8,2.236772842074261,3.3191932824521926,18,1,-3811468.215952453,3566806.9975593677,3652666.470325392,False,0,False,4
127,553825.3999989033,0495d0a68a8d8223,0.1805530301253902,8,2.236440917047889,3.3251015591985014,18,2,-3811468.238187265,3566807.0211028242,3652666.4891943247,False,0,False,4
128,553825.5999999046,0495d0a68a8d8223,0.1806406429875787,8,2.2363417123334086,3.326940635007382,18,3,-3811468.261695421,3566807.0505434126,3652666.5058137137,False,0,False,4
129,553825.7999999523,0495d0a68a8d8223,0.18067199879005028,8,2.236318869424076,3.3274610499182833,18,4,-3811468.278472328,3566807.074131695,3652666.5131957456,False,0,False,4
130,553826.0,0495d0a68a8d8223,0.19150653057931216,8,2.136661246064133,3.406407614873618,19,0,-3811468.1517025777,3566806.937944159,3652666.5636500316,False,0,False,10
131,553826.199999094,0495d0a68a8d8223,0.20210123593454685,8,2.136279770846974,3.4214841412850743,19,1,-3811468.159587029,3566806.949774481,3652666.568268415,False,0,False,4
132,553826.3999989033,0495d0a68a8d8223,0.20283662828251695,8,2.13630053532443,3.4244810949313114,19,2,-3811468.1752835745,3566806.9684575084,3652666.582082078,False,0,False,4
133,553826.5999999046,0495d0a68a8d8223,0.20293316386914256,8,2.1363351056803612,3.4251765276246555,19,3,-3811468.186702761,3566806.98243011,3652666.5923306453,False,0,False,4
134,553826.7999999523,0495d0a68a8d8223,0.20295705253197519,8,2.136353318666341,3.4253137667277973,19,4,-3811468.1878019567,3566806.985637567,3652666.589243545,False,0,False,4
135,553827.0,0495d0a68a8d8223,0.22741436058155387,8,2.0640324674278396,3.3949317752203427,19,0,-3811468.111643901,3566806.9077284085,3652666.6593171554,False,0,False,10
136,553827.199999094,0495d0a68a8d8223,0.23955797863287576,8,2.0652215838420425,3.397241746721503,19,1,-3811468.0940148463,3566806.8905580505,3652666.641000069,False,0,False,4
137,553827.3999989033,0495d0a68a8d8223,0.2402617617147191,8,2.0654266666728933,3.3987458064427125,19,2,-3811468.078006212,3566806.8730734205,3652666.6263896944,False,0,False,4
138,553827.5999999046,0495d0a68a8d8223,0.2403225574730333,8,2.0654338775755456,3.399422259423441,19,3,-3811468.073391289,3566806.8684036015,3652666.622026189,False,0,False,4
139,553827.7999999523,0495d0a68a8d8223,0.240328533417342,8,2.0654485325306515,3.399563875494695,19,4,-3811468.072745622,3566806.869852144,3652666.622304268,False,0,False,4
140,553828.0,0495d0a68a8d8223,0.243938120592183,8,1.9809550006852714,3.285495209970768,19,0,-3811468.0661813403,3566806.8627250856,3652666.7517490285,False,0,False,10
141,553828.199999094,0495d0a68a8d8223,0.2561077444797031,8,1.9822865692753049,3.284864657547138,19,1,-3811468.071403873,3566806.866550798,3652666.7560254876,False,0,False,4
142,553828.3999989033,0495d0a68a8d8223,0.2567662008695056,8,1.9825524899295526,3.2846608014468663,19,2,-3811468.0737366793,3566806.8712654174,3652666.757193967,False,0,False,4
143,553828.5999999046,0495d0a68a8d8223,0.2568316536022348,8,1.9826690611708606,3.2844746735646715,19,3,-3811468.07287442,3566806.869024292,3652666.75345029,False,0,False,4
144,553828.7999999523,0495d0a68a8d8223,0.2568379219026115,8,1.982690020314534,3.2845235472561907,19,4,-3811468.072885572,3566806.8682263196,3652666.7582660215,False,0,False,4
145,553829.0,0495d0a68a8d8223,0.27344280847095576,8,1.8953004742821475,3.141379354553755,18,0,-3811468.017554418,3566806.811584417,3652666.8119255626,False,0,False,10
146,553829.199999094,0495d0a68a8d8223,0.286836710735571,8,1.8946428546376037,3.144174867674231,18,1,-3811468.0165300644,3566806.8080750396,3652666.8104859213,False,0,False,4
147,553829.3999989033,0495d0a68a8d8223,0.2875720657272635,8,1.8946522139939916,3.143391414992506,18,2,-3811468.014394675,3566806.8054189156,3652666.8067850103,False,0,False,4
148,553829.5999999046,0495d0a68a8d8223,0.28764074551211033,8,1.8946212904273414,3.143434518827866,18,3,-3811468.0146250697,3566806.803597285,3652666.804401425,False,0,False,4
149,553829.7999999523,0495d0a68a8d8223,0.2876500401212812,8,1.8946336241733392,3.143343538112413,18,4,-3811468.0067259683,3566806.792402367,3652666.796458958,False,0,False,4
150,553830.0,0495d0a68a8d8223,0.2981189648213212,8,1.8325249896869094,3.0242285222875696,18,0,-3811467.985260387,3566806.771353855,3652666.878964111,False,0,False,10
151,553830.199999094,0495d0a68a8d8223,0.312695839973332,8,1.8330624198800076,3.026771438597625,18,1,-3811467.9851125004,3566806.768358622,3652666.880671127,False,0,False,4
152,553830.3999989033,0495d0a68a8d8223,0.3134839246115719,8,1.8332769162198037,3.026470777126568,18,2,-3811467.9863232654,3566806.7665131297,3652666.883861564,False,0,False,4
153,553830.5999999046,0495d0a68a8d8223,0.31356007795547924,8,1.8333391456811583,3.026468179598303,18,3,-3811467.9856298915,3566806.764454131,3652666.8898634403,False,0,False,4
154,553830.7999999523,0495d0a68a8d8223,0.31356687424234037,8,1.8333485420082123,3.026489737502421,18,4,-3811467.9903496564,3566806.765487584,3652666.8982066484,False,0,False,4
155,553831.0,0495d0a68a8d8223,0.3124526233208317,8,1.7485111438522567,2.8999506724875,19,0,-3811467.941213719,3566806.7208671384,3652666.943855947,False,0,False,10
156,553831.199999094,0495d0a68a8d8223,0.3275686580261088,8,1.748548109441168,2.8977330066130245,19,1,-3811467.9375429526,3566806.7170734573,3652666.936109979,False,0,False,4
157,553831.3999989033,0495d0a68a8d8223,0.3283701190130983,8,1.748407965339524,2.897642980637184,19,2,-3811467.9339334266,3566806.7150494764,3652666.923380547,False,0,False,4
