epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.965405764091723,1.2648782677639228,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.9529884818423513,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4289644883881335,1,3.9519336433602636,0.07138854505113713,0.08455532133873533,3,1.9544023096713365,1.2627587457804996,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.06705106509549034,0,da26416811a3d5cf,358,48.46873418189041,8,12,1,448,5,4,128,0.6435284853670133,100,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.9658467044631416,1.2762642713196617,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.97107925775191,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4135158823084976,1,3.969190106175559,0.07421848448868668,0.08138670072932216,3,1.953311199374022,1.273319456107197,2.7992336434849636,3.872751816434111,nan,nan,0,0.06995945915463281,0,da26416811a3d5cf,358,44.585350378857996,8,0,0,0,0,0,0,nan,-1,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.965743349450958,1.279807309603947,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.9716107924541317,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4128249275221609,1,3.969694850259778,0.0743665545912323,0.0812970967820603,3,1.9531544450340235,1.2768511338249535,2.7984202360446475,3.875946808143127,nan,nan,0,0.07010517578215583,0,da26416811a3d5cf,358,44.399856357392075,8,0,0,0,0,0,0,nan,-1,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.9658745203847836,1.2806551494937333,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.981323052262154,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4051292270894396,1,3.979393760296799,0.07438414337888724,0.0812902112124178,3,1.9532821954231614,1.2777020045657894,2.806213529699768,3.879610208024698,nan,nan,0,0.07012249783104856,0,da26416811a3d5cf,358,44.377230690066796,8,0,0,0,0,0,0,nan,-1,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.965868901328452,1.2809835755179912,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.979722981525823,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40575958304925674,1,3.97777742523152,0.07438486548276974,0.08128974503161435,3,1.9532772850360005,1.2780320603643098,2.8025256514549035,3.883410359678399,nan,nan,0,0.07012319095631889,0,da26416811a3d5cf,358,44.376477054897244,8,0,0,0,0,0,0,nan,-1,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,1,1,1,3.842572002574746,1.6595943188238511,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,3.9471741460455436,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29307143856862383,1,3.5241225346132468,0.05806246167190679,0.23158165032774664,7,3.2316390144034615,1.0981727803445465,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.043764677021028084,0,87870aa241c2f69e,512,57.17815200187783,8,12,1,448,5,4,128,0.5048108687679128,45,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,1,1,1,3.8394494600285967,1.6642206013344607,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,3.9664690384600756,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3183468163539837,1,3.5448576711226663,0.05992819455154125,0.2244167810817098,7,3.223309670889809,1.103215678910764,3.119802368110178,3.4481955702239153,nan,nan,0,0.04599070615934437,0,87870aa241c2f69e,512,52.83206797091241,8,0,0,0,0,0,0,nan,-1,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,1,1,1,3.8387731285337705,1.6652995566901483,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,3.9737351483176675,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.32613233409937814,1,3.553073924534388,0.06003091201469716,0.22433012041533265,7,3.2224748877471474,1.1052805974550575,3.125009995011446,3.451783951486298,nan,nan,0,0.046117505819441504,0,87870aa241c2f69e,512,52.64145257135158,8,0,0,0,0,0,0,nan,-1,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,1,1,1,3.8385836059246916,1.6656905481762339,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,3.975654475390223,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.328707871527795,1,3.5553530494487147,0.0600397937327691,0.2243793037537865,7,3.222285869402815,1.1059851965071512,3.127045929572931,3.4558971212947447,nan,nan,0,0.04613068107103082,0,87870aa241c2f69e,512,52.623179683758394,8,0,0,0,0,0,0,nan,-1,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,1,1,1,3.8385309900433917,1.665799571428011,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,3.9780639168828262,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3309139492303791,1,3.55799022554927,0.060041280335302295,0.22440831556068705,7,3.2222418727265207,1.1062044140973228,3.1307497522122483,3.4601626839851276,nan,nan,0,0.046131770087372063,0,87870aa241c2f69e,512,52.62118559555881,8,0,0,0,0,0,0,nan,-1,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,4.637539855646387,1.775672337175283,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,5.775267709705156,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7484983698038074,0,4.784969107546301,0.06340945825665129,0.39139066935518035,6,4.668195727290101,0.9554317622010428,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.037271716138819785,0,7cb812395542b438,512,64.33425076879216,8,12,1,448,5,4,128,0.7484983698038074,56,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,4.638081591379218,1.8006891522272248,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,5.826175191641128,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7625245711427168,0,4.833894996876494,0.06607996862293944,0.3916580849887195,6,4.665645850082994,0.9676816792734092,4.461016016307509,3.1296622776171215,nan,nan,0,0.039054055831490256,0,7cb812395542b438,512,59.756156430013846,8,0,0,0,0,0,0,nan,-1,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,4.640193928384842,1.8012574385125517,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,5.909051260396309,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.8290179831103424,0,4.913842686190755,0.0661763308651292,0.3916666665465056,6,4.666177030901405,0.9678818270627904,4.518888540953368,3.133615782308128,nan,nan,0,0.039144365716682665,0,7cb812395542b438,512,59.38165309636557,8,0,0,0,0,0,0,nan,-1,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,4.640599914205815,1.802134571230787,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,6.013993356647438,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9156080754861278,0,5.015341733429811,0.0661830360861214,0.391669567103069,6,4.6662390116777575,0.9682961749260552,4.598291171453807,3.1381460194226714,nan,nan,0,0.0391512877866269,0,7cb812395542b438,512,59.35085455648466,8,0,0,0,0,0,0,nan,-1,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,4.640676250129635,1.8025307315869337,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,6.1124828169888525,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.0004207208471834,0,5.110756575825292,0.06618490731047841,0.3916703414019513,6,4.666232079554272,0.9684824919888944,4.674433012700302,3.1428429254599144,nan,nan,0,0.039152418257803794,0,7cb812395542b438,512,59.349984604799594,8,0,0,0,0,0,0,nan,-1,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,1,1,1,6.401756567565299,1.439172754163911,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,4.926818374812427,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.1454154781386545,0,7.014099038759011,0.06793287506297989,0.37030467268933587,7,6.485547889673753,1.4827098069275737,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.05157135419436672,0,b3f4525bc8b8f4a5,512,56.56418237361381,8,12,1,448,5,4,128,1.1454154781386545,71,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,1,1,1,6.397714493827283,1.4364634777285092,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,5.033377726380988,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.198508961882057,0,7.127908292871048,0.07003733516397247,0.37106247195466247,7,6.492173589901888,1.488035881275014,6.137242304290757,2.8685097516386144,nan,nan,0,0.05306753429697186,0,b3f4525bc8b8f4a5,512,52.834539578789574,8,0,0,0,0,0,0,nan,-1,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,1,1,1,6.396655430193396,1.4356106236566528,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,5.129939193506829,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.2561828180703047,0,7.2287693117980405,0.0701602139783155,0.37120887394831814,8,6.4931578393599025,1.4894350113367012,6.205098567218218,2.8728261188560356,nan,nan,0,0.05310368307127294,0,b3f4525bc8b8f4a5,512,52.70516925587253,8,0,0,0,0,0,0,nan,-1,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,1,1,1,6.39629625273112,1.434568788627452,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,5.169096908965695,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.2771800851471398,0,7.2690636461292035,0.07017958171597515,0.3712225105427932,8,6.493121989060006,1.490676450658436,6.23036815478936,2.8777679017205555,nan,nan,0,0.05311926453778021,0,b3f4525bc8b8f4a5,512,52.685206621132906,8,0,0,0,0,0,0,nan,-1,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,1,1,1,6.396198909253284,1.4344154934788227,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,5.183516555419404,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.286190815768956,0,7.283468374362297,0.07018166303070286,0.37122496755047946,8,6.493169732794499,1.4908816916815535,6.238536922683064,2.8828893551859838,nan,nan,0,0.053121048316673386,0,b3f4525bc8b8f4a5,512,52.68310235974256,8,0,0,0,0,0,0,nan,-1,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,6.977961520617943,1.4493706720983486,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,6.650144202438016,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.5345456732705236,0,6.649437466185036,0.10066337056939559,0.06742888441483805,3,6.9794622626639775,1.4464682046468331,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.09642358280490822,0,c07392b1eed49dbd,512,34.235285570561096,8,12,1,448,5,4,128,1.5345456732705236,71,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,6.982304809653067,1.4634967329501831,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,6.665754003582863,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.5353067399768416,0,6.664950695986385,0.10521103487556825,0.0674623295541397,3,6.983774755768858,1.4605129001225348,7.761402624521035,2.678099417447205,nan,nan,0,0.10078223240940137,0,c07392b1eed49dbd,512,31.47473937158432,8,0,0,0,0,0,0,nan,-1,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,6.983597683280753,1.4664632417593109,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,6.678389221609241,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.5412533434722018,0,6.677559911380596,0.10547119465521008,0.06745063554204496,3,6.985057892994445,1.4634570803703915,7.761809677319955,2.6827187110635777,nan,nan,0,0.10103486801569769,0,c07392b1eed49dbd,512,31.33600258515662,8,0,0,0,0,0,0,nan,-1,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,6.983914331251465,1.4674792373916985,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,6.684818193524877,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.5455578717832645,0,6.683980570232415,0.10548677630970084,0.06745762028694594,3,6.985372266831565,1.4644665943078867,7.762046597964363,2.688009043087361,nan,nan,0,0.10104938756575577,0,c07392b1eed49dbd,512,31.327426191909346,8,0,0,0,0,0,0,nan,-1,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,6.9840164926369575,1.467804703723161,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,6.686373048190627,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,1.5463074744271295,0,6.685533103813957,0.10548731048471824,0.06745972615524931,3,6.985473704250389,1.4647899158720368,7.7602707554821695,2.693491032534563,nan,nan,0,0.10104978573524494,0,c07392b1eed49dbd,512,31.32707174196031,8,0,0,0,0,0,0,nan,-1,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6626795967021742,0,5.150935924497962,0.07916666666666666,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666666,0,60cbf5c6bd3b273a,173,13.292989916669999,8,12,1,320,5,4,0,0.6626795967021742,307,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.662314398608592,0,5.153871505021943,0.0791561535371481,0.0,1,2.9826159158053196,4.586748144571808,7.383300340107547,2.5192272188702924,nan,nan,0,0.0791561535371481,0,60cbf5c6bd3b273a,173,13.296503035016304,8,0,0,0,0,0,0,nan,-1,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6601330355230081,0,5.1551203656758355,0.07915716793396328,0.0,1,2.982650297229474,4.586946412962997,7.386063756140029,2.5241381694578493,nan,nan,0,0.07915716793396328,0,60cbf5c6bd3b273a,173,13.296164000650956,8,0,0,0,0,0,0,nan,-1,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6621938381358278,0,5.155976702619806,0.07915686812924852,0.0,1,2.9829554368090885,4.586894388211663,7.386515143862588,2.5297604073832183,nan,nan,0,0.07915686812924852,0,60cbf5c6bd3b273a,173,13.296264200866156,8,0,0,0,0,0,0,nan,-1,0,0
