epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,respawn_excluded_satellite,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.965405437473856,1.2648842079948364,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.9529950795338413,0,,0.0,0.0,0,nan,0,0,,1,0.0022275847960518697,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4222409011469261,1,5.924117832273875,0.0445365156008547,0.14992249811518102,3,3.6888454509603417,3.249584078667445,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.04084199234847508,0,da26416811a3d5cf,455,58.379757859358996,8,12,1,440,13,12,128,0.2795902720162745,79,0,nan,0,nan,0,nan,,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.9658403354807539,1.27627139070452,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.9710979716257317,0,,0.0,0.0,0,nan,0,0,,1,0.005460776199088691,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4074757436171486,1,5.942461171512169,0.04662477294253073,0.14777334157566122,3,3.693106061164372,3.2625696252084126,2.7992336434849636,3.872751816434111,nan,nan,0,0.043023300963560614,0,da26416811a3d5cf,455,53.74454678035203,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.9657417593676756,1.2798282211458294,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.9716495140680474,0,,0.0,0.0,0,nan,0,0,,1,0.005274054350316184,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4071100221982094,1,5.943087695373414,0.046747884453172676,0.14764769646550718,3,3.6937614622977004,3.2664368916457636,2.7984202360446475,3.875946808143127,nan,nan,0,0.04315885798314932,0,da26416811a3d5cf,455,53.50956224897912,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.9658717959286085,1.280676524517122,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.981362569985046,0,,0.0,0.0,0,nan,0,0,,1,0.004944573592621244,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.39948546206783997,1,5.9524574294251975,0.04676334865830752,0.1476299784607274,3,3.694165184843762,3.2673592425146136,2.806213529699768,3.879610208024698,nan,nan,0,0.04317566861653525,0,da26416811a3d5cf,455,53.480095649028655,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.9658667486199408,1.2810062810707743,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.9797644217197155,0,,0.0,0.0,0,nan,0,0,,1,0.0028684236011409375,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40013100640244126,1,5.95099103662416,0.046763806959882116,0.14763084197636583,3,3.694223993067899,3.2677145250148962,2.8025256514549035,3.883410359678399,nan,nan,0,0.04317623634984097,0,da26416811a3d5cf,455,53.47928390091148,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,2.9910834266697846,2.9211004432368974,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,0.6710125929061996,0,,0.0,0.0,0,nan,0,0,,1,0.002599292830108161,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5774412684755944,0,0.7069593390107208,0.028248179570186736,0.13734402310317442,3,2.9761261784116257,2.93882956021487,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.023859648720123274,0,2936548eecd098cd,512,141.00143642727843,8,12,1,440,13,12,128,0.7012282469775423,19,0,nan,0,nan,0,nan,,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,2.98056182770031,2.9039321438161916,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,0.6673280598243531,0,,0.0,0.0,0,nan,0,0,,1,0.0023603220393668633,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5550037305157558,0,0.7042456092271864,0.029322328282978302,0.13298320255556273,3,2.9631275460117665,2.9204665750798733,3.119802368110178,3.4481955702239153,nan,nan,0,0.024893328003861622,0,2936548eecd098cd,512,134.50297389340605,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,2.9777916186603113,2.8997325549382014,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,0.6662674876384703,0,,0.0,0.0,0,nan,0,0,,1,0.0023442000866351932,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5469296180690337,0,0.7033275236227553,0.029396021720314566,0.13270646022977595,3,2.960187225688997,2.9162178894911044,3.125009995011446,3.451783951486298,nan,nan,0,0.024965381831784195,0,2936548eecd098cd,512,134.17893417687503,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,2.9769796080780195,2.898470571061846,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,0.6665721393939212,0,,0.0,0.0,0,nan,0,0,,1,0.004103018460770887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5444674492769325,0,0.7036789090814543,0.029403584170185754,0.13269135083720432,3,2.9593619300324954,2.9149607112223923,3.127045929572931,3.4558971212947447,nan,nan,0,0.024972728160193327,0,2936548eecd098cd,512,134.149660262462,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,2.9767114087363504,2.89810104879148,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,0.6684329010960647,0,,0.0,0.0,0,nan,0,0,,1,0.0037293120425034992,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5408251513726504,0,0.7055645311007651,0.029404280323140394,0.13269255110426031,3,2.9590928930901175,2.914594234714657,3.1307497522122483,3.4601626839851276,nan,nan,0,0.024973425732549317,0,2936548eecd098cd,512,134.1455240734403,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,4.359135063536858,2.1730681471415436,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.224172823189092,0,,0.0,0.0,0,nan,0,0,,1,0.005368959337888712,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22652579010005788,1,4.7945211185480145,0.04517714235946763,0.3851720767217228,3,4.627633960691588,0.9411651582118037,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.03800233260725172,0,6a1e7e50dc8a564e,512,69.47357666438322,8,12,1,440,13,12,128,0.22797390428576378,38,0,nan,0,nan,0,nan,,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,4.3609384555874895,2.1986962609710066,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.274972622777548,0,,0.0,0.0,0,nan,0,0,,1,0.0039013321795764574,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21916070658949138,1,4.842684842778756,0.04698899378441164,0.3851493391859882,3,4.624085731261378,0.9538681047688313,4.461016016307509,3.1296622776171215,nan,nan,0,0.039551968544400656,0,6a1e7e50dc8a564e,512,65.08522294666284,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,4.3639406534738,2.1992092496060227,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.358687365381229,0,,0.0,0.0,0,nan,0,0,,1,0.004209773023096218,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17608465364324463,1,4.922792631065342,0.046981149221656214,0.38510597941038016,3,4.62448259914287,0.9540100584728651,4.518888540953368,3.133615782308128,nan,nan,0,0.03954738094636616,0,6a1e7e50dc8a564e,512,64.75558817706325,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,4.3645393847706755,2.2000860635066948,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,6.464966950429161,0,,0.0,0.0,0,nan,0,0,,1,0.002110719069919032,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17177574764081605,1,5.024632531986584,0.0469788970353246,0.3851035724851974,3,4.624538661647278,0.9544583465506982,4.598291171453807,3.1381460194226714,nan,nan,0,0.03954559787203705,0,6a1e7e50dc8a564e,512,64.72866166280244,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,4.3646596535238915,2.2004975742845483,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,6.564684564732856,0,,0.0,0.0,0,nan,0,0,,1,0.002019058482556215,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2199508334949946,1,5.120365395037361,0.0469807691375372,0.38510371009795025,3,4.624534087614213,0.9546623261270712,4.674433012700302,3.1428429254599144,nan,nan,0,0.0395471384837114,0,6a1e7e50dc8a564e,512,64.72737708978292,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,1,1,1,6.25273104026178,1.3419697038442182,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,6.902212599729706,0,,0.0,0.0,0,nan,0,0,,1,0.002175580445419653,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46032564316447705,1,5.959698159023465,0.06302320712922622,0.12774786179743275,2,6.311871621867973,0.9871484608045424,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.05329272081597318,0,8d18e6869060af4a,512,52.63919708956879,8,12,1,440,13,12,128,0.46032564316447705,41,0,nan,0,nan,0,nan,,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,1,1,1,6.257107034644289,1.344962548028378,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,7.014086887855552,0,,0.0,0.0,0,nan,0,0,,1,0.002132993388950466,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5654382194415777,0,6.070709781865103,0.06487935999717326,0.1280740727364941,2,6.3115852954111045,0.989116407348001,6.137242304290757,2.8685097516386144,nan,nan,0,0.054801498561359664,0,8d18e6869060af4a,512,49.583406133392856,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,1,1,1,6.257972806291712,1.3464808731810765,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,7.115803558113256,0,,0.0,0.0,0,nan,0,0,,1,0.0020608385415530404,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.663217638067052,0,6.171354409525531,0.064958327613555,0.12810896605923236,2,6.31142503911194,0.9900833102915416,6.205098567218218,2.8728261188560356,nan,nan,0,0.054861395114708174,0,8d18e6869060af4a,512,49.466872821295965,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,1,1,1,6.25793440772796,1.3478661661259261,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,7.156318534234342,0,,0.0,0.0,0,nan,0,0,,1,0.002767042758866112,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7002090483704994,0,6.211704270916116,0.06499291472952286,0.12811506950932314,2,6.3112092535015245,0.9905744241706271,6.23036815478936,2.8777679017205555,nan,nan,0,0.054889516348524264,0,8d18e6869060af4a,512,49.443483047485444,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,1,1,1,6.257983406274625,1.3480926047229205,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,7.170795406407303,0,,0.0,0.0,0,nan,0,0,,1,0.0017465239404035858,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7145590902725255,0,6.226447532426123,0.0649968857879431,0.12811575795941674,2,6.311181887722565,0.990671838049047,6.238536922683064,2.8828893551859838,nan,nan,0,0.05489274612777792,0,8d18e6869060af4a,512,49.44094271870536,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,8.180123918752049,1.2995241081484747,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,6.477650960742446,0,,0.0,0.0,0,nan,0,0,,1,0.002081443569739758,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7480738631695653,0,6.356232209120695,0.18194581022273335,0.2849237070789455,5,8.10503227244739,1.1898753860587834,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.15274621260106408,0,b21d19a1b559833c,512,15.228830781445371,8,12,1,440,13,12,128,0.7480738631695653,68,0,nan,0,nan,0,nan,,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,8.182332891185059,1.3086745358929892,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,6.492887567777168,0,,0.0,0.0,0,nan,0,0,,1,0.002273070458672228,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7507347039123079,0,6.371777690931075,0.18760976299556775,0.2852336287627463,5,8.106896028045036,1.1988331095438425,7.761402624521035,2.678099417447205,nan,nan,0,0.1577773647930255,0,b21d19a1b559833c,512,14.275156158133424,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,8.183052948813174,1.3106998497313187,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,6.505838631720461,0,,0.0,0.0,0,nan,0,0,,1,0.0019670093078647502,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.751984884402529,0,6.384733798540494,0.18786514810251104,0.28535642346433593,5,8.107575683227356,1.2008188478286297,7.761809677319955,2.6827187110635777,nan,nan,0,0.15802345562831038,0,b21d19a1b559833c,512,14.231591645336515,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.183218206624336,1.311423255104591,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,6.512729079508615,0,,0.0,0.0,0,nan,0,0,,1,0.002059530978098854,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7535868336912113,0,6.39157899906216,0.18788368855631735,0.2854268066568586,5,8.107709773694168,1.2014867864585237,7.762046597964363,2.688009043087361,nan,nan,0,0.1580373235105834,0,b21d19a1b559833c,512,14.228971295621003,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.183273056816105,1.3116520265916103,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,6.514849321013207,0,,0.0,0.0,0,nan,0,0,,1,0.001887372521304892,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.756094256478817,0,6.39367737247944,0.18788494195707345,0.28544902343133205,5,8.107755150151867,1.2016993747922584,7.7602707554821695,2.693491032534563,nan,nan,0,0.15803773543201902,0,b21d19a1b559833c,512,14.22886603011257,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,1,0.0020325311349680413,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9221880925430658,0,5.150935924497962,0.07916666666666666,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666666,0,60cbf5c6bd3b273a,302,13.294782688265588,8,12,1,312,13,12,0,0.9221880925430658,286,0,nan,0,nan,0,nan,,18,17
