epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,respawn_excluded_satellite,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.9650187315149077,1.2642852305821795,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.9523520112682076,0,,0.0,0.0,0,nan,0,0,,1,0.0022275847960518697,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4216222391947301,1,3.9523520112682076,0.07086346393447623,0.0,1,1.9650187315149077,1.2642852305821795,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.07086346393447623,0,da26416811a3d5cf,317,40.02659156973042,8,12,1,468,17,16,128,0.2795902720162745,85,0,nan,0,nan,0,nan,,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.965479644824735,1.275730323276909,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.9705252205571337,0,,0.0,0.0,0,nan,0,0,,1,0.005460776199088691,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4069216304423233,1,3.9705252205571337,0.07481809393527407,0.0,1,1.965479644824735,1.275730323276909,2.7992336434849636,3.872751816434111,nan,nan,0,0.07481809393527407,0,da26416811a3d5cf,317,36.56712667969521,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.9653901435188863,1.2793064927502222,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.9711003726575402,0,,0.0,0.0,0,nan,0,0,,1,0.005274054350316184,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4065806607039748,1,3.9711003726575402,0.07506955902138236,0.0,1,1.9653901435188863,1.2793064927502222,2.7984202360446475,3.875946808143127,nan,nan,0,0.07506955902138236,0,da26416811a3d5cf,317,36.38076839652214,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.9655219608952854,1.2801593041980497,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.980818662028308,0,,0.0,0.0,0,nan,0,0,,1,0.004944573592621244,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3989627008424556,1,3.980818662028308,0.07510142328557609,0.0,1,1.9655219608952854,1.2801593041980497,2.806213529699768,3.879610208024698,nan,nan,0,0.07510142328557609,0,da26416811a3d5cf,317,36.35724645066186,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.965517796593542,1.28049084747253,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.979222817429316,0,,0.0,0.0,0,nan,0,0,,1,0.0028684236011409375,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3996086848394743,1,3.979222817429316,0.07510233707717162,0.0,1,1.965517796593542,1.28049084747253,2.8025256514549035,3.883410359678399,nan,nan,0,0.07510233707717162,0,da26416811a3d5cf,317,36.35661196103985,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,4.253616565028059,3.1488408216697867,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,5.7578817562244335,0,,0.0,0.0,0,nan,0,0,,1,0.002599292830108161,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.451389927806107,1,2.8610138948836856,0.0410101557523361,0.13184564721756617,3,1.4990652604228842,2.427812541789889,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.03690773992784417,0,eea7295143f6fc6b,473,71.91545836073642,8,12,1,468,17,16,128,0.4557065300638294,115,0,nan,0,nan,0,nan,,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,4.255869473180269,3.1637764679228266,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,5.780494043022544,0,,0.0,0.0,0,nan,0,0,,1,0.0023603220393668633,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45714699689716815,1,2.880474942013651,0.04291479755862372,0.12970648672353763,3,1.4921553746148992,2.424294750009942,3.119802368110178,3.4481955702239153,nan,nan,0,0.03871408671300779,0,eea7295143f6fc6b,473,66.79961850511394,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,4.256614035874896,3.1674937283280804,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,5.788708849278096,0,,0.0,0.0,0,nan,0,0,,1,0.0023442000866351932,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46020381355316964,1,2.88686689701908,0.04302341367253277,0.1296058542529092,3,1.4905846886041636,2.423522190736102,3.125009995011446,3.451783951486298,nan,nan,0,0.038817481502757815,0,eea7295143f6fc6b,473,66.57221169769308,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,4.25684166073805,3.1686136334565886,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,5.791161987660703,0,,0.0,0.0,0,nan,0,0,,1,0.004103018460770887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46132840903548034,1,2.8892586028530545,0.04303433753049405,0.12960356229504524,3,1.4901413451255308,2.423240754302463,3.127045929572931,3.4558971212947447,nan,nan,0,0.03882785436210607,0,eea7295143f6fc6b,473,66.55091479397416,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,4.25692824917005,3.1689361384081964,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,5.794632516048978,0,,0.0,0.0,0,nan,0,0,,1,0.0037293120425034992,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46395937986495056,1,2.893371830015473,0.04303538889902201,0.12960510346176574,3,1.490001110445048,2.4231543926247023,3.1307497522122483,3.4601626839851276,nan,nan,0,0.03882886309810806,0,eea7295143f6fc6b,473,66.54836805664324,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,5.4376320945655685,2.7971818041229937,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.836911088170272,0,,0.0,0.0,0,nan,0,0,,1,0.005368959337888712,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22652546868997803,1,4.854434595692007,0.057417346193195586,0.3883734231372083,3,4.736271755860313,0.991680734560089,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.05497360492374011,0,f6fd94bdfcf93c35,512,53.26655378929451,8,12,1,468,17,16,128,0.22797390428576378,23,0,nan,0,nan,0,nan,,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,5.4416259916518515,2.820035996381693,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.889759843792471,0,,0.0,0.0,0,nan,0,0,,1,0.0039013321795764574,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2191607047958682,1,4.902709327295983,0.06017088609716206,0.3887397933668378,3,4.733424583547248,1.0038611026237918,4.461016016307509,3.1296622776171215,nan,nan,0,0.055179632802637886,0,f6fd94bdfcf93c35,512,49.73264680409577,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,5.445308964483075,2.8218296500158377,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.97060292563489,0,,0.0,0.0,0,nan,0,0,,1,0.004209773023096218,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1760846527071348,1,4.982397803257056,0.06021424630335306,0.3887863198502895,3,4.733968258201181,1.0039848857254492,4.518888540953368,3.133615782308128,nan,nan,0,0.05594497412988662,0,f6fd94bdfcf93c35,512,49.29772095366282,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,5.4461084207650785,2.822817808678228,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,7.07206878424502,0,,0.0,0.0,0,nan,0,0,,1,0.002110719069919032,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17177574833145426,1,5.083655264507737,0.060215945813838045,0.3887912267817564,3,4.734035491451851,1.004396645354898,4.598291171453807,3.1381460194226714,nan,nan,0,0.05601530096770828,0,f6fd94bdfcf93c35,512,49.260554976514584,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,5.446291645816105,2.8232442861561156,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,7.167124186081774,0,,0.0,0.0,0,nan,0,0,,1,0.002019058482556215,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21995083524796558,1,5.178855625764432,0.06021838564735979,0.3887913836723929,3,4.734030097641491,1.0045893839480327,4.674433012700302,3.1428429254599144,nan,nan,0,0.056008634188643165,0,f6fd94bdfcf93c35,512,49.261068631633485,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,7.424082026382532,2.228072790207996,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,7.219667488822084,0,,0.0,0.0,0,nan,0,0,,1,0.002175580445419653,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3900437646308561,1,7.219849995771363,0.10510727967882033,0.04745878896094038,4,7.4216166117452325,2.226871657639188,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.10423912385488947,0,daca05125ab2755f,512,34.694133189161775,8,12,1,468,17,16,128,0.3900437209687645,43,0,nan,0,nan,0,nan,,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,7.428692506961868,2.22975836852523,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,7.327548438199284,0,,0.0,0.0,0,nan,0,0,,1,0.002132993388950466,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29474439845471534,1,7.327521809455063,0.1099326690507629,0.03142438026596963,4,7.427295055777931,2.2290515551574424,6.137242304290757,2.8685097516386144,nan,nan,0,0.10940017997877992,0,daca05125ab2755f,512,31.885947261225393,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,7.429665823124065,2.2308777560828563,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,7.423028772668577,0,,0.0,0.0,0,nan,0,0,,1,0.0020608385415530404,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21813206356223241,1,7.422998186148982,0.11008895206944536,0.030664677148050046,4,7.428306380385762,2.2301876895859207,6.205098567218218,2.8728261188560356,nan,nan,0,0.10956950688346793,0,daca05125ab2755f,512,31.788326300974582,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,7.429687276058989,2.231455026796815,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,7.461619802839155,0,,0.0,0.0,0,nan,0,0,,1,0.002767042758866112,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1987440988412872,1,7.461586555157329,0.10990191501756032,0.03060678141930502,4,7.428327660072603,2.230764106774898,6.23036815478936,2.8777679017205555,nan,nan,0,0.10938364147660108,0,daca05125ab2755f,512,31.82667664592981,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,7.4297507775966425,2.2315908104030737,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,7.475391397245925,0,,0.0,0.0,0,nan,0,0,,1,0.0017465239404035858,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1941877937997453,1,7.475357789776284,0.10987915653996229,0.03060068426322107,4,7.428390961612081,2.2308996106425703,6.238536922683064,2.8828893551859838,nan,nan,0,0.10936099376502557,0,daca05125ab2755f,512,31.83149064850153,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,8.243168742691049,1.1218145718180716,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,5.4183401120000365,0,,0.0,0.0,0,nan,0,0,,1,0.002081443569739758,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3012302850753133,1,5.4183401120000365,0.09183890818162685,0.0,1,8.243168742691049,1.1218145718180716,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.09183890818162685,0,b3f4525bc8b8f4a5,512,36.85265059370133,8,12,1,468,17,16,128,0.3012302850753133,46,0,nan,0,nan,0,nan,,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,8.241839414411587,1.1167598678314294,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,5.432934748416228,0,,0.0,0.0,0,nan,0,0,,1,0.002273070458672228,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3040889470451422,1,5.432934748416228,0.09549952104669858,0.0,1,8.241839414411587,1.1167598678314294,7.761402624521035,2.678099417447205,nan,nan,0,0.09549952104669858,0,b3f4525bc8b8f4a5,512,34.131362827688676,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,8.241618349229629,1.1158608809120147,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,5.445805449239197,0,,0.0,0.0,0,nan,0,0,,1,0.0019670093078647502,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2974953193909695,1,5.445805449239197,0.09570752802419098,0.0,1,8.241618349229629,1.1158608809120147,7.761809677319955,2.6827187110635777,nan,nan,0,0.09570752802419098,0,b3f4525bc8b8f4a5,512,33.99543541124468,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.2415336754072,1.115533804519937,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,5.4527218069075545,0,,0.0,0.0,0,nan,0,0,,1,0.002059530978098854,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2931137086681243,1,5.4527218069075545,0.0957163030202098,0.0,1,8.2415336754072,1.115533804519937,7.762046597964363,2.688009043087361,nan,nan,0,0.0957163030202098,0,b3f4525bc8b8f4a5,512,33.98831304980003,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.241510546646001,1.1154355529591071,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,5.45503358718616,0,,0.0,0.0,0,nan,0,0,,1,0.001887372521304892,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2917786326484089,1,5.45503358718616,0.09571603399370368,0.0,1,8.241510546646001,1.1154355529591071,7.7602707554821695,2.693491032534563,nan,nan,0,0.09571603399370368,0,b3f4525bc8b8f4a5,512,33.988208063448305,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,1,0.0020325311349680413,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.636630364615071,0,5.150935924497962,0.07916666666666662,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666662,0,60cbf5c6bd3b273a,212,13.292920504080747,8,12,1,340,17,16,0,0.6331673098125479,269,0,nan,0,nan,0,nan,,18,17
