epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.9651217252373259,1.2644455763284583,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.952524259937724,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.42174094143943985,1,3.5550990940525042,0.07214686075662204,0.07760051821090225,3,3.2851769088800995,2.1522975130251787,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.07204092114114563,0,da26416811a3d5cf,268,36.3797317754815,8,12,1,390,17,16,118,0.2795902720162745,85,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.9655764787155992,1.2758754981813067,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.9706791199735747,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40702800881204504,1,3.9706791199735747,0.0761204502156056,0.0,1,1.9655764787155992,1.2758754981813067,2.7992336434849636,3.872751816434111,nan,nan,0,0.0761204502156056,0,da26416811a3d5cf,268,33.19955200165675,8,0,0,0,0,0,0,nan,-1,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.9654848526626254,1.2794468087383262,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.9712483687351963,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4066822358448258,1,3.9712483687351963,0.07638600602442824,0.0,1,1.9654848526626254,1.2794468087383262,2.7984202360446475,3.875946808143127,nan,nan,0,0.07638600602442824,0,da26416811a3d5cf,268,33.0239231647199,8,0,0,0,0,0,0,nan,-1,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.9656162349318547,1.2802984414887564,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.98096528867751,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3990630186488832,1,3.98096528867751,0.0764196469433246,0.0,1,1.9656162349318547,1.2802984414887564,2.806213529699768,3.879610208024698,nan,nan,0,0.0764196469433246,0,da26416811a3d5cf,268,33.001664186795274,8,0,0,0,0,0,0,nan,-1,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.9656118631947512,1.2806295361102795,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.979368867123579,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3997089077338656,1,3.979368867123579,0.07642062710110763,0.0,1,1.9656118631947512,1.2806295361102795,2.8025256514549035,3.883410359678399,nan,nan,0,0.07642062710110763,0,da26416811a3d5cf,268,33.00107780474576,8,0,0,0,0,0,0,nan,-1,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,2.990165023495429,2.9200915838569323,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,0.6709125258110887,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4509914571700377,1,0.6901820449732603,0.0480667455441796,0.10562445810739783,3,2.9829160716845236,2.930219859035547,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.043932813120651996,0,2936548eecd098cd,401,63.47015764907984,8,12,1,400,17,16,128,0.4557065300638294,115,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,2.979822898701358,2.9031220313664465,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,0.6673403937492665,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.456779840506179,1,0.6872540405514695,0.05008591281701551,0.10243171866268737,3,2.970922337566867,2.9124969486286236,3.119802368110178,3.4481955702239153,nan,nan,0,0.045892107169945275,0,2936548eecd098cd,401,58.76762394771665,8,0,0,0,0,0,0,nan,-1,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,2.977127216321637,2.898997546797303,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,0.6663091330374429,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4598411349936058,1,0.6863083056449014,0.050190280820907845,0.10224424947219143,3,2.968104732063374,2.908336023957238,3.125009995011446,3.451783951486298,nan,nan,0,0.045995441981906776,0,2936548eecd098cd,401,58.54898323550223,8,0,0,0,0,0,0,nan,-1,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,2.9763359362160053,2.8977579996029226,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,0.6666227304445695,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46096741796397145,1,0.6866465692738917,0.050200815742572825,0.10223551034240295,3,2.967302604558004,2.9070972553586687,3.127045929572931,3.4558971212947447,nan,nan,0,0.04600584652899284,0,2936548eecd098cd,401,58.528356076108935,8,0,0,0,0,0,0,nan,-1,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,2.9760734106457325,2.8973946902708017,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,0.6684896885827651,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4635977838359587,1,0.6885245150957656,0.050201777085582856,0.10223691768669282,3,2.9670390333867185,2.906735189501653,3.1307497522122483,3.4601626839851276,nan,nan,0,0.04600681017609364,0,2936548eecd098cd,401,58.5259207984644,8,0,0,0,0,0,0,nan,-1,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,6.153473381982497,2.8111106889590327,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.652511488980823,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22652779371279863,1,6.645584301543293,0.06396475304453085,0.11968803940899168,3,6.123173199930574,2.798369824097239,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.055701667156351,0,daca05125ab2755f,512,46.749812852052315,8,12,1,400,17,16,128,0.22797390428576378,23,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,6.152290372394863,2.8220454536449573,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.696909584645777,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21916070432415535,1,6.69044440367845,0.06700658799926362,0.11810485366499827,3,6.121826070422069,2.8095317727677687,4.461016016307509,3.1296622776171215,nan,nan,0,0.05845685175178374,0,daca05125ab2755f,512,43.15331696879251,8,0,0,0,0,0,0,nan,-1,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,6.153825214115309,2.8219625676029714,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.771075141144738,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17608465263721357,1,6.76480246246144,0.0671390327853918,0.11786894027709019,3,6.123356095790667,2.8094669910142276,4.518888540953368,3.133615782308128,nan,nan,0,0.05858661986601685,0,daca05125ab2755f,512,42.89825848632447,8,0,0,0,0,0,0,nan,-1,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,6.154085175991913,2.8222324039325164,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,6.866065717979112,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17177574892020547,1,6.859972174673631,0.06714893282552901,0.11785561192094546,3,6.123617763975478,2.809742457441223,4.598291171453807,3.1381460194226714,nan,nan,0,0.0585964946992651,0,daca05125ab2755f,512,42.877551843388034,8,0,0,0,0,0,0,nan,-1,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,6.154120289976419,2.822411072306874,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,6.95553381699099,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2199508361932403,1,6.949600155811297,0.06715108434247763,0.11785927466944604,3,6.123653442597666,2.809922981790947,4.674433012700302,3.1428429254599144,nan,nan,0,0.05859839476106157,0,daca05125ab2755f,512,42.8763504089098,8,0,0,0,0,0,0,nan,-1,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,7.424080023599858,2.2280700453744937,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,7.219663170168917,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.39004376343978886,1,7.219689401380975,0.1312529942813562,0.026764681319769817,4,7.42345714607794,2.227942230832358,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.13058496439365627,0,daca05125ab2755f,512,26.603044371903284,8,12,1,400,17,16,128,0.3900437209687645,43,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,7.428690692754086,2.2297558947876714,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,7.327544563060133,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2947443974598176,1,7.327468145618208,0.13754247434058803,0.02221305745160689,4,7.427892277445535,2.2293980576991763,6.137242304290757,2.8685097516386144,nan,nan,0,0.13701860394557294,0,daca05125ab2755f,512,24.377631953334284,8,0,0,0,0,0,0,nan,-1,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,7.429664058386681,2.23087535211002,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,7.4230250075665944,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2181320631028954,1,7.422947150507848,0.13775258963160042,0.02202883167101236,4,7.428858927875775,2.2305086101485054,6.205098567218218,2.8728261188560356,nan,nan,0,0.13723437747134154,0,daca05125ab2755f,512,24.300446331438824,8,0,0,0,0,0,0,nan,-1,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,7.429685526246604,2.231452641946864,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,7.461616069838664,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.19874409869900556,1,7.461537366229181,0.13753429548075063,0.022029374675471034,4,7.428879901126021,2.231085296875135,6.23036815478936,2.8777679017205555,nan,nan,0,0.13701703610378377,0,daca05125ab2755f,512,24.337327337476466,8,0,0,0,0,0,0,nan,-1,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,7.429749032373447,2.231588431975882,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,7.475387674069997,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.19418779380595794,1,7.475308795672717,0.13750767486006704,0.022029816456318792,4,7.428943335254216,2.2312209814965374,6.238536922683064,2.8828893551859838,nan,nan,0,0.13699051676681273,0,daca05125ab2755f,512,24.34192202646019,8,0,0,0,0,0,0,nan,-1,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,8.243165976812913,1.1218199309574497,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,5.418320650315789,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3012302884243256,1,5.444904762574762,0.10930765747592762,0.22363525762743197,4,8.191192089927764,1.0641796778704147,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.0982805799383043,0,b3f4525bc8b8f4a5,512,33.97819220204617,8,12,1,400,17,16,128,0.3012302850753133,47,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,8.241835899117007,1.1167640618101604,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,5.432916919456307,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3040889503815413,1,5.458187835856485,0.11372997113290917,0.22165988235648232,4,8.190443480262397,1.0604108227005,7.761402624521035,2.678099417447205,nan,nan,0,0.1025745038949066,0,b3f4525bc8b8f4a5,512,31.251643494687418,8,0,0,0,0,0,0,nan,-1,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,8.24161466201469,1.1158647797358816,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,5.445788110582379,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2966739493862508,1,5.470949700240707,0.11397894649037552,0.22138741984984392,4,8.190315608513561,1.0597130080257748,7.761809677319955,2.6827187110635777,nan,nan,0,0.10281960602775012,0,b3f4525bc8b8f4a5,512,31.115004137596163,8,0,0,0,0,0,0,nan,-1,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.241529938422063,1.1155376156293515,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,5.452704603989123,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2923093241959261,1,5.477843377474279,0.11399115951900714,0.2213498553500758,4,8.190238098534879,1.0594261818378217,7.762046597964363,2.688009043087361,nan,nan,0,0.10283067975106372,0,b3f4525bc8b8f4a5,512,31.10767049781692,8,0,0,0,0,0,0,nan,-1,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.241506794660037,1.1154393374375426,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,5.455016428970761,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2909784709871076,1,5.480124889037142,0.11399117149306388,0.22133865626429475,4,8.190217093529368,1.059340975782265,7.7602707554821695,2.693491032534563,nan,nan,0,0.10283050413925486,0,b3f4525bc8b8f4a5,512,31.107531925086917,8,0,0,0,0,0,0,nan,-1,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6362594206582818,0,5.150935924497962,0.07916666666666666,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666666,0,60cbf5c6bd3b273a,173,13.292230298765565,8,12,1,272,17,16,0,0.6327965298877277,201,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6358848165792458,0,5.153871505021943,0.07915615353714807,0.0,1,2.9826159158053196,4.586748144571808,7.383300340107547,2.5192272188702924,nan,nan,0,0.07915615353714807,0,60cbf5c6bd3b273a,173,13.29573917565557,8,0,0,0,0,0,0,nan,-1,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.633687510032363,0,5.1551203656758355,0.07915716793396335,0.0,1,2.982650297229474,4.586946412962997,7.386063756140029,2.5241381694578493,nan,nan,0,0.07915716793396335,0,60cbf5c6bd3b273a,173,13.29540055115214,8,0,0,0,0,0,0,nan,-1,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6357499893883718,0,5.155976702619806,0.07915686812924852,0.0,1,2.9829554368090885,4.586894388211663,7.386515143862588,2.5297604073832183,nan,nan,0,0.07915686812924852,0,60cbf5c6bd3b273a,173,13.295500630246334,8,0,0,0,0,0,0,nan,-1,0,0
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,2.982984993091164,4.5868990248727215,5.198263857891848,18,4,0.290947663274422,7.389012841815085,5.160582719992699,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6428204466850908,0,5.160582719992699,0.07915682079069132,0.0,1,2.982984993091164,4.5868990248727215,7.389012841815085,2.535584634868319,nan,nan,0,0.07915682079069132,0,60cbf5c6bd3b273a,173,13.29551643263152,8,0,0,0,0,0,0,nan,-1,0,0
