epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,respawn_excluded_satellite,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.965025919907135,1.2642970485976877,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.9523649628591295,0,,0.0,0.0,0,nan,0,0,,1,0.0022275847960518697,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4219204329587828,1,3.5488165584016276,0.05230477496132496,0.09714363739367086,3,3.2759981899718613,2.1433225760458057,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.051953348595030105,0,da26416811a3d5cf,347,50.46431813090719,8,12,1,440,13,12,128,0.2795902720162745,85,0,nan,0,nan,0,nan,,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.965489349647556,1.2757414121724706,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.970534770341863,0,,0.0,0.0,0,nan,0,0,,1,0.005460776199088691,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40718885324780796,1,3.9706696852990246,0.05483583587243113,0.009854493588852544,2,1.9657275493269093,1.2758858916285354,2.7992336434849636,3.872751816434111,nan,nan,0,0.05479642455767539,0,da26416811a3d5cf,347,46.34234691036079,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.9653993227387496,1.2793149684980127,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.9711060337817523,0,,0.0,0.0,0,nan,0,0,,1,0.005274054350316184,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40683580061683133,1,3.9712284085670544,0.05501170176665256,0.009484487297424791,2,1.9656195951393989,1.2794466992220737,2.7984202360446475,3.875946808143127,nan,nan,0,0.05497496419631076,0,da26416811a3d5cf,347,46.128740945163045,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.9655314366085685,1.2801676536499287,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.980824088416447,0,,0.0,0.0,0,nan,0,0,,1,0.004944573592621244,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.39921467862150034,1,3.980945113795841,0.055033960164313694,0.009445474653589315,2,1.9657495902445596,1.2802978212050702,2.806213529699768,3.879610208024698,nan,nan,0,0.05499756248872723,0,da26416811a3d5cf,347,46.101798531282526,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.965527198127071,1.280498944760808,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.979227871877842,0,,0.0,0.0,0,nan,0,0,,1,0.0028684236011409375,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.39986042150500145,1,3.979348763339262,0.05503460273968449,0.009442686761441603,2,1.9657452072594301,1.2806288490415079,2.8025256514549035,3.883410359678399,nan,nan,0,0.054998210766941835,0,da26416811a3d5cf,347,46.101087156376835,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,4.253440737244734,3.1486061524454376,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,5.757640770881042,0,,0.0,0.0,0,nan,0,0,,1,0.002599292830108161,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45167773842875775,1,3.3410995266981183,0.04401092863744274,0.17018724833226911,2,4.2440748362687435,1.999930077669349,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.03514153136761354,0,eea7295143f6fc6b,520,74.72636914403944,8,12,1,440,13,12,128,0.4557065300638294,109,0,nan,0,nan,0,nan,,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,4.255699870457694,3.163560903014869,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,5.780272248771509,0,,0.0,0.0,0,nan,0,0,,1,0.0023603220393668633,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.45741220855711484,1,3.352984965329123,0.04577905256592727,0.16997387757783494,2,4.237071637130417,1.9902291888609298,3.119802368110178,3.4481955702239153,nan,nan,0,0.03681337124947423,0,eea7295143f6fc6b,520,69.07413318723603,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,4.2564452822131065,3.1672816209744705,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,5.788490434124,0,,0.0,0.0,0,nan,0,0,,1,0.0023442000866351932,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4604657834027109,1,3.358140148946293,0.045861049650506,0.16996253176324627,2,4.2355465109332835,1.9879058444298336,3.125009995011446,3.451783951486298,nan,nan,0,0.03690566955973341,0,eea7295143f6fc6b,520,68.80920583836489,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,4.256673083701183,3.1684025048772537,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,5.790944531270536,0,,0.0,0.0,0,nan,0,0,,1,0.004103018460770887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4615891574056896,1,3.3592755972231445,0.045869249945844764,0.16996267377588556,2,4.2351260391296215,1.9873181517426224,3.127045929572931,3.4558971212947447,nan,nan,0,0.03691482245283545,0,eea7295143f6fc6b,520,68.78382700768795,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,4.256759763383402,3.168725362253947,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,5.794415402826919,0,,0.0,0.0,0,nan,0,0,,1,0.0037293120425034992,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46422056375851967,1,3.3606651596148542,0.04586999591942237,0.1699630392415048,2,4.234997855372103,1.9871413763651773,3.1307497522122483,3.4601626839851276,nan,nan,0,0.036915750792467984,0,eea7295143f6fc6b,520,68.78099760114044,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,5.43722278073182,2.7966457521994337,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.836324869228151,0,,0.0,0.0,0,nan,0,0,,1,0.005368959337888712,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22652697406153763,1,6.837593806847398,0.05169479517651703,0.06243321452372542,4,5.443071259987422,2.7972812372455826,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.05009555602519647,0,f6fd94bdfcf93c35,700,59.665905041604844,8,12,1,440,13,12,128,0.22797390428576378,21,0,nan,0,nan,0,nan,,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,5.441245355640017,2.819540102286109,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.889219519729907,0,,0.0,0.0,0,nan,0,0,,1,0.0039013321795764574,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21916070945901917,1,6.690290557250817,0.05312563712657339,0.11880747630156673,3,6.1218913937538195,2.8094903050045494,4.461016016307509,3.1296622776171215,nan,nan,0,0.05035486047717012,0,f6fd94bdfcf93c35,700,55.89394396965892,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,5.444940601220724,2.8213510663713093,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.970081268052503,0,,0.0,0.0,0,nan,0,0,,1,0.004209773023096218,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1760846551436358,1,6.764657235820764,0.05316319459848295,0.1185293094694693,3,6.123417089438196,2.8094283599829124,4.518888540953368,3.133615782308128,nan,nan,0,0.05103882850658172,0,f6fd94bdfcf93c35,700,55.34860630414389,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,5.44574325455874,2.822343691506638,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,7.071551692494357,0,,0.0,0.0,0,nan,0,0,,1,0.002110719069919032,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17177574653972028,1,6.859825745421817,0.053164641772859476,0.11851346151132201,3,6.123678246892842,2.809703841074332,4.598291171453807,3.1381460194226714,nan,nan,0,0.05110160469399547,0,f6fd94bdfcf93c35,700,55.301528167852894,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,5.445927386312603,2.822771432267588,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,7.16660815209266,0,,0.0,0.0,0,nan,0,0,,1,0.002019058482556215,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21995083069438814,1,6.949451918012986,0.05316712818624493,0.11851772887775705,3,6.123713824554665,2.8098842165116276,4.674433012700302,3.1428429254599144,nan,nan,0,0.051095751382559104,0,f6fd94bdfcf93c35,700,55.302763764289374,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,7.424082016016932,2.2280727765633577,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,7.219667467772266,0,,0.0,0.0,0,nan,0,0,,1,0.002175580445419653,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.39004375801647423,1,7.219685111259652,0.10962057610520158,0.047349305797819215,5,7.421490158807713,2.2271328092580016,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.10870260095785933,0,daca05125ab2755f,768,36.17965742057381,8,12,1,440,13,12,128,0.3900437209687645,41,0,nan,0,nan,0,nan,,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,7.428692495951766,2.2297583542133856,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,7.3275484159046185,0,,0.0,0.0,0,nan,0,0,,1,0.002132993388950466,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2947443928862487,1,7.327410857492184,0.11479241574910579,0.04204742730877052,5,7.426436490749835,2.228913341893503,6.137242304290757,2.8685097516386144,nan,nan,0,0.11399212864616412,0,daca05125ab2755f,768,33.195373187144135,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,7.429665812203629,2.230877742122468,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,7.423028750497509,0,,0.0,0.0,0,nan,0,0,,1,0.0020608385415530404,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2181320595570215,1,7.422890018034537,0.11496421688560839,0.04184786560397234,5,7.427419825215579,2.230033721768506,6.205098567218218,2.8728261188560356,nan,nan,0,0.11416822961111549,0,daca05125ab2755f,768,33.09513280600492,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,7.429687265441862,2.2314550130260513,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,7.461619781128647,0,,0.0,0.0,0,nan,0,0,,1,0.002767042758866112,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.19874409589834494,1,7.461480336264003,0.11479278396400537,0.04186676818361737,5,7.427437715810491,2.2306097098921915,6.23036815478936,2.8777679017205555,nan,nan,0,0.11399714391252164,0,daca05125ab2755f,768,33.145200703937924,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,7.429750766978301,2.231590796629687,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,7.475391375530822,0,,0.0,0.0,0,nan,0,0,,1,0.0017465239404035858,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.19418779134756087,1,7.475251426747639,0.11477185580244817,0.041868847867144225,5,7.427500697204928,2.2307451683282933,6.238536922683064,2.8828893551859838,nan,nan,0,0.1139762477611001,0,daca05125ab2755f,768,33.15142838747403,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,8.24316173224584,1.1218236549993477,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,5.418302117009455,0,,0.0,0.0,0,nan,0,0,,1,0.002081443569739758,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3012302890680127,1,5.472919140028983,0.0953040292326604,0.30241674464060603,5,8.135630522083694,1.0048936256660177,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.07575149823279294,0,b3f4525bc8b8f4a5,768,54.82749236004408,8,12,1,440,13,12,128,0.3012302850753133,41,0,nan,0,nan,0,nan,,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,8.241833310400912,1.1167673023902658,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,5.432900995232408,0,,0.0,0.0,0,nan,0,0,,1,0.002273070458672228,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3040889510246511,1,5.486366815333782,0.09919479396620022,0.30128801630753216,5,8.134826279604418,1.0014968314134602,7.761402624521035,2.678099417447205,nan,nan,0,0.07903827835880424,0,b3f4525bc8b8f4a5,768,50.50421918732593,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,8.2416124732469,1.1158679458530105,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,5.445772720348492,0,,0.0,0.0,0,nan,0,0,,1,0.0019670093078647502,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2974953960777739,1,5.499072539585159,0.09940883054645865,0.30100508499747336,5,8.134763153354703,1.0009743739603185,7.761809677319955,2.6827187110635777,nan,nan,0,0.07922941258702519,0,b3f4525bc8b8f4a5,768,50.29484808562548,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.24152786812334,1.115540754055626,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,5.452689390378954,0,,0.0,0.0,0,nan,0,0,,1,0.002059530978098854,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29311378400971777,1,5.505946410324614,0.0994194377157582,0.3009583573267755,5,8.134691968665317,1.0007324980166492,7.762046597964363,2.688009043087361,nan,nan,0,0.07923684387559218,0,b3f4525bc8b8f4a5,768,50.28335591309147,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.241504760868938,1.1154424671470384,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,5.455001270182386,0,,0.0,0.0,0,nan,0,0,,1,0.001887372521304892,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2917787078084978,1,5.508195523553846,0.09941946484631792,0.3009435181334987,5,8.134673241952822,1.0006626778597603,7.7602707554821695,2.693491032534563,nan,nan,0,0.0792364651861469,0,b3f4525bc8b8f4a5,768,50.2830860894868,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,1,0.0020325311349680413,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6400960904653594,0,5.150935924497962,0.07916666666666666,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666666,0,60cbf5c6bd3b273a,209,13.293303026102773,8,12,1,312,13,12,0,0.6400960904653594,291,0,nan,0,nan,0,nan,,18,17
