epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,0,1,1,2.7395269937867446,1.7555666394401923,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,2.538575337578191,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.43063960998669387,1,2.538575337578191,0.06024076348051533,0.0,1,2.7395269937867446,1.7555666394401923,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.060240763480515304,0,e66bb176ec095c56,512,68.93173559216213,8,12,1,416,13,1.0145742194097007,208,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,2.7319305633584645,1.7442835104493497,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,2.5495257015473847,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4149895058086295,1,2.5495257015473847,0.0624063248636265,0.0,1,2.7319305633584645,1.7442835104493497,2.7992336434849636,3.872751816434111,nan,nan,0,0.0624063248636265,0,e66bb176ec095c56,512,65.21826561030302,8,0,0,0,0,nan,-1,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,2.7302276831684247,1.7410886751727928,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,2.5490093098305397,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4142522912167362,1,2.5490093098305397,0.06251879489813397,0.0,1,2.7302276831684247,1.7410886751727928,2.7984202360446475,3.875946808143127,nan,nan,0,0.06251879489813397,0,e66bb176ec095c56,512,65.06573685666254,8,0,0,0,0,nan,-1,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,2.7296508087944433,1.7402488552808457,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,2.558613476254875,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4065349116500192,1,2.558613476254875,0.06253173096921455,0.0,1,2.7296508087944433,1.7402488552808457,2.806213529699768,3.879610208024698,nan,nan,0,0.06253173096921455,0,e66bb176ec095c56,512,65.04936616571923,8,0,0,0,0,nan,-1,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,2.7295001021187595,1.7399643473582405,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,2.558748991520003,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40716834376623484,1,2.558748991520003,0.06253239481294667,0.0,1,2.7295001021187595,1.7399643473582405,2.8025256514549035,3.883410359678399,nan,nan,0,0.06253239481294667,0,e66bb176ec095c56,512,65.04828491252177,8,0,0,0,0,nan,-1,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,1,1,1,3.6267333779235624,1.4570708722111314,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,2.897127424715958,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5773157940180386,0,4.229449809694055,0.05066516189286223,0.16618946910390095,2,7.2395478935487985,6.643312228931976,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.04974474944917932,0,e66bb176ec095c56,512,71.4561681522205,8,12,1,416,13,0.6094736308316854,32,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,1,1,1,3.6204873317660304,1.4481101980493174,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,2.9187688442904656,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5548981455572837,0,4.2052198687638604,0.05237026714943151,0.16635394324456393,2,7.229479215148827,6.624882579551718,3.119802368110178,3.4481955702239153,nan,nan,0,0.04935815244754862,0,e66bb176ec095c56,512,68.60195353085149,8,0,0,0,0,nan,-1,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,1,1,1,3.6189580654099704,1.445757083562282,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,2.926470399294965,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5468293753274619,0,4.196993713301636,0.052457644826334346,0.16637761897093692,2,7.226856248016779,6.62030157472416,3.125009995011446,3.451783951486298,nan,nan,0,0.04923209966630148,0,e66bb176ec095c56,512,68.53933693128896,8,0,0,0,0,nan,-1,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,1,1,1,3.618508534640256,1.44511665714748,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,2.9283916862322483,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5443688738873418,0,4.194183586674756,0.05246776670494942,0.16638118888673886,2,7.226089913355248,6.618957089515064,3.127045929572931,3.4558971212947447,nan,nan,0,0.049213159927541626,0,e66bb176ec095c56,512,68.53707800589238,8,0,0,0,0,nan,-1,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,1,1,1,3.6183670336209586,1.4449246024282014,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,2.93006793195989,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5407273360399784,0,4.189986631272687,0.05246814733047517,0.16638204560468675,2,7.225835047108897,6.618565185929303,3.1307497522122483,3.4601626839851276,nan,nan,0,0.049213704680856084,0,e66bb176ec095c56,512,68.53539899935518,8,0,0,0,0,nan,-1,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,6.727529872909296,5.724445142953706,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,9.668890365400012,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22652649080820023,1,9.675665154604284,0.07172501639922912,0.10722194906207481,3,6.736321019073126,5.729254272894862,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.06752538855441383,0,a479837d50d26495,512,52.433890537483094,8,12,1,416,13,0.44022212998624466,214,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,6.732862703965732,5.748685324197753,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,9.718717678998503,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.24303055218084496,1,9.725128173532644,0.0736021355271033,0.10554027643412854,3,6.741068744488985,5.753295333932293,4.461016016307509,3.1296622776171215,nan,nan,0,0.06996754309393292,0,a479837d50d26495,512,49.205909352850576,8,0,0,0,0,nan,-1,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,6.737557546132203,5.749065621316242,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,9.801501136609545,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2856983878170886,1,9.808133432380215,0.07365143561823041,0.10635112163188841,3,6.74595965321086,5.753848794119601,4.518888540953368,3.133615782308128,nan,nan,0,0.07002017887571985,0,a479837d50d26495,512,49.05320422200969,8,0,0,0,0,nan,-1,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,6.7385506543564,5.749870478632247,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,9.906866810062409,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.36002791102428633,1,9.913561261534719,0.07365436951014606,0.10645512441744345,3,6.746982754618444,5.754681762629927,4.598291171453807,3.1381460194226714,nan,nan,0,0.07002295448130905,0,a479837d50d26495,512,49.041713020177696,8,0,0,0,0,nan,-1,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,6.738772508930649,5.75026187077279,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,10.005757519450535,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3730421936735446,1,10.012485057461433,0.07365580350314645,0.10645925138665208,3,6.7472075136040015,5.755076873731565,4.674433012700302,3.1428429254599144,nan,nan,0,0.07002492551197902,0,a479837d50d26495,512,49.04004899260062,8,0,0,0,0,nan,-1,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,8.82570351483318,6.833622340973566,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,12.10037786664707,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5257912020737879,0,12.090117344669594,0.0754734163810755,0.07864365207532671,3,8.819510203606901,6.822831102574754,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.07357473246560146,0,31c7012d4c9fb261,512,50.60334991065678,8,12,1,416,13,0.7993105880138022,216,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,8.84228368043172,6.837006485516329,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,12.211706729058736,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.48178687061817743,1,12.20151645476741,0.07761166492426164,0.07762295956866622,3,8.835996358382621,6.826350273359175,6.137242304290757,2.8685097516386144,nan,nan,0,0.07572936373619044,0,31c7012d4c9fb261,512,47.78456145247936,8,0,0,0,0,nan,-1,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,8.845964586253004,6.838429882054696,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,12.313665793625239,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4617092893776141,1,12.303504440059388,0.07771400072660825,0.07743701377005788,3,8.839697061772103,6.8278085091472,6.205098567218218,2.8728261188560356,nan,nan,0,0.07583363428603689,0,31c7012d4c9fb261,512,47.68589359221186,8,0,0,0,0,nan,-1,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,8.84646071599166,6.839901022396832,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,12.353556573401306,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46358449028672555,1,12.343427072173792,0.07776394514073315,0.07730338039655552,3,8.840213883766005,6.829312286932917,6.23036815478936,2.8777679017205555,nan,nan,0,0.07588748512867066,0,31c7012d4c9fb261,512,47.68106475569763,8,0,0,0,0,nan,-1,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,8.846729498401707,6.8401288554688895,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,12.367481861567244,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4657884508654752,1,12.35735750376444,0.07776970324878789,0.0772799534570802,3,8.84048632472813,6.82954534945596,6.238536922683064,2.8828893551859838,nan,nan,0,0.07589370627317718,0,31c7012d4c9fb261,512,47.680697553230885,8,0,0,0,0,nan,-1,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,0,1,1,9.833538932032788,7.412390239543108,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,12.615709207746896,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5180883757530498,0,12.615498087299045,0.09905270601859097,0.019481348736193213,2,9.834021592243767,7.411988959182144,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.0987380720899576,0,31c7012d4c9fb261,512,28.017065796221573,8,12,1,416,13,0.8199925629360661,211,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,0,1,1,9.85020806318722,7.425240936534835,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,12.630480509098465,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.525368223717022,0,12.630262622571566,0.10231389713804763,0.01949796201960203,2,9.850683738099042,7.4248331845919475,7.761402624521035,2.678099417447205,nan,nan,0,0.10198910204522026,0,31c7012d4c9fb261,512,26.28998999996459,8,0,0,0,0,nan,-1,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,0,1,1,9.854764785008497,7.427822068782288,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,12.642481483413711,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.534964626153007,0,12.642262125519956,0.10248366513157159,0.019496036677222356,2,9.855238145914301,7.427412714508647,7.761809677319955,2.6827187110635777,nan,nan,0,0.10215859685436526,0,31c7012d4c9fb261,512,26.206793065436326,8,0,0,0,0,nan,-1,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,0,1,1,9.855949785236666,7.428805348133113,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,12.6481957522104,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5404602898875698,0,12.647976113705083,0.10249262917864094,0.019498690480261288,2,9.856422664101771,7.428395433951555,7.762046597964363,2.688009043087361,nan,nan,0,0.10216750120895467,0,31c7012d4c9fb261,512,26.20228185444785,8,0,0,0,0,nan,-1,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,0,1,1,9.856322476453466,7.429102082112826,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,12.649270780004906,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5433014532195117,0,12.649051211020373,0.10249275208437104,0.019499487389980204,2,9.856795201776398,7.428691990701597,7.7602707554821695,2.693491032534563,nan,nan,0,0.10216761486946328,0,31c7012d4c9fb261,512,26.202187384640098,8,0,0,0,0,nan,-1,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,1.8391323619555184,8.744059855009846,5.190504025042034,18,0,0.290947663274422,7.379445960938236,9.077557549648121,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6517689846457129,0,9.077557549648121,0.07928685897435901,0.0,1,1.8391323619555184,8.744059855009846,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07928685897435901,0,910e07a4a507fd5a,421,13.291942799135137,8,12,1,416,13,0.6517689846457129,198,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,1.8372399703882014,8.74540796034607,5.190754228212314,18,1,0.290947663274422,7.383300340107547,9.08141733247874,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6513988956254568,0,9.08141733247874,0.07927665020073735,0.0,1,1.8372399703882014,8.74540796034607,7.383300340107547,2.5192272188702924,nan,nan,0,0.07927665020073735,0,910e07a4a507fd5a,421,13.295459026280685,8,0,0,0,0,nan,-1,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,1.8367953681528986,8.745922584712272,5.189321476759525,18,2,0.290947663274422,7.386063756140029,9.084259177469034,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6492085122904103,0,9.084259177469034,0.0792776353306739,0.0,1,1.8367953681528986,8.745922584712272,7.386063756140029,2.5241381694578493,nan,nan,0,0.0792776353306739,0,910e07a4a507fd5a,421,13.295119690259137,8,0,0,0,0,nan,-1,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,1.836448236882307,8.745959339738828,5.191298903562126,18,3,0.290947663274422,7.386515143862588,9.084491127752994,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6512702746353717,0,9.084491127752994,0.0792773442027836,0.0,1,1.836448236882307,8.745959339738828,7.386515143862588,2.5297604073832183,nan,nan,0,0.0792773442027836,0,910e07a4a507fd5a,421,13.295219979552446,8,0,0,0,0,nan,-1,0,0
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,1.836412191933059,8.745998184952759,5.198263857891848,18,4,0.290947663274422,7.389012841815085,9.086604632973879,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6583406066619742,0,9.086604632973879,0.07927729823393098,0.0,1,1.836412191933059,8.745998184952759,7.389012841815085,2.535584634868319,nan,nan,0,0.07927729823393098,0,910e07a4a507fd5a,421,13.29523581513184,8,0,0,0,0,nan,-1,0,0
