epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.9650028178065717,1.2642553149525873,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.952319134187519,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6709952167916012,0,3.952189883812073,0.10313275593519454,0.05826648346247772,3,1.9607740001225025,1.2636609352437373,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.10025111812183192,0,da26416811a3d5cf,195,24.323069338861895,8,12,1,224,5,4,64,0.8398892832115367,61,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.9654599251956835,1.27569950134914,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.970491396558301,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.672911201547554,0,3.969782488587083,0.10796380500226212,0.054824616611305776,3,1.9602459264461543,1.2745205785271678,2.7992336434849636,3.872751816434111,nan,nan,0,0.10524371847311023,0,da26416811a3d5cf,195,22.24990852143305,8,0,0,0,0,0,0,nan,-1,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.9653683616407116,1.2792729659084634,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.971063147370639,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.674326986410081,0,3.970333054157965,0.10823797359596671,0.054702658758135986,3,1.9601216979950158,1.2780799513636636,2.7984202360446475,3.875946808143127,nan,nan,0,0.10552075598114313,0,da26416811a3d5cf,195,22.148500531331635,8,0,0,0,0,0,0,nan,-1,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.965500069877895,1.2801256763741233,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.980781409217187,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6705571085269791,0,3.980044552932758,0.108272039639679,0.05469049650125935,3,1.9602508935742868,1.2789328493124088,2.806213529699768,3.879610208024698,nan,nan,0,0.10555519846660992,0,da26416811a3d5cf,195,22.13590027973745,8,0,0,0,0,0,0,nan,-1,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.9654956991373993,1.28045696369627,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.9791852363794997,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6698312182630051,0,3.9784412016228274,0.10827311217644614,0.054689624837830436,3,1.9602467087137887,1.27926458991472,2.8025256514549035,3.883410359678399,nan,nan,0,0.10555626462634356,0,da26416811a3d5cf,195,22.135532637410535,8,0,0,0,0,0,0,nan,-1,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,4.110012751728402,1.8701997593967996,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,3.2533589018875593,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5048108684228065,0,2.7415772673846734,0.06825008846798192,0.20406745642527313,4,4.476397132933587,2.66834335351494,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.059191209896470205,0,ea93027ad7fa93ca,289,34.81518410875349,8,12,1,224,5,4,64,0.5048108687679128,60,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,4.104054111194437,1.8612482214879453,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,3.2667338307083043,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5034984791727122,0,2.7495141324751415,0.0713233580395261,0.20310085028855535,4,4.468468839254689,2.65560960917334,3.119802368110178,3.4481955702239153,nan,nan,0,0.062165962048598165,0,ea93027ad7fa93ca,289,32.201716681058954,8,0,0,0,0,0,0,nan,-1,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,4.102612564213514,1.858939599076692,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,3.2722177742246976,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5037190892269757,0,2.7614888994027225,0.06938443339982367,0.25427502032839056,6,4.518412326470492,2.681413739179112,3.125009995011446,3.451783951486298,nan,nan,0,0.062331776748729896,0,ea93027ad7fa93ca,289,32.09114609238486,8,0,0,0,0,0,0,nan,-1,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,4.102197609116022,1.8583380292866636,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,3.273457408091507,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5029489145474408,0,2.761768714974167,0.06939695048316803,0.2541194691354242,6,4.517815379747829,2.680450282429692,3.127045929572931,3.4558971212947447,nan,nan,0,0.062349055446512355,0,ea93027ad7fa93ca,289,32.080861048910414,8,0,0,0,0,0,0,nan,-1,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,4.102069318180421,1.8581552787300155,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,3.2749810640472448,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5009354581192769,0,2.761195186077051,0.0693983149861956,0.25408661899639584,6,4.5176371236726025,2.6801813254902704,3.1307497522122483,3.4601626839851276,nan,nan,0,0.062350450226530296,0,ea93027ad7fa93ca,289,32.07961283928443,8,0,0,0,0,0,0,nan,-1,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,4.3592232054189095,2.173171852765101,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.2242873516991875,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6012527881686619,0,4.812166174087117,0.1060701695438885,0.39102397263048244,4,4.660765043918792,0.954779918476033,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.06142834534179804,0,6a1e7e50dc8a564e,376,36.91634084911998,8,12,1,224,5,4,64,0.7484983698038074,62,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,4.360998286897745,2.198764446979369,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.275049482000536,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.604668060805244,0,4.860481078975248,0.1104713369626585,0.3911804168362436,4,4.6575377436685175,0.967372188518747,4.461016016307509,3.1296622776171215,nan,nan,0,0.06393959435829609,0,6a1e7e50dc8a564e,376,34.19250482573248,8,0,0,0,0,0,0,nan,-1,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,4.3639960241245594,2.199274067841938,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.358759943974562,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.579555460677605,0,4.940497798712354,0.11068329669129195,0.39118427503514563,4,4.658023721817576,0.9675259469338098,4.518888540953368,3.133615782308128,nan,nan,0,0.06403695969230512,0,6a1e7e50dc8a564e,376,34.019076120798694,8,0,0,0,0,0,0,nan,-1,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,4.364592976630969,2.200148876441661,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,6.465037325762993,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.531069513405862,0,5.042168241775523,0.11069913661356119,0.3911862667279718,4,4.658087682745506,0.9679659570289496,4.598291171453807,3.1381460194226714,nan,nan,0,0.06404366175942292,0,6a1e7e50dc8a564e,376,34.00532139047166,8,0,0,0,0,0,0,nan,-1,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,4.364712443483704,2.2005593967357164,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,6.56475386394749,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5024743224741834,0,5.137741934729168,0.1107015831837199,0.39118662098587453,4,4.658082931351328,0.9681671129934654,4.674433012700302,3.1428429254599144,nan,nan,0,0.06404508412317164,0,6a1e7e50dc8a564e,376,34.004407705377005,8,0,0,0,0,0,0,nan,-1,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,1,1,1,6.401736654707861,1.4392711651649792,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,4.9266709531057,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5528549407049776,0,4.919130250127078,0.11383628027114882,0.11311627867710018,5,6.366504179009544,1.4092138266617253,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.10050540052275271,0,b3f4525bc8b8f4a5,467,28.0172317388514,8,12,1,224,5,4,64,1.2534402468525634,63,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,1,1,1,6.397678921076304,1.4365428336008068,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,5.033248032355322,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6169262677784393,0,5.0233296272792405,0.11801803285706017,0.11548345590746294,4,6.357610973482389,1.4037444369514445,6.137242304290757,2.8685097516386144,nan,nan,0,0.10417843147059781,0,b3f4525bc8b8f4a5,467,26.07759139935244,8,0,0,0,0,0,0,nan,-1,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,1,1,1,6.396622298324947,1.435680628625444,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,5.129827983155818,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6840585032979243,0,5.120211428323743,0.11820161051330819,0.1155196382395943,3,6.356523267993078,1.4028283863492934,6.205098567218218,2.8728261188560356,nan,nan,0,0.10432679823906355,0,b3f4525bc8b8f4a5,467,26.003481545674216,8,0,0,0,0,0,0,nan,-1,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,1,1,1,6.396261561658568,1.4346187233284249,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,5.169011741255014,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7148915345558223,0,5.159497137951027,0.11823656798009619,0.11551085174445791,3,6.356166438341737,1.4017492840153085,6.23036815478936,2.8777679017205555,nan,nan,0,0.10435798543404426,0,b3f4525bc8b8f4a5,467,25.991442016197432,8,0,0,0,0,0,0,nan,-1,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,1,1,1,6.396164373035306,1.4344625708473655,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,5.183435549409327,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7272642481074283,0,5.173945355898979,0.11824032589374416,0.11550899961289822,3,6.356070280941661,1.4015901254542642,6.238536922683064,2.8828893551859838,nan,nan,0,0.10436137304846949,0,b3f4525bc8b8f4a5,467,25.99016854083944,8,0,0,0,0,0,0,nan,-1,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,6.978142776333495,1.4497356269999901,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,6.650605530578884,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.954795695573912,0,5.494267697428515,0.13049430683248797,0.3369645718849583,5,8.096026105956437,0.9639947526713798,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.09631471344950293,0,c07392b1eed49dbd,512,25.47630399143222,8,12,1,224,5,4,64,1.8200224887925542,63,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,6.982477060514233,1.4638195894642574,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,6.666169952699811,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9704170916468661,0,5.506707071373334,0.13532446520865357,0.33514296487946205,5,8.096361870555004,0.9621846585891145,7.761402624521035,2.678099417447205,nan,nan,0,0.10052876683828713,0,c07392b1eed49dbd,512,23.4619032329293,8,0,0,0,0,0,0,nan,-1,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,6.983767093596407,1.466774250765777,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,6.678792287164962,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9831646220224569,0,5.519289097723057,0.13554879641892184,0.3347643162468788,5,8.096458763701483,0.9619070624439969,7.761809677319955,2.6827187110635777,nan,nan,0,0.10075914413001584,0,c07392b1eed49dbd,512,23.36626346711957,8,0,0,0,0,0,0,nan,-1,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,6.984082946361446,1.4677869762080245,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,6.685217653374177,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9904497906823061,0,5.526137335207913,0.1355628432711502,0.33469841790402255,5,8.096404769747846,0.9617130811172564,7.762046597964363,2.688009043087361,nan,nan,0,0.10077158312733062,0,c07392b1eed49dbd,512,23.36050078868375,8,0,0,0,0,0,0,nan,-1,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,6.98418485225069,1.4681114040427643,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,6.686771374882377,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.9932299479285516,0,5.528362231237374,0.13556346980119036,0.3346792140470973,5,8.0963891881954,0.9616565167574556,7.7602707554821695,2.693491032534563,nan,nan,0,0.1007717979143214,0,c07392b1eed49dbd,512,23.360279660299337,8,0,0,0,0,0,0,nan,-1,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6963695934634031,0,5.150935924497962,0.07916666666666669,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666669,0,60cbf5c6bd3b273a,268,13.294048941560803,8,12,1,348,5,4,188,0.6963695934634031,183,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6967359401443132,0,5.153871505021943,0.0791561535371481,0.0,1,2.9826159158053196,4.586748144571808,7.383300340107547,2.5192272188702924,nan,nan,0,0.0791561535371481,0,60cbf5c6bd3b273a,268,13.297567973928322,8,0,0,0,0,0,0,nan,-1,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7006079001878065,0,5.1551203656758355,0.07915716793396335,0.0,1,2.982650297229474,4.586946412962997,7.386063756140029,2.5241381694578493,nan,nan,0,0.07915716793396335,0,60cbf5c6bd3b273a,268,13.297228368076732,8,0,0,0,0,0,0,nan,-1,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6995101760161558,0,5.155976702619806,0.07915686812924852,0.0,1,2.9829554368090885,4.586894388211663,7.386515143862588,2.5297604073832183,nan,nan,0,0.07915686812924852,0,60cbf5c6bd3b273a,268,13.297328737175631,8,0,0,0,0,0,0,nan,-1,0,0
