epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.9650565267834539,1.2643439581236255,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.9524149440629066,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.42525963257549804,1,3.555049369878019,0.07207184289522645,0.07763663559157115,3,3.285390540310356,2.1525281232388105,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.07199011539374546,0,da26416811a3d5cf,339,36.51013412810797,8,12,1,646,33,32,118,0.2795902720162745,85,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.9655132789894858,1.2757833351953851,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.970583209032567,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4101784703925695,1,3.970583209032567,0.07581859032252845,0.0,1,1.9655132789894858,1.2757833351953851,2.7992336434849636,3.872751816434111,nan,nan,0,0.07581859032252845,0,da26416811a3d5cf,339,33.42557747903511,8,0,0,0,0,0,0,nan,-1,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.9654234160470732,1.2793595823397086,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.9711590165623316,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40968637343444486,1,3.9711590165623316,0.07604761086249655,0.0,1,1.9654234160470732,1.2793595823397086,2.7984202360446475,3.875946808143127,nan,nan,0,0.07604761086249655,0,da26416811a3d5cf,339,33.26999045079153,8,0,0,0,0,0,0,nan,-1,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.9655548421079811,1.280212003789774,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.980876920714079,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40202925821114904,1,3.980876920714079,0.07607618306775146,0.0,1,1.9655548421079811,1.280212003789774,2.806213529699768,3.879610208024698,nan,nan,0,0.07607618306775146,0,da26416811a3d5cf,339,33.25053541949097,8,0,0,0,0,0,0,nan,-1,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.9655506602127186,1.2805435631180782,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.9792811339850496,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40267169041246187,1,3.9792811339850496,0.07607709164131314,0.0,1,1.9655506602127186,1.2805435631180782,2.8025256514549035,3.883410359678399,nan,nan,0,0.07607709164131314,0,da26416811a3d5cf,339,33.2499829296812,8,0,0,0,0,0,0,nan,-1,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,2.990528719072325,2.9204805126183553,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,0.6709434869755275,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5775435531014419,0,5.730526266123611,0.037228724581747204,0.21171926995674512,4,4.2607755475552676,3.1230263318532674,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.0342371899579271,0,2936548eecd098cd,512,83.27586682876642,8,12,1,656,33,32,128,0.6785570145201746,390,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,4.255664511517606,3.1635264485965084,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,5.7802446139371835,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5550991602431339,0,5.754844153466111,0.03890131146047677,0.20513068753603927,4,4.262386034211785,3.13947543653539,3.119802368110178,3.4481955702239153,nan,nan,0,0.035890166067223575,0,eea7295143f6fc6b,512,77.16102271001688,8,0,0,0,0,0,0,nan,-1,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,4.256421020284536,3.1672690377084365,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,5.788487812246056,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5470234907062417,0,5.763297072867957,0.03899675672971967,0.20436894453672386,4,4.2631268940389075,3.1433988585396886,3.125009995011446,3.451783951486298,nan,nan,0,0.03599847768607584,0,eea7295143f6fc6b,512,76.88072285708111,8,0,0,0,0,0,0,nan,-1,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,4.256652992189347,3.1683966906643835,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,5.790949529105677,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5445609115317243,0,5.765790654303924,0.03900587829251347,0.20423515790128896,4,4.263363542130378,3.1445588917763336,3.127045929572931,3.4558971212947447,nan,nan,0,0.03600927224125718,0,eea7295143f6fc6b,512,76.85454701238575,8,0,0,0,0,0,0,nan,-1,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,4.256740638823532,3.16872118599218,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,5.794422292741459,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5409185880452181,0,5.769253188642928,0.039006971014165705,0.20421122008502937,4,4.263454418132782,3.1448894670900764,3.1307497522122483,3.4601626839851276,nan,nan,0,0.03601038097944597,0,eea7295143f6fc6b,512,76.85133111734253,8,0,0,0,0,0,0,nan,-1,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,6.153844292409275,2.811617339536043,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.653155834265317,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2265277927682421,1,6.645908220328621,0.05521959702695634,0.12073864657048067,3,6.123549690354116,2.7987153640448175,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.04806521512143821,0,daca05125ab2755f,512,70.34950073035424,8,12,1,656,33,32,128,0.22797390428576378,33,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,6.152603208724236,2.8224735486024817,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.697435195707055,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2191607067692578,1,6.690634552846316,0.057477753392123083,0.11936388127188824,3,6.1221501652844506,2.809802172458065,4.461016016307509,3.1296622776171215,nan,nan,0,0.050093662577901314,0,daca05125ab2755f,512,65.52230475395356,8,0,0,0,0,0,0,nan,-1,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,6.154124549829782,2.8223735758653046,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.77158012170434,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17608465373293264,1,6.7649666462493485,0.05755890505372566,0.11916512739787358,3,6.1236596146536515,2.8097182117387134,4.518888540953368,3.133615782308128,nan,nan,0,0.05017194226010116,0,daca05125ab2755f,512,65.21194651808526,8,0,0,0,0,0,0,nan,-1,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,6.154380353793506,2.822637882052348,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,6.866563705297745,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17177574756586425,1,6.860127100964897,0.05756453754251425,0.11915380503673029,3,6.12391662903824,2.8099882889785444,4.598291171453807,3.1381460194226714,nan,nan,0,0.050177508635508856,0,daca05125ab2755f,512,65.1872093692736,8,0,0,0,0,0,0,nan,-1,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,6.154413755698339,2.8228141927177903,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,6.956029249755509,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21995083331347692,1,6.949750418858697,0.05756610664433939,0.11915690441298844,3,6.123950740245425,2.8101666952746966,4.674433012700302,3.1428429254599144,nan,nan,0,0.050178899440366125,0,daca05125ab2755f,512,65.18546231963126,8,0,0,0,0,0,0,nan,-1,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,0,1,1,7.424175068188297,2.2281999868889386,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,7.219867168633985,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.39004377043555116,1,7.220008365397276,0.12531493580138772,0.034765519416091024,4,7.42271182923599,2.227560448271554,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.12460926080179015,0,daca05125ab2755f,512,31.544474024314233,8,12,1,656,33,32,128,0.3900437209687645,63,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,0,1,1,7.428776343582564,2.229872467552307,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,7.327727469037956,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2947444034331941,1,7.327689582669463,0.13086376114747525,0.025494633932567966,4,7.427704396892429,2.229348448221942,6.137242304290757,2.8685097516386144,nan,nan,0,0.1303418086390598,0,daca05125ab2755f,512,29.05282163874948,8,0,0,0,0,0,0,nan,-1,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,0,1,1,7.429747308838106,2.2309885668075555,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,7.423202800282727,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21813206719476738,1,7.42316205335026,0.131036503684426,0.025081494068094245,4,7.428689334040595,2.230468266486405,6.205098567218218,2.8728261188560356,nan,nan,0,0.13052174691355142,0,daca05125ab2755f,512,28.971224693048345,8,0,0,0,0,0,0,nan,-1,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,0,1,1,7.429768188361873,2.23156511531536,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,7.46179262615592,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.19874410164449186,1,7.461751074211286,0.13083803352241846,0.025047451892443947,4,7.428710082297208,2.2310444968844254,6.23036815478936,2.8777679017205555,nan,nan,0,0.1303242224160159,0,daca05125ab2755f,512,29.01614524934108,8,0,0,0,0,0,0,nan,-1,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,0,1,1,7.429831482901292,2.2317006161181747,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,7.475563787202027,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1941877963046144,1,7.47552214938421,0.13081386721945146,0.025043611287225542,4,7.428773299030592,2.231179892238947,6.238536922683064,2.8828893551859838,nan,nan,0,0.13030015308485918,0,daca05125ab2755f,512,29.02171470264331,8,0,0,0,0,0,0,nan,-1,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,8.243171441752958,1.1218097347811582,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,5.418358170269397,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.30123028200720825,1,5.457173936600122,0.10218023891761197,0.2615031542260457,4,8.168967456072505,1.0399349115478462,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.08740390684224962,0,b3f4525bc8b8f4a5,512,43.725389336940026,8,12,1,656,33,32,128,0.3012302850753133,74,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,8.241842645438256,1.1167558265206858,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,5.4329514270929264,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.30408894398568886,1,5.469662920117605,0.10565980993552884,0.2592714338587904,4,8.168429694060993,1.0367198267824598,7.761402624521035,2.678099417447205,nan,nan,0,0.09084143332934881,0,b3f4525bc8b8f4a5,512,40.56725958127907,8,0,0,0,0,0,0,nan,-1,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,8.241621698145996,1.1158570583849325,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,5.445821660969117,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2969541218267466,1,5.482366536878037,0.10586691474860131,0.2589647038099111,4,8.168337719771422,1.0361083571676868,7.761809677319955,2.6827187110635777,nan,nan,0,0.09104794951782556,0,b3f4525bc8b8f4a5,512,40.406416633321406,8,0,0,0,0,0,0,nan,-1,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.241537058441365,1.1155300455750365,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,5.452737895693474,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2925818649576641,1,5.489248363198702,0.10587543271851842,0.25891981717529916,4,8.168263236403044,1.0358405416028955,7.762046597964363,2.688009043087361,nan,nan,0,0.09105553055093324,0,b3f4525bc8b8f4a5,512,40.39805118017961,8,0,0,0,0,0,0,nan,-1,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.241513939800372,1.115431813234242,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,5.455049634624319,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2912492294002774,1,5.491516368806904,0.10587511538478896,0.2589063664445111,4,8.168243170625518,1.0357615140018412,7.7602707554821695,2.693491032534563,nan,nan,0,0.09105503694105344,0,b3f4525bc8b8f4a5,512,40.39793791336623,8,0,0,0,0,0,0,nan,-1,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6362594206582818,0,5.150935924497962,0.07916666666666662,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666662,0,60cbf5c6bd3b273a,262,13.293298562782265,8,12,1,528,33,32,0,0.6327965298877277,185,18,17
36,553807.2000000477,-3811469.6224498507,3566809.1424942133,3652663.7536380137,0,0,0,0,0,1,1,2.9826159158053196,4.586748144571808,5.190754228212314,18,1,0.290947663274422,7.383300340107547,5.153871505021943,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6358848165792458,0,5.153871505021943,0.07915615353714807,0.0,1,2.9826159158053196,4.586748144571808,7.383300340107547,2.5192272188702924,nan,nan,0,0.07915615353714807,0,60cbf5c6bd3b273a,262,13.296813404639499,8,0,0,0,0,0,0,nan,-1,0,0
37,553807.4000000954,-3811469.6206808384,3566809.146307388,3652663.7510239463,0,0,0,0,0,1,1,2.982650297229474,4.586946412962997,5.189321476759525,18,2,0.290947663274422,7.386063756140029,5.1551203656758355,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.633687510032363,0,5.1551203656758355,0.07915716793396331,0.0,1,2.982650297229474,4.586946412962997,7.386063756140029,2.5241381694578493,nan,nan,0,0.07915716793396331,0,60cbf5c6bd3b273a,262,13.296474203727133,8,0,0,0,0,0,0,nan,-1,0,0
38,553807.599998951,-3811469.6210586494,3566809.147532764,3652663.7527582804,0,0,0,0,0,1,1,2.9829554368090885,4.586894388211663,5.191298903562126,18,3,0.290947663274422,7.386515143862588,5.155976702619806,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6357499893883718,0,5.155976702619806,0.07915686812924856,0.0,1,2.9829554368090885,4.586894388211663,7.386515143862588,2.5297604073832183,nan,nan,0,0.07915686812924856,0,60cbf5c6bd3b273a,262,13.296574453159732,8,0,0,0,0,0,0,nan,-1,0,0
39,553807.7999989986,-3811469.626019064,3566809.149713479,3652663.7578284247,0,0,0,0,0,1,1,2.982984993091164,4.5868990248727215,5.198263857891848,18,4,0.290947663274422,7.389012841815085,5.160582719992699,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6428204466850908,0,5.160582719992699,0.07915682079069129,0.0,1,2.982984993091164,4.5868990248727215,7.389012841815085,2.535584634868319,nan,nan,0,0.07915682079069129,0,60cbf5c6bd3b273a,262,13.296590282442493,8,0,0,0,0,0,0,nan,-1,0,0
