epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,respawn_excluded_satellite,n_dd_pr,n_dd_cp
10,553802.0,-3811467.108242471,3566805.588651914,3652667.7996094953,0,0,0,0,1,1,1,1.965405437473856,1.2648842079948364,2.752803433053683,18,0,0.046176996803574594,2.787643238761087,3.9529950795338413,0,,0.0,0.0,0,nan,0,0,,1,0.0022275847960518697,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4222409011469261,1,5.924117832273875,0.0445365156008547,0.14992249811518102,3,3.6888454509603417,3.249584078667445,2.787643238761087,3.871270358899591,0.046176996803574594,9.477003009138702,0,0.04084199234847508,0,da26416811a3d5cf,455,58.379757859358996,8,12,1,440,13,12,128,0.2795902720162745,79,0,nan,0,nan,0,nan,,18,17
11,553802.2000000477,-3811467.1168671288,3566805.5932573597,3652667.807037842,0,0,0,0,1,1,1,1.9658403354807539,1.27627139070452,2.7568795700474764,18,1,0.046176996803574594,2.7992336434849636,3.9710979716257317,0,,0.0,0.0,0,nan,0,0,,1,0.005460776199088691,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4074757436171486,1,5.942461171512169,0.04662477294253073,0.14777334157566122,3,3.693106061164372,3.2625696252084126,2.7992336434849636,3.872751816434111,nan,nan,0,0.043023300963560614,0,da26416811a3d5cf,455,53.74454678035203,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
12,553802.3999989033,-3811467.1156772557,3566805.5935875596,3652667.8073552107,0,0,0,0,1,1,1,1.9657417593676756,1.2798282211458294,2.75279174445856,18,2,0.046176996803574594,2.7984202360446475,3.9716495140680474,0,,0.0,0.0,0,nan,0,0,,1,0.005274054350316184,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4071100221982094,1,5.943087695373414,0.046747884453172676,0.14764769646550718,3,3.6937614622977004,3.2664368916457636,2.7984202360446475,3.875946808143127,nan,nan,0,0.04315885798314932,0,da26416811a3d5cf,455,53.50956224897912,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
13,553802.5999999046,-3811467.1215451485,3566805.594223698,3652667.8148330706,0,0,0,0,1,1,1,1.9658717959286085,1.280676524517122,2.761835492704452,18,3,0.046176996803574594,2.806213529699768,3.981362569985046,0,,0.0,0.0,0,nan,0,0,,1,0.004944573592621244,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.39948546206783997,1,5.9524574294251975,0.04676334865830752,0.1476299784607274,3,3.694165184843762,3.2673592425146136,2.806213529699768,3.879610208024698,nan,nan,0,0.04317566861653525,0,da26416811a3d5cf,455,53.480095649028655,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
14,553802.7999989986,-3811467.116370178,3566805.592753338,3652667.8157646162,0,0,0,0,1,1,1,1.9658667486199408,1.2810062810707743,2.75928551563088,18,4,0.046176996803574594,2.8025256514549035,3.9797644217197155,0,,0.0,0.0,0,nan,0,0,,1,0.0028684236011409375,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.40013100640244126,1,5.95099103662416,0.046763806959882116,0.14763084197636583,3,3.694223993067899,3.2677145250148962,2.8025256514549035,3.883410359678399,nan,nan,0,0.04317623634984097,0,da26416811a3d5cf,455,53.47928390091148,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
15,553803.0,-3811467.4750908157,3566806.067215958,3652666.8251926755,0,0,0,0,0,1,1,2.9910834266697846,2.9211004432368974,2.6867900666417883,18,0,0.052747126368075915,3.105797010015602,0.6710125929061996,0,,0.0,0.0,0,nan,0,0,,1,0.002599292830108161,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5774412684755944,0,0.7069593386616295,0.028251451713009502,0.13734402310317448,3,2.9761261786897015,2.938829560327161,3.105797010015602,3.446529888958384,0.052747126368075915,19.23047039825005,0,0.02386241251515365,0,2936548eecd098cd,512,141.01192517669546,8,12,1,440,13,12,128,0.7012282469775423,19,0,nan,0,nan,0,nan,,18,17
16,553803.2000000477,-3811467.48701839,3566806.0741598764,3652666.835594138,0,0,0,0,0,1,1,2.98056182770031,2.9039321438161916,2.6932109336103984,18,1,0.052747126368075915,3.119802368110178,0.6673280598243531,0,,0.0,0.0,0,nan,0,0,,1,0.0023603220393668633,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5550037305157558,0,0.7042456097221127,0.029323458350570694,0.13298320255556273,3,2.9631275460914996,2.9204665751870627,3.119802368110178,3.4481955702239153,nan,nan,0,0.02489428738003982,0,2936548eecd098cd,512,134.46789529486378,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
17,553803.3999989033,-3811467.4909215695,3566806.077141064,3652666.8399957465,0,0,0,0,0,1,1,2.9777916186603113,2.8997325549382014,2.6974381539937564,18,2,0.052747126368075915,3.125009995011446,0.6662674876384703,0,,0.0,0.0,0,nan,0,0,,1,0.0023442000866351932,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5469296180690337,0,0.7033275236227553,0.02939705498850362,0.13270646022977586,3,2.960187225688997,2.9162178894911044,3.125009995011446,3.451783951486298,nan,nan,0,0.024966259363278745,0,2936548eecd098cd,512,134.1379553152176,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
18,553803.5999999046,-3811467.4922913876,3566806.0785539644,3652666.8408402093,0,0,0,0,0,1,1,2.9769796080780195,2.898470571061846,2.6986596699223018,18,3,0.052747126368075915,3.127045929572931,0.6665721393939212,0,,0.0,0.0,0,nan,0,0,,1,0.004103018460770887,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5444674492769325,0,0.7036789093165986,0.029404608480189245,0.13269135083720426,3,2.959361929396556,2.9149607108932956,3.127045929572931,3.4558971212947447,nan,nan,0,0.024973598115880395,0,2936548eecd098cd,512,134.10810007481135,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
19,553803.7999989986,-3811467.493717931,3566806.0821427926,3652666.841862358,0,0,0,0,0,1,1,2.9767114087363504,2.89810104879148,2.70156110159452,18,4,0.052747126368075915,3.1307497522122483,0.6684329010960647,0,,0.0,0.0,0,nan,0,0,,1,0.0037293120425034992,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5408251513726504,0,0.7055645312288955,0.029405303480036026,0.13269255110426031,3,2.9590928934479463,2.9145942349327107,3.1307497522122483,3.4601626839851276,nan,nan,0,0.024974294712591175,0,2936548eecd098cd,512,134.10389005806798,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
20,553804.0,-3811468.2512258226,3566807.127161279,3652666.0411167447,0,0,0,0,0,1,1,4.359123858123032,2.1730539011262704,4.2342337806555,19,0,0.41380108143408434,4.432677198843442,6.224157421360273,0,,0.0,0.0,0,nan,0,0,,1,0.005368959337888712,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.22652579010005788,1,4.794479159567546,0.04697724374228756,0.385174560725137,3,4.627581259887722,0.941138261373831,4.432677198843442,3.1278257037825994,0.41380108143408434,31.3281035856981,0,0.03951972655825814,0,6a1e7e50dc8a564e,512,67.94936300381929,8,12,1,440,13,12,128,0.22797390428576378,39,0,nan,0,nan,0,nan,,19,17
21,553804.2000000477,-3811468.2762016263,3566807.1477124835,3652666.0704713147,0,0,0,0,0,1,1,4.360931042392304,2.1986889872977637,4.260340552251378,19,1,0.41380108143408434,4.461016016307509,6.2749639209880845,0,,0.0,0.0,0,nan,0,0,,1,0.0039013321795764574,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21916070605153912,1,4.8426812325505555,0.04890916481418653,0.38515309507781265,3,4.624089525453009,0.9538678657069468,4.461016016307509,3.1296622776171215,nan,nan,0,0.04117007699113398,0,6a1e7e50dc8a564e,512,63.62731635824809,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
22,553804.4000000954,-3811468.3232041937,3566807.190374269,3652666.116779394,0,0,0,0,0,1,1,4.363933714726132,2.199202666067698,4.341755494745182,19,2,0.41380108143408434,4.518888540953368,6.358679368710467,0,,0.0,0.0,0,nan,0,0,,1,0.004209773023096218,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17608465336110402,1,4.922795955124904,0.04890152760268518,0.38511178435088256,3,4.624498546975891,0.9540148112940464,4.518888540953368,3.133615782308128,nan,nan,0,0.04116578567959269,0,6a1e7e50dc8a564e,512,63.29099169351515,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
23,553804.599998951,-3811468.384972638,3566807.249667508,3652666.178069575,0,0,0,0,0,1,1,4.364532676907291,2.200079876486053,4.444964421550181,19,3,0.41380108143408434,4.598291171453807,6.464959342789061,0,,0.0,0.0,0,nan,0,0,,1,0.002110719069919032,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.17177574784604485,1,5.0246366763153025,0.048899213647285215,0.3851095568500906,3,4.6245557858588615,0.9544637351208279,4.598291171453807,3.1381460194226714,nan,nan,0,0.04116396123125706,0,6a1e7e50dc8a564e,512,63.26337401125299,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
24,553804.7999989986,-3811468.4433766464,3566807.3058876065,3652666.23595854,0,0,0,0,0,1,1,4.36465306623613,2.200491580756312,4.542244326854964,19,4,0.41380108143408434,4.674433012700302,6.564677153830802,0,,0.0,0.0,0,nan,0,0,,1,0.002019058482556215,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21995083401881238,1,5.120369621818041,0.04890123929954556,0.3851097098938791,3,4.624551264323819,0.9546678153980311,4.674433012700302,3.1428429254599144,nan,nan,0,0.041165629721400705,0,6a1e7e50dc8a564e,512,63.26215566574653,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
25,553805.0,-3811469.1430459116,3566808.378780037,3652665.242065848,0,0,0,0,1,1,1,6.252715481166117,1.3419383402162872,5.576263921042656,19,0,0.45207347146779936,6.079049261901037,6.902180711060383,0,,0.0,0.0,0,nan,0,0,,1,0.002175580445419653,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.46032564316447705,1,5.959667049946318,0.07765189357580074,0.12778553986126248,2,6.311827550338072,0.9871133086519364,6.079049261901037,2.8664917765706495,0.45207347146779936,34.1184370362641,2,0.06565441265965977,0,8d18e6869060af4a,512,41.38978288610884,8,12,1,440,13,12,128,0.46032564316447705,41,0,nan,0,nan,0,nan,,19,17
26,553805.2000000477,-3811469.1998369913,3566808.4256508183,3652665.301046837,0,0,0,0,1,1,1,6.257089856412441,1.3449343279242951,5.685037985231231,19,1,0.45207347146779936,6.137242304290757,7.014059035103819,0,,0.0,0.0,0,nan,0,0,,1,0.002132993388950466,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5654382194415777,0,6.070688688752766,0.08015252519008252,0.12805077553904903,2,6.311598070449221,0.9891300788585488,6.137242304290757,2.8685097516386144,nan,nan,0,0.0677079226192611,0,8d18e6869060af4a,512,38.82328626712519,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
27,553805.4000000954,-3811469.2591386302,3566808.4816262787,3652665.3585166847,0,0,0,0,1,1,1,6.257957303430923,1.3464560832878085,5.785510162209737,19,2,0.45207347146779936,6.205098567218218,7.115779460667166,0,,0.0,0.0,0,nan,0,0,,1,0.0020608385415530404,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.663217638067052,0,6.171337108653554,0.08026863284205807,0.12807938237586367,2,6.311444957158955,0.9901036406435971,6.205098567218218,2.8728261188560356,nan,nan,0,0.0677990901798677,0,8d18e6869060af4a,512,38.722244182621694,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
28,553805.599998951,-3811469.281269085,3566808.503256852,3652665.3844249053,0,0,0,0,1,1,1,6.257920654389474,1.3478467069100168,5.824694535605474,19,3,0.45207347146779936,6.23036815478936,7.156300031621313,0,,0.0,0.0,0,nan,0,0,,1,0.002767042758866112,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7002090483704994,0,6.211691645062132,0.0803243932865662,0.1280845206349599,2,6.311230239744556,0.9905963956888472,6.23036815478936,2.8777679017205555,nan,nan,0,0.06784492503497759,0,8d18e6869060af4a,512,38.6977492247912,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
29,553805.7999989986,-3811469.289832711,3566808.5094558434,3652665.3944452847,0,0,0,0,1,1,1,6.2579699968346825,1.3480739838151157,5.839031602667341,19,4,0.45207347146779936,6.238536922683064,7.1707777821101,0,,0.0,0.0,0,nan,0,0,,1,0.0017465239404035858,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7145590902725255,0,6.22643564015151,0.08033080705588451,0.12808511527783703,2,6.311203075191013,0.9906940712705418,6.238536922683064,2.8828893551859838,nan,nan,0,0.06785019549954635,0,8d18e6869060af4a,512,38.69504509050549,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
30,553806.0,-3811469.988626393,3566809.4754408807,3652663.9545203396,0,0,0,0,1,1,1,8.18011596699855,1.2995060127830216,5.499014590877071,18,0,0.20942828977675063,7.767906518983791,6.4776241872427205,0,,0.0,0.0,0,nan,0,0,,1,0.002081443569739758,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7480738631695653,0,6.376409908743608,0.23083353040048143,0.2642170244265841,5,8.117410242500467,1.207900893007466,7.767906518983791,2.6759519396472196,0.20942828977675063,48.48841794941493,0,0.19996323828488113,0,b21d19a1b559833c,512,10.044518124028093,8,12,1,440,13,12,128,0.7480738631695653,67,0,nan,0,nan,0,nan,,18,17
31,553806.2000000477,-3811469.984735076,3566809.4685588456,3652663.951979333,0,0,0,0,1,1,1,8.182324842974921,1.3086580762472049,5.501499054116888,18,1,0.20942828977675063,7.761402624521035,6.492863177341599,0,,0.0,0.0,0,nan,0,0,,1,0.002273070458672228,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7507347039123079,0,6.3919049553487985,0.23852012998179128,0.2644717328688012,5,8.119351212037781,1.2169080667271248,7.761402624521035,2.678099417447205,nan,nan,0,0.2069076000798784,0,b21d19a1b559833c,512,9.382963123673461,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
32,553806.4000000954,-3811469.9869406754,3566809.470428908,3652663.9587578727,0,0,0,0,1,1,1,8.183044913777561,1.310683900739402,5.511743731192529,18,2,0.20942828977675063,7.761809677319955,6.5058149664582015,0,,0.0,0.0,0,nan,0,0,,1,0.0019670093078647502,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.751984884402529,0,6.404863130716558,0.23887572310056662,0.2645786673107116,5,8.120039832931699,1.2189041994415177,7.761809677319955,2.6827187110635777,nan,nan,0,0.20724968995070792,0,b21d19a1b559833c,512,9.352424457861142,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
33,553806.599998951,-3811469.989975492,3566809.47058704,3652663.963755162,0,0,0,0,1,1,1,8.183210172680106,1.3114074400677656,5.5172720222958995,18,3,0.20942828977675063,7.762046597964363,6.512705612476079,0,,0.0,0.0,0,nan,0,0,,1,0.002059530978098854,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7535868336912113,0,6.411715798773436,0.2389021216464052,0.2646445767118295,5,8.120178960946232,1.2195815627307498,7.762046597964363,2.688009043087361,nan,nan,0,0.20727064719568614,0,b21d19a1b559833c,512,9.350486584152128,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
34,553806.7999989986,-3811469.990245999,3566809.4692104803,3652663.967523169,0,0,0,0,1,1,1,8.18326502370098,1.3116362552704377,5.518776482198639,18,4,0.20942828977675063,7.7602707554821695,6.514825918934854,0,,0.0,0.0,0,nan,0,0,,1,0.001887372521304892,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.756094256478817,0,6.413817824221936,0.2389039469643982,0.2646653731405696,5,8.120225860007052,1.2197968961487347,7.7602707554821695,2.693491032534563,nan,nan,0,0.20727152278690986,0,b21d19a1b559833c,512,9.350394769288528,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
35,553807.0,-3811469.6260167784,3566809.1338563124,3652663.7525704727,0,0,0,0,0,1,1,2.982191446175133,4.58699074543391,5.190504025042034,18,0,0.290947663274422,7.379445960938236,5.150935924497962,0,,0.0,0.0,0,nan,0,0,,1,0.0020325311349680413,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,3.500426268123151,0,5.150935924497962,0.07916666666666666,0.0,1,2.982191446175133,4.58699074543391,7.379445960938236,2.51694055961129,0.290947663274422,11.353875378426523,3,0.07916666666666666,0,60cbf5c6bd3b273a,311,13.294864396999422,8,12,1,312,13,12,0,3.500426268123151,20,0,nan,0,nan,0,nan,,18,17
