epoch_index,gps_week,tow,exact_base,interpolated_base,initial_valid,initial_status,initial_sats,initial_ratio,initial_pdop,initial_baseline_m,initial_residual_rms,initial_residual_abs_max,initial_update_rows,initial_suppressed_outliers,initial_has_glonass_icb_diag,initial_glonass_icb_l1,initial_glonass_icb_l2,initial_glonass_icb_l1_sigma,initial_glonass_icb_l2_sigma,initial_glonass_icb_l1_rows,initial_glonass_icb_l2_rows,initial_has_alt_lambda,initial_alt_lambda_rank,initial_alt_lambda_cost_ratio,initial_alt_lambda_x,initial_alt_lambda_y,initial_alt_lambda_z,initial_alt_lambda_dx,initial_alt_lambda_dy,initial_alt_lambda_dz,initial_alt_lambda_dnorm,initial_alt_lambda_candidates,final_valid,final_status,final_sats,final_ratio,final_pdop,final_baseline_m,final_residual_rms,final_residual_abs_max,final_update_rows,final_suppressed_outliers,final_has_glonass_icb_diag,final_glonass_icb_l1,final_glonass_icb_l2,final_glonass_icb_l1_sigma,final_glonass_icb_l2_sigma,final_glonass_icb_l1_rows,final_glonass_icb_l2_rows,final_has_alt_lambda,final_alt_lambda_rank,final_alt_lambda_cost_ratio,final_alt_lambda_x,final_alt_lambda_y,final_alt_lambda_z,final_alt_lambda_dx,final_alt_lambda_dy,final_alt_lambda_dz,final_alt_lambda_dnorm,final_alt_lambda_candidates,spp_valid,spp_sats,spp_pdop,candidate_vs_spp_m,candidate_jump_m,last_output_dt_s,nonfixed_jump_guard_m,drift_from_fixed_m,height_from_fixed_m,dt_since_fixed_s,fixed_drift_guard_m,fixed_height_guard_m,spp_replacement_used,output_added,rejection_reason
10,2324,177002.000,1,0,1,4,22,34.313860,2.000000,172.179615,0.483690,1.451706,60,0,0,nan,nan,nan,nan,0,0,1,2,34.313860,-3961765.535822,3349009.232930,3698311.492389,-0.038896,-0.000223,0.022824,0.045099,2:34.3139:-3961765.5358:3349009.2329:3698311.4924:-0.0389:-0.0002:0.0228:0.0451|3:35.0507:-3961765.5312:3349009.2809:3698311.4871:-0.0343:0.0477:0.0175:0.0613|4:36.6807:-3961765.4804:3349009.2330:3698311.4442:0.0166:-0.0002:-0.0254:0.0303,1,4,22,34.313860,2.000000,172.179615,0.483690,1.451706,60,0,0,nan,nan,nan,nan,0,0,1,2,34.313860,-3961765.535822,3349009.232930,3698311.492389,-0.038896,-0.000223,0.022824,0.045099,2:34.3139:-3961765.5358:3349009.2329:3698311.4924:-0.0389:-0.0002:0.0228:0.0451|3:35.0507:-3961765.5312:3349009.2809:3698311.4871:-0.0343:0.0477:0.0175:0.0613|4:36.6807:-3961765.4804:3349009.2330:3698311.4442:0.0166:-0.0002:-0.0254:0.0303,1,41,0.778154,2.816190,0.005333,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
11,2324,177002.200,0,1,1,4,22,33.797104,2.000000,172.175328,0.474288,1.428420,60,0,0,nan,nan,nan,nan,0,0,1,2,33.797104,-3961765.541801,3349009.236794,3698311.492751,-0.038897,-0.000222,0.022825,0.045100,2:33.7971:-3961765.5418:3349009.2368:3698311.4928:-0.0389:-0.0002:0.0228:0.0451|3:34.4704:-3961765.5372:3349009.2848:3698311.4874:-0.0343:0.0477:0.0175:0.0613|4:36.2076:-3961765.4863:3349009.2368:3698311.4446:0.0166:-0.0002:-0.0254:0.0303,1,4,22,33.797104,2.000000,172.175328,0.474288,1.428420,60,0,0,nan,nan,nan,nan,0,0,1,2,33.797104,-3961765.541801,3349009.236794,3698311.492751,-0.038897,-0.000222,0.022825,0.045100,2:33.7971:-3961765.5418:3349009.2368:3698311.4928:-0.0389:-0.0002:0.0228:0.0451|3:34.4704:-3961765.5372:3349009.2848:3698311.4874:-0.0343:0.0477:0.0175:0.0613|4:36.2076:-3961765.4863:3349009.2368:3698311.4446:0.0166:-0.0002:-0.0254:0.0303,1,41,0.778147,2.819361,0.007127,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
12,2324,177002.400,0,1,1,4,22,16.008264,2.000000,172.173039,0.504375,1.615976,60,0,0,nan,nan,nan,nan,0,0,1,2,16.008264,-3961765.523766,3349009.246343,3698311.505374,-0.016373,0.008132,0.033303,0.037991,2:16.0083:-3961765.5238:3349009.2463:3698311.5054:-0.0164:0.0081:0.0333:0.0380|3:16.5071:-3961765.4871:3349009.2364:3698311.4402:0.0203:-0.0018:-0.0319:0.0378|4:16.9866:-3961765.4451:3349009.2120:3698311.4498:0.0623:-0.0263:-0.0223:0.0712,1,4,22,16.008264,2.000000,172.173039,0.504375,1.615976,60,0,0,nan,nan,nan,nan,0,0,1,2,16.008264,-3961765.523766,3349009.246343,3698311.505374,-0.016373,0.008132,0.033303,0.037991,2:16.0083:-3961765.5238:3349009.2463:3698311.5054:-0.0164:0.0081:0.0333:0.0380|3:16.5071:-3961765.4871:3349009.2364:3698311.4402:0.0203:-0.0018:-0.0319:0.0378|4:16.9866:-3961765.4451:3349009.2120:3698311.4498:0.0623:-0.0263:-0.0223:0.0712,1,41,0.778141,2.871116,0.005117,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
13,2324,177002.600,0,1,1,4,22,76.424664,2.000000,172.171879,0.497974,1.594936,60,0,0,nan,nan,nan,nan,0,0,1,2,76.424664,-3961765.535345,3349009.249365,3698311.480811,-0.027288,0.011498,0.009760,0.031179,2:76.4247:-3961765.5353:3349009.2494:3698311.4808:-0.0273:0.0115:0.0098:0.0312|3:76.6207:-3961765.5009:3349009.2384:3698311.4567:0.0072:0.0005:-0.0143:0.0160|4:80.4652:-3961765.5152:3349009.2373:3698311.4854:-0.0072:-0.0005:0.0143:0.0160,1,4,22,76.424664,2.000000,172.171879,0.497974,1.594936,60,0,0,nan,nan,nan,nan,0,0,1,2,76.424664,-3961765.535345,3349009.249365,3698311.480811,-0.027288,0.011498,0.009760,0.031179,2:76.4247:-3961765.5353:3349009.2494:3698311.4808:-0.0273:0.0115:0.0098:0.0312|3:76.6207:-3961765.5009:3349009.2384:3698311.4567:0.0072:0.0005:-0.0143:0.0160|4:80.4652:-3961765.5152:3349009.2373:3698311.4854:-0.0072:-0.0005:0.0143:0.0160,1,41,0.778135,2.864455,0.001265,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
14,2324,177002.800,0,1,1,4,22,82.085211,2.000000,172.174655,0.497977,1.559678,60,0,0,nan,nan,nan,nan,0,0,1,2,82.085211,-3961765.497004,3349009.236777,3698311.456341,0.007175,0.000542,-0.014329,0.016034,2:82.0852:-3961765.4970:3349009.2368:3698311.4563:0.0072:0.0005:-0.0143:0.0160|3:82.3695:-3961765.5315:3349009.2477:3698311.4804:-0.0273:0.0115:0.0098:0.0312|4:86.3518:-3961765.4769:3349009.2247:3698311.4609:0.0273:-0.0115:-0.0098:0.0312,1,4,22,82.085211,2.000000,172.174655,0.497977,1.559678,60,0,0,nan,nan,nan,nan,0,0,1,2,82.085211,-3961765.497004,3349009.236777,3698311.456341,0.007175,0.000542,-0.014329,0.016034,2:82.0852:-3961765.4970:3349009.2368:3698311.4563:0.0072:0.0005:-0.0143:0.0160|3:82.3695:-3961765.5315:3349009.2477:3698311.4804:-0.0273:0.0115:0.0098:0.0312|4:86.3518:-3961765.4769:3349009.2247:3698311.4609:0.0273:-0.0115:-0.0098:0.0312,1,41,0.778129,2.887640,0.004225,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
15,2324,177003.000,1,0,1,4,22,129.225376,2.000000,172.178190,0.493096,1.439390,60,0,0,nan,nan,nan,nan,0,0,1,2,129.225376,-3961765.527127,3349009.245531,3698311.480801,-0.027290,0.011498,0.009760,0.031180,2:129.2254:-3961765.5271:3349009.2455:3698311.4808:-0.0273:0.0115:0.0098:0.0312|3:133.8942:-3961765.4927:3349009.2346:3698311.4567:0.0072:0.0005:-0.0143:0.0160|4:134.2030:-3961765.5070:3349009.2335:3698311.4854:-0.0072:-0.0005:0.0143:0.0160,1,4,22,129.225376,2.000000,172.178190,0.493096,1.439390,60,0,0,nan,nan,nan,nan,0,0,1,2,129.225376,-3961765.527127,3349009.245531,3698311.480801,-0.027290,0.011498,0.009760,0.031180,2:129.2254:-3961765.5271:3349009.2455:3698311.4808:-0.0273:0.0115:0.0098:0.0312|3:133.8942:-3961765.4927:3349009.2346:3698311.4567:0.0072:0.0005:-0.0143:0.0160|4:134.2030:-3961765.5070:3349009.2335:3698311.4854:-0.0072:-0.0005:0.0143:0.0160,1,42,0.770644,2.863659,0.004883,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
16,2324,177003.200,0,1,1,4,22,87.147345,2.000000,172.174444,0.517573,1.640156,60,0,0,nan,nan,nan,nan,0,0,1,2,87.147345,-3961765.533218,3349009.248010,3698311.482469,-0.027291,0.011498,0.009760,0.031181,2:87.1473:-3961765.5332:3349009.2480:3698311.4825:-0.0273:0.0115:0.0098:0.0312|3:87.9443:-3961765.4988:3349009.2371:3698311.4584:0.0072:0.0005:-0.0143:0.0160|4:91.9316:-3961765.4786:3349009.2250:3698311.4629:0.0273:-0.0115:-0.0098:0.0312,1,4,22,87.147345,2.000000,172.174444,0.517573,1.640156,60,0,0,nan,nan,nan,nan,0,0,1,2,87.147345,-3961765.533218,3349009.248010,3698311.482469,-0.027291,0.011498,0.009760,0.031181,2:87.1473:-3961765.5332:3349009.2480:3698311.4825:-0.0273:0.0115:0.0098:0.0312|3:87.9443:-3961765.4988:3349009.2371:3698311.4584:0.0072:0.0005:-0.0143:0.0160|4:91.9316:-3961765.4786:3349009.2250:3698311.4629:0.0273:-0.0115:-0.0098:0.0312,1,42,0.770638,2.786516,0.006784,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
17,2324,177003.400,0,1,1,4,22,65.279476,2.000000,172.173402,0.546655,1.837587,60,0,0,nan,nan,nan,nan,0,0,1,2,65.279476,-3961765.533594,3349009.249048,3698311.481032,-0.027292,0.011497,0.009760,0.031182,2:65.2795:-3961765.5336:3349009.2490:3698311.4810:-0.0273:0.0115:0.0098:0.0312|3:65.4677:-3961765.4991:3349009.2381:3698311.4569:0.0072:0.0005:-0.0143:0.0160|4:69.0696:-3961765.4790:3349009.2261:3698311.4615:0.0273:-0.0115:-0.0098:0.0312,1,4,22,65.279476,2.000000,172.173402,0.546655,1.837587,60,0,0,nan,nan,nan,nan,0,0,1,2,65.279476,-3961765.533594,3349009.249048,3698311.481032,-0.027292,0.011497,0.009760,0.031182,2:65.2795:-3961765.5336:3349009.2490:3698311.4810:-0.0273:0.0115:0.0098:0.0312|3:65.4677:-3961765.4991:3349009.2381:3698311.4569:0.0072:0.0005:-0.0143:0.0160|4:69.0696:-3961765.4790:3349009.2261:3698311.4615:0.0273:-0.0115:-0.0098:0.0312,1,42,0.770631,2.766190,0.001812,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
18,2324,177003.600,0,1,1,4,22,79.043589,2.000000,172.171563,0.545474,1.867588,60,0,0,nan,nan,nan,nan,0,0,1,2,79.043589,-3961765.535881,3349009.250129,3698311.480888,-0.027293,0.011497,0.009760,0.031183,2:79.0436:-3961765.5359:3349009.2501:3698311.4809:-0.0273:0.0115:0.0098:0.0312|3:80.0627:-3961765.5014:3349009.2392:3698311.4568:0.0072:0.0005:-0.0143:0.0160|4:83.4907:-3961765.4813:3349009.2271:3698311.4614:0.0273:-0.0115:-0.0098:0.0312,1,4,22,79.043589,2.000000,172.171563,0.545474,1.867588,60,0,0,nan,nan,nan,nan,0,0,1,2,79.043589,-3961765.535881,3349009.250129,3698311.480888,-0.027293,0.011497,0.009760,0.031183,2:79.0436:-3961765.5359:3349009.2501:3698311.4809:-0.0273:0.0115:0.0098:0.0312|3:80.0627:-3961765.5014:3349009.2392:3698311.4568:0.0072:0.0005:-0.0143:0.0160|4:83.4907:-3961765.4813:3349009.2271:3698311.4614:0.0273:-0.0115:-0.0098:0.0312,1,42,0.770625,2.689368,0.002533,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
19,2324,177003.800,0,1,1,4,22,103.655736,2.000000,172.174248,0.547879,1.939495,60,0,0,nan,nan,nan,nan,0,0,1,2,103.655736,-3961765.531587,3349009.247089,3698311.479987,-0.027294,0.011497,0.009760,0.031184,2:103.6557:-3961765.5316:3349009.2471:3698311.4800:-0.0273:0.0115:0.0098:0.0312|3:105.4067:-3961765.4971:3349009.2361:3698311.4559:0.0072:0.0005:-0.0143:0.0160|4:108.4774:-3961765.4770:3349009.2241:3698311.4605:0.0273:-0.0115:-0.0098:0.0312,1,4,22,103.655736,2.000000,172.174248,0.547879,1.939495,60,0,0,nan,nan,nan,nan,0,0,1,2,103.655736,-3961765.531587,3349009.247089,3698311.479987,-0.027294,0.011497,0.009760,0.031184,2:103.6557:-3961765.5316:3349009.2471:3698311.4800:-0.0273:0.0115:0.0098:0.0312|3:105.4067:-3961765.4971:3349009.2361:3698311.4559:0.0072:0.0005:-0.0143:0.0160|4:108.4774:-3961765.4770:3349009.2241:3698311.4605:0.0273:-0.0115:-0.0098:0.0312,1,42,0.770619,2.698352,0.005339,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
20,2324,177004.000,1,0,1,4,22,144.858968,2.000000,172.178553,0.572327,2.090871,60,0,0,nan,nan,nan,nan,0,0,1,2,144.858968,-3961765.525912,3349009.244897,3698311.479818,-0.027295,0.011497,0.009760,0.031184,2:144.8590:-3961765.5259:3349009.2449:3698311.4798:-0.0273:0.0115:0.0098:0.0312|3:149.2039:-3961765.4914:3349009.2339:3698311.4557:0.0072:0.0005:-0.0143:0.0160|4:152.8579:-3961765.5058:3349009.2329:3698311.4844:-0.0072:-0.0005:0.0143:0.0160,1,4,22,144.858968,2.000000,172.178553,0.572327,2.090871,60,0,0,nan,nan,nan,nan,0,0,1,2,144.858968,-3961765.525912,3349009.244897,3698311.479818,-0.027295,0.011497,0.009760,0.031184,2:144.8590:-3961765.5259:3349009.2449:3698311.4798:-0.0273:0.0115:0.0098:0.0312|3:149.2039:-3961765.4914:3349009.2339:3698311.4557:0.0072:0.0005:-0.0143:0.0160|4:152.8579:-3961765.5058:3349009.2329:3698311.4844:-0.0072:-0.0005:0.0143:0.0160,1,42,0.770613,2.688542,0.006087,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
21,2324,177004.200,0,1,1,4,22,104.814335,2.000000,172.175836,0.567734,2.027706,60,0,0,nan,nan,nan,nan,0,0,1,2,104.814335,-3961765.529896,3349009.246774,3698311.480408,-0.027296,0.011497,0.009760,0.031185,2:104.8143:-3961765.5299:3349009.2468:3698311.4804:-0.0273:0.0115:0.0098:0.0312|3:105.5284:-3961765.4954:3349009.2358:3698311.4563:0.0072:0.0005:-0.0143:0.0160|4:109.6648:-3961765.4753:3349009.2238:3698311.4609:0.0273:-0.0115:-0.0098:0.0312,1,4,22,104.814335,2.000000,172.175836,0.567734,2.027706,60,0,0,nan,nan,nan,nan,0,0,1,2,104.814335,-3961765.529896,3349009.246774,3698311.480408,-0.027296,0.011497,0.009760,0.031185,2:104.8143:-3961765.5299:3349009.2468:3698311.4804:-0.0273:0.0115:0.0098:0.0312|3:105.5284:-3961765.4954:3349009.2358:3698311.4563:0.0072:0.0005:-0.0143:0.0160|4:109.6648:-3961765.4753:3349009.2238:3698311.4609:0.0273:-0.0115:-0.0098:0.0312,1,42,0.770607,2.761865,0.004443,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
22,2324,177004.400,0,1,1,4,22,88.041489,2.000000,172.172606,0.565803,2.082901,60,0,0,nan,nan,nan,nan,0,0,1,2,88.041489,-3961765.500208,3349009.238598,3698311.457009,0.007175,0.000538,-0.014325,0.016031,2:88.0415:-3961765.5002:3349009.2386:3698311.4570:0.0072:0.0005:-0.0143:0.0160|3:88.2058:-3961765.5347:3349009.2496:3698311.4811:-0.0273:0.0115:0.0098:0.0312|4:91.3607:-3961765.4801:3349009.2266:3698311.4616:0.0273:-0.0115:-0.0098:0.0312,1,4,22,88.041489,2.000000,172.172606,0.565803,2.082901,60,0,0,nan,nan,nan,nan,0,0,1,2,88.041489,-3961765.500208,3349009.238598,3698311.457009,0.007175,0.000538,-0.014325,0.016031,2:88.0415:-3961765.5002:3349009.2386:3698311.4570:0.0072:0.0005:-0.0143:0.0160|3:88.2058:-3961765.5347:3349009.2496:3698311.4811:-0.0273:0.0115:0.0098:0.0312|4:91.3607:-3961765.4801:3349009.2266:3698311.4616:0.0273:-0.0115:-0.0098:0.0312,1,42,0.770601,2.832182,0.005576,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
