epoch_index,gps_week,tow,exact_base,interpolated_base,initial_valid,initial_status,initial_sats,initial_ratio,initial_pdop,initial_baseline_m,initial_residual_rms,initial_residual_abs_max,initial_update_rows,initial_suppressed_outliers,initial_has_glonass_icb_diag,initial_glonass_icb_l1,initial_glonass_icb_l2,initial_glonass_icb_l1_sigma,initial_glonass_icb_l2_sigma,initial_glonass_icb_l1_rows,initial_glonass_icb_l2_rows,initial_has_alt_lambda,initial_alt_lambda_rank,initial_alt_lambda_cost_ratio,initial_alt_lambda_x,initial_alt_lambda_y,initial_alt_lambda_z,initial_alt_lambda_dx,initial_alt_lambda_dy,initial_alt_lambda_dz,initial_alt_lambda_dnorm,initial_alt_lambda_candidates,final_valid,final_status,final_sats,final_ratio,final_pdop,final_baseline_m,final_residual_rms,final_residual_abs_max,final_update_rows,final_suppressed_outliers,final_has_glonass_icb_diag,final_glonass_icb_l1,final_glonass_icb_l2,final_glonass_icb_l1_sigma,final_glonass_icb_l2_sigma,final_glonass_icb_l1_rows,final_glonass_icb_l2_rows,final_has_alt_lambda,final_alt_lambda_rank,final_alt_lambda_cost_ratio,final_alt_lambda_x,final_alt_lambda_y,final_alt_lambda_z,final_alt_lambda_dx,final_alt_lambda_dy,final_alt_lambda_dz,final_alt_lambda_dnorm,final_alt_lambda_candidates,spp_valid,spp_sats,spp_pdop,candidate_vs_spp_m,candidate_jump_m,last_output_dt_s,nonfixed_jump_guard_m,drift_from_fixed_m,height_from_fixed_m,dt_since_fixed_s,fixed_drift_guard_m,fixed_height_guard_m,spp_replacement_used,output_added,rejection_reason
10,2323,555722.000,1,0,1,4,28,5.538406,2.000000,9400.279486,0.461114,2.240414,64,0,0,nan,nan,nan,nan,0,0,1,2,5.538406,-3810226.559578,3567862.052681,3652911.492358,-0.021711,0.035053,0.010691,0.042595,2:5.5384:-3810226.5596:3567862.0527:3652911.4924:-0.0217:0.0351:0.0107:0.0426|3:6.0709:-3810226.5692:3567862.0368:3652911.4969:-0.0313:0.0192:0.0153:0.0397|4:6.1777:-3810226.5127:3567862.0084:3652911.4640:0.0252:-0.0092:-0.0177:0.0321,1,4,28,5.538406,2.000000,9400.279486,0.461114,2.240414,64,0,0,nan,nan,nan,nan,0,0,1,2,5.538406,-3810226.559578,3567862.052681,3652911.492358,-0.021711,0.035053,0.010691,0.042595,2:5.5384:-3810226.5596:3567862.0527:3652911.4924:-0.0217:0.0351:0.0107:0.0426|3:6.0709:-3810226.5692:3567862.0368:3652911.4969:-0.0313:0.0192:0.0153:0.0397|4:6.1777:-3810226.5127:3567862.0084:3652911.4640:0.0252:-0.0092:-0.0177:0.0321,1,29,1.038909,2.572759,0.010210,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
11,2323,555722.200,0,1,1,4,28,6.688500,2.000000,9400.281164,0.440408,2.477673,64,0,0,nan,nan,nan,nan,0,0,1,2,6.688500,-3810226.567950,3567862.050990,3652911.496997,-0.027454,0.027083,0.013934,0.041004,2:6.6885:-3810226.5680:3567862.0510:3652911.4970:-0.0275:0.0271:0.0139:0.0410|3:6.8751:-3810226.5433:3567862.0354:3652911.4890:-0.0028:0.0115:0.0060:0.0132|4:7.2838:-3810226.5377:3567862.0124:3652911.4771:0.0028:-0.0115:-0.0060:0.0132,1,4,28,6.688500,2.000000,9400.281164,0.440408,2.477673,64,0,0,nan,nan,nan,nan,0,0,1,2,6.688500,-3810226.567950,3567862.050990,3652911.496997,-0.027454,0.027083,0.013934,0.041004,2:6.6885:-3810226.5680:3567862.0510:3652911.4970:-0.0275:0.0271:0.0139:0.0410|3:6.8751:-3810226.5433:3567862.0354:3652911.4890:-0.0028:0.0115:0.0060:0.0132|4:7.2838:-3810226.5377:3567862.0124:3652911.4771:0.0028:-0.0115:-0.0060:0.0132,1,29,1.038899,2.568016,0.006949,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
12,2323,555722.400,0,1,1,4,28,12.809967,2.000000,9400.279824,0.425242,2.445959,64,0,0,nan,nan,nan,nan,0,0,1,2,12.809967,-3810226.545756,3567862.036521,3652911.489084,-0.002779,0.011466,0.005973,0.013224,2:12.8100:-3810226.5458:3567862.0365:3652911.4891:-0.0028:0.0115:0.0060:0.0132|3:13.4694:-3810226.5402:3567862.0136:3652911.4771:0.0028:-0.0115:-0.0060:0.0132|4:15.7107:-3810226.5574:3567862.0306:3652911.4918:-0.0144:0.0056:0.0087:0.0178,1,4,28,12.809967,2.000000,9400.279824,0.425242,2.445959,64,0,0,nan,nan,nan,nan,0,0,1,2,12.809967,-3810226.545756,3567862.036521,3652911.489084,-0.002779,0.011466,0.005973,0.013224,2:12.8100:-3810226.5458:3567862.0365:3652911.4891:-0.0028:0.0115:0.0060:0.0132|3:13.4694:-3810226.5402:3567862.0136:3652911.4771:0.0028:-0.0115:-0.0060:0.0132|4:15.7107:-3810226.5574:3567862.0306:3652911.4918:-0.0144:0.0056:0.0087:0.0178,1,29,1.038890,2.594901,0.002733,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
13,2323,555722.600,0,1,1,4,28,16.597726,2.000000,9400.279854,0.420443,2.504938,64,0,0,nan,nan,nan,nan,0,0,1,2,16.597726,-3810226.546506,3567862.036384,3652911.491467,-0.002779,0.011466,0.005973,0.013224,2:16.5977:-3810226.5465:3567862.0364:3652911.4915:-0.0028:0.0115:0.0060:0.0132|3:16.9910:-3810226.5409:3567862.0135:3652911.4795:0.0028:-0.0115:-0.0060:0.0132|4:17.3673:-3810226.5582:3567862.0305:3652911.4942:-0.0144:0.0056:0.0087:0.0178,1,4,28,16.597726,2.000000,9400.279854,0.420443,2.504938,64,0,0,nan,nan,nan,nan,0,0,1,2,16.597726,-3810226.546506,3567862.036384,3652911.491467,-0.002779,0.011466,0.005973,0.013224,2:16.5977:-3810226.5465:3567862.0364:3652911.4915:-0.0028:0.0115:0.0060:0.0132|3:16.9910:-3810226.5409:3567862.0135:3652911.4795:0.0028:-0.0115:-0.0060:0.0132|4:17.3673:-3810226.5582:3567862.0305:3652911.4942:-0.0144:0.0056:0.0087:0.0178,1,29,1.038880,2.619055,0.002502,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
14,2323,555722.800,0,1,1,4,28,19.917657,2.000000,9400.280219,0.427795,2.568676,64,0,0,nan,nan,nan,nan,0,0,1,2,19.917657,-3810226.553133,3567862.024053,3652911.499611,-0.011558,0.000887,0.015501,0.019356,2:19.9177:-3810226.5531:3567862.0241:3652911.4996:-0.0116:0.0009:0.0155:0.0194|3:20.1418:-3810226.5560:3567862.0287:3652911.4928:-0.0144:0.0056:0.0087:0.0178|4:20.6057:-3810226.5444:3567862.0346:3652911.4901:-0.0028:0.0115:0.0060:0.0132,1,4,28,19.917657,2.000000,9400.280219,0.427795,2.568676,64,0,0,nan,nan,nan,nan,0,0,1,2,19.917657,-3810226.553133,3567862.024053,3652911.499611,-0.011558,0.000887,0.015501,0.019356,2:19.9177:-3810226.5531:3567862.0241:3652911.4996:-0.0116:0.0009:0.0155:0.0194|3:20.1418:-3810226.5560:3567862.0287:3652911.4928:-0.0144:0.0056:0.0087:0.0178|4:20.6057:-3810226.5444:3567862.0346:3652911.4901:-0.0028:0.0115:0.0060:0.0132,1,29,1.038870,2.644361,0.003100,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
15,2323,555723.000,1,0,1,4,28,23.401094,2.000000,9400.282113,0.426087,2.536640,64,0,0,nan,nan,nan,nan,0,0,1,2,23.401094,-3810226.546562,3567862.020018,3652911.495647,-0.011558,0.000888,0.015501,0.019356,2:23.4011:-3810226.5466:3567862.0200:3652911.4956:-0.0116:0.0009:0.0155:0.0194|3:23.7964:-3810226.5494:3567862.0247:3652911.4889:-0.0144:0.0056:0.0087:0.0178|4:25.5620:-3810226.5378:3567862.0306:3652911.4861:-0.0028:0.0115:0.0060:0.0132,1,4,28,23.401094,2.000000,9400.282113,0.426087,2.536640,64,0,0,nan,nan,nan,nan,0,0,1,2,23.401094,-3810226.546562,3567862.020018,3652911.495647,-0.011558,0.000888,0.015501,0.019356,2:23.4011:-3810226.5466:3567862.0200:3652911.4956:-0.0116:0.0009:0.0155:0.0194|3:23.7964:-3810226.5494:3567862.0247:3652911.4889:-0.0144:0.0056:0.0087:0.0178|4:25.5620:-3810226.5378:3567862.0306:3652911.4861:-0.0028:0.0115:0.0060:0.0132,1,29,1.038861,2.617739,0.008671,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
16,2323,555723.200,0,1,1,4,28,19.681664,2.000000,9400.280433,0.416647,2.453332,64,0,0,nan,nan,nan,nan,0,0,1,2,19.681664,-3810226.553272,3567862.024621,3652911.499685,-0.011558,0.000889,0.015500,0.019356,2:19.6817:-3810226.5533:3567862.0246:3652911.4997:-0.0116:0.0009:0.0155:0.0194|3:20.3541:-3810226.5562:3567862.0293:3652911.4929:-0.0144:0.0056:0.0087:0.0178|4:21.7403:-3810226.5547:3567862.0452:3652911.4894:-0.0130:0.0215:0.0052:0.0257,1,4,28,19.681664,2.000000,9400.280433,0.416647,2.453332,64,0,0,nan,nan,nan,nan,0,0,1,2,19.681664,-3810226.553272,3567862.024621,3652911.499685,-0.011558,0.000889,0.015500,0.019356,2:19.6817:-3810226.5533:3567862.0246:3652911.4997:-0.0116:0.0009:0.0155:0.0194|3:20.3541:-3810226.5562:3567862.0293:3652911.4929:-0.0144:0.0056:0.0087:0.0178|4:21.7403:-3810226.5547:3567862.0452:3652911.4894:-0.0130:0.0215:0.0052:0.0257,1,29,1.038851,2.630704,0.009084,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
17,2323,555723.400,0,1,1,4,28,18.248500,2.000000,9400.280335,0.423190,2.433045,64,0,0,nan,nan,nan,nan,0,0,1,2,18.248500,-3810226.557363,3567862.030283,3652911.494052,-0.014439,0.005566,0.008721,0.017763,2:18.2485:-3810226.5574:3567862.0303:3652911.4941:-0.0144:0.0056:0.0087:0.0178|3:18.3139:-3810226.5545:3567862.0256:3652911.5008:-0.0116:0.0009:0.0155:0.0194|4:20.1594:-3810226.5559:3567862.0462:3652911.4905:-0.0130:0.0215:0.0052:0.0257,1,4,28,18.248500,2.000000,9400.280335,0.423190,2.433045,64,0,0,nan,nan,nan,nan,0,0,1,2,18.248500,-3810226.557363,3567862.030283,3652911.494052,-0.014439,0.005566,0.008721,0.017763,2:18.2485:-3810226.5574:3567862.0303:3652911.4941:-0.0144:0.0056:0.0087:0.0178|3:18.3139:-3810226.5545:3567862.0256:3652911.5008:-0.0116:0.0009:0.0155:0.0194|4:20.1594:-3810226.5559:3567862.0462:3652911.4905:-0.0130:0.0215:0.0052:0.0257,1,29,1.038842,2.644916,0.001937,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
18,2323,555723.600,0,1,1,4,28,18.662557,2.000000,9400.280100,0.413784,2.296587,64,0,0,nan,nan,nan,nan,0,0,1,2,18.662557,-3810226.557662,3567862.030817,3652911.493083,-0.014439,0.005566,0.008721,0.017763,2:18.6626:-3810226.5577:3567862.0308:3652911.4931:-0.0144:0.0056:0.0087:0.0178|3:18.7250:-3810226.5548:3567862.0261:3652911.4999:-0.0116:0.0009:0.0155:0.0194|4:20.2806:-3810226.5562:3567862.0468:3652911.4896:-0.0130:0.0215:0.0052:0.0257,1,4,28,18.662557,2.000000,9400.280100,0.413784,2.296587,64,0,0,nan,nan,nan,nan,0,0,1,2,18.662557,-3810226.557662,3567862.030817,3652911.493083,-0.014439,0.005566,0.008721,0.017763,2:18.6626:-3810226.5577:3567862.0308:3652911.4931:-0.0144:0.0056:0.0087:0.0178|3:18.7250:-3810226.5548:3567862.0261:3652911.4999:-0.0116:0.0009:0.0155:0.0194|4:20.2806:-3810226.5562:3567862.0468:3652911.4896:-0.0130:0.0215:0.0052:0.0257,1,29,1.038832,2.653619,0.001146,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
19,2323,555723.800,0,1,1,4,28,20.258308,2.000000,9400.281320,0.414878,2.201179,64,0,0,nan,nan,nan,nan,0,0,1,2,20.258308,-3810226.554153,3567862.028675,3652911.491654,-0.014439,0.005566,0.008722,0.017763,2:20.2583:-3810226.5542:3567862.0287:3652911.4917:-0.0144:0.0056:0.0087:0.0178|3:20.4171:-3810226.5513:3567862.0240:3652911.4984:-0.0116:0.0009:0.0155:0.0194|4:22.1604:-3810226.5527:3567862.0446:3652911.4881:-0.0130:0.0215:0.0052:0.0257,1,4,28,20.258308,2.000000,9400.281320,0.414878,2.201179,64,0,0,nan,nan,nan,nan,0,0,1,2,20.258308,-3810226.554153,3567862.028675,3652911.491654,-0.014439,0.005566,0.008722,0.017763,2:20.2583:-3810226.5542:3567862.0287:3652911.4917:-0.0144:0.0056:0.0087:0.0178|3:20.4171:-3810226.5513:3567862.0240:3652911.4984:-0.0116:0.0009:0.0155:0.0194|4:22.1604:-3810226.5527:3567862.0446:3652911.4881:-0.0130:0.0215:0.0052:0.0257,1,29,1.038822,2.667365,0.004353,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
20,2323,555724.000,1,0,1,4,28,24.902208,2.000000,9400.282058,0.415400,2.076128,64,0,0,nan,nan,nan,nan,0,0,1,2,24.902208,-3810226.546284,3567862.019427,3652911.495791,-0.011558,0.000892,0.015500,0.019355,2:24.9022:-3810226.5463:3567862.0194:3652911.4958:-0.0116:0.0009:0.0155:0.0194|3:25.3694:-3810226.5492:3567862.0241:3652911.4890:-0.0144:0.0056:0.0087:0.0178|4:27.4405:-3810226.5477:3567862.0400:3652911.4855:-0.0130:0.0215:0.0052:0.0257,1,4,28,24.902208,2.000000,9400.282058,0.415400,2.076128,64,0,0,nan,nan,nan,nan,0,0,1,2,24.902208,-3810226.546284,3567862.019427,3652911.495791,-0.011558,0.000892,0.015500,0.019355,2:24.9022:-3810226.5463:3567862.0194:3652911.4958:-0.0116:0.0009:0.0155:0.0194|3:25.3694:-3810226.5492:3567862.0241:3652911.4890:-0.0144:0.0056:0.0087:0.0178|4:27.4405:-3810226.5477:3567862.0400:3652911.4855:-0.0130:0.0215:0.0052:0.0257,1,29,1.038813,2.628483,0.007265,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
21,2323,555724.200,0,1,1,4,28,20.882313,2.000000,9400.280910,0.403727,2.123779,64,0,0,nan,nan,nan,nan,0,0,1,2,20.882313,-3810226.554773,3567862.028938,3652911.491452,-0.014439,0.005566,0.008723,0.017763,2:20.8823:-3810226.5548:3567862.0289:3652911.4915:-0.0144:0.0056:0.0087:0.0178|3:21.0170:-3810226.5519:3567862.0243:3652911.4982:-0.0116:0.0009:0.0155:0.0194|4:22.6835:-3810226.5533:3567862.0449:3652911.4879:-0.0130:0.0215:0.0052:0.0257,1,4,28,20.882313,2.000000,9400.280910,0.403727,2.123779,64,0,0,nan,nan,nan,nan,0,0,1,2,20.882313,-3810226.554773,3567862.028938,3652911.491452,-0.014439,0.005566,0.008723,0.017763,2:20.8823:-3810226.5548:3567862.0289:3652911.4915:-0.0144:0.0056:0.0087:0.0178|3:21.0170:-3810226.5519:3567862.0243:3652911.4982:-0.0116:0.0009:0.0155:0.0194|4:22.6835:-3810226.5533:3567862.0449:3652911.4879:-0.0130:0.0215:0.0052:0.0257,1,29,1.038803,2.660756,0.007797,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
22,2323,555724.400,0,1,1,4,28,18.984156,2.000000,9400.280317,0.403576,2.224991,64,0,0,nan,nan,nan,nan,0,0,1,2,18.984156,-3810226.556879,3567862.030324,3652911.492604,-0.014439,0.005566,0.008723,0.017764,2:18.9842:-3810226.5569:3567862.0303:3652911.4926:-0.0144:0.0056:0.0087:0.0178|3:19.2207:-3810226.5540:3567862.0257:3652911.4994:-0.0116:0.0009:0.0155:0.0194|4:20.7256:-3810226.5555:3567862.0463:3652911.4891:-0.0130:0.0215:0.0052:0.0257,1,4,28,18.984156,2.000000,9400.280317,0.403576,2.224991,64,0,0,nan,nan,nan,nan,0,0,1,2,18.984156,-3810226.556879,3567862.030324,3652911.492604,-0.014439,0.005566,0.008723,0.017764,2:18.9842:-3810226.5569:3567862.0303:3652911.4926:-0.0144:0.0056:0.0087:0.0178|3:19.2207:-3810226.5540:3567862.0257:3652911.4994:-0.0116:0.0009:0.0155:0.0194|4:20.7256:-3810226.5555:3567862.0463:3652911.4891:-0.0130:0.0215:0.0052:0.0257,1,29,1.038794,2.656236,0.002772,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
