epoch_index,gps_week,tow,exact_base,interpolated_base,initial_valid,initial_status,initial_sats,initial_ratio,initial_pdop,initial_baseline_m,initial_residual_rms,initial_residual_abs_max,initial_update_rows,initial_suppressed_outliers,initial_has_glonass_icb_diag,initial_glonass_icb_l1,initial_glonass_icb_l2,initial_glonass_icb_l1_sigma,initial_glonass_icb_l2_sigma,initial_glonass_icb_l1_rows,initial_glonass_icb_l2_rows,initial_has_alt_lambda,initial_alt_lambda_rank,initial_alt_lambda_cost_ratio,initial_alt_lambda_x,initial_alt_lambda_y,initial_alt_lambda_z,initial_alt_lambda_dx,initial_alt_lambda_dy,initial_alt_lambda_dz,initial_alt_lambda_dnorm,initial_alt_lambda_candidates,final_valid,final_status,final_sats,final_ratio,final_pdop,final_baseline_m,final_residual_rms,final_residual_abs_max,final_update_rows,final_suppressed_outliers,final_has_glonass_icb_diag,final_glonass_icb_l1,final_glonass_icb_l2,final_glonass_icb_l1_sigma,final_glonass_icb_l2_sigma,final_glonass_icb_l1_rows,final_glonass_icb_l2_rows,final_has_alt_lambda,final_alt_lambda_rank,final_alt_lambda_cost_ratio,final_alt_lambda_x,final_alt_lambda_y,final_alt_lambda_z,final_alt_lambda_dx,final_alt_lambda_dy,final_alt_lambda_dz,final_alt_lambda_dnorm,final_alt_lambda_candidates,spp_valid,spp_sats,spp_pdop,candidate_vs_spp_m,candidate_jump_m,last_output_dt_s,nonfixed_jump_guard_m,drift_from_fixed_m,height_from_fixed_m,dt_since_fixed_s,fixed_drift_guard_m,fixed_height_guard_m,spp_replacement_used,output_added,rejection_reason
10,2325,550382.000,1,0,1,4,23,5.625736,2.000000,9384.610659,0.770582,2.363133,50,0,0,nan,nan,nan,nan,0,0,1,2,5.625736,-3810241.935719,3567866.668688,3652891.093287,-0.028842,0.029093,0.015287,0.043726,2:5.6257:-3810241.9357:3567866.6687:3652891.0933:-0.0288:0.0291:0.0153:0.0437|3:6.1584:-3810242.0241:3567866.3428:3652890.2693:-0.1172:-0.2968:-0.8087:0.8694|4:6.2111:-3810241.8908:3567866.6189:3652891.0644:0.0160:-0.0207:-0.0136:0.0295,1,4,23,5.625736,2.000000,9384.610659,0.770582,2.363133,50,0,0,nan,nan,nan,nan,0,0,1,2,5.625736,-3810241.935719,3567866.668688,3652891.093287,-0.028842,0.029093,0.015287,0.043726,2:5.6257:-3810241.9357:3567866.6687:3652891.0933:-0.0288:0.0291:0.0153:0.0437|3:6.1584:-3810242.0241:3567866.3428:3652890.2693:-0.1172:-0.2968:-0.8087:0.8694|4:6.2111:-3810241.8908:3567866.6189:3652891.0644:0.0160:-0.0207:-0.0136:0.0295,1,25,1.195571,4.313811,0.006414,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
11,2325,550382.200,0,1,1,4,23,4.295562,2.000000,9384.618254,0.770390,2.178069,50,0,0,nan,nan,nan,nan,0,0,1,2,4.295562,-3810241.877835,3567866.613531,3652891.072715,0.042182,-0.052178,-0.019104,0.069763,2:4.2956:-3810241.8778:3567866.6135:3652891.0727:0.0422:-0.0522:-0.0191:0.0698|3:6.1609:-3810241.9038:3567866.5848:3652891.0599:0.0162:-0.0809:-0.0319:0.0885|4:6.4788:-3810241.9437:3567866.7117:3652891.1138:-0.0237:0.0459:0.0220:0.0562,1,4,23,4.295562,2.000000,9384.618254,0.770390,2.178069,50,0,0,nan,nan,nan,nan,0,0,1,2,4.295562,-3810241.877835,3567866.613531,3652891.072715,0.042182,-0.052178,-0.019104,0.069763,2:4.2956:-3810241.8778:3567866.6135:3652891.0727:0.0422:-0.0522:-0.0191:0.0698|3:6.1609:-3810241.9038:3567866.5848:3652891.0599:0.0162:-0.0809:-0.0319:0.0885|4:6.4788:-3810241.9437:3567866.7117:3652891.1138:-0.0237:0.0459:0.0220:0.0562,1,25,1.195571,4.234099,0.032335,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
12,2325,550382.400,0,1,1,4,23,13.317148,2.000000,9384.617989,0.773255,2.225046,50,0,0,nan,nan,nan,nan,0,0,1,2,13.317148,-3810241.935465,3567866.682603,3652891.105069,-0.011959,0.013685,0.010567,0.021023,2:13.3171:-3810241.9355:3567866.6826:3652891.1051:-0.0120:0.0137:0.0106:0.0210|3:13.5773:-3810241.9472:3567866.7149:3652891.1165:-0.0237:0.0459:0.0220:0.0562|4:13.6494:-3810241.9115:3567866.6552:3652891.0839:0.0120:-0.0137:-0.0106:0.0210,1,4,23,13.317148,2.000000,9384.617989,0.773255,2.225046,50,0,0,nan,nan,nan,nan,0,0,1,2,13.317148,-3810241.935465,3567866.682603,3652891.105069,-0.011959,0.013685,0.010567,0.021023,2:13.3171:-3810241.9355:3567866.6826:3652891.1051:-0.0120:0.0137:0.0106:0.0210|3:13.5773:-3810241.9472:3567866.7149:3652891.1165:-0.0237:0.0459:0.0220:0.0562|4:13.6494:-3810241.9115:3567866.6552:3652891.0839:0.0120:-0.0137:-0.0106:0.0210,1,25,1.195570,4.309467,0.005446,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
13,2325,550382.600,0,1,1,4,23,17.246569,2.000000,9384.618252,0.756126,2.263933,50,0,0,nan,nan,nan,nan,0,0,1,2,17.246569,-3810241.936656,3567866.684327,3652891.106046,-0.011959,0.013685,0.010567,0.021023,2:17.2466:-3810241.9367:3567866.6843:3652891.1060:-0.0120:0.0137:0.0106:0.0210|3:17.3626:-3810241.9127:3567866.6570:3652891.0849:0.0120:-0.0137:-0.0106:0.0210|4:20.2179:-3810241.9472:3567866.6912:3652891.1070:-0.0225:0.0206:0.0115:0.0326,1,4,23,17.246569,2.000000,9384.618252,0.756126,2.263933,50,0,0,nan,nan,nan,nan,0,0,1,2,17.246569,-3810241.936656,3567866.684327,3652891.106046,-0.011959,0.013685,0.010567,0.021023,2:17.2466:-3810241.9367:3567866.6843:3652891.1060:-0.0120:0.0137:0.0106:0.0210|3:17.3626:-3810241.9127:3567866.6570:3652891.0849:0.0120:-0.0137:-0.0106:0.0210|4:20.2179:-3810241.9472:3567866.6912:3652891.1070:-0.0225:0.0206:0.0115:0.0326,1,25,1.195570,4.432223,0.002312,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
14,2325,550382.800,0,1,1,4,23,18.967047,2.000000,9384.618459,0.758677,2.252637,50,0,0,nan,nan,nan,nan,0,0,1,2,18.967047,-3810241.910527,3567866.654906,3652891.083376,0.011959,-0.013685,-0.010567,0.021023,2:18.9670:-3810241.9105:3567866.6549:3652891.0834:0.0120:-0.0137:-0.0106:0.0210|3:19.0952:-3810241.9344:3567866.6823:3652891.1045:-0.0120:0.0137:0.0106:0.0210|4:21.1967:-3810241.9450:3567866.6892:3652891.1055:-0.0225:0.0206:0.0115:0.0326,1,4,23,18.967047,2.000000,9384.618459,0.758677,2.252637,50,0,0,nan,nan,nan,nan,0,0,1,2,18.967047,-3810241.910527,3567866.654906,3652891.083376,0.011959,-0.013685,-0.010567,0.021023,2:18.9670:-3810241.9105:3567866.6549:3652891.0834:0.0120:-0.0137:-0.0106:0.0210|3:19.0952:-3810241.9344:3567866.6823:3652891.1045:-0.0120:0.0137:0.0106:0.0210|4:21.1967:-3810241.9450:3567866.6892:3652891.1055:-0.0225:0.0206:0.0115:0.0326,1,25,1.195569,4.407914,0.003384,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
15,2325,550383.000,1,0,1,4,23,17.329319,2.000000,9384.618618,0.763283,2.313651,50,0,0,nan,nan,nan,nan,0,0,1,2,17.329319,-3810241.906467,3567866.650586,3652891.080818,0.011959,-0.013685,-0.010567,0.021022,2:17.3293:-3810241.9065:3567866.6506:3652891.0808:0.0120:-0.0137:-0.0106:0.0210|3:17.4078:-3810241.9304:3567866.6780:3652891.1020:-0.0120:0.0137:0.0106:0.0210|4:18.8894:-3810241.9409:3567866.6849:3652891.1029:-0.0225:0.0206:0.0115:0.0326,1,4,23,17.329319,2.000000,9384.618618,0.763283,2.313651,50,0,0,nan,nan,nan,nan,0,0,1,2,17.329319,-3810241.906467,3567866.650586,3652891.080818,0.011959,-0.013685,-0.010567,0.021022,2:17.3293:-3810241.9065:3567866.6506:3652891.0808:0.0120:-0.0137:-0.0106:0.0210|3:17.4078:-3810241.9304:3567866.6780:3652891.1020:-0.0120:0.0137:0.0106:0.0210|4:18.8894:-3810241.9409:3567866.6849:3652891.1029:-0.0225:0.0206:0.0115:0.0326,1,25,1.195569,4.345616,0.006457,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
16,2325,550383.200,0,1,1,4,23,21.864381,2.000000,9384.617494,0.746185,2.264781,50,0,0,nan,nan,nan,nan,0,0,1,2,21.864381,-3810241.935150,3567866.681408,3652891.104715,-0.011958,0.013685,0.010567,0.021022,2:21.8644:-3810241.9352:3567866.6814:3652891.1047:-0.0120:0.0137:0.0106:0.0210|3:21.9811:-3810241.9112:3567866.6540:3652891.0836:0.0120:-0.0137:-0.0106:0.0210|4:23.6666:-3810241.9457:3567866.6883:3652891.1057:-0.0225:0.0206:0.0115:0.0326,1,4,23,21.864381,2.000000,9384.617494,0.746185,2.264781,50,0,0,nan,nan,nan,nan,0,0,1,2,21.864381,-3810241.935150,3567866.681408,3652891.104715,-0.011958,0.013685,0.010567,0.021022,2:21.8644:-3810241.9352:3567866.6814:3652891.1047:-0.0120:0.0137:0.0106:0.0210|3:21.9811:-3810241.9112:3567866.6540:3652891.0836:0.0120:-0.0137:-0.0106:0.0210|4:23.6666:-3810241.9457:3567866.6883:3652891.1057:-0.0225:0.0206:0.0115:0.0326,1,25,1.195569,4.313444,0.006502,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
17,2325,550383.400,0,1,1,4,23,21.635595,2.000000,9384.617817,0.745013,2.308346,50,0,0,nan,nan,nan,nan,0,0,1,2,21.635595,-3810241.937575,3567866.685153,3652891.105534,-0.011958,0.013684,0.010567,0.021022,2:21.6356:-3810241.9376:3567866.6852:3652891.1055:-0.0120:0.0137:0.0106:0.0210|3:22.1065:-3810241.9137:3567866.6578:3652891.0844:0.0120:-0.0137:-0.0106:0.0210|4:23.3329:-3810241.9481:3567866.6921:3652891.1065:-0.0225:0.0206:0.0115:0.0326,1,4,23,21.635595,2.000000,9384.617817,0.745013,2.308346,50,0,0,nan,nan,nan,nan,0,0,1,2,21.635595,-3810241.937575,3567866.685153,3652891.105534,-0.011958,0.013684,0.010567,0.021022,2:21.6356:-3810241.9376:3567866.6852:3652891.1055:-0.0120:0.0137:0.0106:0.0210|3:22.1065:-3810241.9137:3567866.6578:3652891.0844:0.0120:-0.0137:-0.0106:0.0210|4:23.3329:-3810241.9481:3567866.6921:3652891.1065:-0.0225:0.0206:0.0115:0.0326,1,25,1.195568,4.274107,0.004536,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
18,2325,550383.600,0,1,1,4,23,19.561162,2.000000,9384.618288,0.717468,2.162242,50,0,0,nan,nan,nan,nan,0,0,1,2,19.561162,-3810241.912136,3567866.656714,3652891.083841,0.011958,-0.013684,-0.010567,0.021022,2:19.5612:-3810241.9121:3567866.6567:3652891.0838:0.0120:-0.0137:-0.0106:0.0210|3:19.7732:-3810241.9361:3567866.6841:3652891.1050:-0.0120:0.0137:0.0106:0.0210|4:20.8040:-3810241.9466:3567866.6910:3652891.1059:-0.0225:0.0206:0.0115:0.0326,1,4,23,19.561162,2.000000,9384.618288,0.717468,2.162242,50,0,0,nan,nan,nan,nan,0,0,1,2,19.561162,-3810241.912136,3567866.656714,3652891.083841,0.011958,-0.013684,-0.010567,0.021022,2:19.5612:-3810241.9121:3567866.6567:3652891.0838:0.0120:-0.0137:-0.0106:0.0210|3:19.7732:-3810241.9361:3567866.6841:3652891.1050:-0.0120:0.0137:0.0106:0.0210|4:20.8040:-3810241.9466:3567866.6910:3652891.1059:-0.0225:0.0206:0.0115:0.0326,1,25,1.195568,4.311008,0.001943,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
19,2325,550383.800,0,1,1,4,23,21.420321,2.000000,9384.617776,0.708813,2.240670,50,0,0,nan,nan,nan,nan,0,0,1,2,21.420321,-3810241.911352,3567866.655527,3652891.082131,0.011958,-0.013684,-0.010567,0.021022,2:21.4203:-3810241.9114:3567866.6555:3652891.0821:0.0120:-0.0137:-0.0106:0.0210|3:21.4828:-3810241.9353:3567866.6829:3652891.1033:-0.0120:0.0137:0.0106:0.0210|4:22.2676:-3810241.9458:3567866.6898:3652891.1042:-0.0225:0.0206:0.0115:0.0326,1,4,23,21.420321,2.000000,9384.617776,0.708813,2.240670,50,0,0,nan,nan,nan,nan,0,0,1,2,21.420321,-3810241.911352,3567866.655527,3652891.082131,0.011958,-0.013684,-0.010567,0.021022,2:21.4203:-3810241.9114:3567866.6555:3652891.0821:0.0120:-0.0137:-0.0106:0.0210|3:21.4828:-3810241.9353:3567866.6829:3652891.1033:-0.0120:0.0137:0.0106:0.0210|4:22.2676:-3810241.9458:3567866.6898:3652891.1042:-0.0225:0.0206:0.0115:0.0326,1,25,1.195567,4.139124,0.002225,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
20,2325,550384.000,1,0,1,4,23,17.117841,2.000000,9384.617981,0.704663,2.355369,50,0,0,nan,nan,nan,nan,0,0,1,2,17.117841,-3810241.904373,3567866.647564,3652891.078485,0.011958,-0.013684,-0.010567,0.021021,2:17.1178:-3810241.9044:3567866.6476:3652891.0785:0.0120:-0.0137:-0.0106:0.0210|3:17.5168:-3810241.9283:3567866.6749:3652891.0996:-0.0120:0.0137:0.0106:0.0210|4:17.6200:-3810241.9388:3567866.6819:3652891.1006:-0.0225:0.0206:0.0115:0.0326,1,4,23,17.117841,2.000000,9384.617981,0.704663,2.355369,50,0,0,nan,nan,nan,nan,0,0,1,2,17.117841,-3810241.904373,3567866.647564,3652891.078485,0.011958,-0.013684,-0.010567,0.021021,2:17.1178:-3810241.9044:3567866.6476:3652891.0785:0.0120:-0.0137:-0.0106:0.0210|3:17.5168:-3810241.9283:3567866.6749:3652891.0996:-0.0120:0.0137:0.0106:0.0210|4:17.6200:-3810241.9388:3567866.6819:3652891.1006:-0.0225:0.0206:0.0115:0.0326,1,25,1.195567,4.016908,0.011199,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
21,2325,550384.200,0,1,1,4,23,24.326505,2.000000,9384.616715,0.711846,2.323895,50,0,0,nan,nan,nan,nan,0,0,1,2,24.326505,-3810241.936281,3567866.681903,3652891.104206,-0.011957,0.013684,0.010567,0.021021,2:24.3265:-3810241.9363:3567866.6819:3652891.1042:-0.0120:0.0137:0.0106:0.0210|3:24.4927:-3810241.9124:3567866.6545:3652891.0831:0.0120:-0.0137:-0.0106:0.0210|4:25.0748:-3810241.9468:3567866.6888:3652891.1052:-0.0225:0.0206:0.0115:0.0326,1,4,23,24.326505,2.000000,9384.616715,0.711846,2.323895,50,0,0,nan,nan,nan,nan,0,0,1,2,24.326505,-3810241.936281,3567866.681903,3652891.104206,-0.011957,0.013684,0.010567,0.021021,2:24.3265:-3810241.9363:3567866.6819:3652891.1042:-0.0120:0.0137:0.0106:0.0210|3:24.4927:-3810241.9124:3567866.6545:3652891.0831:0.0120:-0.0137:-0.0106:0.0210|4:25.0748:-3810241.9468:3567866.6888:3652891.1052:-0.0225:0.0206:0.0115:0.0326,1,26,1.170954,4.564468,0.011555,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
22,2325,550384.400,0,1,1,4,23,23.975369,2.000000,9384.617652,0.705679,2.165932,50,0,0,nan,nan,nan,nan,0,0,1,2,23.975369,-3810241.936420,3567866.683485,3652891.104895,-0.011957,0.013683,0.010567,0.021021,2:23.9754:-3810241.9364:3567866.6835:3652891.1049:-0.0120:0.0137:0.0106:0.0210|3:24.2063:-3810241.9125:3567866.6561:3652891.0838:0.0120:-0.0137:-0.0106:0.0210|4:24.6758:-3810241.9470:3567866.6904:3652891.1059:-0.0225:0.0206:0.0115:0.0326,1,4,23,23.975369,2.000000,9384.617652,0.705679,2.165932,50,0,0,nan,nan,nan,nan,0,0,1,2,23.975369,-3810241.936420,3567866.683485,3652891.104895,-0.011957,0.013683,0.010567,0.021021,2:23.9754:-3810241.9364:3567866.6835:3652891.1049:-0.0120:0.0137:0.0106:0.0210|3:24.2063:-3810241.9125:3567866.6561:3652891.0838:0.0120:-0.0137:-0.0106:0.0210|4:24.6758:-3810241.9470:3567866.6904:3652891.1059:-0.0225:0.0206:0.0115:0.0326,1,26,1.170950,4.522263,0.001732,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
