city,run,epoch,gps_tow,sat_count,los_count,nlos_count,reflection_count,excess_delay_m_max,excess_delay_m_p90
tokyo,run1,8760,189223.79999899864,10,8,2,10,15.781705223023891,15.781705223023891
tokyo,run1,8820,189235.79999899864,11,11,0,11,47.180140752345324,47.180140752345324
tokyo,run1,8880,189247.79999899864,9,9,0,0,0.0,0.0
tokyo,run1,8940,189259.79999995232,18,15,3,18,19.353196494281292,19.353196494281292
tokyo,run1,9000,189288.0,6,6,0,0,0.0,0.0
tokyo,run1,9060,189300.0,13,13,0,13,7.69342926889658,7.69342926889658
tokyo,run1,9120,189312.0,12,12,0,0,0.0,0.0
tokyo,run1,9180,189324.0,12,12,0,0,0.0,0.0
tokyo,run1,9240,189336.0,12,12,0,0,0.0,0.0
tokyo,run1,9300,189348.0,14,13,1,0,0.0,0.0
tokyo,run1,9360,189360.0,13,12,1,0,0.0,0.0
tokyo,run1,9420,189372.0,14,12,2,0,0.0,0.0
tokyo,run1,9480,189384.0,12,11,1,0,0.0,0.0
tokyo,run1,9540,189396.0,10,10,0,0,0.0,0.0
tokyo,run1,9600,189408.0,11,10,1,0,0.0,0.0
tokyo,run1,9660,189420.0,13,13,0,0,0.0,0.0
tokyo,run1,9720,189432.0,18,17,1,18,2.932416144758463,2.932416144758463
tokyo,run1,9780,189444.0,18,17,1,18,39.74071725457907,39.74071725457907
tokyo,run1,9840,189456.0,18,17,1,18,7.855821385979652,7.855821385979652
tokyo,run1,9900,189468.0,19,18,1,19,7.841443881392479,7.841443881392479
tokyo,run1,9960,189480.0,18,17,1,18,7.827060543000698,7.827060543000698
tokyo,run1,10020,189492.0,18,18,0,18,7.812671415507793,7.812671415507793
tokyo,run1,10080,189504.0,17,17,0,17,7.7982765622437,7.7982765622437
tokyo,run1,10140,189516.0,18,18,0,18,7.783876020461321,7.783876020461321
tokyo,run1,10200,189528.0,17,17,0,17,7.695484112948179,7.695484112948179
tokyo,run1,10260,189540.0,15,15,0,0,0.0,0.0
tokyo,run1,10320,189552.0,13,13,0,0,0.0,0.0
tokyo,run1,10380,189564.0,13,12,1,13,38.44568679109216,38.44568679109216
tokyo,run1,10440,189576.0,13,13,0,0,0.0,0.0
tokyo,run1,10500,189588.0,17,17,0,0,0.0,0.0
tokyo,run1,10560,189600.0,17,17,0,0,0.0,0.0
tokyo,run1,10620,189612.0,12,12,0,0,0.0,0.0
tokyo,run1,10680,189624.0,13,12,1,13,22.83846489712596,22.83846489712596
tokyo,run1,10740,189636.0,19,18,1,19,19.551779314875603,19.551779314875603
tokyo,run1,10800,189648.0,18,17,1,0,0.0,0.0
tokyo,run1,10860,189660.0,18,18,0,18,149.17395405471325,149.17395405471325
tokyo,run1,10920,189672.0,19,17,2,0,0.0,0.0
tokyo,run1,10980,189684.0,15,10,5,15,33.36894252151251,33.36894252151251
tokyo,run1,11040,189696.0,16,14,2,16,16.66536796465516,16.66536796465516
tokyo,run1,11100,189708.0,13,13,0,13,49.248414274305105,49.248414274305105
tokyo,run1,11160,189720.0,15,14,1,15,40.96992717683315,40.96992717683315
tokyo,run1,11220,189732.0,14,14,0,0,0.0,0.0
tokyo,run1,11280,189744.0,17,14,3,17,37.36421624198556,37.36421624198556
tokyo,run1,11340,189756.0,17,17,0,0,0.0,0.0
tokyo,run1,11400,189768.0,20,20,0,0,0.0,0.0
tokyo,run1,11460,189780.0,20,20,0,0,0.0,0.0
tokyo,run1,11520,189792.0,18,18,0,0,0.0,0.0
tokyo,run1,11580,189804.0,19,19,0,0,0.0,0.0
tokyo,run1,11640,189816.0,21,21,0,0,0.0,0.0
tokyo,run1,11700,189828.0,20,19,1,20,23.923440881073475,23.923440881073475
tokyo,run1,11760,189840.0,19,19,0,0,0.0,0.0
tokyo,run1,11820,189852.0,20,20,0,20,37.259608905762434,37.259608905762434
