city,run,epoch,gps_tow,sat_count,los_count,nlos_count,nlos_at_high_elev_count,elev_deg_p50,elev_deg_max,eff_db_p10,eff_db_p25,eff_db_p50,eff_db_p75,eff_db_p90,eff_db_max,eff_db_mean,usable_count,marginal_count,gain_db_mean
nagoya,run2,180,555756.0,19,19,0,0,37.229694035579705,69.68584020583015,-12.167025140622599,-8.094965807732532,-4.352873974911251,-2.387569531463752,-1.5145015902402355,-0.5528308018213794,-6.7591129854354435,7,15,-6.7591129854354435
nagoya,run2,185,555757.0,19,19,0,0,37.236380966939194,69.68032127899784,-12.169066887463956,-8.094988050637877,-4.3515436781146155,-2.3876503576106085,-1.5143834621925834,-0.5531402188983376,-6.759543179756262,7,15,-6.759543179756262
nagoya,run2,190,555758.0,20,20,0,0,36.10449930370608,69.67479952624142,-13.797473639589336,-9.472016660978145,-4.5862826313863465,-2.4170493753971827,-1.6203642141182493,-0.5534498859912456,-7.078172293763872,7,15,-7.078172293763872
nagoya,run2,195,555759.0,20,20,0,0,36.109942105857414,69.66927360240868,-13.799404840676107,-9.473821660167406,-4.5851641392492875,-2.417527808483677,-1.6202362885505068,-0.553759878718649,-7.078648860963173,7,15,-7.078648860963173
nagoya,run2,200,555760.0,20,20,0,0,36.115384626322765,69.66374404279804,-13.801336062472032,-9.475627139865923,-4.584045954728748,-2.418006435590057,-1.6201082782504452,-0.5540701672523958,-7.079125852756169,7,15,-7.079125852756169
nagoya,run2,205,555761.0,20,20,0,0,36.12082744488329,69.6582125262488,-13.803266730875686,-9.477433396485527,-4.582927955777587,-2.4184853932841484,-1.6199803458637188,-0.5543806575311693,-7.07960317263524,7,15,-7.07960317263524
nagoya,run2,210,555762.0,20,20,0,0,36.12627128407049,69.65268092087369,-13.805196241565111,-9.479240712278052,-4.5818099891753175,-2.4189648140163476,-1.6198526775957283,-0.5546912447532487,-7.080080700731915,7,15,-7.080080700731915
nagoya,run2,215,555763.0,19,19,0,0,37.27652828076015,69.64715005752348,-12.181351415588525,-8.095134338147963,-4.343563527720602,-2.388141655057378,-1.5136762867339981,-0.5550018822585032,-6.762133964239904,7,15,-6.762133964239904
nagoya,run2,220,555764.0,19,19,0,0,37.28322806799199,69.64162070020836,-12.183401358212278,-8.0951620719553,-4.342232925068977,-2.3882250032022254,-1.5135592980177293,-0.5553125270872816,-6.76256681894752,7,15,-6.76256681894752
nagoya,run2,225,555765.0,19,19,0,0,37.2899322987199,69.63609389411528,-12.185451200847284,-8.095191272155132,-4.340901761917596,-2.388308955548048,-1.5134427022396955,-0.5556231204253487,-6.7629997836139575,7,15,-6.7629997836139575
nagoya,run2,230,555766.0,19,19,0,0,37.29664150179201,69.63056888036093,-12.187501481193792,-8.095222009235153,-4.339569933840954,-2.3883935562450254,-1.5133263762578057,-0.5559337048184411,-6.763432880970756,7,15,-6.763432880970756
nagoya,run2,235,555767.0,19,19,0,0,37.30335453899376,69.62504375868774,-12.189552808902537,-8.095253965322286,-4.338237667319818,-2.3884786931097794,-1.5132102028951584,-0.556244387052653,-6.763866230492508,7,15,-6.763866230492508
nagoya,run2,240,555768.0,19,19,0,0,37.31006862243202,69.6195163107879,-12.191605518223792,-8.095286523567324,-4.336905515891726,-2.388564119389394,-1.5130941623821461,-0.5565552919325111,-6.764300026725411,7,15,-6.764300026725411
nagoya,run2,245,555769.0,19,19,0,0,37.316781225635886,69.61398512443796,-14.498730782936011,-9.691721642325323,-4.33557398070789,-2.3886496158088253,-1.5129783017968619,-0.5568664990497517,-7.1092094443050105,7,14,-7.1092094443050105
nagoya,run2,250,555770.0,17,17,0,0,39.86800833824489,69.60845161290403,-11.410753520086551,-9.29381432122645,-3.8519961516024077,-2.3205673255649804,-1.3009031392228194,-0.5571779290460932,-6.388225212140109,7,13,-6.388225212140109
nagoya,run2,255,555771.0,18,18,0,0,38.600747815317725,69.60291775139238,-11.12347887064542,-8.695441798228684,-4.092157049501234,-2.354339144890708,-1.406777894403593,-0.5574894708288589,-6.396511107423563,7,14,-6.396511107423563
nagoya,run2,260,555772.0,19,19,0,0,37.336902190787484,69.59738295562978,-10.836085304066494,-8.095416304993307,-4.331584647747978,-2.3889057822138184,-1.5126338895293432,-0.5578011573297409,-6.407162899241367,7,15,-6.407162899241367
nagoya,run2,265,555773.0,19,19,0,0,37.34359825516873,69.59184472039347,-10.836940802976379,-8.095447371052988,-4.330257677954003,-2.388990598555301,-1.5125204186488201,-0.5581131297436835,-6.407284558693881,7,15,-6.407284558693881
nagoya,run2,270,555774.0,19,19,0,0,37.35028880600729,69.58630265118784,-10.837795495488455,-8.095477855527585,-4.328932120829628,-2.3890751744007037,-1.512407443951006,-0.5584254104812388,-6.407406658672012,7,15,-6.407406658672012
nagoya,run2,275,555775.0,19,19,0,0,37.35697608802505,69.58075684869638,-10.83864985925112,-8.095508024601422,-4.3276075309151025,-2.389159648495951,-1.512294786671315,-0.5587379940650132,-6.4075290896510255,7,15,-6.4075290896510255
nagoya,run2,280,555776.0,19,19,0,0,37.36366243749646,69.57520919984289,-10.83950384433787,-8.09553837770743,-4.326283445052556,-2.3892442210105402,-1.512182464336992,-0.559050774286696,-6.4076517501423105,7,15,-6.4076517501423105
nagoya,run2,285,555777.0,19,19,0,0,37.37034875153594,69.56966053947953,-10.840357426400285,-8.095569149495061,-4.324959685421867,-2.3893289822403005,-1.512070498546398,-0.5593637041549482,-6.407774610981127,7,15,-6.407774610981127
nagoya,run2,290,555778.0,18,18,0,0,38.63559956085224,69.56411027934595,-10.157002585782797,-6.814738637608443,-4.085449243140294,-2.3521450063818072,-1.4060551556752816,-0.5596768169181572,-6.033304683906289,7,15,-6.033304683906289
nagoya,run2,295,555779.0,19,19,0,0,37.38372042344918,69.5585581212044,-10.84206398942421,-8.095631763194787,-4.3223133126050675,-2.389499012546929,-1.5118474857267445,-0.5599901294954188,-6.408021013205214,7,15,-6.408021013205214
nagoya,run2,300,555780.0,18,18,0,0,38.64554581322912,69.55300310884184,-10.160537542453882,-6.81306399875086,-4.083536609470167,-2.3515185904064437,-1.4058511603765886,-0.5603036959723492,-6.033416743187313,7,15,-6.033416743187313
nagoya,run2,305,555781.0,19,19,0,0,37.39709303962974,69.54744464120414,-10.843772167892794,-8.09569611675648,-4.3196680285596685,-2.389669924327926,-1.5116250676478824,-0.560617550441848,-6.408268370135835,7,15,-6.408268370135835
nagoya,run2,310,555782.0,18,18,0,0,38.65549334628642,69.54188251845487,-10.164076020881705,-6.811391011509081,-4.081624507818194,-2.350893364748752,-1.4056474614468968,-0.5609317043726448,-6.033529828902657,7,15,-6.033529828902657
nagoya,run2,315,555783.0,17,17,0,0,39.910468614557175,69.53631717291073,-9.696472887057205,-6.614930653007218,-3.8443134862265964,-2.311320727674773,-1.2996885335881714,-0.5612461335265087,-5.793076342123707,7,15,-5.793076342123707
nagoya,run2,320,555784.0,18,18,0,0,38.66544411636643,69.53074733711954,-10.16761889139433,-6.809720096347154,-4.07971257028321,-2.35026959397321,-1.4054438263225069,-0.5615609097121135,-6.033643935852021,7,15,-6.033643935852021
nagoya,run2,325,555785.0,19,19,0,0,37.423846223583396,69.52516981881324,-10.84720067573749,-8.095830343280678,-4.314379713427752,-2.3900147741178737,-1.5111800137060378,-0.5618762136516692,-6.408766084967475,7,15,-6.408766084967475
nagoya,run2,330,555786.0,19,19,0,0,37.4305369491214,69.51958536226087,-10.848062836152184,-8.095864936972962,-4.313057951318433,-2.3901016614751738,-1.5110680158917895,-0.5621920036457353,-6.40889122556053,7,15,-6.40889122556053
nagoya,run2,335,555787.0,17,17,0,0,39.923533630833006,69.51399950903227,-9.701715285277727,-6.62104728539095,-3.8419518521382985,-2.3084869279760807,-1.2993169054029199,-0.5625079665464083,-5.792798153259797,7,15,-5.792798153259797
nagoya,run2,340,555788.0,18,18,0,0,38.685359671355535,69.5084127896922,-10.17472700893954,-6.806386926464736,-4.075888401621261,-2.3490276848449976,-1.405034619317042,-0.5628240724062752,-6.033875378242489,7,15,-6.033875378242489
nagoya,run2,345,555789.0,19,19,0,0,37.45061171004656,69.50282600140359,-10.850647951884302,-8.095971924787598,-4.309094066516569,-2.3903637532425974,-1.5107339452707023,-0.5631402761509507,-6.409267833029482,7,15,-6.409267833029482
nagoya,run2,350,555790.0,18,18,0,0,38.695325745511525,69.4972346050838,-11.140899726168767,-6.804723127219065,-4.0739759030279314,-2.348408900577802,-1.4048308770343283,-0.563456834810515,-6.202259776770976,7,15,-6.202259776770976
nagoya,run2,355,555791.0,18,18,0,0,38.700312194313724,69.49163499798388,-10.180066683184812,-6.803892821020869,-4.073019307818342,-2.348100506470419,-1.4047284333598993,-0.5637739526864259,-6.034051513522597,7,15,-6.034051513522597
nagoya,run2,360,555792.0,18,18,0,0,38.70529970165231,69.48603264567058,-10.181850169520617,-6.803063000169473,-4.072062706190426,-2.347792471419563,-1.4046260681682547,-0.564091320535731,-6.034110755781885,7,15,-6.034110755781885
nagoya,run2,365,555793.0,17,17,0,0,39.94317015907103,69.48042373325107,-9.70959974771202,-6.630218944787643,-3.8384044022506867,-2.304251356523034,-1.2987601460966505,-0.5644091547108986,-5.792387051755133,7,15,-5.792387051755133
nagoya,run2,370,555794.0,18,18,0,0,38.71526970833009,69.47480798719153,-11.144605917159984,-6.801404342128329,-4.070151039175933,-2.3471769551949957,-1.4044210187226465,-0.5647274710583274,-6.202299450777474,7,15,-6.202299450777474
nagoya,run2,375,555795.0,18,18,0,0,38.720253532342824,69.46918944608059,-11.145534562544862,-6.800575418696059,-4.069195719373525,-2.3468694855975967,-1.4043185917837684,-0.5650460409106127,-6.202309983861019,7,15,-6.202309983861019
nagoya,run2,380,555796.0,18,18,0,0,38.72523727333426,69.46356787411021,-11.14646362778315,-6.7997468014168145,-4.068240608161094,-2.346562251130944,-1.4042162871522694,-0.5653648777928915,-6.202320739161558,7,15,-6.202320739161558
nagoya,run2,385,555797.0,18,18,0,0,38.73022071890209,69.45794166748551,-11.147393602365849,-6.79891857949716,-4.067285747351209,-2.346255284267401,-1.4041139714194015,-0.5656840728688166,-6.2023317201316255,7,15,-6.2023317201316255
nagoya,run2,390,555798.0,19,19,0,0,37.510871637758406,69.45231266648112,-10.85846664905691,-8.096316603581249,-4.297212578158422,-2.3911634855014725,-1.5097283911900548,-0.5660035219288169,-6.410411555606202,7,15,-6.410411555606202
nagoya,run2,395,555799.0,19,19,0,0,37.5175665308727,69.44668293640665,-10.85933824739259,-8.096356536625976,-4.295894132790318,-2.3912532606014647,-1.5096171614013059,-0.5663231078620153,-6.410539934195042,7,15,-6.410539934195042
nagoya,run2,400,555800.0,19,19,0,0,37.52426254208882,69.4410522471349,-10.860209833371588,-8.096397140195362,-4.294575785125321,-2.3913433347773307,-1.5095061986683014,-0.5666428437821421,-6.410668494862121,7,15,-6.410668494862121
nagoya,run2,405,555801.0,19,19,0,0,37.530959868683404,69.43542017971453,-10.861081629184268,-8.096438428860635,-4.293257496399825,-2.391433722011535,-1.5093954412630741,-0.5669627535456582,-6.410797239186717,7,15,-6.410797239186717
nagoya,run2,410,555802.0,19,19,0,0,37.53765767352652,69.42978561450677,-10.86195382019808,-8.096480196814069,-4.291939431424591,-2.3915243468483083,-1.5092848341550964,-0.5672829008554235,-6.4109262097524375,7,15,-6.4109262097524375
nagoya,run2,415,555803.0,19,19,0,0,37.54435558733073,69.42414816594832,-10.86282644676756,-8.096522358635049,-4.2906216628177765,-2.391615176609647,-1.5091743647310234,-0.567603307762674,-6.411055423561718,7,15,-6.411055423561718
nagoya,run2,420,555804.0,19,19,0,0,37.55105648651973,69.4185108508308,-10.863699204508778,-8.096565586149264,-4.289303624787034,-2.3917064677773743,-1.5090641308411976,-0.5679238028838427,-6.411184750406816,7,15,-6.411184750406816
nagoya,run2,425,555805.0,19,19,0,0,37.55776087253321,69.41287374602395,-10.864572227104064,-8.096609985378482,-4.2879852190660195,-2.3917982663087107,-1.5089541011912309,-0.5682443818469871,-6.411314178735018,7,15,-6.411314178735018
nagoya,run2,430,555806.0,19,19,0,0,37.56446754323936,69.40723538347041,-10.865445720408475,-8.096655261419453,-4.286666682366631,-2.391890462453076,-1.50884421151943,-0.5685651281734591,-6.411443765381024,7,15,-6.411443765381024
nagoya,run2,435,555807.0,18,18,0,0,38.78010470791391,69.40159411123922,-11.156700011630518,-6.790655966546967,-4.057738334533394,-2.343201842920138,-1.403101464891152,-0.5688861359490599,-6.20245202845999,7,15,-6.20245202845999
nagoya,run2,440,555808.0,19,19,0,0,37.577881020060474,69.39594939644708,-10.86719431375652,-8.096747034727919,-4.2840305370479905,-2.3920754854115494,-1.5086247984175354,-0.5692074356658376,-6.411703717595143,7,15,-6.411703717595143
nagoya,run2,445,555809.0,19,19,0,0,37.584585651165746,69.39030012991662,-10.868069292128041,-8.096792949616498,-4.282713355497,-2.3921680856018623,-1.5085152615953281,-0.5695290906698843,-6.411834137878181,7,15,-6.411834137878181
nagoya,run2,450,555810.0,18,18,0,0,38.79508008645046,69.38464431588504,-11.085745528448442,-6.788184103002159,-4.054875942720443,-2.342291270439766,-1.4028005470600131,-0.569851214885692,-6.196638698142749,7,15,-6.196638698142749
nagoya,run2,455,555811.0,19,19,0,0,37.59798326765926,69.37898359747065,-10.869820546128205,-8.096883269693437,-4.28008223215723,-2.392352833096516,-1.508296533088455,-0.5701737150303473,-6.412096180919825,7,15,-6.412096180919825
nagoya,run2,460,555812.0,17,17,0,0,40.005422972150406,69.37332061146458,-10.897366627225061,-6.659301424545234,-3.8271743452005325,-2.2909233668576245,-1.2970134570315808,-0.5704964410724631,-5.962117985739615,7,15,-5.962117985739615
nagoya,run2,465,555813.0,18,18,0,0,38.81003861766489,69.36765497802396,-11.162300750413156,-6.78571310943455,-4.052018462404629,-2.341381356748477,-1.402500582325928,-0.5708194147918884,-6.202534586548523,7,15,-6.202534586548523
nagoya,run2,470,555814.0,17,17,0,0,40.01197160496621,69.36198636466172,-9.73733934063998,-6.662370824483976,-3.8259944445435146,-2.2895257541819305,-1.2968321676801324,-0.5711426552937516,-5.791008940785312,7,15,-5.791008940785312
nagoya,run2,475,555815.0,17,17,0,0,40.015245757798276,69.35631514735499,-9.738665273247516,-6.663906102795894,-3.8254046260779546,-2.288827336279607,-1.2967417141302504,-0.5714661412891932,-5.790945761135115,7,15,-5.790945761135115
nagoya,run2,480,555816.0,17,17,0,0,40.01851994081693,69.3506413183285,-9.739991722903786,-6.6654417544315425,-3.8248148704212737,-2.288129190753081,-1.2966513907755193,-0.5717898733627867,-5.790882805943948,7,15,-5.790882805943948
nagoya,run2,485,555817.0,17,17,0,0,40.02179415609111,69.34496487253274,-10.905155271591433,-6.666977776187824,-3.8242251771935365,-2.2874313176807046,-1.296561196651082,-0.5721138519441272,-5.961972513226168,7,15,-5.961972513226168
nagoya,run2,490,555818.0,17,17,0,0,40.02506840377448,69.33928582091265,-10.906714090326261,-6.668514170295229,-3.8236355463598724,-2.2867337166344996,-1.2964711324974958,-0.5724380765499615,-5.96194402588174,7,15,-5.96194402588174
nagoya,run2,495,555819.0,18,18,0,0,38.8399569228596,69.33360416891341,-11.167915283603147,-6.780779175709948,-4.046308447427812,-2.339567918026821,-1.4019044961969318,-0.5727625470104971,-6.20262547258818,7,15,-6.20262547258818
nagoya,run2,500,555820.0,17,17,0,0,40.03161702661736,69.32791991974393,-9.745302678719684,-6.671588069057139,-3.822456466400363,-2.285339333762307,-1.2962913932790812,-0.5730872632834214,-5.790633221939317,7,15,-5.790633221939317
nagoya,run2,505,555821.0,18,18,0,0,38.84993061178619,69.32223303822956,-11.169789448168865,-6.77913698247572,-4.044406469169192,-2.338965381724969,-1.4017069461691603,-0.57341222751996,-6.202657487365677,7,15,-6.202657487365677
nagoya,run2,510,555822.0,18,18,0,0,38.85491763407112,69.31654358594976,-11.1707270237997,-6.778316344588,-4.043455733889709,-2.3386644777553816,-1.401608386802152,-0.573737436342542,-6.202673816815992,7,15,-6.202673816815992
nagoya,run2,515,555823.0,19,19,0,0,37.678369399114295,69.31085153915308,-10.88035935677094,-8.097457076548487,-4.264322011804406,-2.393477838251055,-1.5069971823906296,-0.5740628912491639,-6.413689010348287,7,15,-6.413689010348287
nagoya,run2,520,555824.0,19,19,0,0,37.685069469036506,69.30515690009743,-10.881239991376813,-8.097507626230984,-4.263010475818335,-2.3935729710363756,-1.5068899212729001,-0.5743885922517281,-6.413823288652182,7,15,-6.413823288652182
nagoya,run2,525,555825.0,19,19,0,0,37.69176974013755,69.29945967103845,-10.882120995643296,-8.097558599485552,-4.261699216383976,-2.3936683176292304,-1.5067828168299846,-0.5747145393621902,-6.413957803889744,7,15,-6.413957803889744
nagoya,run2,530,555826.0,19,19,0,0,37.69847021237273,69.2937598542314,-10.883002369618374,-8.097609996372325,-4.260388233443669,-2.393763878025406,-1.5066758690602255,-0.5750407325924588,-6.414092556084983,7,15,-6.414092556084983
nagoya,run2,535,555827.0,19,19,0,0,37.70517088569749,69.2880574519302,-10.88388411334956,-8.097661816951394,-4.259077526939739,-2.393859652220704,-1.506569077962111,-0.5753671719544492,-6.414227545261937,7,15,-6.414227545261937
nagoya,run2,540,555828.0,19,19,0,0,37.71187176006712,69.2823524663865,-10.884766226884775,-8.097714061282929,-4.257767096814581,-2.3939556402109377,-1.506462443534025,-0.57569385746013,-6.414362771444699,7,15,-6.414362771444699
nagoya,run2,545,555829.0,19,19,0,0,37.718572833624854,69.27664491122545,-10.885648705116234,-8.097766729558026,-4.2564569433648485,-2.394051841866614,-1.5063559671607414,-0.5760207884698277,-6.41449823447295,7,15,-6.41449823447295
nagoya,run2,550,555830.0,19,19,0,0,37.725274119435774,69.2709347732683,-10.886531557830859,-8.097819823065622,-4.255147063970504,-2.3941482580580433,-1.5062496460544665,-0.576347965879037,-6.414633934167174,7,15,-6.414633934167174
nagoya,run2,555,555831.0,19,19,0,0,37.73197559667212,69.26522205149715,-10.887414781064473,-8.0978733390182,-4.253837462636543,-2.3942448874083846,-1.5061434816271049,-0.576675389887146,-6.414769871512247,7,15,-6.414769871512247
nagoya,run2,560,555832.0,18,18,0,0,38.90479428052092,69.25950675547939,-11.129217671167824,-6.770126798634049,-4.033957698671273,-2.335668794649341,-1.4006306773395105,-0.5770030600867259,-6.198808983977355,7,15,-6.198808983977355
nagoya,run2,565,555833.0,19,19,0,0,37.74537929450944,69.25378898790218,-10.889182339533585,-8.097981671818335,-4.2512190608561715,-2.3944387990936047,-1.5059316222216264,-0.5773309707286038,-6.415042451416314,7,15,-6.415042451416314
nagoya,run2,570,555834.0,18,18,0,0,38.91477749202393,69.24807377104051,-11.133178490856913,-6.768493239521005,-4.032058904777804,-2.3350731218835756,-1.400436927894095,-0.5776588337936144,-6.1990113374822755,7,15,-6.1990113374822755
nagoya,run2,575,555835.0,19,19,0,0,37.758803243920354,69.24236119570371,-10.890951135870353,-8.098095917839798,-4.2485979667397125,-2.394635234670675,-1.5057205105320435,-0.5779866439452763,-6.415315151460844,7,15,-6.415315151460844
