city,run,epoch,gps_tow,canyon_blocked_count,canyon_blocked_fraction,edge_near_sat_count,sat_count,edge_near_sat_fraction
tokyo,run2,825,177165.0,1,0.0625,2,21,0.09523809523809523
tokyo,run2,830,177166.0,1,0.0625,2,17,0.11764705882352941
tokyo,run2,835,177167.0,1,0.0625,0,19,0.0
tokyo,run2,840,177168.0,2,0.125,0,16,0.0
tokyo,run2,845,177169.0,3,0.1875,0,15,0.0
tokyo,run2,850,177170.0,3,0.1875,0,15,0.0
tokyo,run2,855,177171.0,3,0.1875,0,15,0.0
tokyo,run2,860,177172.0,2,0.125,0,13,0.0
tokyo,run2,865,177173.0,2,0.125,0,16,0.0
tokyo,run2,870,177174.0,2,0.125,1,16,0.0625
tokyo,run2,875,177175.0,2,0.125,1,17,0.058823529411764705
tokyo,run2,880,177176.0,2,0.125,0,17,0.0
tokyo,run2,885,177177.0,1,0.0625,0,16,0.0
tokyo,run2,890,177178.0,1,0.0625,0,17,0.0
tokyo,run2,895,177179.0,1,0.0625,0,17,0.0
tokyo,run2,900,177180.0,2,0.125,0,19,0.0
tokyo,run2,905,177181.0,2,0.125,0,17,0.0
tokyo,run2,910,177182.0,2,0.125,0,15,0.0
tokyo,run2,915,177183.0,2,0.125,0,14,0.0
tokyo,run2,920,177184.0,2,0.125,1,15,0.06666666666666667
tokyo,run2,925,177185.0,2,0.125,1,14,0.07142857142857142
tokyo,run2,930,177186.0,2,0.125,0,14,0.0
tokyo,run2,935,177187.0,1,0.0625,0,15,0.0
tokyo,run2,940,177188.0,2,0.125,0,17,0.0
tokyo,run2,945,177189.0,2,0.125,0,11,0.0
tokyo,run2,950,177190.0,2,0.125,1,14,0.07142857142857142
tokyo,run2,955,177191.0,2,0.125,0,14,0.0
tokyo,run2,960,177192.0,1,0.0625,0,12,0.0
tokyo,run2,965,177193.0,2,0.125,1,12,0.08333333333333333
tokyo,run2,970,177194.0,2,0.125,0,13,0.0
tokyo,run2,975,177195.0,2,0.125,0,13,0.0
tokyo,run2,980,177196.0,1,0.0625,0,15,0.0
tokyo,run2,985,177197.0,2,0.125,0,15,0.0
tokyo,run2,990,177198.0,3,0.1875,0,17,0.0
tokyo,run2,995,177199.0,3,0.1875,1,17,0.058823529411764705
tokyo,run2,1000,177200.0,4,0.25,1,20,0.05
tokyo,run2,1005,177201.0,3,0.1875,1,20,0.05
tokyo,run2,1010,177202.0,4,0.25,0,17,0.0
tokyo,run2,1015,177203.0,4,0.25,1,19,0.05263157894736842
tokyo,run2,1020,177204.0,4,0.25,1,15,0.06666666666666667
tokyo,run2,1025,177205.0,5,0.3125,0,14,0.0
tokyo,run2,1030,177206.0,5,0.3125,1,9,0.1111111111111111
tokyo,run2,1035,177207.0,5,0.3125,2,14,0.14285714285714285
tokyo,run2,1040,177208.0,7,0.4375,2,16,0.125
tokyo,run2,1045,177209.0,5,0.3125,1,18,0.05555555555555555
tokyo,run2,1050,177210.0,5,0.3125,0,18,0.0
tokyo,run2,1055,177211.0,5,0.3125,1,20,0.05
tokyo,run2,1060,177212.0,6,0.375,1,21,0.047619047619047616
tokyo,run2,1065,177213.0,6,0.375,1,20,0.05
tokyo,run2,1070,177214.0,6,0.375,2,19,0.10526315789473684
tokyo,run2,1075,177215.0,7,0.4375,3,23,0.13043478260869565
tokyo,run2,1080,177216.0,7,0.4375,1,23,0.043478260869565216
tokyo,run2,1085,177217.0,7,0.4375,2,21,0.09523809523809523
tokyo,run2,1090,177218.0,7,0.4375,3,20,0.15
tokyo,run2,1095,177219.0,8,0.5,4,21,0.19047619047619047
tokyo,run2,1100,177220.0,8,0.5,5,21,0.23809523809523808
tokyo,run2,1105,177221.0,8,0.5,4,21,0.19047619047619047
tokyo,run2,1110,177222.0,8,0.5,3,20,0.15
tokyo,run2,1115,177223.0,8,0.5,3,17,0.17647058823529413
tokyo,run2,1120,177224.0,8,0.5,3,19,0.15789473684210525
tokyo,run2,1125,177225.0,8,0.5,3,19,0.15789473684210525
tokyo,run2,1130,177226.0,8,0.5,3,20,0.15
tokyo,run2,1135,177227.0,8,0.5,3,19,0.15789473684210525
tokyo,run2,1140,177228.0,8,0.5,3,20,0.15
tokyo,run2,1145,177229.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1150,177230.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1155,177231.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1160,177232.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1165,177233.0,8,0.5,3,20,0.15
tokyo,run2,1170,177234.0,8,0.5,3,20,0.15
tokyo,run2,1175,177235.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1180,177236.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1185,177237.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1190,177238.0,8,0.5,3,20,0.15
tokyo,run2,1195,177239.0,8,0.5,3,20,0.15
tokyo,run2,1200,177240.0,8,0.5,3,19,0.15789473684210525
tokyo,run2,1205,177241.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1210,177242.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1215,177243.0,8,0.5,3,20,0.15
tokyo,run2,1220,177244.0,8,0.5,3,20,0.15
tokyo,run2,1225,177245.0,8,0.5,3,20,0.15
tokyo,run2,1230,177246.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1235,177247.0,8,0.5,3,21,0.14285714285714285
tokyo,run2,1240,177248.0,8,0.5,3,20,0.15
tokyo,run2,1245,177249.0,8,0.5,2,19,0.10526315789473684
tokyo,run2,1250,177250.0,8,0.5,1,18,0.05555555555555555
tokyo,run2,1255,177251.0,8,0.5,0,18,0.0
tokyo,run2,1260,177252.0,8,0.5,0,17,0.0
tokyo,run2,1265,177253.0,8,0.5,1,19,0.05263157894736842
tokyo,run2,1270,177254.0,8,0.5,1,19,0.05263157894736842
tokyo,run2,1275,177255.0,9,0.5625,1,19,0.05263157894736842
tokyo,run2,1280,177256.0,10,0.625,1,19,0.05263157894736842
tokyo,run2,1285,177257.0,9,0.5625,1,17,0.058823529411764705
tokyo,run2,1290,177258.0,9,0.5625,1,15,0.06666666666666667
tokyo,run2,1295,177259.0,9,0.5625,0,15,0.0
tokyo,run2,1300,177260.0,10,0.625,0,14,0.0
tokyo,run2,1305,177261.0,8,0.5,2,13,0.15384615384615385
tokyo,run2,1310,177262.0,8,0.5,0,13,0.0
tokyo,run2,1315,177263.0,8,0.5,0,11,0.0
tokyo,run2,1320,177264.0,9,0.5625,3,14,0.21428571428571427
tokyo,run2,1325,177265.0,9,0.5625,2,13,0.15384615384615385
tokyo,run2,1330,177266.0,9,0.5625,2,10,0.2
tokyo,run2,1335,177267.0,8,0.5,2,12,0.16666666666666666
tokyo,run2,1340,177268.0,8,0.5,3,13,0.23076923076923078
tokyo,run2,1345,177269.0,8,0.5,2,13,0.15384615384615385
tokyo,run2,1350,177270.0,8,0.5,2,11,0.18181818181818182
tokyo,run2,1355,177271.0,7,0.4375,2,11,0.18181818181818182
tokyo,run2,1360,177272.0,6,0.375,0,13,0.0
tokyo,run2,1365,177273.0,5,0.3125,0,14,0.0
tokyo,run2,1370,177274.0,5,0.3125,0,17,0.0
tokyo,run2,1375,177275.0,6,0.375,1,20,0.05
tokyo,run2,1380,177276.0,6,0.375,0,21,0.0
tokyo,run2,1385,177277.0,7,0.4375,0,15,0.0
tokyo,run2,1390,177278.0,6,0.375,0,15,0.0
tokyo,run2,1395,177279.0,6,0.375,1,16,0.0625
tokyo,run2,1400,177280.0,4,0.25,2,16,0.125
tokyo,run2,1405,177281.0,4,0.25,1,20,0.05
tokyo,run2,1410,177282.0,2,0.125,0,17,0.0
tokyo,run2,1415,177283.0,3,0.1875,0,16,0.0
tokyo,run2,1420,177284.0,3,0.1875,0,17,0.0
tokyo,run2,1425,177285.0,2,0.125,0,19,0.0
tokyo,run2,1430,177286.0,4,0.25,0,16,0.0
tokyo,run2,1435,177287.0,2,0.125,0,12,0.0
tokyo,run2,1440,177288.0,2,0.125,0,14,0.0
tokyo,run2,1445,177289.0,2,0.125,0,18,0.0
tokyo,run2,1450,177290.0,2,0.125,0,17,0.0
tokyo,run2,1455,177291.0,3,0.1875,1,17,0.058823529411764705
tokyo,run2,1460,177292.0,2,0.125,1,18,0.05555555555555555
tokyo,run2,1465,177293.0,3,0.1875,0,19,0.0
tokyo,run2,1470,177294.0,3,0.1875,1,19,0.05263157894736842
tokyo,run2,1475,177295.0,2,0.125,1,19,0.05263157894736842
tokyo,run2,1480,177296.0,2,0.125,1,17,0.058823529411764705
tokyo,run2,1485,177297.0,1,0.0625,1,20,0.05
tokyo,run2,1490,177298.0,1,0.0625,1,18,0.05555555555555555
tokyo,run2,1495,177299.0,1,0.0625,1,19,0.05263157894736842
tokyo,run2,1500,177300.0,1,0.0625,1,20,0.05
tokyo,run2,1505,177301.0,1,0.0625,2,21,0.09523809523809523
tokyo,run2,1510,177302.0,1,0.0625,1,21,0.047619047619047616
tokyo,run2,1515,177303.0,0,0.0,2,20,0.1
tokyo,run2,1520,177304.0,0,0.0,0,22,0.0
tokyo,run2,1525,177305.0,0,0.0,0,20,0.0
tokyo,run2,1530,177306.0,0,0.0,1,22,0.045454545454545456
tokyo,run2,1535,177307.0,0,0.0,1,23,0.043478260869565216
tokyo,run2,1540,177308.0,0,0.0,2,24,0.08333333333333333
tokyo,run2,1545,177309.0,0,0.0,2,23,0.08695652173913043
tokyo,run2,1550,177310.0,0,0.0,1,22,0.045454545454545456
tokyo,run2,1555,177311.0,0,0.0,1,21,0.047619047619047616
tokyo,run2,1560,177312.0,0,0.0,2,23,0.08695652173913043
tokyo,run2,1565,177313.0,0,0.0,2,22,0.09090909090909091
tokyo,run2,1570,177314.0,0,0.0,2,22,0.09090909090909091
tokyo,run2,1575,177315.0,0,0.0,1,22,0.045454545454545456
tokyo,run2,1580,177316.0,0,0.0,1,22,0.045454545454545456
tokyo,run2,1585,177317.0,0,0.0,1,20,0.05
tokyo,run2,1590,177318.0,0,0.0,1,21,0.047619047619047616
tokyo,run2,1595,177319.0,0,0.0,1,21,0.047619047619047616
tokyo,run2,1600,177320.0,0,0.0,1,22,0.045454545454545456
tokyo,run2,1605,177321.0,0,0.0,1,22,0.045454545454545456
tokyo,run2,1610,177322.0,0,0.0,0,20,0.0
tokyo,run2,1615,177323.0,0,0.0,2,20,0.1
tokyo,run2,1620,177324.0,0,0.0,2,19,0.10526315789473684
tokyo,run2,1625,177325.0,0,0.0,2,20,0.1
tokyo,run2,1630,177326.0,0,0.0,2,21,0.09523809523809523
tokyo,run2,1635,177327.0,0,0.0,2,21,0.09523809523809523
tokyo,run2,1640,177328.0,0,0.0,2,20,0.1
tokyo,run2,1645,177329.0,0,0.0,0,19,0.0
tokyo,run2,1650,177330.0,0,0.0,2,22,0.09090909090909091
tokyo,run2,1655,177331.0,0,0.0,2,22,0.09090909090909091
tokyo,run2,1660,177332.0,0,0.0,1,21,0.047619047619047616
tokyo,run2,1665,177333.0,0,0.0,0,21,0.0
tokyo,run2,1670,177334.0,0,0.0,2,22,0.09090909090909091
tokyo,run2,1675,177335.0,0,0.0,0,20,0.0
tokyo,run2,1680,177336.0,0,0.0,0,23,0.0
tokyo,run2,1685,177337.0,0,0.0,0,22,0.0
tokyo,run2,1690,177338.0,0,0.0,0,22,0.0
tokyo,run2,1695,177339.0,0,0.0,0,21,0.0
tokyo,run2,1700,177340.0,0,0.0,0,19,0.0
tokyo,run2,1705,177341.0,0,0.0,0,21,0.0
tokyo,run2,1710,177342.0,0,0.0,0,21,0.0
tokyo,run2,1715,177343.0,0,0.0,0,22,0.0
tokyo,run2,1720,177344.0,0,0.0,0,21,0.0
tokyo,run2,1725,177345.0,0,0.0,0,21,0.0
tokyo,run2,1730,177346.0,0,0.0,0,24,0.0
tokyo,run2,1735,177347.0,0,0.0,0,23,0.0
tokyo,run2,1740,177348.0,0,0.0,0,22,0.0
tokyo,run2,1745,177349.0,0,0.0,0,17,0.0
tokyo,run2,1750,177350.0,0,0.0,0,17,0.0
tokyo,run2,1755,177351.0,0,0.0,0,16,0.0
tokyo,run2,1760,177352.0,0,0.0,0,17,0.0
tokyo,run2,1765,177353.0,0,0.0,1,20,0.05
tokyo,run2,1770,177354.0,0,0.0,2,22,0.09090909090909091
tokyo,run2,1775,177355.0,0,0.0,1,22,0.045454545454545456
tokyo,run2,1780,177356.0,0,0.0,0,22,0.0
tokyo,run2,1785,177357.0,0,0.0,0,20,0.0
tokyo,run2,1790,177358.0,0,0.0,1,19,0.05263157894736842
tokyo,run2,1795,177359.0,1,0.0625,1,20,0.05
tokyo,run2,1800,177360.0,1,0.0625,2,22,0.09090909090909091
tokyo,run2,1805,177361.0,1,0.0625,0,21,0.0
tokyo,run2,1810,177362.0,1,0.0625,0,21,0.0
tokyo,run2,1815,177363.0,0,0.0,0,21,0.0
tokyo,run2,1820,177364.0,1,0.0625,0,21,0.0
tokyo,run2,1825,177365.0,1,0.0625,0,21,0.0
tokyo,run2,1830,177366.0,1,0.0625,0,18,0.0
tokyo,run2,1835,177367.0,1,0.0625,0,18,0.0
tokyo,run2,1840,177368.0,1,0.0625,0,17,0.0
tokyo,run2,1845,177369.0,1,0.0625,0,18,0.0
tokyo,run2,1850,177370.0,1,0.0625,0,19,0.0
tokyo,run2,1855,177371.0,1,0.0625,0,18,0.0
tokyo,run2,1860,177372.0,1,0.0625,0,19,0.0
tokyo,run2,1865,177373.0,1,0.0625,1,18,0.05555555555555555
tokyo,run2,1870,177374.0,0,0.0,2,18,0.1111111111111111
tokyo,run2,1875,177375.0,0,0.0,0,19,0.0
tokyo,run2,1880,177376.0,0,0.0,0,22,0.0
tokyo,run2,1885,177377.0,1,0.0625,1,22,0.045454545454545456
tokyo,run2,1890,177378.0,1,0.0625,1,22,0.045454545454545456
tokyo,run2,1895,177379.0,1,0.0625,1,21,0.047619047619047616
tokyo,run2,1900,177380.0,0,0.0,2,21,0.09523809523809523
tokyo,run2,1905,177381.0,0,0.0,2,21,0.09523809523809523
tokyo,run2,1910,177382.0,0,0.0,1,21,0.047619047619047616
tokyo,run2,1915,177383.0,0,0.0,0,21,0.0
tokyo,run2,1920,177384.0,1,0.0625,0,21,0.0
tokyo,run2,1925,177385.0,1,0.0625,0,21,0.0
tokyo,run2,1930,177386.0,1,0.0625,0,20,0.0
tokyo,run2,1935,177387.0,1,0.0625,0,19,0.0
tokyo,run2,1940,177388.0,1,0.0625,0,19,0.0
tokyo,run2,1945,177389.0,0,0.0,0,18,0.0
tokyo,run2,1950,177390.0,0,0.0,0,22,0.0
tokyo,run2,1955,177391.0,0,0.0,0,21,0.0
tokyo,run2,1960,177392.0,0,0.0,0,20,0.0
tokyo,run2,1965,177393.0,0,0.0,0,20,0.0
tokyo,run2,1970,177394.0,0,0.0,0,22,0.0
tokyo,run2,1975,177395.0,0,0.0,0,22,0.0
tokyo,run2,1980,177396.0,0,0.0,0,22,0.0
tokyo,run2,1985,177397.0,0,0.0,0,22,0.0
tokyo,run2,1990,177398.0,0,0.0,0,22,0.0
tokyo,run2,1995,177399.0,0,0.0,0,22,0.0
tokyo,run2,2000,177400.0,0,0.0,0,23,0.0
tokyo,run2,2005,177401.0,0,0.0,0,22,0.0
tokyo,run2,2010,177402.0,0,0.0,0,22,0.0
tokyo,run2,2015,177403.0,0,0.0,0,23,0.0
tokyo,run2,2020,177404.0,0,0.0,0,22,0.0
tokyo,run2,2025,177405.0,0,0.0,0,22,0.0
tokyo,run2,2030,177406.0,0,0.0,0,22,0.0
tokyo,run2,2035,177407.0,0,0.0,0,23,0.0
tokyo,run2,2040,177408.0,0,0.0,0,22,0.0
tokyo,run2,2045,177409.0,0,0.0,0,23,0.0
tokyo,run2,2050,177410.0,0,0.0,1,23,0.043478260869565216
tokyo,run2,2055,177411.0,0,0.0,1,23,0.043478260869565216
tokyo,run2,2060,177412.0,0,0.0,1,23,0.043478260869565216
tokyo,run2,2065,177413.0,0,0.0,1,23,0.043478260869565216
tokyo,run2,2070,177414.0,0,0.0,1,23,0.043478260869565216
tokyo,run2,2075,177415.0,0,0.0,1,24,0.041666666666666664
tokyo,run2,2080,177416.0,0,0.0,1,24,0.041666666666666664
tokyo,run2,2085,177417.0,0,0.0,1,24,0.041666666666666664
tokyo,run2,2090,177418.0,0,0.0,0,22,0.0
tokyo,run2,2095,177419.0,0,0.0,0,23,0.0
tokyo,run2,2100,177420.0,0,0.0,0,23,0.0
tokyo,run2,2105,177421.0,0,0.0,0,23,0.0
tokyo,run2,2110,177422.0,0,0.0,0,24,0.0
tokyo,run2,2115,177423.0,0,0.0,0,24,0.0
tokyo,run2,2120,177424.0,0,0.0,0,24,0.0
tokyo,run2,2125,177425.0,0,0.0,0,24,0.0
tokyo,run2,2130,177426.0,0,0.0,0,23,0.0
tokyo,run2,2135,177427.0,0,0.0,0,22,0.0
tokyo,run2,2140,177428.0,0,0.0,0,21,0.0
tokyo,run2,2145,177429.0,0,0.0,0,22,0.0
tokyo,run2,2150,177430.0,0,0.0,0,22,0.0
tokyo,run2,2155,177431.0,0,0.0,0,22,0.0
tokyo,run2,2160,177432.0,0,0.0,0,22,0.0
tokyo,run2,2165,177433.0,0,0.0,0,22,0.0
tokyo,run2,2170,177434.0,0,0.0,0,22,0.0
tokyo,run2,2175,177435.0,0,0.0,0,22,0.0
tokyo,run2,2180,177436.0,0,0.0,0,23,0.0
tokyo,run2,2185,177437.0,0,0.0,0,23,0.0
tokyo,run2,2190,177438.0,0,0.0,0,23,0.0
tokyo,run2,2195,177439.0,0,0.0,0,24,0.0
