epoch,gps_tow,sat_id,system_id,weight,los_gt,los_wls,los_pf,los_pf3d_bvh,residual_truth_ref,residual_wls,residual_pf,residual_pf3d_bvh
8,555918.199999,G24,0,48.000000,True,True,True,True,-46.195265,2.229955,-0.456789,8.784594
8,555918.199999,G25,0,42.344000,True,True,True,True,42.466424,16.390414,20.846139,30.932302
8,555918.199999,G28,0,19.750000,True,True,True,True,84.979080,-0.790506,-2.871201,7.116170
9,555918.399999,G10,0,45.969000,True,True,True,True,36.045471,12.171130,8.692109,16.331193
9,555918.399999,G12,0,46.344000,True,True,True,True,4.471027,24.652679,25.478496,37.056988
9,555918.399999,G15,0,42.781000,True,True,True,True,-64.304512,-20.335685,-23.976036,-9.552366
9,555918.399999,G23,0,47.750000,True,True,True,True,-9.859927,-34.227828,-32.315035,-23.478905
9,555918.399999,G24,0,47.313000,True,True,True,True,-46.454825,2.420105,-2.817024,7.655670
9,555918.399999,G25,0,43.406000,True,True,True,True,42.238321,16.241394,18.348278,30.365718
9,555918.399999,G28,0,20.438000,True,True,True,True,84.262838,-0.837414,-5.310194,5.424604
10,555918.600000,G10,0,43.688000,True,True,True,True,36.656374,12.745718,10.135222,15.259670
10,555918.600000,G12,0,46.313000,True,True,True,True,5.081320,24.481216,27.929217,35.228607
10,555918.600000,G15,0,42.531000,True,True,True,True,-63.688511,-20.441049,-21.919679,-10.521203
10,555918.600000,G23,0,47.688000,True,True,True,True,-9.317103,-34.194841,-30.217245,-25.786404
10,555918.600000,G24,0,46.750000,True,True,True,True,-45.956424,2.532859,-1.002248,7.286147
10,555918.600000,G25,0,43.906000,True,True,True,True,42.853699,16.152360,20.496286,27.793922
10,555918.600000,G28,0,18.844000,True,True,True,True,84.016320,-0.964143,-5.529051,2.806257
11,555918.800000,G10,0,41.125000,True,True,True,True,37.065984,13.395569,9.713874,19.042808
11,555918.800000,G12,0,46.406000,True,True,True,True,5.443256,24.232018,27.622453,36.470938
11,555918.800000,G15,0,42.344000,True,True,True,True,-63.340901,-20.496643,-21.994226,-8.895868
11,555918.800000,G23,0,47.531000,True,True,True,True,-8.931609,-34.137034,-30.818601,-23.666067
11,555918.800000,G24,0,46.938000,True,True,True,True,-45.680167,2.618860,-1.018450,9.776365
11,555918.800000,G25,0,44.156000,True,True,True,True,43.183743,16.080081,19.783412,29.367312
11,555918.800000,G28,0,18.813000,True,True,True,True,83.294074,-0.950551,-7.542404,6.304408
12,555919.000000,G10,0,38.344000,True,True,True,True,37.068823,13.685669,9.453191,17.462251
12,555919.000000,G12,0,46.469000,True,True,True,True,5.549766,24.285533,27.320304,35.460052
12,555919.000000,G15,0,43.031000,True,True,True,True,-63.187308,-20.533880,-21.898689,-9.604962
12,555919.000000,G23,0,47.563000,True,True,True,True,-8.792643,-33.933395,-31.211184,-24.709778
12,555919.000000,G24,0,47.250000,True,True,True,True,-45.507202,3.053515,-0.980985,8.099817
12,555919.000000,G25,0,44.250000,True,True,True,True,43.346888,15.974783,19.542669,29.092842
12,555919.000000,G28,0,20.094000,True,True,True,True,84.108391,-0.342539,-6.718653,6.943799
13,555919.199999,G10,0,36.125000,True,True,True,True,37.692656,14.225264,9.897775,19.614822
13,555919.199999,G12,0,46.594000,True,True,True,True,6.177260,24.222726,27.869919,36.848710
13,555919.199999,G15,0,43.313000,True,True,True,True,-62.561071,-20.572001,-20.694138,-8.389965
13,555919.199999,G23,0,47.656000,True,True,True,True,-8.223012,-33.814524,-31.065973,-22.859303
13,555919.199999,G24,0,47.250000,True,True,True,True,-44.889559,3.271924,-0.197527,9.449905
13,555919.199999,G25,0,44.344000,True,True,True,True,43.948052,15.969601,20.131954,30.881091
13,555919.199999,G28,0,19.281000,True,True,True,True,84.244199,-0.143959,-6.138769,9.197337
14,555919.399999,G10,0,34.625000,True,True,True,True,38.152181,14.563029,10.035368,21.192795
14,555919.399999,G12,0,46.469000,True,True,True,True,6.528789,24.364679,27.759739,37.590796
14,555919.399999,G15,0,44.031000,True,True,True,True,-62.245058,-20.443632,-20.157750,-6.832772
14,555919.399999,G23,0,47.813000,True,True,True,True,-7.904082,-33.721455,-31.521106,-22.360804
14,555919.399999,G24,0,47.125000,True,True,True,True,-44.613955,3.492213,0.121562,11.137342
14,555919.399999,G25,0,44.375000,True,True,True,True,44.286216,15.997693,19.952702,31.458720
14,555919.399999,G28,0,19.250000,True,True,True,True,84.750976,0.081155,-5.533734,11.181363
15,555919.600000,G10,0,33.000000,True,True,True,True,44.930617,15.244240,10.279299,21.697413
15,555919.600000,G12,0,46.313000,True,True,True,True,12.941638,24.247812,28.161540,36.793234
15,555919.600000,G15,0,43.719000,True,True,True,True,-55.860313,-20.506781,-19.895516,-7.320595
15,555919.600000,G23,0,47.719000,True,True,True,True,-1.515016,-33.668896,-31.270682,-22.750218
15,555919.600000,G24,0,47.406000,True,True,True,True,-38.189640,3.490877,0.138527,10.432422
15,555919.600000,G25,0,44.250000,True,True,True,True,50.684604,16.082366,20.380112,31.372149
16,555919.800000,G10,0,32.094000,True,True,True,True,44.800131,15.706588,9.230690,21.342660
16,555919.800000,G12,0,46.469000,True,True,True,True,12.589970,24.119010,27.395250,36.145617
16,555919.800000,G15,0,41.500000,True,True,True,True,-56.232609,-21.328299,-19.577471,-8.276222
16,555919.800000,G23,0,47.813000,True,True,True,True,-1.851202,-33.350288,-32.690534,-23.153019
16,555919.800000,G24,0,47.250000,True,True,True,True,-38.555352,3.298084,-0.516621,9.503298
16,555919.800000,G25,0,44.125000,True,True,True,True,50.335331,15.841218,19.830733,30.899626
17,555920.000000,G10,0,30.719000,True,True,True,True,44.778804,16.439179,9.994298,21.047889
17,555920.000000,G12,0,46.594000,True,True,True,True,12.229623,23.992299,27.258632,35.750831
17,555920.000000,G15,0,38.750000,True,True,True,True,-56.654201,-22.508970,-19.783992,-8.696186
17,555920.000000,G23,0,48.031000,True,True,True,True,-2.265456,-32.908562,-32.654388,-23.709001
17,555920.000000,G24,0,47.344000,True,True,True,True,-38.948531,3.066407,-0.405249,8.954558
17,555920.000000,G25,0,44.063000,True,True,True,True,49.991025,15.541054,19.755154,30.526640
18,555920.199999,G10,0,29.063000,True,True,True,True,44.694282,17.298087,9.418062,22.922636
18,555920.199999,G12,0,46.625000,True,True,True,True,11.837015,23.755402,26.552595,36.184471
18,555920.199999,G15,0,36.000000,True,True,True,True,-56.918477,-23.684274,-20.046360,-8.155544
18,555920.199999,G23,0,48.094000,True,True,True,True,-2.623808,-32.339667,-33.679575,-22.708060
18,555920.199999,G24,0,47.281000,True,True,True,True,-39.373792,2.806398,-0.752336,9.739406
18,555920.199999,G25,0,44.156000,True,True,True,True,49.507113,15.059303,18.598466,31.160774
19,555920.399999,G10,0,28.563000,True,True,True,True,35.305715,19.503217,6.449724,21.202325
19,555920.399999,G12,0,46.344000,True,True,True,True,2.367104,19.749520,23.020762,33.290468
19,555920.399999,G23,0,48.125000,True,True,True,True,-12.130680,-12.847987,-36.707135,-25.090998
19,555920.399999,G24,0,47.094000,True,True,True,True,-48.903401,-12.037699,-4.174831,7.446284
19,555920.399999,G25,0,44.219000,True,True,True,True,39.998813,-6.493348,14.463141,27.862656
20,555920.600000,G10,0,24.656000,True,True,True,True,36.303812,21.891012,9.621408,21.726962
20,555920.600000,G12,0,46.406000,True,True,True,True,3.093616,19.108868,25.910338,33.212411
20,555920.600000,G23,0,48.063000,True,True,True,True,-11.432377,-12.465787,-33.428516,-24.474624
20,555920.600000,G24,0,47.531000,True,True,True,True,-48.185635,-11.555645,-1.700512,6.564112
20,555920.600000,G25,0,44.219000,True,True,True,True,40.731735,-6.289523,17.281896,28.446734
21,555920.800000,G10,0,24.406000,True,True,True,True,36.380052,22.041204,7.388401,20.186419
21,555920.800000,G12,0,46.469000,True,True,True,True,3.197981,19.018217,23.570395,31.244525
21,555920.800000,G23,0,47.844000,True,True,True,True,-11.332346,-12.482250,-35.300123,-26.226919
21,555920.800000,G24,0,47.781000,True,True,True,True,-47.995481,-11.456264,-4.432783,5.126193
21,555920.800000,G25,0,44.094000,True,True,True,True,40.798256,-6.284361,15.090365,25.972898
22,555921.000000,G10,0,23.688000,True,True,True,True,36.144965,22.422381,8.260204,21.459678
22,555921.000000,G12,0,46.469000,True,True,True,True,3.297664,18.777103,23.109520,32.392409
22,555921.000000,G23,0,47.844000,True,True,True,True,-11.196014,-12.325865,-34.799719,-24.488819
22,555921.000000,G24,0,47.563000,True,True,True,True,-47.901311,-11.362944,-4.210838,5.928350
22,555921.000000,G25,0,44.188000,True,True,True,True,40.838035,-6.189920,14.452106,27.432101
23,555921.199999,G10,0,24.406000,True,True,True,True,36.025133,21.950623,7.488676,19.688998
23,555921.199999,G12,0,46.594000,True,True,True,True,3.108173,18.887558,21.415759,29.811120
23,555921.199999,G23,0,48.031000,True,True,True,True,-11.334196,-12.385196,-35.661492,-26.336741
23,555921.199999,G24,0,47.250000,True,True,True,True,-48.061329,-11.536532,-5.724561,3.142096
23,555921.199999,G25,0,44.063000,True,True,True,True,40.651771,-6.259203,12.434199,25.284428
24,555921.399999,G10,0,24.469000,True,True,True,True,45.658522,20.035243,12.272887,25.801838
24,555921.399999,G12,0,46.375000,True,True,True,True,11.817701,23.191976,26.094344,34.016020
24,555921.399999,G15,0,33.188000,True,True,True,True,-55.954146,-24.699294,-24.086000,-12.235676
24,555921.399999,G23,0,48.063000,True,True,True,True,-2.649571,-31.287275,-31.263637,-21.705183
24,555921.399999,G24,0,46.844000,True,True,True,True,-39.478480,2.574932,-1.781864,7.683704
24,555921.399999,G25,0,43.969000,True,True,True,True,49.316977,14.489529,17.232709,29.465494
25,555921.600000,G10,0,22.969000,True,True,True,True,46.759806,21.167739,13.627405,27.907145
25,555921.600000,G12,0,46.313000,True,True,True,True,12.044264,23.099594,27.087123,34.041143
25,555921.600000,G15,0,33.750000,True,True,True,True,-55.671541,-24.380863,-22.786786,-12.112099
25,555921.600000,G23,0,48.000000,True,True,True,True,-2.351108,-31.313983,-30.707653,-21.126803
25,555921.600000,G24,0,46.531000,True,True,True,True,-39.288881,2.731820,-0.504317,8.249839
25,555921.600000,G25,0,44.125000,True,True,True,True,49.588365,14.567654,17.732927,29.695174
26,555921.800000,G10,0,22.000000,True,True,True,True,47.057255,21.973929,15.002352,29.305237
26,555921.800000,G12,0,46.500000,True,True,True,True,12.037533,22.878721,28.012299,34.481738
26,555921.800000,G15,0,33.313000,True,True,True,True,-55.618128,-24.584063,-21.481838,-11.720775
26,555921.800000,G23,0,47.938000,True,True,True,True,-2.354241,-31.198028,-29.904983,-20.202202
26,555921.800000,G24,0,46.281000,True,True,True,True,-39.341819,2.744473,0.678945,8.496192
26,555921.800000,G25,0,44.188000,True,True,True,True,49.593513,14.488912,18.621228,30.671954
27,555922.000000,G10,0,22.813000,True,True,True,True,47.071691,21.500482,15.507611,29.368242
27,555922.000000,G12,0,46.563000,True,True,True,True,11.840140,23.094117,26.896798,33.793540
27,555922.000000,G15,0,33.313000,True,True,True,True,-56.062333,-24.582291,-22.975755,-12.268339
27,555922.000000,G23,0,47.813000,True,True,True,True,-2.559121,-31.444981,-30.490895,-20.850084
27,555922.000000,G24,0,45.875000,True,True,True,True,-39.641189,2.611457,0.330933,8.120955
27,555922.000000,G25,0,44.219000,True,True,True,True,49.375706,14.400287,17.342606,30.086881
28,555922.199999,G10,0,23.000000,True,True,True,True,47.825567,21.667402,15.655772,28.692538
28,555922.199999,G12,0,47.031000,True,True,True,True,12.074645,23.183585,25.881339,32.896617
28,555922.199999,G15,0,34.781000,True,True,True,True,-55.706808,-23.738563,-24.492698,-12.978312
28,555922.199999,G23,0,47.750000,True,True,True,True,-2.337400,-31.837345,-31.028920,-21.832320
28,555922.199999,G24,0,45.625000,True,True,True,True,-39.599293,2.562494,-0.696648,6.711240
28,555922.199999,G25,0,44.125000,True,True,True,True,49.586321,14.510435,16.137539,29.375321
29,555922.399999,G10,0,21.844000,True,True,True,True,48.973169,22.557019,16.411078,29.207714
29,555922.399999,G12,0,46.688000,True,True,True,True,12.699735,23.215310,25.923537,32.922990
29,555922.399999,G15,0,36.188000,True,True,True,True,-55.171053,-23.055986,-23.946571,-13.194561
29,555922.399999,G23,0,47.719000,True,True,True,True,-1.698709,-31.943486,-31.140071,-21.860675
29,555922.399999,G24,0,46.063000,True,True,True,True,-39.117648,2.805161,-0.518766,6.821658
29,555922.399999,G25,0,44.188000,True,True,True,True,50.166830,14.774038,16.311998,28.987847
30,555922.600000,G10,0,21.875000,True,True,True,True,50.191086,22.748670,16.862818,31.455252
30,555922.600000,G12,0,46.719000,True,True,True,True,13.244564,23.462073,25.678369,33.637396
30,555922.600000,G15,0,38.313000,True,True,True,True,-54.778901,-22.120545,-23.875262,-12.790344
30,555922.600000,G23,0,47.781000,True,True,True,True,-1.159027,-32.340910,-31.488611,-20.563898
30,555922.600000,G24,0,46.250000,True,True,True,True,-38.623908,2.901474,-0.872869,7.414795
30,555922.600000,G25,0,43.875000,True,True,True,True,50.684363,15.153060,16.410544,30.216027
31,555922.800000,G10,0,22.094000,True,True,True,True,50.372754,22.539617,16.652896,31.958434
31,555922.800000,G12,0,46.719000,True,True,True,True,13.556324,23.548759,26.146875,34.684949
31,555922.800000,G15,0,39.656000,True,True,True,True,-54.583250,-21.644963,-22.954764,-12.030679
31,555922.800000,G23,0,48.000000,True,True,True,True,-0.810599,-32.469191,-31.505054,-19.495056
31,555922.800000,G24,0,46.656000,True,True,True,True,-38.273048,3.044329,-0.292496,8.031669
31,555922.800000,G25,0,44.031000,True,True,True,True,50.938109,15.368100,16.735757,31.361495
32,555923.000000,G10,0,23.906000,True,True,True,True,50.778434,21.428463,17.589713,31.336378
32,555923.000000,G12,0,46.844000,True,True,True,True,13.486677,24.048725,26.083816,33.527570
32,555923.000000,G15,0,41.125000,True,True,True,True,-54.779024,-21.096142,-23.294815,-13.168147
32,555923.000000,G23,0,48.063000,True,True,True,True,-0.867831,-32.984425,-31.241362,-20.698062
32,555923.000000,G24,0,46.719000,True,True,True,True,-38.308899,2.878904,-0.217137,7.036955
32,555923.000000,G25,0,43.969000,True,True,True,True,50.912511,15.456399,16.848522,30.234233
33,555923.199999,G12,0,46.594000,True,True,True,True,19.207624,6.554608,28.420170,37.575760
33,555923.199999,G15,0,42.656000,True,True,True,True,-49.053475,-21.773373,-20.524414,-8.859015
33,555923.199999,G23,0,47.969000,True,True,True,True,4.859062,-22.674876,-28.603737,-16.539185
33,555923.199999,G24,0,47.063000,True,False,True,True,-32.536456,14.911582,2.915813,11.715556
33,555923.199999,G25,0,44.063000,True,False,True,True,56.638083,22.905089,19.389469,34.237113
34,555923.399999,G12,0,46.094000,True,True,True,True,19.278895,6.641741,28.386015,35.340625
34,555923.399999,G15,0,42.625000,True,True,True,True,-49.086271,-21.848133,-20.234699,-11.109796
34,555923.399999,G23,0,47.969000,True,True,True,True,4.914397,-22.737913,-28.580958,-18.664155
34,555923.399999,G24,0,47.375000,True,False,True,True,-32.416039,14.853351,3.307102,9.949271
34,555923.399999,G25,0,44.156000,True,False,True,True,56.699703,22.922586,19.560909,31.921637
35,555923.600000,G12,0,46.406000,True,True,True,True,19.401974,6.630505,28.303329,36.097632
35,555923.600000,G15,0,43.250000,True,True,True,True,-48.956467,-21.647631,-19.368386,-10.019184
35,555923.600000,G23,0,47.969000,True,True,True,True,5.139561,-22.861315,-28.897871,-17.582558
35,555923.600000,G24,0,47.781000,True,False,True,True,-32.121304,14.805861,4.175706,11.614856
35,555923.600000,G25,0,44.000000,True,False,True,True,56.937447,23.130918,19.559977,32.825410
36,555923.800000,G12,0,46.094000,True,True,True,True,19.822970,6.751023,27.998979,36.617735
36,555923.800000,G15,0,44.938000,True,True,True,True,-48.529838,-21.076543,-19.702412,-9.582491
36,555923.800000,G23,0,48.000000,True,True,True,True,5.568863,-23.113734,-28.880584,-16.906341
36,555923.800000,G24,0,48.313000,True,False,True,True,-31.573048,14.812863,4.672504,12.524417
36,555923.800000,G25,0,44.063000,True,False,True,True,57.308787,23.370206,19.047288,33.194878
37,555924.000000,G12,0,46.625000,True,True,True,True,19.591764,6.660118,27.861507,35.093463
37,555924.000000,G15,0,44.031000,True,True,True,True,-48.763445,-21.471622,-20.202012,-11.345060
37,555924.000000,G23,0,48.125000,True,True,True,True,5.305103,-23.013554,-28.601636,-17.754767
37,555924.000000,G24,0,48.531000,True,False,True,True,-31.690846,14.719448,4.944463,11.055072
37,555924.000000,G25,0,44.094000,True,False,True,True,57.067120,23.315343,18.851133,32.250925
38,555924.199999,G12,0,46.406000,True,True,True,True,19.606675,6.700804,26.954115,35.852099
38,555924.199999,G15,0,44.188000,True,True,True,True,-48.748447,-21.431020,-21.210378,-11.019428
38,555924.199999,G23,0,48.000000,True,True,True,True,5.341031,-23.113718,-29.598362,-16.583571
38,555924.199999,G24,0,48.625000,True,False,True,True,-31.584812,14.715412,4.273437,11.920443
38,555924.199999,G25,0,44.188000,True,False,True,True,57.112135,23.308545,17.665799,33.056259
39,555924.399999,G12,0,46.094000,True,True,True,True,19.698757,6.777605,28.340531,34.988472
39,555924.399999,G15,0,44.906000,True,True,True,True,-48.508492,-21.192686,-19.991213,-11.903324
39,555924.399999,G23,0,47.938000,True,True,True,True,5.449277,-23.259863,-27.661907,-17.301051
39,555924.399999,G24,0,48.813000,True,False,True,True,-31.290609,14.731169,5.771657,11.728458
39,555924.399999,G25,0,44.313000,True,False,True,True,57.240289,23.361782,19.441049,31.891913
40,555924.600000,G12,0,46.781000,True,True,True,True,19.627124,6.637126,27.508446,33.601086
40,555924.600000,G15,0,44.281000,True,True,True,True,-48.557146,-21.366115,-20.577069,-13.408543
40,555924.600000,G23,0,48.125000,True,True,True,True,5.268414,-23.035718,-28.484278,-18.576945
40,555924.600000,G24,0,48.563000,True,False,True,True,-31.360589,14.720321,5.178539,10.890740
40,555924.600000,G25,0,43.844000,True,False,True,True,57.052376,23.477614,18.665844,30.119928
41,555924.800000,G12,0,46.469000,True,True,True,True,19.539498,6.672335,26.939685,33.967112
41,555924.800000,G15,0,44.094000,True,True,True,True,-48.618670,-21.432795,-21.022780,-13.384703
41,555924.800000,G23,0,48.469000,True,True,True,True,5.199372,-22.848442,-29.022795,-18.052000
41,555924.800000,G24,0,48.156000,True,False,True,True,-31.500583,14.828090,4.656198,10.471442
41,555924.800000,G25,0,43.938000,True,False,True,True,56.915299,23.405267,18.085339,30.762154
42,555925.000000,G12,0,46.000000,True,True,True,True,19.293286,6.712974,28.345061,35.327486
42,555925.000000,G15,0,44.000000,True,True,True,True,-48.649923,-21.397405,-19.324237,-11.974889
42,555925.000000,G23,0,48.406000,True,True,True,True,5.137787,-22.793435,-27.212087,-16.205390
42,555925.000000,G24,0,47.500000,True,False,True,True,-31.717013,14.975970,7.330438,12.703623
42,555925.000000,G25,0,44.156000,True,False,True,True,56.865746,23.205667,19.141320,31.911304
43,555925.199999,G12,0,45.406000,True,True,True,True,19.095590,6.725317,26.952606,35.081758
43,555925.199999,G15,0,43.313000,True,True,True,True,-48.714389,-21.501692,-20.365224,-12.259889
43,555925.199999,G23,0,48.031000,True,True,True,True,5.052854,-22.724654,-28.220730,-16.418867
43,555925.199999,G24,0,46.938000,True,False,True,True,-31.919303,14.991276,6.675902,13.225137
43,555925.199999,G25,0,44.000000,True,False,True,True,56.782876,23.040008,17.845387,31.003600
44,555925.399999,G12,0,45.250000,True,True,True,True,18.917495,6.706591,26.928079,34.863472
44,555925.399999,G15,0,42.813000,True,True,True,True,-48.856879,-21.623878,-20.109467,-13.242146
44,555925.399999,G23,0,47.781000,True,True,True,True,4.976521,-22.709882,-28.124353,-15.994615
44,555925.399999,G24,0,46.656000,True,False,True,True,-32.131213,14.992413,6.425415,13.366705
44,555925.399999,G25,0,44.031000,True,False,True,True,56.710582,22.891251,18.310143,30.469905
45,555925.600000,G12,0,45.313000,True,True,True,True,18.892202,6.704937,26.603994,34.965751
45,555925.600000,G15,0,42.844000,True,True,True,True,-48.903083,-21.639158,-20.507932,-13.433812
45,555925.600000,G23,0,47.875000,True,True,True,True,4.962475,-22.699448,-28.064768,-15.659479
45,555925.600000,G24,0,46.625000,True,False,True,True,-32.186021,15.023767,6.923214,13.024731
45,555925.600000,G25,0,44.125000,True,False,True,True,56.707900,22.879098,17.774438,30.874721
46,555925.800000,G12,0,45.219000,True,True,True,True,18.863039,6.713333,24.851240,34.562263
46,555925.800000,G15,0,42.844000,True,True,True,True,-48.866159,-21.627485,-22.247985,-13.847286
46,555925.800000,G23,0,47.938000,True,True,True,True,4.999375,-22.659102,-29.663982,-15.878548
46,555925.800000,G24,0,46.656000,True,False,True,True,-32.178718,15.005600,5.264723,13.256541
46,555925.800000,G25,0,44.125000,True,False,True,True,56.709897,22.870675,16.062687,30.148812
47,555926.000000,G12,0,45.188000,True,True,True,True,18.887036,6.719318,26.861133,36.437573
47,555926.000000,G15,0,42.875000,True,True,True,True,-48.921438,-21.622467,-20.511690,-12.442347
47,555926.000000,G23,0,48.031000,True,True,True,True,5.067690,-22.628053,-27.504258,-13.821078
47,555926.000000,G24,0,46.656000,True,False,True,True,-32.192580,15.012887,6.820992,15.519021
47,555926.000000,G25,0,44.125000,True,False,True,True,56.716376,22.885834,18.283412,31.505491
48,555926.199999,G12,0,45.344000,True,True,True,True,19.092830,6.705910,26.462448,35.023198
48,555926.199999,G15,0,43.094000,True,True,True,True,-48.938984,-21.549937,-21.303772,-14.345336
48,555926.199999,G23,0,48.031000,True,True,True,True,5.043941,-22.669060,-27.682927,-15.299072
48,555926.199999,G24,0,46.563000,True,False,True,True,-32.089911,15.068907,6.260858,13.725108
48,555926.199999,G25,0,44.063000,True,False,True,True,56.627290,22.961766,17.962774,29.927478
49,555926.399999,G12,0,45.344000,True,True,True,True,19.111781,6.715016,24.775110,36.587044
49,555926.399999,G15,0,43.219000,True,True,True,True,-48.876794,-21.522948,-23.207616,-12.532266
