blocked_mass,blocked_positive_frac,blocked_positive_frac_gt5,blocked_positive_mean_residual,cb_disagreement_m,disagreement_m,epoch,max_weighted_blocked_frac,mean_weighted_blocked_frac,n_sat_blocked_gt_005,n_sat_blocked_gt_010,rationale,robust_mean_abs_residual,robust_mean_residual,robust_p95_abs_residual,robust_positive_frac,robust_positive_frac_gt5,satellite_count,score,segment_label,strategy,style,use_blocked
1.281250,0.975610,0.975610,56.713746,6.196570,35.708721,40,0.515625,0.160156,3.000000,3.000000,always robust,32.554068,12.667339,72.417024,0.625000,0.500000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.750000,0.958333,0.958333,52.309107,12.129377,38.411912,41,0.437500,0.107143,2.000000,2.000000,always robust,29.177368,10.619555,68.708936,0.571429,0.571429,7.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
1.218750,0.897436,0.897436,56.250958,8.512033,39.823353,42,0.453125,0.135417,4.000000,4.000000,always robust,31.075478,13.932402,76.567937,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.421875,0.925926,0.925926,56.245361,13.594504,42.997483,43,0.265625,0.060268,2.000000,2.000000,always robust,30.378415,11.011064,70.152494,0.571429,0.571429,7.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.703125,0.911111,0.911111,54.157349,14.758571,45.486689,44,0.296875,0.087891,4.000000,3.000000,always robust,34.947181,12.418784,73.683223,0.625000,0.500000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.375000,0.958333,0.958333,55.045487,15.021348,48.417800,45,0.156250,0.046875,3.000000,2.000000,always robust,35.284386,11.736386,72.951503,0.625000,0.500000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.125000,1.000000,1.000000,69.014844,19.939240,50.828281,46,0.078125,0.015625,1.000000,0.000000,always robust,35.411558,10.246016,71.679038,0.625000,0.500000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.187500,1.000000,1.000000,59.945026,17.689629,52.259670,47,0.078125,0.023437,2.000000,0.000000,always robust,37.356121,15.533220,77.484214,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.109375,1.000000,1.000000,71.611497,16.080829,54.373012,48,0.062500,0.012153,1.000000,0.000000,always robust,33.746052,9.843536,73.725046,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.109375,1.000000,1.000000,72.350385,17.555096,54.065532,49,0.062500,0.013672,1.000000,0.000000,always robust,37.396661,11.533324,75.107118,0.625000,0.500000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.109375,1.000000,1.000000,55.512107,19.336673,54.992533,50,0.046875,0.013672,0.000000,0.000000,always robust,37.989580,11.565060,75.863324,0.625000,0.500000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.109375,0.857143,0.857143,55.643910,14.097813,55.688481,51,0.046875,0.012153,0.000000,0.000000,always robust,34.861519,11.288881,77.535408,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.140625,0.777778,0.777778,52.495235,15.611699,55.803967,52,0.046875,0.015625,0.000000,0.000000,always robust,35.272434,10.463279,77.596476,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.046875,1.000000,1.000000,70.883408,12.268666,57.282103,53,0.046875,0.005208,0.000000,0.000000,always robust,35.799621,11.826294,79.398101,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.140625,0.777778,0.777778,52.985363,13.582837,58.040487,54,0.062500,0.015625,1.000000,0.000000,always robust,36.084299,12.216105,80.351477,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.046875,1.000000,1.000000,81.357848,12.876199,59.434383,55,0.031250,0.005208,0.000000,0.000000,always robust,36.212641,11.819265,80.380713,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,12.832720,61.090864,56,0.000000,0.000000,0.000000,0.000000,always robust,37.033118,13.404312,82.163009,0.666667,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,12.256715,62.126906,57,0.000000,0.000000,0.000000,0.000000,always robust,36.832143,11.303301,80.747692,0.666667,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,11.062375,63.249748,58,0.000000,0.000000,0.000000,0.000000,always robust,35.608629,9.713072,81.910514,0.600000,0.400000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,6.876505,65.052221,59,0.000000,0.000000,0.000000,0.000000,always robust,36.270933,12.740488,84.765384,0.600000,0.600000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,8.689912,66.396802,60,0.000000,0.000000,0.000000,0.000000,always robust,35.693752,9.573952,81.520566,0.600000,0.500000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,9.091054,67.904152,61,0.000000,0.000000,0.000000,0.000000,always robust,36.067586,10.066031,82.221963,0.600000,0.500000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,6.997504,69.938978,62,0.000000,0.000000,0.000000,0.000000,always robust,35.760763,9.680681,81.323484,0.600000,0.500000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,9.726487,72.291130,63,0.000000,0.000000,0.000000,0.000000,always robust,35.208732,7.963505,79.042334,0.600000,0.500000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,5.878408,73.892067,64,0.000000,0.000000,0.000000,0.000000,always robust,35.666237,10.130891,81.055684,0.600000,0.500000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,4.960170,76.271917,65,0.000000,0.000000,0.000000,0.000000,always robust,35.229866,8.701136,79.258390,0.600000,0.500000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,6.294416,78.449595,66,0.000000,0.000000,0.000000,0.000000,always robust,34.687613,7.838705,77.920722,0.500000,0.500000,10.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,12.092043,80.618949,67,0.000000,0.000000,0.000000,0.000000,always robust,31.889902,8.750278,75.163939,0.555556,0.555556,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,12.715865,84.108478,68,0.000000,0.000000,0.000000,0.000000,always robust,31.368078,7.404759,74.445723,0.555556,0.555556,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,12.878020,85.574613,69,0.000000,0.000000,0.000000,0.000000,always robust,31.881553,9.764792,74.899668,0.666667,0.555556,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,11.341987,88.106330,70,0.000000,0.000000,0.000000,0.000000,always robust,31.495283,8.353515,74.819478,0.666667,0.555556,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,14.517091,89.896018,71,0.000000,0.000000,0.000000,0.000000,always robust,31.494432,8.206743,74.698543,0.666667,0.555556,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,13.810512,91.608106,72,0.000000,0.000000,0.000000,0.000000,always robust,32.279905,10.480146,75.444287,0.666667,0.555556,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,16.101895,93.057308,73,0.000000,0.000000,0.000000,0.000000,always robust,31.036464,7.564074,74.243019,0.666667,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,21.389720,94.156329,74,0.000000,0.000000,0.000000,0.000000,always robust,33.948620,9.504433,77.473345,0.625000,0.500000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,21.413084,94.912336,75,0.000000,0.000000,0.000000,0.000000,always robust,34.055263,9.771697,77.567818,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,23.830550,95.908602,76,0.000000,0.000000,0.000000,0.000000,always robust,33.704198,7.769653,77.218121,0.625000,0.375000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,21.779877,96.667262,77,0.000000,0.000000,0.000000,0.000000,always robust,33.970243,8.596938,77.648661,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,23.641429,96.857400,78,0.000000,0.000000,0.000000,0.000000,always robust,34.108934,9.167481,78.005810,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,22.093974,98.020022,79,0.000000,0.000000,0.000000,0.000000,always robust,34.020126,8.437701,77.798438,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,20.848732,98.060966,80,0.000000,0.000000,0.000000,0.000000,always robust,34.317278,8.453428,78.529719,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,14.582326,99.059444,81,0.000000,0.000000,0.000000,0.000000,always robust,31.520407,8.040752,75.926374,0.666667,0.666667,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,13.971449,99.941709,82,0.000000,0.000000,0.000000,0.000000,always robust,32.005928,9.083452,76.485404,0.666667,0.666667,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,11.281711,100.650074,83,0.000000,0.000000,0.000000,0.000000,always robust,32.616054,10.910993,77.094911,0.666667,0.666667,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,11.350675,101.017320,84,0.000000,0.000000,0.000000,0.000000,always robust,32.044197,9.047623,77.059190,0.666667,0.666667,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,19.489341,101.401809,85,0.000000,0.000000,0.000000,0.000000,always robust,35.253124,9.363179,80.813205,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,21.892731,102.185877,86,0.000000,0.000000,0.000000,0.000000,always robust,34.637963,7.241146,80.192137,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,16.870613,103.846211,87,0.000000,0.000000,0.000000,0.000000,always robust,34.848339,9.724944,80.590508,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,21.669551,105.327105,88,0.000000,0.000000,0.000000,0.000000,always robust,34.340139,7.991772,80.119182,0.625000,0.625000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,19.884890,106.201090,89,0.000000,0.000000,0.000000,0.000000,always robust,34.149039,7.946215,80.083685,0.625000,0.500000,8.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,20.115747,107.830517,90,0.000000,0.000000,0.000000,0.000000,always robust,37.932708,6.994133,81.953497,0.571429,0.428571,7.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,8.281009,110.412247,91,0.000000,0.000000,0.000000,0.000000,always robust,35.896530,6.982682,78.657891,0.444444,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,7.873420,112.056415,92,0.000000,0.000000,0.000000,0.000000,always robust,35.817812,6.126478,77.510017,0.444444,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.140625,0.444444,0.444444,20.056872,10.157457,113.362560,93,0.015625,0.015625,0.000000,0.000000,always robust,36.153419,3.960325,75.462872,0.444444,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,6.993335,114.801824,94,0.000000,0.000000,0.000000,0.000000,always robust,35.705591,7.338353,78.745647,0.444444,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,6.397536,116.231819,95,0.000000,0.000000,0.000000,0.000000,always robust,35.570165,7.518079,78.821453,0.444444,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,8.626708,118.046706,96,0.000000,0.000000,0.000000,0.000000,always robust,35.461440,5.606696,76.525607,0.444444,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,3.911422,119.354903,97,0.000000,0.000000,0.000000,0.000000,always robust,35.198458,7.961729,78.939804,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,5.782225,121.209952,98,0.000000,0.000000,0.000000,0.000000,always robust,35.108146,7.540100,78.109132,0.444444,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.000000,0.000000,0.000000,0.000000,4.222642,122.547541,99,0.000000,0.000000,0.000000,0.000000,always robust,35.219024,7.329465,77.978921,0.555556,0.444444,9.000000,0.000000,tokyo_run1_seg1463,always_robust,constant,False
0.531250,0.970588,0.970588,17.572294,2.460025,10.602718,0,0.406250,0.059028,2.000000,1.000000,always robust,18.223999,9.752566,30.029086,0.777778,0.666667,9.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.484375,0.967742,0.967742,19.771987,21.185612,41.920367,1,0.359375,0.053819,2.000000,2.000000,always robust,18.786978,10.159917,28.718595,0.777778,0.666667,9.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.531250,0.970588,0.970588,17.130889,39.397316,99.373427,2,0.375000,0.053125,2.000000,1.000000,always robust,16.890252,8.522012,28.708179,0.800000,0.700000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.437500,1.000000,1.000000,17.186551,37.865558,96.108884,3,0.343750,0.048611,2.000000,1.000000,always robust,17.597710,8.864220,29.691522,0.777778,0.666667,9.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.343750,0.909091,0.909091,18.037899,35.933557,92.147079,4,0.250000,0.042969,2.000000,1.000000,always robust,17.391532,9.231612,27.110679,0.750000,0.625000,8.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.359375,1.000000,1.000000,18.469936,35.868690,89.627663,5,0.296875,0.039931,2.000000,1.000000,always robust,18.757630,11.041589,31.935216,0.777778,0.666667,9.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.187500,1.000000,1.000000,14.839357,37.188505,89.456199,6,0.171875,0.020833,1.000000,1.000000,always robust,17.731220,9.020163,30.008705,0.777778,0.666667,9.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.187500,1.000000,1.000000,10.266447,36.979176,90.126186,7,0.187500,0.018750,1.000000,1.000000,always robust,19.270731,8.513586,37.849670,0.700000,0.700000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.343750,1.000000,1.000000,13.732775,37.246124,88.748390,8,0.281250,0.034375,2.000000,1.000000,always robust,19.828874,8.816941,36.448580,0.700000,0.700000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.328125,1.000000,1.000000,16.695185,34.912730,86.209212,9,0.265625,0.032812,2.000000,1.000000,always robust,20.278086,9.195076,35.543553,0.700000,0.700000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.234375,1.000000,1.000000,13.743837,53.948283,89.288192,10,0.234375,0.029297,1.000000,1.000000,always robust,18.553673,9.843542,34.192679,0.750000,0.750000,8.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.218750,1.000000,1.000000,12.892719,47.127582,92.303007,11,0.187500,0.024306,1.000000,1.000000,always robust,17.638041,10.189183,31.986155,0.777778,0.777778,9.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.187500,1.000000,1.000000,12.157184,50.217815,93.142782,12,0.171875,0.020833,1.000000,1.000000,always robust,17.306506,9.911310,30.758181,0.777778,0.777778,9.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.171875,1.000000,1.000000,13.063853,51.000792,94.571568,13,0.171875,0.019097,1.000000,1.000000,always robust,17.999358,11.591583,32.221095,0.777778,0.777778,9.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.359375,1.000000,1.000000,10.749719,45.974948,94.303259,14,0.203125,0.035937,2.000000,2.000000,always robust,16.375509,10.105087,30.144212,0.800000,0.800000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.281250,1.000000,1.000000,9.431407,48.111760,94.840655,15,0.156250,0.028125,2.000000,2.000000,always robust,15.455522,8.985419,28.968830,0.800000,0.800000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.203125,1.000000,1.000000,8.719659,47.286195,95.688763,16,0.109375,0.020312,2.000000,1.000000,always robust,15.461478,9.445759,29.736668,0.800000,0.800000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.140625,1.000000,1.000000,9.013401,44.396342,95.374136,17,0.078125,0.014062,2.000000,0.000000,always robust,16.347298,11.218049,31.518375,0.800000,0.800000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
0.140625,1.000000,0.555556,7.704371,47.584564,96.405882,18,0.078125,0.014062,2.000000,0.000000,always robust,15.712302,10.630671,31.513480,0.800000,0.700000,10.000000,0.000000,tokyo_run2_seg808,always_robust,constant,False
