city,run,epoch,gps_tow,sat_count,los_count,nlos_count,reflection_count,excess_delay_m_max,excess_delay_m_p90
nagoya,run1,2820,550960.7999989986,11,11,0,0,0.0,0.0
nagoya,run1,2880,550972.7999989986,14,12,2,0,0.0,0.0
nagoya,run1,2940,550984.7999989986,14,11,3,0,0.0,0.0
nagoya,run1,3000,550996.7999999523,14,11,3,0,0.0,0.0
nagoya,run1,3060,551008.7999999523,15,12,3,0,0.0,0.0
nagoya,run1,3120,551020.7999989986,15,12,3,0,0.0,0.0
nagoya,run1,3180,551032.7999989986,15,12,3,0,0.0,0.0
nagoya,run1,3240,551044.7999989986,14,12,2,0,0.0,0.0
nagoya,run1,3300,551056.7999999523,12,11,1,0,0.0,0.0
nagoya,run1,3360,551068.7999999523,6,4,2,6,122.87338821217418,122.87338821217418
nagoya,run1,3420,551080.7999989986,9,7,2,9,17.606251310557127,17.606251310557127
nagoya,run1,3480,551092.7999989986,8,8,0,8,18.1279327981174,18.1279327981174
nagoya,run1,3540,551104.7999989986,10,8,2,10,69.17692486941814,69.17692486941814
nagoya,run1,3600,551116.7999999523,12,12,0,0,0.0,0.0
nagoya,run1,3660,551128.7999999523,13,10,3,13,68.72562769427896,68.72562769427896
nagoya,run1,3720,551140.7999989986,10,9,1,10,50.16252855211496,50.16252855211496
nagoya,run1,3780,551152.7999989986,11,11,0,0,0.0,0.0
nagoya,run1,3840,551164.7999989986,13,13,0,0,0.0,0.0
nagoya,run1,3900,551176.7999999523,13,13,0,0,0.0,0.0
nagoya,run1,3960,551188.7999999523,13,13,0,0,0.0,0.0
nagoya,run1,4020,551200.7999989986,12,12,0,0,0.0,0.0
nagoya,run1,4080,551212.7999989986,13,13,0,0,0.0,0.0
nagoya,run1,4140,551224.7999989986,13,13,0,0,0.0,0.0
nagoya,run1,4200,551236.7999999523,13,13,0,0,0.0,0.0
nagoya,run1,4260,551248.7999999523,13,13,0,0,0.0,0.0
nagoya,run1,4320,551260.7999989986,12,12,0,0,0.0,0.0
nagoya,run1,4380,551272.7999989986,14,14,0,0,0.0,0.0
nagoya,run1,4440,551284.7999989986,13,13,0,0,0.0,0.0
nagoya,run1,4500,551296.7999999523,15,15,0,0,0.0,0.0
nagoya,run1,4560,551308.7999999523,15,15,0,0,0.0,0.0
nagoya,run1,4620,551320.7999989986,4,4,0,0,0.0,0.0
nagoya,run1,4680,551338.0,10,10,0,0,0.0,0.0
nagoya,run1,4740,551350.0,13,13,0,0,0.0,0.0
nagoya,run1,4800,551362.0,13,13,0,0,0.0,0.0
nagoya,run1,4860,551374.0,14,14,0,0,0.0,0.0
nagoya,run1,4920,551386.0,14,14,0,0,0.0,0.0
nagoya,run1,4980,551398.0,14,14,0,14,136.82946158573031,136.82946158573031
nagoya,run1,5040,551410.0,15,14,1,0,0.0,0.0
nagoya,run1,5100,551422.0,14,14,0,0,0.0,0.0
nagoya,run1,5160,551434.0,13,13,0,0,0.0,0.0
nagoya,run1,5220,551446.0,13,13,0,0,0.0,0.0
nagoya,run1,5280,551458.0,13,13,0,0,0.0,0.0
nagoya,run1,5340,551470.0,14,13,1,0,0.0,0.0
nagoya,run1,5400,551482.0,13,13,0,0,0.0,0.0
nagoya,run1,5460,551494.0,13,13,0,0,0.0,0.0
nagoya,run1,5520,551506.0,13,13,0,0,0.0,0.0
nagoya,run1,5580,551518.0,13,13,0,0,0.0,0.0
nagoya,run1,5640,551530.0,15,14,1,15,388.3090162165463,388.3090162165463
nagoya,run1,5700,551542.0,14,14,0,14,48.534118328243494,48.534118328243494
nagoya,run1,5760,551554.0,14,14,0,0,0.0,0.0
nagoya,run1,5820,551566.0,13,13,0,0,0.0,0.0
nagoya,run1,5880,551578.0,14,14,0,0,0.0,0.0
nagoya,run1,5940,551590.0,14,13,1,14,68.37410343065858,68.37410343065858
nagoya,run1,6000,551602.0,14,13,1,14,67.75308327749372,67.75308327749372
nagoya,run1,6060,551614.0,16,15,1,16,67.73452500253916,67.73452500253916
nagoya,run1,6120,551626.0,15,15,0,15,67.71591060236096,67.71591060236096
nagoya,run1,6180,551638.0,16,15,1,16,67.69723999127746,67.69723999127746
nagoya,run1,6240,551650.0,15,14,1,15,67.67851307243109,67.67851307243109
nagoya,run1,6300,551662.0,14,14,0,14,67.65972977504134,67.65972977504134
nagoya,run1,6360,551674.0,15,13,2,15,67.64088998734951,67.64088998734951
nagoya,run1,6420,551686.0,14,13,1,14,67.6219936273992,67.6219936273992
nagoya,run1,6480,551698.0,15,14,1,15,67.60304062440991,67.60304062440991
nagoya,run1,6540,551710.0,16,14,2,16,67.58304541185498,67.58304541185498
nagoya,run1,6600,551722.0,13,13,0,0,0.0,0.0
nagoya,run1,6660,551734.0,15,13,2,15,52.074254617094994,52.074254617094994
nagoya,run1,6720,551746.0,15,14,1,15,67.65533245354891,67.65533245354891
nagoya,run1,6780,551758.0,16,16,0,16,53.97986349090934,53.97986349090934
nagoya,run1,6840,551770.0,17,17,0,0,0.0,0.0
nagoya,run1,6900,551782.0,17,17,0,0,0.0,0.0
nagoya,run1,6960,551794.0,17,17,0,17,76.95040425658226,76.95040425658226
nagoya,run1,7020,551806.0,18,18,0,18,67.19926133006811,67.19926133006811
nagoya,run1,7080,551818.0,18,18,0,18,59.50624481588602,59.50624481588602
nagoya,run1,7140,551830.0,18,18,0,18,51.98862638697028,51.98862638697028
nagoya,run1,7200,551842.0,18,18,0,18,51.96959090605378,51.96959090605378
nagoya,run1,7260,551854.0,19,19,0,19,59.549586333334446,59.549586333334446
nagoya,run1,7320,551866.0,19,19,0,19,52.04127426445484,52.04127426445484
nagoya,run1,7380,551878.0,18,18,0,18,52.19968629255891,52.19968629255891
nagoya,run1,7440,551890.0,19,19,0,19,52.230409510433674,52.230409510433674
nagoya,run1,7500,551902.0,20,20,0,20,52.265196207910776,52.265196207910776
