city,run,window_index,epoch_count,reflection_count_mean,reflection_count_max,excess_delay_m_max_mean,excess_delay_m_max_max,excess_delay_m_p90_mean,nlos_count_mean,sat_count_mean
nagoya,run2,13,2,0.0,0,0.0,0.0,0.0,0.5,13.5
nagoya,run2,14,3,0.0,0,0.0,0.0,0.0,0.3333333333333333,13.666666666666666
nagoya,run2,15,2,0.0,0,0.0,0.0,0.0,0.5,12.0
nagoya,run2,16,3,4.666666666666667,14,16.27091094230612,48.81273282691837,16.27091094230612,3.0,13.333333333333334
nagoya,run2,17,2,0.0,0,0.0,0.0,0.0,2.0,14.5
nagoya,run2,18,3,4.333333333333333,13,13.5691113298138,40.7073339894414,13.5691113298138,3.333333333333333,14.0
nagoya,run2,19,2,5.0,10,18.171702859923244,36.34340571984649,18.171702859923244,3.0,9.0
nagoya,run2,20,3,0.0,0,0.0,0.0,0.0,3.0,8.666666666666666
nagoya,run2,21,2,0.0,0,0.0,0.0,0.0,1.0,12.0
nagoya,run2,22,3,5.333333333333333,16,16.322157724450033,48.966473173350096,16.322157724450033,0.0,14.0
nagoya,run2,23,2,0.0,0,0.0,0.0,0.0,0.0,14.5
nagoya,run2,24,3,0.0,0,0.0,0.0,0.0,0.0,13.0
nagoya,run2,25,2,0.0,0,0.0,0.0,0.0,0.0,12.0
nagoya,run2,26,3,0.0,0,0.0,0.0,0.0,0.0,12.666666666666666
nagoya,run2,27,2,0.0,0,0.0,0.0,0.0,0.0,11.0
nagoya,run2,28,3,4.666666666666667,14,16.46070426205794,49.38211278617382,16.46070426205794,0.0,12.666666666666666
nagoya,run2,29,2,7.0,14,24.781569899991155,49.56313979998231,24.781569899991155,0.0,14.0
nagoya,run2,30,3,12.0,15,26.92430268973112,49.69563442841172,26.92430268973112,1.3333333333333333,12.0
nagoya,run2,31,2,10.5,12,61.42196242138744,61.44336166977882,61.42196242138744,3.5,10.5
nagoya,run2,32,3,11.0,13,61.3144821152091,61.35761940851808,61.3144821152091,5.0,11.0
nagoya,run2,33,2,0.0,0,0.0,0.0,0.0,5.5,11.5
nagoya,run2,34,3,0.0,0,0.0,0.0,0.0,4.333333333333333,10.666666666666666
nagoya,run2,35,2,4.5,9,31.02436037734151,62.04872075468302,31.02436037734151,3.5,9.5
nagoya,run2,36,3,9.0,10,18.730072026451428,18.87757420167327,18.730072026451428,1.0,9.0
nagoya,run2,37,2,11.5,13,18.608157113194466,18.62639820575714,18.608157113194466,2.0,11.5
nagoya,run2,38,3,6.666666666666667,10,35.26378510519862,78.34532924741507,35.26378510519862,2.6666666666666665,10.666666666666666
nagoya,run2,39,2,10.5,12,8.435122266411781,12.193213742226362,8.435122266411781,2.5,10.5
nagoya,run2,40,3,12.333333333333334,14,41.36360333487392,53.99195777997375,41.36360333487392,2.0,12.333333333333334
nagoya,run2,41,2,13.0,14,51.32401404157281,51.390584748238325,51.32401404157281,0.0,13.0
nagoya,run2,42,3,10.0,15,34.6216796785593,52.26749175414443,34.6216796785593,0.6666666666666666,14.666666666666666
nagoya,run2,43,2,7.5,15,23.58540935628116,47.17081871256232,23.58540935628116,1.5,14.0
nagoya,run2,44,3,13.666666666666666,16,52.28240543107192,52.73794128373265,52.28240543107192,2.333333333333333,13.666666666666666
nagoya,run2,45,2,0.0,0,0.0,0.0,0.0,2.0,11.0
nagoya,run2,46,3,0.0,0,0.0,0.0,0.0,3.333333333333333,14.333333333333334
nagoya,run2,47,2,0.0,0,0.0,0.0,0.0,2.5,13.0
nagoya,run2,48,3,5.0,15,17.491138242185116,52.47341472655535,17.491138242185116,2.6666666666666665,14.333333333333334
nagoya,run2,49,2,5.5,11,16.79716836474836,33.59433672949672,16.79716836474836,2.0,12.5
nagoya,run2,50,3,0.0,0,0.0,0.0,0.0,0.6666666666666666,12.333333333333334
nagoya,run2,51,2,0.0,0,0.0,0.0,0.0,0.0,15.5
nagoya,run2,52,3,0.0,0,0.0,0.0,0.0,0.0,15.0
nagoya,run2,53,2,0.0,0,0.0,0.0,0.0,0.0,15.0
nagoya,run2,54,3,0.0,0,0.0,0.0,0.0,0.0,16.333333333333332
nagoya,run2,55,2,0.0,0,0.0,0.0,0.0,0.0,16.0
nagoya,run2,56,3,0.0,0,0.0,0.0,0.0,0.0,18.0
nagoya,run2,57,2,0.0,0,0.0,0.0,0.0,0.0,17.0
nagoya,run2,58,3,0.0,0,0.0,0.0,0.0,0.0,17.0
nagoya,run2,59,2,0.0,0,0.0,0.0,0.0,0.0,17.0
nagoya,run2,60,3,0.0,0,0.0,0.0,0.0,0.0,16.333333333333332
nagoya,run2,61,2,0.0,0,0.0,0.0,0.0,0.0,18.0
nagoya,run2,62,3,0.0,0,0.0,0.0,0.0,0.0,18.33333333333333
nagoya,run3,0,3,0.0,0,0.0,0.0,0.0,0.0,16.666666666666668
nagoya,run3,1,2,0.0,0,0.0,0.0,0.0,0.0,17.0
nagoya,run3,2,3,0.0,0,0.0,0.0,0.0,0.0,16.0
nagoya,run3,3,2,0.0,0,0.0,0.0,0.0,0.0,16.5
nagoya,run3,4,3,0.0,0,0.0,0.0,0.0,0.0,16.333333333333332
nagoya,run3,5,2,0.0,0,0.0,0.0,0.0,0.0,16.0
nagoya,run3,6,3,9.0,15,39.27176487942537,67.03191909193993,39.27176487942537,0.0,14.333333333333334
nagoya,run3,7,2,7.0,14,34.75822995789349,69.51645991578698,34.75822995789349,1.0,13.0
nagoya,run3,8,3,4.333333333333333,13,30.17895617956917,90.5368685387075,30.17895617956917,1.0,12.666666666666666
nagoya,run3,9,2,13.0,14,63.619363056495786,63.63606084138155,63.619363056495786,0.5,13.0
nagoya,run3,10,3,13.333333333333334,15,64.05715477590759,65.06579439714551,64.05715477590759,0.6666666666666666,13.333333333333334
nagoya,run3,11,2,0.0,0,0.0,0.0,0.0,0.5,11.5
nagoya,run3,12,3,0.0,0,0.0,0.0,0.0,0.3333333333333333,11.666666666666666
nagoya,run3,13,2,0.0,0,0.0,0.0,0.0,0.0,10.5
nagoya,run3,14,3,0.0,0,0.0,0.0,0.0,0.3333333333333333,12.0
nagoya,run3,15,2,0.0,0,0.0,0.0,0.0,2.0,13.0
nagoya,run3,16,3,5.0,15,25.56829263518254,76.70487790554762,25.56829263518254,0.0,14.0
nagoya,run3,17,2,0.0,0,0.0,0.0,0.0,0.5,14.0
nagoya,run3,18,3,5.0,15,21.08554691945513,63.25664075836539,21.08554691945513,1.0,13.666666666666666
nagoya,run3,19,2,12.0,12,75.5033785738051,75.52319272235036,75.5033785738051,0.0,12.0
nagoya,run3,20,3,8.666666666666666,13,50.293768456826605,75.44206787273288,50.293768456826605,0.3333333333333333,12.666666666666666
nagoya,run3,21,2,13.5,14,39.28014080785215,48.11643410474062,39.28014080785215,0.5,13.5
nagoya,run3,22,3,12.666666666666666,14,12.497887518256904,12.504883836954832,12.497887518256904,1.0,12.666666666666666
nagoya,run3,23,2,11.0,12,12.480825623497369,12.484792690724134,12.480825623497369,0.0,11.0
nagoya,run3,24,3,8.0,14,8.331628774603208,12.525113590061665,8.331628774603208,0.6666666666666666,12.0
nagoya,run3,25,2,0.0,0,0.0,0.0,0.0,1.5,12.5
nagoya,run3,26,3,0.0,0,0.0,0.0,0.0,1.0,10.666666666666666
nagoya,run3,27,2,0.0,0,0.0,0.0,0.0,2.5,15.0
nagoya,run3,28,3,4.0,12,13.556905978669723,40.67071793600917,13.556905978669723,0.0,12.0
nagoya,run3,29,2,8.5,17,17.23216731287539,34.46433462575078,17.23216731287539,0.0,15.5
nagoya,run3,30,3,8.666666666666666,14,40.9502758619686,61.4434421621263,40.9502758619686,2.0,13.0
nagoya,run3,31,2,8.0,16,30.6848329808563,61.3696659617126,30.6848329808563,1.0,15.0
nagoya,run3,32,3,5.0,15,20.4324706060191,61.2974118180573,20.4324706060191,1.0,14.666666666666666
nagoya,run3,33,2,0.0,0,0.0,0.0,0.0,0.0,16.5
nagoya,run3,34,2,0.0,0,0.0,0.0,0.0,0.0,16.0
tokyo,run1,0,3,6.0,18,12.052093677222729,36.156281031668186,12.052093677222729,0.0,20.666666666666668
tokyo,run1,1,2,20.5,21,41.796399453654885,51.22921680286527,41.796399453654885,0.0,20.5
tokyo,run1,2,3,0.0,0,0.0,0.0,0.0,0.0,20.666666666666668
tokyo,run1,3,2,0.0,0,0.0,0.0,0.0,0.5,19.0
tokyo,run1,4,3,0.0,0,0.0,0.0,0.0,1.0,20.666666666666668
tokyo,run1,5,2,0.0,0,0.0,0.0,0.0,0.5,19.0
tokyo,run1,6,3,0.0,0,0.0,0.0,0.0,0.0,18.33333333333333
tokyo,run1,7,2,0.0,0,0.0,0.0,0.0,0.0,19.0
tokyo,run1,8,3,18.0,19,46.34319239358107,49.65272797644138,46.34319239358107,0.0,18.0
tokyo,run1,9,2,0.0,0,0.0,0.0,0.0,0.0,19.5
tokyo,run1,10,3,0.0,0,0.0,0.0,0.0,0.6666666666666666,20.0
tokyo,run1,11,2,18.0,18,53.39753076992929,54.26779513806105,53.39753076992929,1.0,18.0
tokyo,run1,12,3,12.333333333333334,19,33.06338090449572,49.63035085424781,33.06338090449572,0.0,18.0
tokyo,run1,13,2,19.5,20,49.45940528810024,49.49289045855403,49.45940528810024,0.0,19.5
tokyo,run1,14,3,6.333333333333333,19,16.263916607946157,48.79174982383847,16.263916607946157,0.3333333333333333,18.666666666666668
tokyo,run1,15,2,17.0,18,48.35486629791558,48.48210339248181,48.35486629791558,0.5,17.0
tokyo,run1,16,3,18.0,20,48.24918640280763,48.41960626095533,48.24918640280763,1.0,18.0
tokyo,run1,17,2,16.0,19,27.721402058377866,48.505628649145365,27.721402058377866,0.0,16.0
tokyo,run1,18,3,9.333333333333334,16,9.504044802238544,20.24285814538598,9.504044802238544,2.0,11.666666666666666
tokyo,run1,19,2,0.0,0,0.0,0.0,0.0,0.0,8.5
tokyo,run1,20,3,12.666666666666666,15,7.475118541469176,7.552952829748392,7.475118541469176,0.6666666666666666,12.666666666666666
tokyo,run1,21,2,13.0,15,22.780404537916183,38.53733401745558,22.780404537916183,2.0,13.0
tokyo,run1,22,3,0.0,0,0.0,0.0,0.0,1.0,10.333333333333334
tokyo,run1,23,2,0.0,0,0.0,0.0,0.0,2.5,9.5
tokyo,run1,24,3,0.0,0,0.0,0.0,0.0,1.0,7.333333333333333
tokyo,run1,25,2,0.0,0,0.0,0.0,0.0,2.0,8.0
tokyo,run1,26,3,0.0,0,0.0,0.0,0.0,2.0,7.0
tokyo,run1,27,2,11.5,12,21.68192972242832,21.69353733211756,21.68192972242832,2.5,11.5
tokyo,run1,28,3,12.0,13,21.224027036378786,21.76306264102459,21.224027036378786,3.0,12.0
tokyo,run1,29,2,11.0,12,24.40987318754196,28.571931298822165,24.40987318754196,2.0,11.0
tokyo,run1,30,3,11.0,11,39.12537859007716,46.34699771180749,39.12537859007716,2.333333333333333,11.0
tokyo,run1,31,2,11.0,11,29.71024164184928,32.10115618258715,29.71024164184928,1.5,11.0
tokyo,run1,32,3,9.666666666666666,17,18.67532251526912,45.12970159947872,18.67532251526912,1.0,15.0
tokyo,run1,33,2,13.5,14,42.98608613945544,45.09275968372822,42.98608613945544,0.5,13.5
tokyo,run1,34,3,15.0,17,38.65859026710192,45.010588210076094,38.65859026710192,1.3333333333333333,15.0
tokyo,run1,35,2,0.0,0,0.0,0.0,0.0,2.0,11.5
tokyo,run1,36,3,9.0,14,22.04074457411965,43.50483143702149,22.04074457411965,1.0,13.0
tokyo,run1,37,2,13.5,15,35.917732037603855,60.52702732384205,35.917732037603855,2.0,13.5
tokyo,run1,38,3,10.666666666666666,16,11.0386148703595,20.45809159055352,11.0386148703595,5.666666666666667,15.333333333333334
tokyo,run1,39,2,16.0,16,20.45809093117714,20.474201004952192,20.45809093117714,5.5,16.0
tokyo,run1,40,3,12.666666666666666,15,28.66195533424616,44.86043697223067,28.66195533424616,3.333333333333333,12.666666666666666
tokyo,run1,41,2,12.0,12,23.63295243680477,23.64299738779664,23.63295243680477,3.5,12.0
tokyo,run1,42,3,12.0,12,23.682951604326565,23.70286099985242,23.682951604326565,4.0,12.0
tokyo,run1,43,2,11.5,12,23.73255572281778,23.7424313724041,23.73255572281778,3.5,11.5
tokyo,run1,44,3,13.666666666666666,15,23.783722178389628,23.80732111632824,23.783722178389628,5.666666666666667,13.666666666666666
tokyo,run1,45,2,14.5,15,42.94618718326092,68.33759228512645,42.94618718326092,2.5,14.5
tokyo,run1,46,3,15.666666666666666,17,68.39908635243773,68.44484133273363,68.39908635243773,0.6666666666666666,15.666666666666666
tokyo,run1,47,2,15.5,17,130.39241850934923,192.2939597554505,130.39241850934923,1.0,15.5
tokyo,run1,48,3,5.0,15,5.088040180504322,15.264120541512966,5.088040180504322,3.6666666666666665,14.666666666666666
tokyo,run1,49,2,0.0,0,0.0,0.0,0.0,4.0,17.0
tokyo,run1,50,3,4.333333333333333,13,5.4736226337651415,16.420867901295424,5.4736226337651415,1.0,13.333333333333334
tokyo,run1,51,2,0.0,0,0.0,0.0,0.0,2.0,14.0
tokyo,run1,52,3,0.0,0,0.0,0.0,0.0,2.6666666666666665,14.0
tokyo,run1,53,2,0.0,0,0.0,0.0,0.0,2.0,11.5
tokyo,run1,54,3,7.333333333333333,12,18.942222872128088,32.162636283785105,18.942222872128088,2.0,11.0
tokyo,run1,55,2,13.0,14,23.763497622683644,24.68210007250309,23.763497622683644,4.0,13.0
tokyo,run1,56,3,10.666666666666666,11,25.17246201013525,41.209395945072174,25.17246201013525,4.666666666666667,10.666666666666666
tokyo,run1,57,2,12.5,14,23.501535983756185,24.24544496461749,23.501535983756185,2.0,12.5
tokyo,run1,58,3,7.0,11,20.98728199178974,47.18014075234533,20.98728199178974,1.3333333333333333,9.666666666666666
tokyo,run1,59,2,9.0,18,9.676598247140646,19.35319649428129,9.676598247140646,1.5,13.5
tokyo,run1,60,1,0.0,0,0.0,0.0,0.0,0.0,6.0
tokyo,run1,61,3,4.333333333333333,13,2.5644764229655266,7.69342926889658,2.5644764229655266,0.0,12.333333333333334
tokyo,run1,62,2,0.0,0,0.0,0.0,0.0,0.5,13.0
tokyo,run1,63,3,0.0,0,0.0,0.0,0.0,1.3333333333333333,13.0
tokyo,run1,64,2,0.0,0,0.0,0.0,0.0,0.5,10.5
tokyo,run1,65,3,12.0,18,14.224377799779177,39.74071725457907,14.224377799779177,0.6666666666666666,16.333333333333332
tokyo,run1,66,2,18.5,19,7.848632633686066,7.855821385979652,7.848632633686066,1.0,18.5
tokyo,run1,67,3,17.666666666666668,18,7.812669506917397,7.827060543000698,7.812669506917397,0.3333333333333333,17.666666666666668
tokyo,run1,68,2,17.5,18,7.73968006670475,7.783876020461321,7.73968006670475,0.0,17.5
tokyo,run1,69,3,4.333333333333333,13,12.815228930364052,38.44568679109216,12.815228930364052,0.3333333333333333,13.666666666666666
tokyo,run1,70,2,0.0,0,0.0,0.0,0.0,0.0,15.0
tokyo,run1,71,3,4.333333333333333,13,7.612821632375319,22.83846489712596,7.612821632375319,0.3333333333333333,14.0
tokyo,run1,72,2,9.5,19,9.7758896574378,19.551779314875603,9.7758896574378,1.0,18.5
tokyo,run1,73,3,11.0,18,60.84763219207525,149.17395405471325,60.84763219207525,2.333333333333333,17.333333333333332
tokyo,run1,74,2,14.5,16,32.95689111948013,49.24841427430511,32.95689111948013,1.0,14.5
tokyo,run1,75,3,10.666666666666666,17,26.11138113960624,40.96992717683315,26.11138113960624,1.3333333333333333,15.333333333333334
tokyo,run1,76,2,0.0,0,0.0,0.0,0.0,0.0,18.5
tokyo,run1,77,3,0.0,0,0.0,0.0,0.0,0.0,19.0
tokyo,run1,78,2,10.0,20,11.961720440536736,23.923440881073475,11.961720440536736,0.5,20.5
tokyo,run1,79,2,10.0,20,18.629804452881217,37.259608905762434,18.629804452881217,0.0,19.5
tokyo,run2,0,3,0.0,0,0.0,0.0,0.0,0.0,24.666666666666668
tokyo,run2,1,2,11.0,22,25.735799903050065,51.47159980610013,25.735799903050065,0.0,22.5
tokyo,run2,2,3,14.0,21,33.73411085332433,50.70576761290431,33.73411085332433,0.3333333333333333,20.666666666666668
tokyo,run2,3,2,11.5,23,106.91671056300402,213.83342112600803,106.91671056300402,0.0,21.5
tokyo,run2,4,3,0.0,0,0.0,0.0,0.0,0.3333333333333333,21.0
tokyo,run2,5,2,11.0,22,8.547527538612485,17.09505507722497,8.547527538612485,0.5,19.0
tokyo,run2,6,3,0.0,0,0.0,0.0,0.0,1.6666666666666667,15.333333333333334
tokyo,run2,7,2,21.5,23,28.000607216730717,38.60446193814278,28.000607216730717,9.0,21.5
tokyo,run2,8,3,11.0,19,30.229154388109844,52.08472951501608,30.229154388109844,6.0,16.666666666666668
tokyo,run2,9,2,17.5,21,32.950583746656775,52.065311551094055,32.950583746656775,1.5,17.5
tokyo,run2,10,3,14.0,23,5.84156325707833,13.469003096222878,5.84156325707833,0.6666666666666666,20.666666666666668
tokyo,run2,11,2,11.5,23,8.697978049516678,17.395956099033356,8.697978049516678,0.0,22.5
tokyo,run2,12,3,13.666666666666666,22,14.154839670906464,26.05873642861843,14.154839670906464,0.0,20.666666666666668
tokyo,run2,13,2,22.0,22,17.564818013459444,17.57606179267168,17.564818013459444,0.0,22.0
tokyo,run2,14,3,22.666666666666668,23,17.54701456675927,17.59839953109622,17.54701456675927,0.3333333333333333,22.666666666666668
tokyo,run2,15,2,12.0,24,8.777019435539842,17.554038871079683,8.777019435539842,1.0,23.5
tokyo,run2,16,3,19.666666666666668,21,18.914517869551972,19.02604352682829,18.914517869551972,0.6666666666666666,19.666666666666668
tokyo,run2,17,2,22.0,22,19.059961277991533,19.07121334969997,19.059961277991533,1.0,22.0
tokyo,run2,18,3,14.666666666666666,22,12.736430818835894,19.115736607462168,12.736430818835894,0.6666666666666666,21.666666666666668
tokyo,run2,19,2,12.0,24,185.0071602705866,370.0143205411732,185.0071602705866,0.0,23.0
tokyo,run2,20,3,15.333333333333334,16,32.185426235198975,55.90905599296093,32.185426235198975,0.6666666666666666,15.333333333333334
tokyo,run2,21,2,17.5,18,53.050489040091634,79.86434277519584,53.050489040091634,3.5,17.5
tokyo,run2,22,3,5.0,15,215.3938022342821,646.1814067028463,215.3938022342821,1.6666666666666667,14.333333333333334
tokyo,run2,23,2,13.5,14,17.912091474980116,17.975651282817125,17.912091474980116,2.0,13.5
tokyo,run2,24,3,17.333333333333332,19,17.949760600924492,17.96883251518011,17.949760600924492,2.6666666666666665,17.333333333333332
tokyo,run2,25,2,17.0,18,11.153498968109488,17.967835132032633,11.153498968109488,2.5,17.0
tokyo,run2,26,3,6.0,18,1.924180341263612,5.772541023790836,1.924180341263612,0.0,18.0
tokyo,run2,27,2,0.0,0,0.0,0.0,0.0,0.5,23.0
tokyo,run2,28,3,7.0,21,2.138102777302265,6.414308331906796,2.138102777302265,0.0,21.33333333333333
tokyo,run2,29,2,19.5,22,95.4038725234568,184.34870564937592,95.4038725234568,0.0,19.5
tokyo,run2,30,3,6.666666666666667,12,75.41804251819849,195.31639114022252,75.41804251819849,0.6666666666666666,9.666666666666666
tokyo,run2,31,2,11.0,14,113.49249627627432,195.26198976114392,113.49249627627432,0.5,11.0
tokyo,run2,32,3,13.333333333333334,15,140.6180956400931,195.1516957655549,140.6180956400931,1.0,13.333333333333334
tokyo,run2,33,2,7.5,9,31.546657567843795,31.566459637135267,31.546657567843795,0.0,7.5
tokyo,run2,34,3,0.0,0,0.0,0.0,0.0,0.0,10.0
tokyo,run2,35,2,7.0,14,8.990121310576797,17.980242621153593,8.990121310576797,1.0,11.5
tokyo,run2,36,3,3.6666666666666665,11,2.925651278346777,8.77695383504033,2.925651278346777,1.0,12.333333333333334
tokyo,run2,37,2,0.0,0,0.0,0.0,0.0,0.5,10.5
tokyo,run2,38,3,4.666666666666667,14,2.945556345085303,8.836669035255909,2.945556345085303,0.0,12.333333333333334
tokyo,run2,39,2,6.5,13,6.965002171695232,13.930004343390465,6.965002171695232,2.0,12.5
tokyo,run2,40,3,9.0,14,46.01922722781698,69.03388084471226,46.01922722781698,1.0,12.333333333333334
tokyo,run2,41,2,8.0,16,2.1244543977081776,4.248908795416355,2.1244543977081776,1.5,15.0
tokyo,run2,42,3,11.666666666666666,19,68.57568983982007,197.92016621679068,68.57568983982007,0.6666666666666666,17.0
tokyo,run2,43,2,8.0,16,70.7809692658484,141.5619385316968,70.7809692658484,2.5,13.5
tokyo,run2,44,2,9.0,18,46.56906566210091,93.13813132420182,46.56906566210091,1.5,16.0
tokyo,run2,45,3,10.333333333333334,16,35.73899049063524,56.9161042869091,35.73899049063524,1.0,15.666666666666666
tokyo,run2,46,2,0.0,0,0.0,0.0,0.0,1.5,9.0
tokyo,run2,47,3,14.666666666666666,16,16.55815067018072,18.976364471018314,16.55815067018072,0.3333333333333333,14.666666666666666
tokyo,run2,48,2,6.5,13,370.1021701954305,740.204340390861,370.1021701954305,0.0,12.5
tokyo,run2,49,3,0.0,0,0.0,0.0,0.0,0.0,12.333333333333334
tokyo,run2,50,2,0.0,0,0.0,0.0,0.0,0.0,17.0
tokyo,run2,51,3,6.0,18,86.98997013146679,260.9699103944004,86.98997013146679,0.6666666666666666,17.333333333333332
tokyo,run2,52,2,0.0,0,0.0,0.0,0.0,1.0,18.0
tokyo,run2,53,3,0.0,0,0.0,0.0,0.0,0.6666666666666666,17.666666666666668
tokyo,run2,54,2,23.0,24,18.85667467862368,18.8868096023798,18.85667467862368,0.0,23.0
