epoch,tow,ecef_x,ecef_y,ecef_z,error_m,sub50cm,fix,false_fix,source
27,187475.39999890327,-3961767.6193,3349008.6673,3698309.799,0.04973509836230832,1,0,0,pf_seeded_rtk_consensus
28,187475.59999990463,-3961767.6178,3349008.6657,3698309.7984,0.051294151844912865,1,0,0,pf_seeded_rtk_consensus
29,187475.79999899864,-3961767.6141,3349008.6631,3698309.7967,0.05406394347010066,1,0,0,pf_seeded_rtk_consensus
30,187476.0,-3961767.6081,3349008.6588,3698309.7939,0.05918665392098862,1,0,0,pf_seeded_rtk_consensus
31,187476.20000004768,-3961767.6154,3349008.664,3698309.7973,0.05307023653742075,1,0,0,pf_seeded_rtk_consensus
32,187476.39999890327,-3961767.619,3349008.6657,3698309.7983,0.05098607659954696,1,0,0,pf_seeded_rtk_consensus
33,187476.59999990463,-3961767.6168,3349008.6645,3698309.7989,0.05279867409939874,1,0,0,pf_seeded_rtk_consensus
34,187476.79999899864,-3961767.6117,3349008.6601,3698309.797,0.05759774290591215,1,0,0,pf_seeded_rtk_consensus
35,187477.0,-3961767.6063,3349008.6555,3698309.7941,0.06287089940029512,1,0,0,pf_seeded_rtk_consensus
36,187477.20000004768,-3961767.6137,3349008.6604,3698309.7968,0.056661185945635954,1,0,0,pf_seeded_rtk_consensus
37,187477.39999890327,-3961767.6174,3349008.6626,3698309.7981,0.05409926053293918,1,0,0,pf_seeded_rtk_consensus
38,187477.59999990463,-3961767.6156,3349008.6626,3698309.7982,0.05457984970149539,1,0,0,pf_seeded_rtk_consensus
39,187477.79999899864,-3961767.6144,3349008.6633,3698309.7968,0.05382648031094394,1,0,0,pf_seeded_rtk_consensus
40,187478.0,-3961767.6078,3349008.6598,3698309.7938,0.058379105749050364,1,0,0,pf_seeded_rtk_consensus
41,187478.20000004768,-3961767.6147,3349008.6648,3698309.7971,0.05248180641276666,1,0,0,pf_seeded_rtk_consensus
42,187478.39999890327,-3961767.619,3349008.6669,3698309.798,0.04978965738261659,1,0,0,pf_seeded_rtk_consensus
43,187478.59999990463,-3961767.6199,3349008.6665,3698309.7981,0.049998699999623884,1,0,0,pf_seeded_rtk_consensus
44,187478.79999899864,-3961767.6141,3349008.664,3698309.7961,0.05306618508344016,1,0,0,pf_seeded_rtk_consensus
45,187479.0,-3961767.6088,3349008.6605,3698309.7942,0.05747460268792099,1,0,0,pf_seeded_rtk_consensus
46,187479.20000004768,-3961767.6161,3349008.6643,3698309.7973,0.052609790008625604,1,0,0,pf_seeded_rtk_consensus
47,187479.39999890327,-3961767.619,3349008.6661,3698309.7986,0.05073233665319193,1,0,0,pf_seeded_rtk_consensus
48,187479.59999990463,-3961767.6169,3349008.6648,3698309.7984,0.05232599745292166,1,0,0,pf_seeded_rtk_consensus
49,187479.79999899864,-3961767.6161,3349008.6648,3698309.7973,0.052156878712394876,1,0,0,pf_seeded_rtk_consensus
50,187480.0,-3961767.6076,3349008.66,3698309.7944,0.05842191333447097,1,0,0,pf_seeded_rtk_consensus
51,187480.20000004768,-3961767.6168,3349008.6664,3698309.798,0.05077006981412786,1,0,0,pf_seeded_rtk_consensus
52,187480.39999890327,-3961767.618,3349008.6663,3698309.799,0.05092631917099251,1,0,0,pf_seeded_rtk_consensus
53,187480.59999990463,-3961767.6202,3349008.6671,3698309.7997,0.05000139969532398,1,0,0,pf_seeded_rtk_consensus
54,187480.79999899864,-3961767.6176,3349008.6654,3698309.798,0.05147154556699589,1,0,0,pf_seeded_rtk_consensus
55,187481.0,-3961767.6105,3349008.6622,3698309.7959,0.05579516077931567,1,0,0,pf_seeded_rtk_consensus
56,187481.20000004768,-3961767.6153,3349008.6639,3698309.7967,0.05299613166688648,1,0,0,pf_seeded_rtk_consensus
57,187481.39999890327,-3961767.6186,3349008.6651,3698309.7984,0.05165394471681001,1,0,0,pf_seeded_rtk_consensus
58,187481.59999990463,-3961767.6178,3349008.6652,3698309.798,0.052864732781573553,1,0,0,pf_seeded_rtk_consensus
59,187481.79999899864,-3961767.6163,3349008.6628,3698309.7971,0.057589408681064845,1,0,0,pf_seeded_rtk_consensus
60,187482.0,-3961767.6084,3349008.6582,3698309.795,0.06633551091760202,1,0,0,pf_seeded_rtk_consensus
61,187482.20000004768,-3961767.6054,3349008.6672,3698309.8046,0.06387926127591777,1,0,0,pf_seeded_rtk_consensus
62,187482.39999890327,-3961767.5835,3349008.6791,3698309.822,0.06516640265793144,1,0,0,pf_seeded_rtk_consensus
63,187482.59999990463,-3961767.5516,3349008.6948,3698309.8498,0.06832891033377285,1,0,0,pf_seeded_rtk_consensus
64,187482.79999899864,-3961767.5034,3349008.7109,3698309.882,0.07377513163873309,1,0,0,pf_seeded_rtk_consensus
65,187483.0,-3961767.4404,3349008.7266,3698309.919,0.08234755613592462,1,0,0,pf_seeded_rtk_consensus
66,187483.20000004768,-3961767.3745,3349008.757,3698309.9677,0.0808080439723897,1,0,0,pf_seeded_rtk_consensus
67,187483.39999890327,-3961767.301,3349008.7765,3698310.0271,0.09428287238972918,1,0,0,pf_seeded_rtk_consensus
68,187483.59999990463,-3961767.2158,3349008.8081,3698310.0951,0.10048910372742507,1,0,0,pf_seeded_rtk_consensus
69,187483.79999899864,-3961767.1115,3349008.8384,3698310.1678,0.10922843043899795,1,0,0,pf_seeded_rtk_consensus
70,187484.0,-3961766.9994,3349008.869,3698310.2462,0.11549978369129685,1,0,0,pf_seeded_rtk_consensus
71,187484.20000004768,-3961766.8899,3349008.9042,3698310.341,0.11766159081269184,1,0,0,pf_seeded_rtk_consensus
72,187484.39999890327,-3961766.7712,3349008.946,3698310.4384,0.11941105450322254,1,0,0,pf_seeded_rtk_consensus
73,187484.59999990463,-3961766.6348,3349008.9776,3698310.545,0.12975052996019132,1,0,0,pf_seeded_rtk_consensus
74,187484.79999899864,-3961766.4819,3349009.0176,3698310.6641,0.13616012632708707,1,0,0,pf_seeded_rtk_consensus
75,187485.0,-3961766.3175627976,3349009.064307007,3698310.8081935435,0.13977179409570165,1,0,0,retained_production
76,187485.20000004768,-3961766.0959,3349009.1085,3698310.9627,0.12337078244477678,1,0,0,pf_seeded_rtk_consensus
77,187485.39999890327,-3961765.8697,3349009.1684,3698311.1641,0.11901285670507726,1,0,0,pf_seeded_rtk_consensus
78,187485.59999990463,-3961765.6152,3349009.2592,3698311.3837,0.09464021319613154,1,0,0,pf_seeded_rtk_consensus
79,187485.79999899864,-3961765.334238191,3349009.2996800533,3698311.6418892355,0.12241132423740428,1,0,0,retained_production
80,187486.0,-3961765.0009,3349009.3996,3698311.8885,0.08197572790984267,1,0,0,pf_seeded_rtk_consensus
81,187486.20000004768,-3961764.6721,3349009.4773,3698312.1715,0.08527572940875236,1,0,0,pf_seeded_rtk_consensus
82,187486.39999890327,-3961764.3277,3349009.5731,3698312.4663,0.0841818859791264,1,0,0,pf_seeded_rtk_consensus
83,187486.59999990463,-3961763.9693933567,3349009.635304221,3698312.7767314175,0.11980205103457411,1,0,0,retained_production
84,187486.79999899864,-3961763.5796,3349009.7591,3698313.0815,0.09577379610265932,1,0,0,pf_seeded_rtk_consensus
85,187487.0,-3961763.1472,3349009.8471,3698313.4261,0.10375287932381166,1,0,0,pf_seeded_rtk_consensus
86,187487.20000004768,-3961762.7218,3349009.9902,3698313.8113,0.05838809837301083,1,0,0,pf_seeded_rtk_consensus
87,187487.39999890327,-3961762.249704739,3349010.077292963,3698314.212986994,0.062237160908207044,1,0,0,retained_production
88,187487.59999990463,-3961761.7428,3349010.2284,3698314.641,0.018724315846566617,1,0,0,pf_seeded_rtk_consensus
89,187487.79999899864,-3961761.2321,3349010.3914,3698315.0967,0.03156358649905113,1,0,0,pf_seeded_rtk_consensus
90,187488.0,-3961760.6631,3349010.5243,3698315.555,0.052677319496630994,1,0,0,pf_seeded_rtk_consensus
91,187488.20000004768,-3961760.0682598427,3349010.6323886965,3698316.0593123524,0.029384520307629895,1,0,0,retained_production
92,187488.39999890327,-3961759.4883,3349010.8081,3698316.5769,0.038793169363676806,1,0,0,pf_seeded_rtk_consensus
93,187488.59999990463,-3961758.9036,3349010.966,3698317.0917,0.048800102401373065,1,0,0,pf_seeded_rtk_consensus
94,187488.79999899864,-3961758.305,3349011.0996,3698317.6013,0.0467316807405169,1,0,0,pf_seeded_rtk_consensus
95,187489.0,-3961757.684615098,3349011.138297085,3698318.1026809104,0.06277946876335991,1,0,0,retained_production
96,187489.20000004768,-3961757.1142,3349011.3593,3698318.6175,0.03483360457814702,1,0,0,pf_seeded_rtk_consensus
97,187489.39999890327,-3961756.5246,3349011.4949,3698319.1232,0.03302438481084425,1,0,0,pf_seeded_rtk_consensus
98,187489.59999990463,-3961755.9363,3349011.6445,3698319.63,0.037690051868419526,1,0,0,pf_seeded_rtk_consensus
99,187489.79999899864,-3961755.296774207,3349011.692128053,3698320.1244297554,0.07803451680685305,1,0,0,retained_production
100,187490.0,-3961754.7264,3349011.9501,3698320.6178,0.04023692331792038,1,0,0,pf_seeded_rtk_consensus
101,187490.20000004768,-3961754.133,3349012.1187,3698321.113,0.04863013458769587,1,0,0,pf_seeded_rtk_consensus
102,187490.39999890327,-3961753.5265,3349012.288,3698321.6062,0.0527701621970343,1,0,0,pf_seeded_rtk_consensus
103,187490.59999990463,-3961752.888679697,3349012.392508341,3698322.08158563,0.06033617738756049,1,0,0,retained_production
104,187490.79999899864,-3961752.2919,3349012.6384,3698322.579,0.04244961742987586,1,0,0,pf_seeded_rtk_consensus
105,187491.0,-3961751.6759,3349012.8202,3698323.0387,0.053285457510535955,1,0,0,pf_seeded_rtk_consensus
106,187491.20000004768,-3961751.0744,3349013.0084,3698323.5008,0.05340749048101244,1,0,0,pf_seeded_rtk_consensus
107,187491.39999890327,-3961750.4773854655,3349013.139562635,3698323.9510349543,0.06758926322376888,1,0,0,retained_production
108,187491.59999990463,-3961749.9081,3349013.3922,3698324.3999,0.05222126022197652,1,0,0,pf_seeded_rtk_consensus
109,187491.79999899864,-3961749.3458,3349013.5819,3698324.8321,0.056979470080042637,1,0,0,pf_seeded_rtk_consensus
110,187492.0,-3961748.8037,3349013.751,3698325.2339,0.06308327846040016,1,0,0,pf_seeded_rtk_consensus
111,187492.20000004768,-3961748.285323744,3349013.8543996094,3698325.619902459,0.07589508883350822,1,0,0,retained_production
112,187492.39999890327,-3961747.8353,3349014.0898,3698326.0025,0.06617083993627808,1,0,0,pf_seeded_rtk_consensus
113,187492.59999990463,-3961747.3665,3349014.2526,3698326.3552,0.07266945686357132,1,0,0,pf_seeded_rtk_consensus
114,187492.79999899864,-3961746.9373,3349014.3915,3698326.6972,0.06965759115649331,1,0,0,pf_seeded_rtk_consensus
115,187493.0,-3961746.5050662896,3349014.446917635,3698326.9918145267,0.0709946470188327,1,0,0,retained_production
116,187493.20000004768,-3961746.1585,3349014.6548,3698327.2923,0.07622716061769819,1,0,0,pf_seeded_rtk_consensus
117,187493.39999890327,-3961745.8222,3349014.777,3698327.5668,0.08403499225954386,1,0,0,pf_seeded_rtk_consensus
118,187493.59999990463,-3961745.5086,3349014.8757,3698327.7935,0.07685635955792579,1,0,0,pf_seeded_rtk_consensus
119,187493.79999899864,-3961745.2024077997,3349014.8754859287,3698327.9972145846,0.07047905112713086,1,0,0,retained_production
120,187494.0,-3961744.9901,3349015.059,3698328.2088,0.09017677065485191,1,0,0,pf_seeded_rtk_consensus
121,187494.20000004768,-3961744.7807,3349015.1334,3698328.3866,0.08945060106442045,1,0,0,pf_seeded_rtk_consensus
122,187494.39999890327,-3961744.5729,3349015.1751,3698328.5246,0.07423462804639777,1,0,0,pf_seeded_rtk_consensus
123,187494.59999990463,-3961744.375829596,3349015.1511909715,3698328.6463036416,0.06412993906062929,1,0,0,retained_production
124,187494.79999899864,-3961744.2576,3349015.2927,3698328.7768,0.07642833257859517,1,0,0,pf_seeded_rtk_consensus
125,187495.0,-3961744.1152,3349015.3371,3698328.8771,0.07720142482475244,1,0,0,pf_seeded_rtk_consensus
126,187495.20000004768,-3961743.9939,3349015.3872,3698328.9846,0.08040652977911146,1,0,0,pf_seeded_rtk_consensus
127,187495.39999890327,-3961743.86,3349015.4143,3698329.0842,0.06336347508457921,1,0,0,pf_seeded_rtk_consensus
128,187495.59999990463,-3961743.7395,3349015.4568,3698329.1785,0.06511328572966482,1,0,0,pf_seeded_rtk_consensus
129,187495.79999899864,-3961743.6892,3349015.4729,3698329.2244,0.05922507899582351,1,0,0,pf_seeded_rtk_consensus
130,187496.0,-3961743.6379,3349015.4824,3698329.252,0.05458910145395416,1,0,0,pf_seeded_rtk_consensus
131,187496.20000004768,-3961743.6035,3349015.4953,3698329.2847,0.05257784687743519,1,0,0,pf_seeded_rtk_consensus
132,187496.39999890327,-3961743.578,3349015.503,3698329.3057,0.05060128478983505,1,0,0,pf_seeded_rtk_consensus
133,187496.59999990463,-3961743.545,3349015.5118,3698329.327,0.04920609690794284,1,0,0,pf_seeded_rtk_consensus
134,187496.79999899864,-3961743.5067,3349015.5212,3698329.351,0.04727293097518761,1,0,0,pf_seeded_rtk_consensus
135,187497.0,-3961743.4588,3349015.5437,3698329.3879,0.05123026426806637,1,0,0,pf_seeded_rtk_consensus
136,187497.20000004768,-3961743.3939,3349015.5745,3698329.4565,0.055538365141717186,1,0,0,pf_seeded_rtk_consensus
137,187497.39999890327,-3961743.2773,3349015.6227,3698329.5462,0.06461594229085398,1,0,0,pf_seeded_rtk_consensus
138,187497.59999990463,-3961743.0766552985,3349015.568988238,3698329.658076161,0.0587993650281916,1,0,0,retained_production
139,187497.79999899864,-3961742.9935,3349015.716,3698329.783,0.05843158389577513,1,0,0,pf_seeded_rtk_consensus
140,187498.0,-3961742.8411,3349015.7666,3698329.8987,0.0559344259618515,1,0,0,pf_seeded_rtk_consensus
141,187498.20000004768,-3961742.6856,3349015.7842,3698330.0031,0.028778638206729233,1,0,0,pf_seeded_rtk_consensus
142,187498.39999890327,-3961742.5365,3349015.8348,3698330.1232,0.030956905613022744,1,0,0,pf_seeded_rtk_consensus
143,187498.59999990463,-3961742.342829455,3349015.784553399,3698330.234530665,0.08103726193608492,1,0,0,retained_production
144,187498.79999899864,-3961742.1989,3349015.9223,3698330.3681,0.020506340575523203,1,0,0,pf_seeded_rtk_consensus
145,187499.0,-3961742.0326,3349015.9921,3698330.4975,0.028167711865091302,1,0,0,pf_seeded_rtk_consensus
146,187499.20000004768,-3961741.8789,3349016.0775,3698330.6452,0.0593455981764337,1,0,0,pf_seeded_rtk_consensus
147,187499.39999890327,-3961741.674476414,3349016.0243322,3698330.78227918,0.064217116967957,1,0,0,retained_production
148,187499.59999990463,-3961741.5837,3349016.2246,3698330.9607,0.056559172573547506,1,0,0,pf_seeded_rtk_consensus
149,187499.79999899864,-3961741.4405,3349016.2697,3698331.0561,0.052298661450785294,1,0,0,pf_seeded_rtk_consensus
150,187500.0,-3961741.2608,3349016.2751,3698331.1417,0.027552495377795864,1,0,0,pf_seeded_rtk_consensus
151,187500.20000004768,-3961740.989045587,3349016.165442364,3698331.234957353,0.13624165261999435,1,0,0,retained_production
152,187500.40000009537,-3961740.915,3349016.4017,3698331.4306,0.05203700601165663,1,0,0,pf_seeded_rtk_consensus
153,187500.59999990463,-3961740.7445,3349016.4666,3698331.5569,0.0626707266378416,1,0,0,pf_seeded_rtk_consensus
154,187500.79999995232,-3961740.5463,3349016.4977,3698331.7022,0.026450331011241852,1,0,0,pf_seeded_rtk_consensus
155,187501.0,-3961740.2725569108,3349016.4512221944,3698331.834400382,0.11919358303033976,1,0,0,retained_production
156,187501.199999094,-3961740.1965,3349016.6258,3698331.9888,0.03808057239307374,1,0,0,pf_seeded_rtk_consensus
157,187501.39999890327,-3961740.0168,3349016.6867,3698332.1391,0.0363777401784949,1,0,0,pf_seeded_rtk_consensus
158,187501.59999990463,-3961739.8333,3349016.7611,3698332.2897,0.04951151357100971,1,0,0,pf_seeded_rtk_consensus
159,187501.79999995232,-3961739.5287197833,3349016.7175796097,3698332.447554862,0.10669645161383927,1,0,0,retained_production
160,187502.0,-3961739.392,3349016.8811,3698332.6322,0.03154441306153962,1,0,0,pf_seeded_rtk_consensus
161,187502.20000004768,-3961739.1692,3349016.9726,3698332.8407,0.050387399013562,1,0,0,pf_seeded_rtk_consensus
162,187502.39999890327,-3961738.9054,3349017.0162,3698333.0516,0.022355312473464773,1,0,0,pf_seeded_rtk_consensus
163,187502.59999990463,-3961738.566662605,3349016.9681476816,3698333.2618519645,0.1311135558904069,1,0,0,retained_production
164,187502.79999899864,-3961738.41,3349017.1177,3698333.4971,0.015604486439192537,1,0,0,pf_seeded_rtk_consensus
165,187503.0,-3961738.163,3349017.1578,3698333.7173,0.021347833404270142,1,0,0,pf_seeded_rtk_consensus
166,187503.20000004768,-3961737.9196,3349017.1956,3698333.9572,0.01882445220044951,1,0,0,pf_seeded_rtk_consensus
167,187503.39999890327,-3961737.5795580046,3349017.1234441884,3698334.223985934,0.13029369531762194,1,0,0,retained_production
168,187503.59999990463,-3961737.3926,3349017.228,3698334.5181,0.01244065904916887,1,0,0,pf_seeded_rtk_consensus
169,187503.79999899864,-3961737.104,3349017.2209,3698334.8261,0.01965248103357133,1,0,0,pf_seeded_rtk_consensus
170,187504.0,-3961736.8087,3349017.1901,3698335.1579,0.03101789841966895,1,0,0,pf_seeded_rtk_consensus
171,187504.20000004768,-3961736.444678798,3349017.050830085,3698335.5262747584,0.15047594367332687,1,0,0,retained_production
172,187504.40000009537,-3961736.2396,3349017.0905,3698335.8892,0.020318710559749785,1,0,0,pf_seeded_rtk_consensus
173,187504.59999895096,-3961735.9551,3349017.0105,3698336.2759,0.01868341537935968,1,0,0,pf_seeded_rtk_consensus
174,187504.79999899864,-3961735.6639,3349016.9003,3698336.683,0.029306995970069447,1,0,0,pf_seeded_rtk_consensus
175,187505.0,-3961735.3005881878,3349016.670953834,3698337.1212812755,0.1637070767094117,1,0,0,retained_production
176,187505.20000004768,-3961735.099,3349016.6373,3698337.5324,0.031216181532692552,1,0,0,pf_seeded_rtk_consensus
177,187505.40000009537,-3961734.822,3349016.4953,3698337.9779,0.021328384769048973,1,0,0,pf_seeded_rtk_consensus
178,187505.59999895096,-3961734.536,3349016.3379,3698338.4389,0.014893622796371474,1,0,0,pf_seeded_rtk_consensus
179,187505.79999899864,-3961734.1518656067,3349016.07609489,3698338.932012825,0.1484383854245079,1,0,0,retained_production
180,187506.0,-3961733.9189,3349016.0301,3698339.3819,0.026907805500809893,1,0,0,pf_seeded_rtk_consensus
181,187506.20000004768,-3961733.619,3349015.8589,3698339.8654,0.016839536977662394,1,0,0,pf_seeded_rtk_consensus
182,187506.40000009537,-3961733.318,3349015.7129,3698340.3964,0.03260628765943359,1,0,0,pf_seeded_rtk_consensus
183,187506.59999895096,-3961732.8905479363,3349015.468199659,3698340.923811074,0.11072199851550653,1,0,0,retained_production
184,187506.79999899864,-3961732.6675,3349015.3927,3698341.4559,0.07655814790984192,1,0,0,pf_seeded_rtk_consensus
185,187507.0,-3961732.3238,3349015.2215,3698341.973,0.07674170970500442,1,0,0,pf_seeded_rtk_consensus
186,187507.20000004768,-3961731.9939,3349015.0499,3698342.4718,0.07193093898952828,1,0,0,pf_seeded_rtk_consensus
187,187507.40000009537,-3961731.5215561357,3349014.766306497,3698342.9777952284,0.1477534953331555,1,0,0,retained_production
188,187507.59999895096,-3961731.3148,3349014.6836,3698343.4649,0.03886913949989527,1,0,0,pf_seeded_rtk_consensus
189,187507.79999899864,-3961730.9554,3349014.4889,3698343.9377,0.021560612186329858,1,0,0,pf_seeded_rtk_consensus
190,187508.0,-3961730.6185,3349014.3349,3698344.4348,0.02554799411694977,1,0,0,pf_seeded_rtk_consensus
191,187508.199999094,-3961730.187926187,3349014.144008781,3698344.985668349,0.12654498100241957,1,0,0,retained_production
192,187508.40000009537,-3961729.9674,3349014.0228,3698345.4303,0.0060074952054659505,1,0,0,pf_seeded_rtk_consensus
193,187508.59999895096,-3961729.6247,3349013.8772,3698345.9113,0.008649855875397036,1,0,0,pf_seeded_rtk_consensus
194,187508.79999995232,-3961729.2971,3349013.74,3698346.4025,0.008835157267764144,1,0,0,pf_seeded_rtk_consensus
195,187509.0,-3961728.885565602,3349013.5827073865,3698346.9321303368,0.09017185335789436,1,0,0,retained_production
196,187509.199999094,-3961728.6109,3349013.449,3698347.338,0.026103830929805255,1,0,0,pf_seeded_rtk_consensus
197,187509.40000009537,-3961728.2854,3349013.3148,3698347.8126,0.022359785770299165,1,0,0,pf_seeded_rtk_consensus
198,187509.59999895096,-3961727.9528,3349013.1922,3698348.284,0.02247398502396597,1,0,0,pf_seeded_rtk_consensus
199,187509.79999995232,-3961727.5318616633,3349012.974901402,3698348.975479932,0.24838703876642348,1,0,0,retained_production
200,187510.0,-3961727.2862,3349012.9469,3698349.2268,0.02826817990230688,1,0,0,pf_seeded_rtk_consensus
201,187510.199999094,-3961726.9772,3349012.847,3698349.7066,0.01796663574584407,1,0,0,pf_seeded_rtk_consensus
202,187510.40000009537,-3961726.6627,3349012.7496,3698350.1795,0.04032741020724592,1,0,0,pf_seeded_rtk_consensus
203,187510.59999895096,-3961726.2137715593,3349012.499369599,3698350.8403980085,0.25461893267229935,1,0,0,retained_production
204,187510.79999995232,-3961726.0055,3349012.5209,3698351.0867,0.04222736085100857,1,0,0,pf_seeded_rtk_consensus
205,187511.0,-3961725.645,3349012.3754,3698351.5238,0.03260061324984338,1,0,0,pf_seeded_rtk_consensus
206,187511.199999094,-3961725.3116,3349012.2557,3698351.986,0.02485256501848169,1,0,0,pf_seeded_rtk_consensus
207,187511.40000009537,-3961724.8577120607,3349012.045173062,3698352.6836992544,0.25364926824426576,1,0,0,retained_production
208,187511.59999895096,-3961724.6132,3349012.0402,3698352.9707,0.031342782383779764,1,0,0,pf_seeded_rtk_consensus
209,187511.79999995232,-3961724.2541,3349011.9111,3698353.4707,0.029760880446718554,1,0,0,pf_seeded_rtk_consensus
210,187512.0,-3961723.8786,3349011.8017,3698353.988,0.047365071631022174,1,0,0,pf_seeded_rtk_consensus
211,187512.199999094,-3961723.3923526164,3349011.568388714,3698354.7257040814,0.22227576831941315,1,0,0,retained_production
212,187512.40000009537,-3961723.1172,3349011.5826,3698355.0617,0.09852558033408629,1,0,0,pf_seeded_rtk_consensus
213,187512.59999895096,-3961722.6527,3349011.3463,3698355.6057,0.035443899540639534,1,0,0,pf_seeded_rtk_consensus
214,187512.79999995232,-3961722.243,3349011.1984,3698356.1545,0.042654542579820064,1,0,0,pf_seeded_rtk_consensus
215,187513.0,-3961721.7941774903,3349011.0604040334,3698356.917017428,0.20169864871178192,1,0,0,retained_production
216,187513.199999094,-3961721.4043,3349010.9363,3698357.2843,0.025382474143980486,1,0,0,pf_seeded_rtk_consensus
217,187513.40000009537,-3961721.0257,3349010.8444,3698357.8647,0.07277320910542757,1,0,0,pf_seeded_rtk_consensus
218,187513.59999895096,-3961720.5492,3349010.6276,3698358.4461,0.005459853482418008,1,0,0,pf_seeded_rtk_consensus
219,187513.79999995232,-3961720.1513361805,3349010.467989805,3698359.215381648,0.19585593711547916,1,0,0,retained_production
220,187514.0,-3961719.6451,3349010.3061,3698359.5672,0.046960195756428624,1,0,0,pf_seeded_rtk_consensus
221,187514.199999094,-3961719.2138,3349010.1643,3698360.1283,0.04666926199806635,1,0,0,pf_seeded_rtk_consensus
222,187514.40000009537,-3961718.8036,3349010.0373,3698360.6974,0.02861835061213715,1,0,0,pf_seeded_rtk_consensus
223,187514.59999895096,-3961718.429359562,3349009.8937368724,3698361.4639906897,0.1927031788751745,1,0,0,retained_production
224,187514.79999995232,-3961717.99725208,3349009.757105551,3698362.026009345,0.190872259517579,1,0,0,retained_production
225,187515.0,-3961717.59945056,3349009.61034886,3698362.61862666,0.21367207877107142,1,0,0,retained_production
226,187515.199999094,-3961717.1917,3349009.4752,3698362.9966,0.06258825785224452,1,0,0,pf_seeded_rtk_consensus
227,187515.40000009537,-3961716.786105981,3349009.2677525054,3698363.7269323235,0.2007966320658285,1,0,0,retained_production
228,187515.59999895096,-3961716.4305,3349009.1995,3698364.1128,0.14791125721083545,1,0,0,pf_seeded_rtk_consensus
229,187515.79999995232,-3961716.0118,3349008.9491,3698364.6517,0.0787828659767665,1,0,0,pf_seeded_rtk_consensus
230,187516.0,-3961715.5996,3349008.7465,3698365.1985,0.03922575694235196,1,0,0,pf_seeded_rtk_consensus
