tow,lat_deg,lon_deg,height_m,ecef_x,ecef_y,ecef_z,fix
187479.600,35.66770236,139.79135442,25.9053,-3961766.860954,3348977.421858,3698315.329818,0
187479.800,35.66769863,139.79135311,26.0189,-3961767.038562,3348977.727886,3698315.060515,0
187480.000,35.66769908,139.79135337,27.0200,-3961767.652816,3348978.215950,3698315.684697,0
187480.200,35.66769961,139.79135349,27.7579,-3961768.092088,3348978.572573,3698316.162105,0
187480.400,35.66769853,139.79135301,27.7452,-3961768.109301,3348978.644540,3698316.057255,0
187480.600,35.66769932,139.79135360,27.8708,-3961768.182670,3348978.636692,3698316.201677,0
187480.800,35.66769642,139.79135225,27.8906,-3961768.259397,3348978.860993,3698315.952193,0
187481.000,35.66769841,139.79135254,27.9636,-3961768.222715,3348978.796444,3698316.174595,0
187481.200,35.66769820,139.79135301,27.6765,-3961768.082949,3348978.621997,3698315.987830,0
187481.400,35.66770012,139.79135374,27.9645,-3961768.209219,3348978.642109,3698316.329206,0
187481.600,35.66770376,139.79135664,28.4104,-3961768.475175,3348978.524030,3698316.917221,0
187481.800,35.66770541,139.79135704,28.4661,-3961768.452195,3348978.456448,3698317.097955,0
187482.000,35.66770524,139.79135676,28.0557,-3961768.189462,3348978.268027,3698316.843114,0
187482.200,35.66770071,139.79135536,27.0095,-3961767.682468,3348978.004993,3698315.824969,0
187482.400,35.66770521,139.79135675,27.3598,-3961767.758380,3348977.904397,3698316.435478,0
187482.600,35.66771429,139.79136130,28.0834,-3961768.024963,3348977.589848,3698317.675712,0
187482.800,35.66771477,139.79136653,27.1758,-3961767.743705,3348976.732919,3698317.189265,0
187483.000,35.66771287,139.79136671,25.7833,-3961766.983940,3348976.069574,3698316.206091,0
187483.200,35.66770676,139.79136676,22.7725,-3961765.420833,3348974.742283,3698313.899680,0
187483.400,35.66770132,139.79135874,19.9850,-3961763.491850,3348974.061441,3698311.784059,0
187483.600,35.66770291,139.79136395,17.8311,-3961762.381125,3348972.504904,3698310.672012,0
187483.800,35.66770197,139.79135649,16.7029,-3961761.291694,3348972.468935,3698309.928745,0
187484.000,35.66769910,139.79135215,16.6264,-3961761.132607,3348972.848348,3698309.625432,0
187484.200,35.66770119,139.79135199,16.8105,-3961761.133641,3348972.868803,3698309.921792,0
187484.400,35.66770429,139.79135250,17.1692,-3961761.232789,3348972.892029,3698310.410602,0
187484.600,35.66770740,139.79135847,17.7211,-3961761.770832,3348972.639194,3698311.011911,0
187484.800,35.66771023,139.79136221,18.6153,-3961762.404154,3348972.731388,3698311.788714,0
187485.000,35.66771328,139.79135635,18.4706,-3961761.820902,3348972.933240,3698311.979567,0
187485.200,35.66771693,139.79134808,17.5171,-3961760.565881,3348972.852226,3698311.752667,0
187485.400,35.66771663,139.79134428,16.2272,-3961759.558075,3348972.451408,3698310.973258,0
187485.600,35.66772025,139.79133983,15.7462,-3961758.820590,3348972.355632,3698311.019203,0
187485.800,35.66772697,139.79133780,16.2726,-3961758.696833,3348972.491342,3698311.931688,0
187486.000,35.66772877,139.79133264,16.8241,-3961758.648140,3348973.061984,3698312.415981,0
187486.200,35.66773073,139.79132615,17.5014,-3961758.592586,3348973.784567,3698312.986864,0
187486.400,35.66772616,139.79131833,17.6667,-3961758.463372,3348974.602696,3698312.671929,0
187486.600,35.66772215,139.79131202,17.7927,-3961758.371079,3348975.272634,3698312.383647,0
187486.800,35.66771896,139.79130258,18.0355,-3961758.127900,3348976.185851,3698312.237354,0
187487.000,35.66772240,139.79129513,18.5078,-3961757.815147,3348976.805066,3698312.823070,0
187487.200,35.66772272,139.79128815,18.2030,-3961757.202572,3348977.114420,3698312.673998,0
187487.400,35.66772476,139.79128131,17.5802,-3961756.315269,3348977.175374,3698312.495193,0
187487.600,35.66772454,139.79127332,18.0467,-3961756.149129,3348977.981540,3698312.746927,0
187487.800,35.66772880,139.79126869,17.7397,-3961755.476672,3348977.963002,3698312.952557,0
187488.000,35.66773479,139.79126413,18.5000,-3961755.386591,3348978.426860,3698313.935214,0
187488.200,35.66772962,139.79125501,21.0752,-3961756.706637,3348980.623958,3698314.970718,0
187488.400,35.66773149,139.79125078,21.4747,-3961756.614452,3348981.047913,3698315.372668,0
187488.600,35.66774413,139.79125289,19.4079,-3961754.831202,3348979.289767,3698315.306931,0
187488.800,35.66775096,139.79124946,17.0941,-3961752.858108,3348978.028395,3698314.572862,0
187489.000,35.66776156,139.79124522,15.7932,-3961751.278898,3348977.196346,3698314.770511,0
187489.200,35.66776876,139.79123771,14.6847,-3961749.796992,3348976.833582,3698314.772531,0
187489.400,35.66778054,139.79123721,12.8373,-3961748.039204,3348975.407557,3698314.757289,0
187489.600,35.66778484,139.79123310,12.4681,-3961747.357785,3348975.318551,3698314.929364,0
187489.800,35.66779153,139.79123091,12.6371,-3961747.003763,3348975.279241,3698315.631252,0
187490.000,35.66779542,139.79122210,12.8793,-3961746.446967,3348975.852727,3698316.123289,0
187490.200,35.66779889,139.79121867,13.7525,-3961746.616847,3348976.403162,3698316.944832,0
187490.400,35.66779733,139.79120863,15.0172,-3961746.891804,3348977.825714,3698317.541784,0
187490.600,35.66780051,139.79120741,16.0531,-3961747.305466,3348978.320770,3698318.432907,0
187490.800,35.66779430,139.79119651,17.7053,-3961748.000986,3348980.199994,3698318.835984,0
187491.000,35.66780170,139.79119195,17.9887,-3961747.544561,3348980.354751,3698319.668457,0
187491.200,35.66778157,139.79118406,23.2948,-3961751.369769,3348984.524641,3698320.947650,0
187491.400,35.66767979,139.79112374,39.1316,-3961762.698508,3349001.252306,3698321.007372,0
187491.600,35.66767460,139.79112484,42.1159,-3961764.870855,3349002.958092,3698322.279590,0
187491.800,35.66769366,139.79112109,39.0004,-3961761.777187,3349000.786847,3698322.181390,0
187492.000,35.66778178,139.79115884,27.3830,-3961752.421532,3348988.403385,3698323.350912,0
187492.200,35.66769071,139.79110336,38.9012,-3961760.824486,3349002.084181,3698321.858011,0
187492.400,35.66768636,139.79110332,41.2637,-3961762.503230,3349003.507912,3698322.842776,0
187492.600,35.66769251,139.79109988,40.8143,-3961761.719342,3349003.253427,3698323.135056,0
187492.800,35.66771455,139.79110089,36.4057,-3961757.954257,3348999.950380,3698322.551596,0
187493.000,35.66780480,139.79113191,23.0593,-3961747.028046,3348987.036144,3698322.904491,0
187493.200,35.66782095,139.79113361,18.7668,-3961743.666112,3348983.993106,3698321.857185,0
187493.400,35.66787150,139.79122660,12.7073,-3961742.844446,3348972.273884,3698322.880518,0
187493.600,35.66788150,139.79123059,11.2505,-3961741.679285,3348970.816588,3698322.932711,0
187493.800,35.66788630,139.79122664,11.0088,-3961741.061777,3348970.762502,3698323.224017,0
187494.000,35.66788952,139.79122742,10.9723,-3961740.925387,3348970.554713,3698323.493456,0
187494.200,35.66788645,139.79122452,11.8413,-3961741.446601,3348971.339432,3698323.723276,0
187494.400,35.66785156,139.79113492,16.1026,-3961740.577105,3348981.227178,3698323.062866,0
187494.600,35.66785409,139.79113079,16.5049,-3961740.460081,3348981.617728,3698323.525970,0
187494.800,35.66785772,139.79112557,15.9724,-3961739.645695,3348981.547790,3698323.542335,0
187495.000,35.66785495,139.79111350,16.2604,-3961739.256001,3348982.648970,3698323.460291,0
187495.200,35.66785617,139.79112257,16.1873,-3961739.680280,3348981.932738,3698323.527712,0
187495.400,35.66785758,139.79112855,16.1494,-3961739.936399,3348981.440697,3698323.632897,0
187495.600,35.66785544,139.79112655,16.4004,-3961740.080888,3348981.799544,3698323.586860,0
187495.800,35.66785826,139.79113315,16.2870,-3961740.256769,3348981.166251,3698323.774828,0
187496.000,35.66786201,139.79113913,15.8494,-3961740.149948,3348980.366644,3698323.857155,0
187496.200,35.66785911,139.79113818,15.9949,-3961740.327682,3348980.629548,3698323.681179,0
187496.400,35.66785262,139.79114007,16.1376,-3961740.847339,3348980.844621,3698323.179431,0
187496.600,35.66788882,139.79121233,11.8552,-3961740.625746,3348972.090463,3698323.945050,0
187496.800,35.66789213,139.79121797,10.9071,-3961740.203595,3348971.064811,3698323.690754,0
187497.000,35.66789031,139.79122316,11.1465,-3961740.745175,3348970.907633,3698323.666485,0
187497.200,35.66788623,139.79122121,12.1868,-3961741.478503,3348971.758233,3698323.905160,0
187497.400,35.66785574,139.79115382,16.0561,-3961741.446641,3348979.721039,3698323.412564,0
187497.600,35.66785360,139.79114479,16.9962,-3961741.607392,3348980.927924,3698323.768319,0
187497.800,35.66786235,139.79115398,16.1821,-3961741.207548,3348979.499811,3698324.082059,0
187498.000,35.66786262,139.79115222,16.4004,-3961741.226893,3348979.725071,3698324.233367,0
187498.200,35.66786769,139.79113443,16.8386,-3961740.208052,3348980.973138,3698324.946334,0
187498.400,35.66786472,139.79115333,17.2323,-3961741.704327,3348979.996303,3698324.908003,0
187498.600,35.66787307,139.79114881,16.4484,-3961740.540651,3348979.549188,3698325.204032,0
187498.800,35.66787978,139.79114177,15.2608,-3961739.060860,3348979.133172,3698325.116037,0
187499.000,35.66788541,139.79114145,14.0672,-3961738.023545,3348978.294237,3698324.927385,0
187499.200,35.66788400,139.79113561,13.9408,-3961737.673462,3348978.690597,3698324.726573,0
187499.400,35.66787660,139.79112749,14.9972,-3961738.220183,3348980.114735,3698324.675594,0
187499.600,35.66787320,139.79112842,15.5423,-3961738.780366,3348980.478853,3698324.686812,0
187499.800,35.66787279,139.79112314,15.8672,-3961738.693821,3348981.031228,3698324.839278,0
187500.000,35.66787192,139.79112201,16.3445,-3961738.966891,3348981.396062,3698325.039242,0
187500.200,35.66786908,139.79111664,16.6902,-3961739.007457,3348982.067445,3698324.985024,0
187500.400,35.66786793,139.79110876,17.3455,-3961739.010197,3348983.003761,3698325.263702,0
187500.600,35.66786822,139.79109735,17.8958,-3961738.670855,3348984.069265,3698325.610143,0
187500.800,35.66786979,139.79109611,18.2364,-3961738.732465,3348984.267858,3698325.950226,0
187501.000,35.66786692,139.79109159,18.8174,-3961738.970092,3348985.005434,3698326.030334,0
187501.200,35.66787054,139.79109187,18.5986,-3961738.671825,3348984.719840,3698326.229316,0
187501.400,35.66787122,139.79108435,18.4060,-3961738.079151,3348985.110299,3698326.178429,0
187501.600,35.66788969,139.79108501,15.9858,-3961735.703850,3348983.023901,3698326.431772,0
187501.800,35.66789870,139.79108847,14.9385,-3961734.810895,3348981.859069,3698326.633685,0
187502.000,35.66790009,139.79109005,15.2172,-3961735.007305,3348981.837842,3698326.921608,0
187502.200,35.66790115,139.79108748,15.7637,-3961735.143969,3348982.258303,3698327.335361,0
187502.400,35.66790436,139.79109040,16.2661,-3961735.468164,3348982.185384,3698327.917533,0
187502.600,35.66789980,139.79108595,17.5155,-3961736.208319,3348983.339148,3698328.235042,0
187502.800,35.66789951,139.79108175,17.9261,-3961736.231489,3348983.856845,3698328.448804,0
187503.000,35.66790029,139.79107563,17.8555,-3961735.791463,3348984.210243,3698328.478075,0
187503.200,35.66790472,139.79107584,17.4808,-3961735.352300,3348983.814308,3698328.658848,0
187503.400,35.66791216,139.79107351,16.9902,-3961734.544605,3348983.407713,3698329.042697,0
187503.600,35.66791685,139.79106853,17.2025,-3961734.153317,3348983.667541,3698329.589461,0
187503.800,35.66791715,139.79106499,17.8099,-3961734.308381,3348984.218564,3698329.970442,0
187504.000,35.66792753,139.79106716,17.1045,-3961733.485012,3348983.264228,3698330.495185,0
187504.200,35.66792447,139.79106013,18.0706,-3961733.824353,3348984.384750,3698330.783116,0
187504.400,35.66793526,139.79106406,17.4665,-3961733.145948,3348983.346164,3698331.403076,0
187504.600,35.66793702,139.79105821,17.9852,-3961733.039274,3348983.948680,3698331.864257,0
187504.800,35.66793698,139.79105544,19.1015,-3961733.571771,3348984.727560,3698332.511615,0
187505.000,35.66794053,139.79105468,19.6143,-3961733.669730,3348984.901097,3698333.130757,0
187505.200,35.66794504,139.79105772,19.5018,-3961733.554920,3348984.443487,3698333.471479,0
187505.400,35.66795627,139.79106978,18.0594,-3961732.810202,3348982.383944,3698333.642764,0
187505.600,35.66796742,139.79107218,16.7698,-3961731.599700,3348981.075718,3698333.895768,0
187505.800,35.66797309,139.79107157,16.0837,-3961730.858297,3348980.521039,3698334.006905,0
187506.000,35.66797724,139.79107519,15.6306,-3961730.583304,3348979.860118,3698334.116992,0
187506.200,35.66798853,139.79107838,15.0370,-3961729.843708,3348978.856853,3698334.788280,0
187506.400,35.66799416,139.79107323,15.3086,-3961729.432911,3348979.120201,3698335.454346,0
187506.600,35.66799923,139.79106849,15.4215,-3961728.975905,3348979.294997,3698335.976986,0
187506.800,35.66800565,139.79105834,15.2857,-3961727.981115,3348979.658066,3698336.476103,0
187507.000,35.66800749,139.79105714,15.7768,-3961728.124839,3348979.921613,3698336.928347,0
187507.200,35.66800606,139.79105988,18.4425,-3961730.009135,3348981.189729,3698338.354337,0
187507.400,35.66795705,139.79112164,30.0242,-3961743.226344,3348985.040723,3698340.689498,0
187507.600,35.66796120,139.79110939,32.0911,-3961743.587442,3348986.798656,3698342.268800,0
187507.800,35.66795977,139.79112558,32.4821,-3961744.847139,3348985.943601,3698342.368120,0
187508.000,35.66796938,139.79111863,32.1539,-3961743.762550,3348985.850526,3698343.042925,0
187508.200,35.66797488,139.79112183,31.7283,-3961743.414161,3348985.176388,3698343.290110,0
187508.400,35.66797832,139.79112526,31.4556,-3961743.274973,3348984.652925,3698343.441429,0
187508.600,35.66798105,139.79112261,31.7024,-3961743.138433,3348984.851155,3698343.831630,0
187508.800,35.66798609,139.79112240,31.4806,-3961742.740123,3348984.538927,3698344.155856,0
187509.000,35.66799434,139.79110731,31.3977,-3961741.399099,3348985.194355,3698344.851170,0
187509.200,35.66800266,139.79109655,30.9525,-3961740.082559,3348985.357523,3698345.341715,0
187509.400,35.66801013,139.79110898,30.2659,-3961740.014042,3348983.825424,3698345.615106,0
187509.600,35.66801776,139.79110533,30.3555,-3961739.479311,3348983.806485,3698346.354870,0
187509.800,35.66802219,139.79109317,31.2436,-3961739.100377,3348984.927792,3698347.272511,0
187510.000,35.66801906,139.79107343,32.4921,-3961738.875771,3348987.078767,3698347.717985,0
187510.200,35.66801982,139.79106923,33.2494,-3961739.062987,3348987.734129,3698348.228036,0
187510.400,35.66802211,139.79106331,33.7074,-3961738.887905,3348988.288341,3698348.701403,0
187510.600,35.66802865,139.79106282,33.9862,-3961738.708710,3348988.195127,3698349.454009,0
187510.800,35.66803280,139.79106101,34.2327,-3961738.551233,3348988.276672,3698349.970966,0
187511.000,35.66802989,139.79105058,34.9801,-3961738.549352,3348989.510949,3698350.144641,0
187511.200,35.66803184,139.79104420,35.6677,-3961738.506564,3348990.231208,3698350.721524,0
187511.400,35.66803412,139.79104277,36.7050,-3961738.953454,3348990.779567,3698351.531767,0
187511.600,35.66803617,139.79104203,37.5498,-3961739.333084,3348991.187558,3698352.209708,0
187511.800,35.66804136,139.79103731,37.8832,-3961739.007702,3348991.472508,3698352.871290,0
187512.000,35.66804507,139.79103015,38.2029,-3961738.604374,3348991.979913,3698353.392415,0
187512.200,35.66804902,139.79102418,38.5136,-3961738.253380,3348992.390635,3698353.929276,0
187512.400,35.66805049,139.79102202,39.0863,-3961738.409412,3348992.779056,3698354.395976,0
187512.600,35.66805526,139.79102116,39.3547,-3961738.289727,3348992.780152,3698354.982789,0
187512.800,35.66805885,139.79102000,39.4124,-3961738.080203,3348992.740671,3698355.340091,0
187513.000,35.66806555,139.79101857,39.3859,-3961737.649588,3348992.545750,3698355.928186,0
187513.200,35.66807582,139.79102191,38.7557,-3961736.946415,3348991.555191,3698356.486659,0
187513.400,35.66807757,139.79102099,39.0664,-3961736.998987,3348991.708791,3698356.825441,0
187513.600,35.66808486,139.79102355,39.6498,-3961737.149931,3348991.533437,3698357.822986,0
187513.800,35.66808910,139.79102839,40.0102,-3961737.447041,3348991.210511,3698358.415494,0
187514.000,35.66810238,139.79104383,39.2541,-3961737.224434,3348989.191663,3698359.171499,0
187514.200,35.66810344,139.79104353,40.4885,-3961737.920405,3348989.816115,3698359.986291,0
187514.400,35.66810422,139.79104857,41.5371,-3961738.827344,3348989.984700,3698360.667905,0
187514.600,35.66811130,139.79104777,41.4491,-3961738.376106,3348989.697922,3698361.255027,0
187514.800,35.66811540,139.79104928,41.5088,-3961738.298657,3348989.453600,3698361.659698,0
187515.000,35.66812512,139.79104334,41.3424,-3961737.368345,3348989.371254,3698362.438272,0
187515.200,35.66813056,139.79105785,40.5192,-3961737.436670,3348987.709247,3698362.448688,0
187515.400,35.66813464,139.79105270,40.2551,-3961736.770087,3348987.756205,3698362.662803,0
187515.600,35.66814154,139.79105622,40.4211,-3961736.737726,3348987.312000,3698363.381469,0
187515.800,35.66814724,139.79105436,40.9005,-3961736.644986,3348987.453210,3698364.175231,0
187516.000,35.66815101,139.79105645,41.4766,-3961736.938337,3348987.454031,3698364.850447,0
187516.200,35.66815456,139.79104491,42.1515,-3961736.507242,3348988.457448,3698365.564011,0
187516.400,35.66815796,139.79104649,41.7655,-3961736.192126,3348988.003820,3698365.645334,0
187516.600,35.66816204,139.79104701,41.4760,-3961735.841343,3348987.645538,3698365.844466,0
187516.800,35.66817060,139.79103860,41.0169,-3961734.641794,3348987.628361,3698366.348828,0
187517.000,35.66818106,139.79104825,37.9338,-3961732.776658,3348984.907432,3698365.493341,0
187517.200,35.66824315,139.79098085,27.9860,-3961719.597019,3348981.757153,3698365.290072,0
187517.400,35.66820756,139.79101715,34.1827,-3961727.321784,3348983.984278,3698365.694718,0
187517.600,35.66826704,139.79094320,24.1950,-3961713.863682,3348981.374821,3698365.232956,0
187517.800,35.66827385,139.79094311,22.3299,-3961712.365141,3348980.117678,3698364.759485,0
187518.000,35.66827086,139.79095386,23.3221,-3961713.756703,3348980.020611,3698365.067704,0
187518.200,35.66827097,139.79095684,23.5925,-3961714.092940,3348979.951581,3698365.235870,0
187518.400,35.66827532,139.79095209,23.2397,-3961713.381886,3348979.912765,3698365.422197,0
187518.600,35.66828146,139.79095885,22.4665,-3961712.993939,3348978.783626,3698365.524620,0
187518.800,35.66828896,139.79096600,21.9141,-3961712.698127,3348977.686370,3698365.878980,0
187519.000,35.66830909,139.79095177,19.0504,-3961709.095492,3348976.327609,3698366.023233,0
187519.200,35.66832295,139.79096874,17.2931,-3961708.312442,3348973.653530,3698366.247832,0
187519.400,35.66833205,139.79096446,15.9651,-3961706.788538,3348972.873013,3698366.294006,0
187519.600,35.66834732,139.79096075,13.8156,-3961704.483288,3348971.364605,3698366.417229,0
187519.800,35.66836360,139.79095083,11.5664,-3961701.704021,3348970.190991,3698366.572636,0
187520.000,35.66837800,139.79094821,10.1959,-3961699.989048,3348969.051828,3698367.071660,0
187520.200,35.66838014,139.79095917,11.7654,-3961701.497411,3348969.027624,3698368.180264,0
187520.400,35.66833432,139.79104553,22.0873,-3961715.213208,3348970.383449,3698370.068547,0
187520.600,35.66833973,139.79104539,22.4544,-3961715.165824,3348970.359652,3698370.769997,0
187520.800,35.66839931,139.79096690,11.9591,-3961701.122601,3348967.794372,3698370.020514,0
187521.000,35.66839968,139.79095264,11.0427,-3961699.702432,3348968.284147,3698369.519382,0
187521.200,35.66840331,139.79095047,11.2958,-3961699.553198,3348968.415338,3698369.994254,0
187521.400,35.66841320,139.79094909,11.4768,-3961699.095727,3348968.192655,3698370.991750,0
187521.600,35.66841104,139.79094289,13.8691,-3961700.324843,3348969.966177,3698372.191450,0
187521.800,35.66836664,139.79100263,23.2153,-3961711.808915,3348972.591124,3698373.639742,0
187522.000,35.66843203,139.79092861,13.8535,-3961698.442896,3348970.068492,3698374.075223,0
187522.200,35.66842590,139.79091602,15.0845,-3961698.774264,3348971.840768,3698374.239549,0
187522.400,35.66841995,139.79092693,18.8228,-3961702.024522,3348973.295554,3698375.883799,0
187522.600,35.66836638,139.79098488,30.0638,-3961715.033329,3348977.421658,3698377.609039,0
187522.800,35.66836205,139.79100762,32.3865,-3961718.017243,3348977.248159,3698378.573512,0
187523.000,35.66838711,139.79098363,33.6083,-3961716.135116,3348978.500901,3698381.544687,0
187523.200,35.66840756,139.79098753,33.9544,-3961715.566847,3348977.558995,3698383.590109,0
187523.400,35.66842315,139.79099410,34.4289,-3961715.475594,3348976.701938,3698385.271914,0
187523.600,35.66843311,139.79099604,34.9748,-3961715.435592,3348976.438287,3698386.487812,0
187523.800,35.66844770,139.79100759,36.0730,-3961716.071050,3348975.606134,3698388.443612,0
187524.000,35.66845397,139.79100347,36.4025,-3961715.724724,3348975.802718,3698389.200435,0
187524.200,35.66846291,139.79101375,36.1460,-3961715.724882,3348974.583790,3698389.856697,0
187524.400,35.66846413,139.79100766,35.5003,-3961714.908244,3348974.615227,3698389.589913,0
187524.600,35.66846725,139.79100449,35.2882,-3961714.436609,3348974.592648,3698389.748290,0
187524.800,35.66847279,139.79099685,35.7555,-3961714.006643,3348975.134657,3698390.519756,0
187525.000,35.66847949,139.79098625,36.0717,-3961713.252503,3348975.753627,3698391.307648,0
187525.200,35.66849624,139.79098870,35.8554,-3961712.433368,3348974.771260,3698392.691878,0
187525.400,35.66850371,139.79098405,36.6475,-3961712.284165,3348975.196398,3698393.826745,0
187525.600,35.66850276,139.79097973,35.5762,-3961711.413945,3348974.972741,3698393.116550,0
187525.800,35.66850996,139.79098297,33.7031,-3961710.085242,3348973.465556,3698392.673714,0
187526.000,35.66851450,139.79099248,32.1185,-3961709.434113,3348971.787251,3698392.158449,0
187526.200,35.66852226,139.79099031,31.2524,-3961708.386685,3348971.158829,3698392.352868,0
187526.400,35.66852745,139.79098890,31.4663,-3961708.180122,3348971.151636,3698392.946007,0
187526.600,35.66853292,139.79097486,32.2730,-3961707.589433,3348972.317375,3698393.909475,0
187526.800,35.66853628,139.79097097,33.7459,-3961708.110314,3348973.218503,3698395.070586,0
187527.000,35.66854913,139.79098329,34.5483,-3961708.693179,3348972.250949,3698396.696847,0
187527.200,35.66856100,139.79098754,34.7237,-3961708.463607,3348971.553047,3698397.869730,0
187527.400,35.66857551,139.79099491,35.4654,-3961708.638161,3348970.826126,3698399.609757,0
187527.600,35.66858261,139.79099807,35.2648,-3961708.347663,3348970.206090,3698400.132620,0
187527.800,35.66859179,139.79099498,35.9685,-3961708.150062,3348970.405587,3698401.370252,0
187528.000,35.66859247,139.79099148,35.6984,-3961707.744243,3348970.477158,3698401.274481,0
187528.200,35.66860163,139.79098437,33.6956,-3961705.633630,3348969.535818,3698400.932094,0
187528.400,35.66860426,139.79098343,31.8603,-3961704.309806,3348968.528801,3698400.098852,0
187528.600,35.66861752,139.79100243,32.9892,-3961705.465744,3348967.253051,3698401.952454,0
187528.800,35.66862412,139.79101964,33.8749,-3961706.695215,3348966.251818,3698403.063754,0
187529.000,35.66862717,139.79102042,35.4466,-3961707.565377,3348966.894830,3698404.255011,0
187529.200,35.66863321,139.79101967,35.9272,-3961707.520609,3348966.946946,3698405.080065,0
187529.400,35.66863710,139.79101697,37.1530,-3961707.931858,3348967.613704,3698406.145027,0
187529.600,35.66864336,139.79102368,37.8215,-3961708.428849,3348967.238896,3698407.099656,0
187529.800,35.66864591,139.79102373,39.1798,-3961709.148733,3348967.841826,3698408.120863,0
187530.000,35.66864319,139.79102206,40.3932,-3961709.938135,3348968.707244,3698408.583598,0
187530.200,35.66864570,139.79101811,41.0331,-3961709.980684,3348969.210678,3698409.182795,0
