tow,lat_deg,lon_deg,height_m,ecef_x,ecef_y,ecef_z,fix
187483.600,35.66770339,139.79136416,17.5951,-3961762.223162,3348972.346550,3698310.577722,0
187483.800,35.66770241,139.79135599,16.4393,-3961761.076914,3348972.346637,3698309.815208,0
187484.000,35.66769898,139.79135185,16.5527,-3961761.074717,3348972.835498,3698309.572243,0
187484.200,35.66770121,139.79135189,16.7645,-3961761.098058,3348972.850897,3698309.896823,0
187484.400,35.66770438,139.79135218,17.1051,-3961761.169984,3348972.877280,3698310.380631,0
187484.600,35.66770749,139.79135849,17.6647,-3961761.732245,3348972.604729,3698310.987225,0
187484.800,35.66770992,139.79136301,18.8760,-3961762.627856,3348972.825471,3698311.913149,0
187485.000,35.66771303,139.79135677,18.6746,-3961761.984593,3348973.021980,3698312.075382,0
187485.200,35.66771705,139.79134799,17.5692,-3961760.586750,3348972.881268,3698311.793692,0
187485.400,35.66771669,139.79134401,16.0549,-3961759.432625,3348972.377102,3698310.878148,0
187485.600,35.66772040,139.79133934,15.5213,-3961758.645313,3348972.264895,3698310.901669,0
187485.800,35.66772724,139.79133789,16.2429,-3961758.670108,3348972.458293,3698311.938902,0
187486.000,35.66772880,139.79133264,16.8031,-3961758.633600,3348973.049826,3698312.406445,0
187486.200,35.66773091,139.79132635,17.5914,-3961758.651633,3348973.809881,3698313.055575,0
187486.400,35.66772613,139.79131827,17.6772,-3961758.468124,3348974.613366,3698312.675265,0
187486.600,35.66772215,139.79131211,17.7760,-3961758.366671,3348975.257347,3698312.373446,0
187486.800,35.66771870,139.79130245,18.0175,-3961758.122000,3348976.195729,3698312.203861,0
187487.000,35.66772233,139.79129533,18.6613,-3961757.925417,3348976.874627,3698312.906448,0
187487.200,35.66772254,139.79128823,18.2702,-3961757.257298,3348977.151640,3698312.697479,0
187487.400,35.66772521,139.79128103,17.3555,-3961756.137478,3348977.057591,3698312.404862,0
187487.600,35.66772415,139.79127334,18.1803,-3961756.251997,3348978.066607,3698312.789965,0
187487.800,35.66772914,139.79126830,17.4885,-3961755.281746,3348977.843765,3698312.836463,0
187488.000,35.66773587,139.79126376,18.1024,-3961755.064973,3348978.198347,3698313.801081,0
187488.200,35.66772858,139.79125550,21.5681,-3961757.092349,3348980.891728,3698315.164780,0
187488.400,35.66773008,139.79125132,22.0756,-3961757.088949,3348981.384827,3698315.595361,0
187488.600,35.66774430,139.79125326,19.4777,-3961754.887916,3348979.294181,3698315.362354,0
187488.800,35.66775111,139.79124922,16.8995,-3961752.715514,3348977.936661,3698314.473291,0
187489.000,35.66776173,139.79124527,15.7565,-3961751.251233,3348977.166644,3698314.763855,0
187489.200,35.66776836,139.79123763,14.8206,-3961749.895866,3348976.927325,3698314.816230,0
187489.400,35.66778129,139.79123687,12.5230,-3961747.787384,3348975.234649,3698314.641869,0
187489.600,35.66778490,139.79123284,12.3542,-3961747.268624,3348975.274026,3698314.868960,0
187489.800,35.66779168,139.79123113,12.6172,-3961746.996627,3348975.247049,3698315.633608,0
187490.000,35.66779565,139.79122167,12.7325,-3961746.319499,3348975.795743,3698316.058410,0
187490.200,35.66779925,139.79121882,13.6579,-3961746.549141,3348976.328306,3698316.922033,0
187490.400,35.66779707,139.79120826,15.0499,-3961746.903360,3348977.879076,3698317.537497,0
187490.600,35.66780115,139.79120768,15.9209,-3961747.207834,3348978.205740,3698318.413583,0
187490.800,35.66779339,139.79119650,17.9312,-3961748.185305,3348980.357526,3698318.885668,0
187491.000,35.66780508,139.79119023,16.6444,-3961746.442577,3348979.627980,3698319.189253,0
187491.200,35.66778940,139.79118361,20.9028,-3961749.472258,3348982.973795,3698320.259385,0
187491.400,35.66765928,139.79112127,44.0745,-3961766.634066,3349004.871687,3698322.041196,0
187491.600,35.66766229,139.79112571,45.5890,-3961767.684547,3349005.233491,3698323.195532,0
187491.800,35.66768026,139.79111917,42.1271,-3961764.266716,3349003.118971,3698322.796978,0
187492.000,35.66779913,139.79115689,22.0974,-3961748.170981,3348985.041277,3698321.832961,0
187492.200,35.66767567,139.79110027,42.1565,-3961763.406949,3349004.633233,3698322.400251,0
187492.400,35.66767946,139.79110373,43.1933,-3961764.065520,3349004.779501,3698323.345937,0
187492.600,35.66768501,139.79109995,42.8823,-3961763.377315,3349004.645712,3698323.665276,0
187492.800,35.66769997,139.79109935,39.8867,-3961760.744013,3349002.491697,3698323.267166,0
187493.000,35.66781190,139.79113108,21.0198,-3961745.362916,3348985.727606,3698322.355554,0
187493.200,35.66781872,139.79112956,18.9845,-3961743.674273,3348984.480367,3698321.783576,0
187493.400,35.66787626,139.79123149,11.6400,-3961742.232799,3348971.177267,3698322.687392,0
187493.600,35.66788315,139.79123090,10.7065,-3961741.278436,3348970.440773,3698322.764409,0
187493.800,35.66788666,139.79122630,10.8709,-3961740.938573,3348970.698164,3698323.176466,0
187494.000,35.66789050,139.79122755,10.6722,-3961740.698395,3348970.347306,3698323.406761,0
187494.200,35.66789033,139.79122916,10.9763,-3961740.989441,3348970.402739,3698323.568805,0
187494.400,35.66784841,139.79113178,16.8256,-3961740.997875,3348981.955044,3698323.200414,0
187494.600,35.66785349,139.79113112,16.7724,-3961740.675220,3348981.760144,3698323.627882,0
187494.800,35.66785836,139.79112573,15.7939,-3961739.512377,3348981.416466,3698323.496085,0
187495.000,35.66785460,139.79111255,16.3044,-3961739.244833,3348982.752146,3698323.454874,0
187495.200,35.66785616,139.79112272,16.1908,-3961739.691568,3348981.924682,3698323.528981,0
187495.400,35.66785788,139.79112888,16.0892,-3961739.903595,3348981.373418,3698323.624967,0
187495.600,35.66785504,139.79112623,16.4851,-3961740.134945,3348981.882664,3698323.599841,0
187495.800,35.66785808,139.79113329,16.3584,-3961740.318440,3348981.201358,3698323.799968,0
187496.000,35.66786258,139.79113933,15.7096,-3961740.046984,3348980.255158,3698323.827287,0
187496.200,35.66785912,139.79113809,16.0460,-3961740.354183,3348980.661843,3698323.711550,0
187496.400,35.66784791,139.79113736,17.2780,-3961741.629665,3348981.827088,3698323.419112,0
187496.600,35.66789239,139.79121607,11.1455,-3961740.227847,3348971.310664,3698323.852614,0
187496.800,35.66789341,139.79121788,10.4797,-3961739.869894,3348970.793315,3698323.556989,0
187497.000,35.66789125,139.79122348,10.8373,-3961740.525610,3348970.684012,3698323.570948,0
187497.200,35.66788983,139.79122497,11.4112,-3961741.038974,3348970.941264,3698323.777605,0
187497.400,35.66785283,139.79115148,16.7225,-3961741.867281,3348980.353625,3698323.538955,0
187497.600,35.66785197,139.79114426,17.4805,-3961741.957710,3348981.286633,3698323.903424,0
187497.800,35.66786313,139.79115432,15.9749,-3961741.060639,3348979.334934,3698324.031448,0
187498.000,35.66786249,139.79115291,16.3960,-3961741.271061,3348979.680182,3698324.219227,0
187498.200,35.66786801,139.79113270,16.7729,-3961740.050594,3348981.044880,3698324.936650,0
187498.400,35.66786357,139.79115475,17.6004,-3961742.072501,3348980.139254,3698325.018943,0
187498.600,35.66787292,139.79114907,16.5638,-3961740.635410,3348979.598042,3698325.257206,0
187498.800,35.66787986,139.79114143,15.2338,-3961739.020313,3348979.138986,3698325.107685,0
187499.000,35.66788624,139.79114141,13.7978,-3961737.813371,3348978.120453,3698324.845274,0
187499.200,35.66788477,139.79113540,13.6626,-3961737.450256,3348978.526853,3698324.634292,0
187499.400,35.66787622,139.79112718,15.0980,-3961738.283044,3348980.204946,3698324.700443,0
187499.600,35.66787296,139.79112874,15.6065,-3961738.851193,3348980.500094,3698324.702504,0
187499.800,35.66787286,139.79112294,15.8244,-3961738.651931,3348981.019745,3698324.820809,0
187500.000,35.66787199,139.79112223,16.3633,-3961738.987934,3348981.387870,3698325.056397,0
187500.200,35.66786909,139.79111670,16.6553,-3961738.988805,3348982.044186,3698324.965943,0
187500.400,35.66786784,139.79110891,17.3724,-3961739.040341,3348983.010981,3698325.271285,0
187500.600,35.66786807,139.79109696,17.9232,-3961738.672064,3348984.116785,3698325.613093,0
187500.800,35.66787011,139.79109620,18.1763,-3961738.684390,3348984.216742,3698325.944285,0
187501.000,35.66786623,139.79109155,19.0078,-3961739.119850,3348985.136537,3698326.079540,0
187501.200,35.66787060,139.79109229,18.6380,-3961738.717777,3348984.708822,3698326.257871,0
187501.400,35.66786926,139.79108440,18.9499,-3961738.516086,3348985.473902,3698326.319160,0
187501.600,35.66789085,139.79108458,15.6254,-3961735.397509,3348982.815917,3698326.326732,0
187501.800,35.66789988,139.79108821,14.5576,-3961734.501078,3348981.628439,3698326.517511,0
187502.000,35.66790035,139.79109015,15.1237,-3961734.942646,3348981.771165,3698326.890167,0
187502.200,35.66790107,139.79108719,15.7516,-3961735.123669,3348982.275038,3698327.321201,0
187502.400,35.66790510,139.79109060,16.0845,-3961735.330270,3348982.045601,3698327.878557,0
187502.600,35.66789918,139.79108611,17.7226,-3961736.376630,3348983.462696,3698328.299935,0
187502.800,35.66789918,139.79108197,18.0643,-3961736.346214,3348983.928091,3698328.499695,0
187503.000,35.66789992,139.79107542,17.9437,-3961735.852572,3348984.286375,3698328.495825,0
187503.200,35.66790451,139.79107597,17.5258,-3961735.398849,3348983.837702,3698328.665558,0
187503.400,35.66791262,139.79107347,16.8274,-3961734.418394,3348983.305807,3698328.989504,0
187503.600,35.66791723,139.79106838,17.1009,-3961734.062481,3348983.608349,3698329.565036,0
187503.800,35.66791609,139.79106495,18.1076,-3961734.543009,3348984.420973,3698330.049308,0
187504.000,35.66792873,139.79106726,16.7664,-3961733.221362,3348983.030278,3698330.406269,0
187504.200,35.66792311,139.79105990,18.4297,-3961734.101194,3348984.646162,3698330.869280,0
187504.400,35.66793615,139.79106431,17.2264,-3961732.967823,3348983.165907,3698331.343033,0
187504.600,35.66793737,139.79105793,17.8423,-3961732.917237,3348983.878567,3698331.812191,0
187504.800,35.66793650,139.79105549,19.2593,-3961733.695937,3348984.827182,3698332.560414,0
187505.000,35.66794008,139.79105469,19.8024,-3961733.809813,3348985.017317,3698333.199717,0
187505.200,35.66794407,139.79105765,19.8316,-3961733.803515,3348984.661887,3698333.576126,0
187505.400,35.66795631,139.79107021,18.0588,-3961732.833259,3348982.352195,3698333.645734,0
187505.600,35.66796793,139.79107215,16.6199,-3961731.479927,3348980.977717,3698333.854246,0
187505.800,35.66797329,139.79107128,16.0085,-3961730.784848,3348980.493567,3698333.980761,0
187506.000,35.66797689,139.79107524,15.6696,-3961730.628103,3348979.891282,3698334.108140,0
187506.200,35.66798908,139.79107851,14.8595,-3961729.714408,3348978.731621,3698334.734084,0
187506.400,35.66799417,139.79107324,15.3284,-3961729.446153,3348979.129356,3698335.466042,0
187506.600,35.66799910,139.79106879,15.4767,-3961729.033643,3348979.309036,3698335.997667,0
187506.800,35.66800620,139.79105764,15.0754,-3961727.782401,3348979.573288,3698336.403114,0
187507.000,35.66800870,139.79105597,15.1468,-3961727.605289,3348979.621350,3698336.670670,0
187507.200,35.66801120,139.79105449,16.3906,-3961728.166992,3348980.271649,3698337.621310,0
187507.400,35.66795459,139.79112407,31.4509,-3961744.375097,3348985.723385,3698341.299903,0
187507.600,35.66796099,139.79110861,32.4032,-3961743.746096,3348987.024449,3698342.432132,0
187507.800,35.66795939,139.79112632,32.6330,-3961745.002893,3348985.987768,3698342.421422,0
187508.000,35.66796946,139.79111833,32.1645,-3961743.747843,3348985.873648,3698343.055975,0
187508.200,35.66797498,139.79112184,31.6988,-3961743.391416,3348985.156330,3698343.281806,0
187508.400,35.66797843,139.79112545,31.3814,-3961743.234746,3348984.596418,3698343.407779,0
187508.600,35.66798089,139.79112253,31.7759,-3961743.187363,3348984.902113,3698343.859868,0
187508.800,35.66798604,139.79112291,31.4805,-3961742.772095,3348984.505464,3698344.151883,0
187509.000,35.66799423,139.79110714,31.4566,-3961741.431018,3348985.241571,3698344.875775,0
187509.200,35.66800252,139.79109566,30.9793,-3961740.054156,3348985.438970,3698345.344628,0
187509.400,35.66801038,139.79110960,30.1417,-3961739.960749,3348983.707564,3698345.564950,0
187509.600,35.66801812,139.79110565,30.2120,-3961739.390901,3348983.694001,3698346.304052,0
187509.800,35.66802263,139.79109350,31.1710,-3961739.052992,3348984.848999,3698347.269291,0
187510.000,35.66801867,139.79107284,32.5853,-3961738.918862,3348987.184368,3698347.737018,0
187510.200,35.66801968,139.79106930,33.3172,-3961739.116163,3348987.770938,3698348.254645,0
187510.400,35.66802183,139.79106307,33.7516,-3961738.914803,3348988.340058,3698348.701969,0
187510.600,35.66802877,139.79106289,33.9835,-3961738.705798,3348988.184043,3698349.462486,0
187510.800,35.66803326,139.79106137,34.1325,-3961738.486986,3348988.179883,3698349.954490,0
187511.000,35.66802966,139.79105039,34.9905,-3961738.555871,3348989.539358,3698350.129959,0
187511.200,35.66803187,139.79104399,35.6120,-3961738.458084,3348990.215560,3698350.691624,0
187511.400,35.66803408,139.79104276,36.7385,-3961738.975473,3348990.799222,3698351.547990,0
187511.600,35.66803597,139.79104218,37.6463,-3961739.411827,3348991.236307,3698352.247453,0
187511.800,35.66804142,139.79103741,37.8906,-3961739.015210,3348991.466590,3698352.881349,0
187512.000,35.66804505,139.79103010,38.2037,-3961738.602589,3348991.984769,3698353.391339,0
187512.200,35.66804915,139.79102405,38.4698,-3961738.211910,3348992.371302,3698353.915673,0
187512.400,35.66805026,139.79102197,39.1503,-3961738.457723,3348992.825416,3698354.412657,0
187512.600,35.66805526,139.79102120,39.3966,-3961738.318657,3348992.799398,3698355.006541,0
187512.800,35.66805869,139.79102000,39.4432,-3961738.107218,3348992.763376,3698355.343720,0
187513.000,35.66806525,139.79101841,39.4886,-3961737.718844,3348992.623285,3698355.960906,0
187513.200,35.66807642,139.79102206,38.5774,-3961736.814506,3348991.426435,3698356.437006,0
187513.400,35.66807740,139.79102080,39.0212,-3961736.968232,3348991.705443,3698356.783619,0
187513.600,35.66808492,139.79102352,39.6882,-3961737.169112,3348991.553397,3698357.850419,0
187513.800,35.66808842,139.79102795,40.2040,-3961737.575638,3348991.370895,3698358.466753,0
187514.000,35.66810341,139.79104450,38.9071,-3961736.997574,3348988.920056,3698359.061981,0
187514.200,35.66810339,139.79104331,40.5126,-3961737.925308,3348989.845321,3698359.996091,0
187514.400,35.66810375,139.79104880,41.7402,-3961738.989769,3348990.095138,3698360.744112,0
187514.600,35.66811145,139.79104768,41.4217,-3961738.346555,3348989.683657,3698361.252464,0
187514.800,35.66811516,139.79104957,41.5671,-3961738.363810,3348989.474439,3698361.671575,0
187515.000,35.66812506,139.79104253,41.4270,-3961737.375994,3348989.473965,3698362.482748,0
187515.200,35.66813082,139.79105870,40.4287,-3961737.417038,3348987.592067,3698362.419841,0
187515.400,35.66813461,139.79105227,40.1634,-3961736.689334,3348987.738822,3698362.607081,0
187515.600,35.66814170,139.79105645,40.3629,-3961736.707625,3348987.258753,3698363.361644,0
187515.800,35.66814736,139.79105419,40.8761,-3961736.614131,3348987.447781,3698364.171111,0
187516.000,35.66815108,139.79105703,41.4736,-3961736.966487,3348987.409203,3698364.855611,0
187516.200,35.66815428,139.79104441,42.3184,-3961736.595416,3348988.591099,3698365.636156,0
187516.400,35.66815794,139.79104651,41.7559,-3961736.187852,3348987.998055,3698365.638567,0
187516.600,35.66816184,139.79104735,41.5401,-3961735.910917,3348987.664066,3698365.863567,0
187516.800,35.66816978,139.79103796,41.5164,-3961734.954685,3348987.969243,3698366.565921,0
187517.000,35.66817816,139.79105152,39.0438,-3961733.799620,3348985.384366,3698365.879510,0
187517.200,35.66825559,139.79097002,23.8658,-3961715.793112,3348979.825492,3698364.008840,0
187517.400,35.66820122,139.79102182,36.8554,-3961729.566465,3348985.327179,3698366.682152,0
187517.600,35.66827386,139.79093636,21.9917,-3961711.760036,3348980.407253,3698364.562854,0
187517.800,35.66827624,139.79094112,21.4261,-3961711.570121,3348979.681946,3698364.447278,0
187518.000,35.66827047,139.79095440,23.4557,-3961713.890322,3348980.069100,3698365.111090,0
187518.200,35.66827041,139.79095749,23.7837,-3961714.277808,3348980.029835,3698365.296600,0
187518.400,35.66827506,139.79095161,23.3182,-3961713.415184,3348979.998267,3698365.444611,0
187518.600,35.66828137,139.79095887,22.4715,-3961713.002741,3348978.788951,3698365.519100,0
187518.800,35.66828738,139.79096772,22.4840,-3961713.230499,3348977.932080,3698366.068883,0
187519.000,35.66830980,139.79094992,18.7609,-3961708.772615,3348976.273605,3698365.918860,0
187519.200,35.66832329,139.79096973,17.2444,-3961708.323314,3348973.545350,3698366.250151,0
187519.400,35.66833142,139.79096480,16.1721,-3961706.968089,3348972.984193,3698366.357903,0
187519.600,35.66834708,139.79096114,13.8979,-3961704.569307,3348971.390257,3698366.443755,0
187519.800,35.66836420,139.79094996,11.2990,-3961701.457471,3348970.085642,3698366.471144,0
187520.000,35.66838053,139.79094524,9.1722,-3961699.055594,3348968.614336,3698366.702766,0
187520.200,35.66838635,139.79095037,9.4964,-3961699.268486,3348968.186909,3698367.416642,0
187520.400,35.66833078,139.79105072,23.8831,-3961716.805491,3348971.114478,3698370.796562,0
187520.600,35.66833608,139.79105009,24.3243,-3961716.781016,3348971.167523,3698371.531627,0
187520.800,35.66840589,139.79095861,9.6464,-3961698.878017,3348966.879437,3698369.265448,0
187521.000,35.66840042,139.79095110,10.6143,-3961699.309650,3348968.134965,3698369.336903,0
187521.200,35.66840322,139.79095029,11.2326,-3961699.507627,3348968.398256,3698369.949754,0
187521.400,35.66841500,139.79094799,10.8219,-3961698.536618,3348967.850059,3698370.771587,0
187521.600,35.66841583,139.79093652,12.1973,-3961698.678582,3348969.329616,3698371.648510,0
187521.800,35.66835993,139.79100901,26.2698,-3961714.408371,3348974.033125,3698374.815207,0
187522.000,35.66843921,139.79092097,11.3973,-3961696.118197,3348969.008601,3698373.289750,0
187522.200,35.66842795,139.79091301,14.1068,-3961697.889893,3348971.450734,3698373.854774,0
187522.400,35.66842589,139.79092150,16.8656,-3961700.200215,3348972.396346,3698375.277250,0
187522.600,35.66836310,139.79098626,31.5162,-3961716.177111,3348978.224806,3698378.160544,0
187522.800,35.66836077,139.79100931,32.7351,-3961718.395691,3348977.367833,3698378.661119,0
187523.000,35.66838696,139.79098266,33.7514,-3961716.174380,3348978.649365,3698381.614769,0
187523.200,35.66840777,139.79098745,33.9313,-3961715.537779,3348977.543316,3698383.595640,0
187523.400,35.66842342,139.79099432,34.4035,-3961715.459187,3348976.662845,3698385.281028,0
187523.600,35.66843294,139.79099563,34.8904,-3961715.367826,3348976.429611,3698386.422996,0
187523.800,35.66844804,139.79100830,36.1930,-3961716.170271,3348975.606082,3698388.543929,0
187524.000,35.66845369,139.79100291,36.5075,-3961715.770759,3348975.907651,3698389.237012,0
187524.200,35.66846328,139.79101448,36.2041,-3961715.785336,3348974.547801,3698389.924407,0
187524.400,35.66846410,139.79100752,35.4325,-3961714.859336,3348974.590502,3698389.548041,0
187524.600,35.66846727,139.79100464,35.1891,-3961714.383141,3348974.530002,3698389.691634,0
187524.800,35.66847275,139.79099697,35.7832,-3961714.032475,3348975.142849,3698390.532378,0
187525.000,35.66847894,139.79098568,36.1592,-3961713.300452,3348975.861467,3698391.309817,0
187525.200,35.66849676,139.79098903,35.7014,-3961712.331865,3348974.645947,3698392.648517,0
187525.400,35.66850386,139.79098425,36.9337,-3961712.466446,3348975.326172,3698394.006948,0
187525.600,35.66850228,139.79097943,35.7217,-3961711.510271,3348975.089692,3698393.158479,0
187525.800,35.66851007,139.79098277,33.6511,-3961710.036013,3348973.447649,3698392.652919,0
187526.000,35.66851453,139.79099283,32.0054,-3961709.382890,3348971.702441,3698392.095323,0
187526.200,35.66852250,139.79099024,31.0678,-3961708.255849,3348971.056487,3698392.267626,0
187526.400,35.66852761,139.79098933,31.3634,-3961708.133395,3348971.061472,3698392.900375,0
187526.600,35.66853305,139.79097447,32.1564,-3961707.488406,3348972.277318,3698393.853005,0
187526.800,35.66853568,139.79097034,33.8608,-3961708.173981,3348973.347406,3698395.084043,0
187527.000,35.66854910,139.79098362,34.6579,-3961708.782011,3348972.286837,3698396.757988,0
187527.200,35.66856092,139.79098734,34.6489,-3961708.410011,3348971.530757,3698397.818519,0
187527.400,35.66857574,139.79099520,35.6032,-3961708.729373,3348970.868850,3698399.710615,0
187527.600,35.66858263,139.79099818,35.1313,-3961708.269995,3348970.127361,3698400.057049,0
187527.800,35.66859204,139.79099519,36.1399,-3961708.256223,3348970.469980,3698401.493201,0
187528.000,35.66859190,139.79099172,36.0217,-3961707.986628,3348970.654090,3698401.411767,0
187528.200,35.66860187,139.79098414,33.6459,-3961705.577001,3348969.515950,3698400.925042,0
187528.400,35.66860415,139.79098222,31.3543,-3961703.930516,3348968.351559,3698399.794186,0
187528.600,35.66861782,139.79100256,32.9917,-3961705.460152,3348967.232850,3698401.980896,0
187528.800,35.66862442,139.79102020,33.7820,-3961706.655594,3348966.151879,3698403.036580,0
187529.000,35.66862692,139.79102057,35.6309,-3961707.700268,3348966.992014,3698404.340136,0
187529.200,35.66863339,139.79101968,35.8122,-3961707.441144,3348966.878298,3698405.029105,0
187529.400,35.66863688,139.79101665,37.2308,-3961707.971736,3348967.686102,3698406.170777,0
187529.600,35.66864365,139.79102390,37.7041,-3961708.354702,3348967.150524,3698407.056713,0
187529.800,35.66864612,139.79102384,39.1959,-3961709.154674,3348967.833294,3698408.149932,0
187530.000,35.66864286,139.79102212,40.5174,-3961710.035164,3348968.781993,3698408.626101,0
187530.200,35.66864536,139.79101767,41.2639,-3961710.114760,3348969.376037,3698409.287267,0
