epoch,tow,assignment_id,gamma,n_ambiguities,map_float_separation_m,map_ddpr_separation_m,last_ddpr_pairs,ddpr_age_epochs,ecef_x,ecef_y,ecef_z,gamma_eligible,fix_streak,fixed,evidence_records
12,177002.39999890327,e8fbf40b994e527a,0.2047265711213814,8,0.314942441342521,0.4453629317171748,29,2,-3961765.1506924974,3349009.161692421,3698311.417606769,False,0,False,3
13,177002.59999990463,e8fbf40b994e527a,0.20474030041965052,8,0.31489786069529757,0.4454293692356615,29,3,-3961765.1485368703,3349009.1582412296,3698311.4163241372,False,0,False,3
14,177002.79999899864,e8fbf40b994e527a,0.20474169898701614,8,0.31491669281483164,0.4454035993295071,29,4,-3961765.1491677416,3349009.158051193,3698311.416327457,False,0,False,3
15,177003.0,e8fbf40b994e527a,0.28906255051426827,8,0.3620531520426395,0.49800090851170015,30,0,-3961765.1280218554,3349009.1038474417,3698311.3801718703,False,0,False,8
16,177003.20000004768,e8fbf40b994e527a,0.2917986811972621,8,0.3612840924762488,0.49766590587466286,30,1,-3961765.1269950215,3349009.1032077842,3698311.380489733,False,0,False,3
17,177003.39999890327,e8fbf40b994e527a,0.29205000732596487,8,0.36098312450236375,0.49778491138308134,30,2,-3961765.124732516,3349009.101641455,3698311.378652197,False,0,False,3
18,177003.59999990463,e8fbf40b994e527a,0.29207568358896796,8,0.3609376677199697,0.497753518809975,30,3,-3961765.1210975735,3349009.101380034,3698311.378845197,False,0,False,3
19,177003.79999899864,e8fbf40b994e527a,0.2920783402659337,8,0.3609095758512026,0.4977628369164991,30,4,-3961765.1183431083,3349009.0979000474,3698311.376628561,False,0,False,3
20,177004.0,e8fbf40b994e527a,0.37849399306159126,8,0.4329469407270272,0.5880965698870134,30,0,-3961765.1081194594,3349009.047977454,3698311.325427062,False,0,False,8
21,177004.20000004768,e8fbf40b994e527a,0.382496508465714,8,0.43255669160431237,0.5892294550819167,30,1,-3961765.108234337,3349009.0460962104,3698311.3253856176,False,0,False,3
22,177004.40000009537,e8fbf40b994e527a,0.38286508426280297,8,0.43261695219329094,0.5892873966770681,30,2,-3961765.1092461683,3349009.045744229,3698311.32580181,False,0,False,3
23,177004.59999895096,e8fbf40b994e527a,0.38290262680103493,8,0.43259147943722576,0.5893770992038777,30,3,-3961765.1114202803,3349009.0435468457,3698311.325232706,False,0,False,3
24,177004.79999899864,e8fbf40b994e527a,0.38290648415374284,8,0.43258310220734375,0.5894074252795499,30,4,-3961765.1118782996,3349009.0407657526,3698311.32443644,False,0,False,3
25,177005.0,e8fbf40b994e527a,0.4812775867979972,8,0.4559694454445032,0.6003144824180248,30,0,-3961765.0921376897,3349009.0284806453,3698311.3051952966,False,0,False,8
26,177005.20000004768,e8fbf40b994e527a,0.4866553047942434,8,0.45507466603454827,0.6006879374941536,30,1,-3961765.090120325,3349009.0271748872,3698311.3047715966,False,0,False,3
27,177005.40000009537,e8fbf40b994e527a,0.48714490994948295,8,0.454968413511463,0.6005702999727734,30,2,-3961765.0858413656,3349009.026633736,3698311.3045430435,False,0,False,3
28,177005.59999895096,e8fbf40b994e527a,0.4871947477388732,8,0.4549110670897406,0.6005784021561101,30,3,-3961765.080937958,3349009.0244526276,3698311.303875339,False,0,False,3
29,177005.79999899864,e8fbf40b994e527a,0.4871998904372073,8,0.45489405151809514,0.6005807107348134,30,4,-3961765.0769222486,3349009.0203302023,3698311.3013934083,False,0,False,3
30,177006.0,e8fbf40b994e527a,0.5737898857499695,8,0.4099882733242371,0.5475972316055522,29,0,-3961765.135220134,3349009.048173922,3698311.3230750035,False,0,False,8
31,177006.20000004768,e8fbf40b994e527a,0.5802808115812336,8,0.409157914218353,0.5493182830557829,29,1,-3961765.135487643,3349009.0464083883,3698311.322335388,False,0,False,3
32,177006.40000009537,e8fbf40b994e527a,0.5808609407965577,8,0.40912006464729656,0.5494155586824324,29,2,-3961765.1333498633,3349009.0447890284,3698311.322473867,False,0,False,3
33,177006.59999895096,e8fbf40b994e527a,0.5809200763815293,8,0.4091149508559567,0.5494444295063191,29,3,-3961765.1331645213,3349009.0442400267,3698311.322824395,False,0,False,3
34,177006.79999899864,e8fbf40b994e527a,0.5809260730674903,8,0.4091015796745575,0.5494760248816797,29,4,-3961765.131600626,3349009.0429240055,3698311.3225935884,False,0,False,3
35,177007.0,e8fbf40b994e527a,0.6765615970730182,8,0.380393650727575,0.5105765814517087,29,0,-3961765.160885648,3349009.068008446,3698311.341282598,False,0,False,8
36,177007.20000004768,e8fbf40b994e527a,0.6841762268990064,8,0.38094220935906536,0.5107524384621942,29,1,-3961765.1605042373,3349009.066968227,3698311.3403488,False,0,False,3
37,177007.40000009537,e8fbf40b994e527a,0.6848369254576213,8,0.3809447319576722,0.5110719293217845,29,2,-3961765.1595880063,3349009.064490459,3698311.3395202653,False,0,False,3
38,177007.59999895096,e8fbf40b994e527a,0.6849040487608824,8,0.38096952316043864,0.5111277064643163,29,3,-3961765.1573211523,3349009.06300109,3698311.3388609337,False,0,False,3
39,177007.79999899864,e8fbf40b994e527a,0.6849109596221971,8,0.3809714227935479,0.5111546516442597,29,4,-3961765.153441545,3349009.060389276,3698311.3384544356,False,0,False,3
40,177008.0,e8fbf40b994e527a,0.7534366570541052,8,0.37074435913454445,0.5033067181036324,30,0,-3961765.1508411006,3349009.095355927,3698311.3444569376,False,0,False,8
41,177008.199999094,e8fbf40b994e527a,0.7617098459375365,8,0.370254411546865,0.5035401573884841,30,1,-3961765.1520517687,3349009.0948630767,3698311.3447257644,False,0,False,3
42,177008.40000009537,e8fbf40b994e527a,0.7624027100972518,8,0.37006057419293564,0.5038017368010688,30,2,-3961765.1516101705,3349009.093170986,3698311.3431942053,False,0,False,3
43,177008.59999895096,e8fbf40b994e527a,0.762473038904778,8,0.37004840861967,0.503775114736549,30,3,-3961765.15232379,3349009.091302916,3698311.3432940696,False,0,False,3
44,177008.79999995232,e8fbf40b994e527a,0.762480270810513,8,0.37004559051810976,0.503769246293539,30,4,-3961765.155109045,3349009.090882139,3698311.3436927013,False,0,False,3
45,177009.0,e8fbf40b994e527a,0.8152724646840019,8,0.34871739656305656,0.47559371389104216,29,0,-3961765.1838362375,3349009.1103274673,3698311.3477770723,False,0,False,8
46,177009.199999094,e8fbf40b994e527a,0.8239586808000549,8,0.34827253997817503,0.47704520536282313,29,1,-3961765.1841197265,3349009.1083696755,3698311.347221069,False,0,False,3
47,177009.40000009537,e8fbf40b994e527a,0.8246632861817574,8,0.3483589323204775,0.4769395744618269,29,2,-3961765.1841414366,3349009.10685463,3698311.3462812863,False,0,False,3
48,177009.59999895096,e8fbf40b994e527a,0.8247351780398839,8,0.3483992394700665,0.476875935108683,29,3,-3961765.1888006814,3349009.105773434,3698311.346507875,False,0,False,3
49,177009.79999995232,e8fbf40b994e527a,0.8247422820490523,8,0.34838939999657104,0.4769029885866537,29,4,-3961765.1901784013,3349009.1030644984,3698311.346209369,False,0,False,3
50,177010.0,e8fbf40b994e527a,0.8549338950138854,8,0.3526324486866393,0.4735560959486015,29,0,-3961765.181387109,3349009.1055429415,3698311.338537488,False,0,False,8
51,177010.199999094,e8fbf40b994e527a,0.8637728359818015,8,0.35266076105601457,0.47336806681377663,29,1,-3961765.1818322404,3349009.1053061048,3698311.338775909,False,0,False,3
52,177010.40000009537,e8fbf40b994e527a,0.8644604777124835,8,0.3525783530050037,0.4735016740906232,29,2,-3961765.180737488,3349009.1032618876,3698311.337776033,False,0,False,3
53,177010.59999895096,e8fbf40b994e527a,0.8645299461187764,8,0.35258977538887143,0.47346014173164064,29,3,-3961765.1797678466,3349009.1014276254,3698311.3372913934,False,0,False,3
54,177010.79999995232,e8fbf40b994e527a,0.8645371096175611,8,0.35259792008776075,0.4734392811736811,29,4,-3961765.1821782147,3349009.0997469295,3698311.3371563856,False,0,False,3
55,177011.0,e8fbf40b994e527a,0.8910408193509484,8,0.32237473868618205,0.4500472905875959,29,0,-3961765.216516592,3349009.1312154084,3698311.350317675,False,0,False,8
56,177011.199999094,e8fbf40b994e527a,0.8999147279193267,8,0.3228679973130082,0.44977175316862145,29,1,-3961765.2169654276,3349009.1312032514,3698311.3507585367,False,0,False,3
57,177011.40000009537,e8fbf40b994e527a,0.900575976844309,8,0.3226880616088339,0.4504047319766474,29,2,-3961765.2108000373,3349009.1288832757,3698311.3499308177,False,0,False,3
58,177011.59999895096,e8fbf40b994e527a,0.900642587635798,8,0.3227418329587335,0.4503733903936385,29,3,-3961765.20847509,3349009.1268696357,3698311.349389686,False,0,False,3
59,177011.79999995232,e8fbf40b994e527a,0.9006494067431552,8,0.3227386587825719,0.4504028715513928,29,4,-3961765.204319212,3349009.12350442,3698311.348121312,False,0,False,3
60,177012.0,e8fbf40b994e527a,0.9226236201951806,8,0.2933725806122498,0.43004781153024835,29,0,-3961765.256984346,3349009.165856457,3698311.3548527746,False,0,False,8
61,177012.199999094,e8fbf40b994e527a,0.931430912937328,8,0.29295229768162223,0.4303773586773389,29,1,-3961765.25963404,3349009.1655844403,3698311.355332398,False,0,False,3
62,177012.40000009537,e8fbf40b994e527a,0.9320557727249286,8,0.29276713126702786,0.43073939154990637,29,2,-3961765.260753596,3349009.1636615195,3698311.35420238,False,0,False,3
63,177012.59999895096,e8fbf40b994e527a,0.9321183923867328,8,0.2927562420709683,0.4307303564639461,29,3,-3961765.262822046,3349009.161744987,3698311.354822518,False,0,False,3
64,177012.79999995232,e8fbf40b994e527a,0.9321248341337781,8,0.2927408005079158,0.4307633418155406,29,4,-3961765.2642997704,3349009.1588948662,3698311.353664787,False,0,False,3
65,177013.0,e8fbf40b994e527a,0.9417357307717851,8,0.2684172048008059,0.4011198716252777,29,0,-3961765.2748032263,3349009.1957810703,3698311.362144701,False,0,False,8
66,177013.199999094,e8fbf40b994e527a,0.9504255405705486,8,0.26793166830164805,0.40169498186966324,29,1,-3961765.2726618648,3349009.1941618784,3698311.361444057,False,0,False,3
67,177013.40000009537,e8fbf40b994e527a,0.9510194525578886,8,0.2680201240825075,0.40133384079506534,29,2,-3961765.27306572,3349009.193146809,3698311.3617432113,False,0,False,3
68,177013.59999895096,e8fbf40b994e527a,0.9510784647892843,8,0.2679934675568986,0.4013533961476427,29,3,-3961765.2717901967,3349009.192324227,3698311.3613023763,False,0,False,3
69,177013.79999995232,e8fbf40b994e527a,0.9510845672614159,8,0.2679964528884398,0.40133027701136115,29,4,-3961765.2737345695,3349009.1902833194,3698311.3619472506,False,0,False,3
70,177014.0,e8fbf40b994e527a,0.9546140037239926,8,0.24637958221324044,0.38872076130104344,29,0,-3961765.300713822,3349009.2243449613,3698311.3739649444,False,0,False,8
71,177014.199999094,e8fbf40b994e527a,0.9631387756852151,8,0.2461960384569665,0.3884542946396824,29,1,-3961765.301727579,3349009.2232343666,3698311.373995335,False,0,False,3
72,177014.40000009537,e8fbf40b994e527a,0.963696202753829,8,0.2460785949666877,0.388692454995046,29,2,-3961765.3010249035,3349009.2212387254,3698311.3726735744,False,0,False,3
73,177014.59999895096,e8fbf40b994e527a,0.9637517339958458,8,0.24606519879539576,0.3886745823676386,29,3,-3961765.2988837473,3349009.2194965268,3698311.372534354,False,0,False,3
74,177014.79999995232,e8fbf40b994e527a,0.9637574117344192,8,0.24606064519733573,0.38867952695678787,29,4,-3961765.29819405,3349009.217495952,3698311.3719224976,False,0,False,3
75,177015.0,e8fbf40b994e527a,0.9643272306704714,8,0.2478983956261092,0.4012052610937332,30,0,-3961765.2892188597,3349009.23929699,3698311.3735210164,False,0,False,8
76,177015.199999094,e8fbf40b994e527a,0.9727091496478012,8,0.2479562954518279,0.4008183133245842,30,1,-3961765.2913767295,3349009.237937844,3698311.3732669,False,0,False,3
77,177015.40000009537,e8fbf40b994e527a,0.9732347712221192,8,0.2478928257287559,0.40091432197732146,30,2,-3961765.2917864346,3349009.237192139,3698311.3738125283,False,0,False,3
78,177015.59999895096,e8fbf40b994e527a,0.97328705790878,8,0.24784854130753764,0.40103591660554805,30,3,-3961765.2888329485,3349009.233733098,3698311.371594808,False,0,False,3
79,177015.79999995232,e8fbf40b994e527a,0.9732924249772077,8,0.24785386340206453,0.40101040617819983,30,4,-3961765.284018531,3349009.233699733,3698311.3730849363,False,0,False,3
80,177016.0,e8fbf40b994e527a,0.9712945934499869,8,0.22815262377146303,0.38104177646030524,29,0,-3961765.3165193684,3349009.2660264517,3698311.388825015,False,0,False,8
81,177016.199999094,e8fbf40b994e527a,0.9794948418204916,8,0.22821361281275862,0.38024324686085886,29,1,-3961765.315773696,3349009.265362552,3698311.3888781196,False,0,False,3
82,177016.39999890327,e8fbf40b994e527a,0.9799870960946652,8,0.2281013049699662,0.38056191491553265,29,2,-3961765.315810298,3349009.262726846,3698311.386902402,False,0,False,3
83,177016.59999990463,e8fbf40b994e527a,0.980035440034672,8,0.22810126632759764,0.38050701309784934,29,3,-3961765.315329483,3349009.2608126295,3698311.387174482,False,0,False,3
84,177016.79999995232,e8fbf40b994e527a,0.9800403453253539,8,0.22809827498585994,0.3805111483798911,29,4,-3961765.3163911663,3349009.259256588,3698311.387219012,False,0,False,3
85,177017.0,e8fbf40b994e527a,0.9772585413399555,8,0.21904321657993867,0.360873165898614,29,0,-3961765.347212636,3349009.3007374858,3698311.4057519133,False,0,False,8
86,177017.199999094,e8fbf40b994e527a,0.9852546872630595,8,0.2192690093119073,0.3609760098601846,29,1,-3961765.3479711567,3349009.299936938,3698311.4054828924,False,0,False,3
87,177017.39999890327,e8fbf40b994e527a,0.9857070508505682,8,0.21932007361128175,0.36099349669671227,29,2,-3961765.3482728796,3349009.29895101,3698311.4061616706,False,0,False,3
88,177017.59999990463,e8fbf40b994e527a,0.9857515319870662,8,0.21933126940364944,0.3610441538386564,29,3,-3961765.3506375803,3349009.296558258,3698311.4053657562,False,0,False,3
89,177017.79999995232,e8fbf40b994e527a,0.9857561222529005,8,0.2193343655909128,0.36104884744483745,29,4,-3961765.34836118,3349009.2950792057,3698311.405856179,False,0,False,3
90,177018.0,e8fbf40b994e527a,0.9817694270361393,8,0.21710795228904484,0.345363946563814,30,0,-3961765.365658954,3349009.3344479403,3698311.4202972683,False,0,False,8
91,177018.199999094,e8fbf40b994e527a,0.9894944873729229,8,0.21701497513962503,0.3446921387959731,30,1,-3961765.3632913735,3349009.333146985,3698311.4195750565,False,0,False,3
92,177018.39999890327,e8fbf40b994e527a,0.9899053128499941,8,0.21698470185750715,0.3446077503704103,30,2,-3961765.362244765,3349009.33179454,3698311.4202131596,False,0,False,3
93,177018.59999990463,e8fbf40b994e527a,0.9899455256315947,8,0.21697190041316944,0.3446301544238562,30,3,-3961765.362610888,3349009.330525216,3698311.4197961856,False,0,False,3
94,177018.79999995232,e8fbf40b994e527a,0.9899497438123999,8,0.21696753050944295,0.3446424197822216,30,4,-3961765.3586818236,3349009.327399222,3698311.418626479,False,0,False,3
95,177019.0,e8fbf40b994e527a,0.9842726135368217,8,0.21627823517637798,0.34765666460603595,30,0,-3961765.3666598992,3349009.358371007,3698311.436466748,False,0,False,8
96,177019.199999094,e8fbf40b994e527a,0.9917968132304467,8,0.2161372880748221,0.3479655558089548,30,1,-3961765.359814115,3349009.357046056,3698311.4355986794,True,1,False,3
97,177019.39999890327,e8fbf40b994e527a,0.9921785482307648,8,0.21609705335373072,0.34795173551261876,30,2,-3961765.353746918,3349009.356341419,3698311.43522515,True,2,False,3
98,177019.59999990463,e8fbf40b994e527a,0.992215770089551,8,0.21608650202310814,0.34798916067565605,30,3,-3961765.363072987,3349009.21766988,3698311.600752767,True,3,True,3
99,177019.79999995232,e8fbf40b994e527a,0.9922195726472611,8,0.21608359834897017,0.34799397468015686,30,4,-3961765.358187547,3349009.215119459,3698311.599779627,True,4,True,3
100,177020.0,e8fbf40b994e527a,0.9860484242452882,8,0.22129934688872688,0.35832138765834276,30,0,-3961765.3764325166,3349009.3772220737,3698311.4473231803,False,0,False,8
101,177020.199999094,e8fbf40b994e527a,0.9934201995371816,8,0.22154685969471058,0.35953242180329475,30,1,-3961765.3769760528,3349009.375032587,3698311.446426085,True,1,False,3
102,177020.39999890327,e8fbf40b994e527a,0.9937798976683255,8,0.22158318713592734,0.35950749388483433,30,2,-3961765.3770138538,3349009.374006228,3698311.446605123,True,2,False,3
103,177020.59999990463,e8fbf40b994e527a,0.9938148502726927,8,0.2215970621002986,0.3595327432956038,30,3,-3961765.3830945613,3349009.215536842,3698311.6032822975,True,3,True,3
104,177020.79999995232,e8fbf40b994e527a,0.9938184020196958,8,0.22160152664580968,0.3595464070043133,30,4,-3961765.3814948285,3349009.2162110615,3698311.6057200134,True,4,True,3
105,177021.0,e8fbf40b994e527a,0.9871769481237904,8,0.2181300208479701,0.3701696969983399,30,0,-3961765.3574117427,3349009.393553224,3698311.4768131324,False,0,False,8
106,177021.199999094,e8fbf40b994e527a,0.9944198013521524,8,0.21822377172269863,0.3698241152558634,30,1,-3961765.3363154847,3349009.4028640394,3698311.496048838,True,1,False,3
107,177021.39999890327,e8fbf40b994e527a,0.994753774603895,8,0.2182822943120114,0.36970520477027485,30,2,-3961765.302852233,3349009.4143486116,3698311.523103029,True,2,False,3
108,177021.59999990463,e8fbf40b994e527a,0.9947841654410446,8,0.218296242404663,0.3696136771817636,30,3,-3961765.266605191,3349009.27623612,3698311.713822126,True,3,True,3
109,177021.79999995232,e8fbf40b994e527a,0.9947859982193453,8,0.21830079032379093,0.36956722144725324,30,4,-3961765.207375458,3349009.299941687,3698311.761857185,True,4,True,3
110,177022.0,e8fbf40b994e527a,0.9878307293297874,8,0.21819646798602238,0.3365373830985351,30,0,-3961765.119519382,3349009.499792759,3698311.6812011013,False,0,False,8
111,177022.199999094,e8fbf40b994e527a,0.9949693799441737,8,0.21806337846855173,0.3345203952838558,30,1,-3961765.0435860925,3349009.5249589738,3698311.7401573663,True,1,False,3
112,177022.39999890327,e8fbf40b994e527a,0.9952907897021568,8,0.2180944826082971,0.333695206924481,30,2,-3961764.9564042073,3349009.5511059808,3698311.80734554,True,2,False,3
113,177022.59999990463,e8fbf40b994e527a,0.9953202266238027,8,0.21808647672358417,0.333375711589366,30,3,-3961764.8498954233,3349009.3995916103,3698312.0059572584,True,3,True,3
114,177022.79999995232,e8fbf40b994e527a,0.9953216917983518,8,0.21809247738240525,0.33327954652398695,30,4,-3961764.7376916343,3349009.4325270816,3698312.0941885966,True,4,True,3
115,177023.0,e8fbf40b994e527a,0.9884312441651357,8,0.24594203310750548,0.3457455436361959,30,0,-3961764.6310451175,3349009.690839756,3698312.109503334,False,0,False,8
116,177023.199999094,e8fbf40b994e527a,0.9953454763656593,8,0.24745936593817375,0.341276808428418,30,1,-3961764.46608891,3349009.7404897255,3698312.244931467,True,1,False,3
117,177023.39999890327,e8fbf40b994e527a,0.9955983353233481,8,0.24782142142943966,0.33981931923035924,30,2,-3961764.2651894884,3349009.7974431664,3698312.407656058,True,2,False,3
118,177023.59999990463,e8fbf40b994e527a,0.9956090643741532,8,0.24790565656999294,0.3392561352882758,30,3,-3961763.990145474,3349009.653579804,3698312.7200259315,True,3,True,3
119,177023.79999995232,e8fbf40b994e527a,0.9956067076810012,8,0.2479250282132198,0.33915075671425476,30,4,-3961763.7509918404,3349009.728793661,3698312.9253796865,True,4,True,3
120,177024.0,e8fbf40b994e527a,0.9887142425331495,8,0.2943529695173518,0.3345841534757404,30,0,-3961763.5743215745,3349010.054894146,3698313.0637394483,False,0,False,8
121,177024.199999094,e8fbf40b994e527a,0.9955747622946929,8,0.29476769549343634,0.3317416258970307,30,1,-3961763.297154374,3349010.120160824,3698313.291123662,True,1,False,3
122,177024.39999890327,e8fbf40b994e527a,0.9958537409337499,8,0.2946317211811348,0.33033862602928893,30,2,-3961763.0009716786,3349010.197070109,3698313.537618362,True,2,False,3
123,177024.59999990463,e8fbf40b994e527a,0.9958724110743401,8,0.2947147349058777,0.32982672044518463,30,3,-3961762.570131829,3349010.0145095,3698313.8953075935,True,3,True,3
124,177024.79999995232,e8fbf40b994e527a,0.9958727680264955,8,0.2947098126539179,0.3296882223168454,30,4,-3961762.240572194,3349010.093359141,3698314.1775541925,True,4,True,3
125,177025.0,e8fbf40b994e527a,0.9887735082589862,8,0.3278387466477078,0.3228992791607293,30,0,-3961762.0541986213,3349010.4684158564,3698314.4167420096,False,0,False,8
126,177025.199999094,e8fbf40b994e527a,0.9956731648565236,8,0.3289722525963719,0.32379129928923556,30,1,-3961761.7045150716,3349010.567129883,3698314.718648231,True,1,False,3
127,177025.39999890327,e8fbf40b994e527a,0.9959708939192575,8,0.32842540686082844,0.32115962714594887,30,2,-3961761.3511844617,3349010.6852503945,3698315.046162561,True,2,False,3
128,177025.59999990463,e8fbf40b994e527a,0.9959940959830151,8,0.3288910776307439,0.3213454318869741,30,3,-3961760.792669181,3349010.4976802077,3698315.4345030515,True,3,True,3
129,177025.79999995232,e8fbf40b994e527a,0.9959958495300618,8,0.3288759761665696,0.3212079678210283,30,4,-3961760.3864452043,3349010.599118677,3698315.7692384305,True,4,True,3
130,177026.0,1593d441ee53829e,0.08333333333333333,8,0.375366453294743,0.2804492485598167,30,0,-3961760.1139724026,3349010.9588132603,3698316.0850724285,False,0,False,6
131,177026.199999094,1593d441ee53829e,0.08333333333333333,8,0.42758464724792933,0.28850834430585803,30,1,-3961759.6749217017,3349011.071038836,3698316.4588028747,False,0,False,3
132,177026.39999890327,1593d441ee53829e,0.08333333333333333,8,0.43224267725213766,0.29380668516800257,30,2,-3961759.2084243638,3349011.1833435255,3698316.850639168,False,0,False,3
133,177026.59999990463,1593d441ee53829e,0.08333333333333333,8,0.4311753689547168,0.29522349020489613,30,3,-3961758.7489460516,3349011.379643432,3698317.277702908,False,0,False,3
134,177026.79999995232,1593d441ee53829e,0.08333333333333333,8,0.4334883282174235,0.2959675056138512,30,4,-3961758.256649631,3349011.5095757064,3698317.687082577,False,0,False,3
135,177027.0,46ceb4fcf01d9b50,0.08333333333333333,8,0.33368611114509916,0.27765026545895705,29,0,-3961757.7028967226,3349011.574063716,3698318.094520459,False,0,False,6
136,177027.199999094,46ceb4fcf01d9b50,0.08333333333333333,8,0.3270717884195946,0.2795268501953632,29,1,-3961757.1919660624,3349011.699989055,3698318.5035694265,False,0,False,3
137,177027.39999890327,46ceb4fcf01d9b50,0.08333333333333333,8,0.3265536538240698,0.27980537341835726,29,2,-3961756.680320355,3349011.8286168803,3698318.9092152524,False,0,False,3
138,177027.59999990463,46ceb4fcf01d9b50,0.08333333333333333,8,0.32587855889023576,0.27984325275501404,29,3,-3961756.1748492992,3349011.958453279,3698319.310957174,False,0,False,3
139,177027.79999995232,46ceb4fcf01d9b50,0.08333333333333333,8,0.3254583160551049,0.2799064083313052,29,4,-3961755.6760941944,3349012.1039803545,3698319.7221942935,False,0,False,3
140,177028.0,46ceb4fcf01d9b50,0.15195856710180042,8,0.3467521271793692,0.266358640960444,30,0,-3961755.2055807174,3349012.2923797644,3698320.1176999426,False,0,False,8
141,177028.199999094,46ceb4fcf01d9b50,0.15374675929299153,8,0.3458129947940935,0.27463719114486773,30,1,-3961754.716772099,3349012.4550876277,3698320.488579025,False,0,False,3
142,177028.39999890327,46ceb4fcf01d9b50,0.15378410396315123,8,0.3466828898107546,0.2726007946789948,30,2,-3961754.2275439478,3349012.605167334,3698320.868272087,False,0,False,3
143,177028.59999990463,46ceb4fcf01d9b50,0.15378325776295204,8,0.3467734610267199,0.2730735648090591,30,3,-3961753.742524787,3349012.752995001,3698321.2375828964,False,0,False,3
144,177028.79999995232,46ceb4fcf01d9b50,0.15376444498640074,8,0.34685187771056425,0.27317179369975053,30,4,-3961753.2526424644,3349012.890577332,3698321.5928841378,False,0,False,3
145,177029.0,46ceb4fcf01d9b50,0.21088417740081197,8,0.3267809836355139,0.2711055026390621,29,0,-3961752.7977341185,3349013.103854408,3698321.982572665,False,0,False,8
146,177029.199999094,46ceb4fcf01d9b50,0.21181346322568334,8,0.32790300379769405,0.2744847110818793,29,1,-3961752.3265341395,3349013.259924661,3698322.3457612074,False,0,False,3
147,177029.39999890327,46ceb4fcf01d9b50,0.2118939195864673,8,0.3277336122688406,0.2753935371964944,29,2,-3961751.8506731396,3349013.40084686,3698322.6930110366,False,0,False,3
148,177029.59999990463,46ceb4fcf01d9b50,0.2119435997653087,8,0.32739100222826983,0.27520676600855765,29,3,-3961751.389468529,3349013.5574203823,3698323.0479476363,False,0,False,3
149,177029.79999995232,46ceb4fcf01d9b50,0.211950662750802,8,0.327316623305566,0.27526495167641324,29,4,-3961750.9372771513,3349013.728436676,3698323.399309897,False,0,False,3
150,177030.0,f5ed223729e4bb0d,0.23369176865052432,8,1.6296114932762402,2.0982254600215295,29,0,-3961750.5402509016,3349013.933936801,3698323.810817977,False,0,False,8
151,177030.199999094,f5ed223729e4bb0d,0.2352099637188591,8,1.6208337175464704,2.111859920928959,29,1,-3961750.0956977066,3349014.1028937763,3698324.1491885046,False,0,False,3
152,177030.39999890327,f5ed223729e4bb0d,0.23531706371632996,8,1.621036619352965,2.1092346540840814,29,2,-3961749.653360042,3349014.257710112,3698324.5003481265,False,0,False,3
153,177030.59999990463,f5ed223729e4bb0d,0.23533207118139787,8,1.6211083841825855,2.1084778371216393,29,3,-3961749.2261981866,3349014.4464741377,3698324.8437628937,False,0,False,3
154,177030.79999995232,f5ed223729e4bb0d,0.23533224864651234,8,1.621055298684572,2.1084150485619833,29,4,-3961748.812235427,3349014.627564277,3698325.187367029,False,0,False,3
