epoch,target,source,observation_id,stage,beta,n_rows,log_evidence
6,basin_pf,doppler_velocity,tow=177001.200,0,1.0,3,-2.36379109782444
7,float_kf,doppler_velocity,tow=177001.400,0,1.0,3,
7,ddpr_guard,doppler_velocity,tow=177001.400,0,1.0,3,
7,basin_pf,doppler_velocity,tow=177001.400,0,1.0,3,-2.3820231476631277
8,float_kf,doppler_velocity,tow=177001.600,0,1.0,3,
8,ddpr_guard,doppler_velocity,tow=177001.600,0,1.0,3,
8,basin_pf,doppler_velocity,tow=177001.600,0,1.0,3,-2.3843086634764146
9,float_kf,doppler_velocity,tow=177001.800,0,1.0,3,
9,ddpr_guard,doppler_velocity,tow=177001.800,0,1.0,3,
9,basin_pf,doppler_velocity,tow=177001.800,0,1.0,3,-2.3839187726740048
10,float_kf,doppler_velocity,tow=177002.000,0,1.0,3,
10,ddpr_guard,doppler_velocity,tow=177002.000,0,1.0,3,
10,basin_pf,doppler_velocity,tow=177002.000,0,1.0,3,-2.3838828478049514
10,float_kf,dd_pseudorange,tow=177002.000,0,1.0,29,
10,ddpr_guard,dd_pseudorange,tow=177002.000,0,1.0,29,
10,float_kf,dd_carrier,tow=177002.000,0,1.0,29,
10,basin_pf,dd_pseudorange,tow=177002.000,0,1.0,29,-82.81093500894437
10,basin_pf,dd_carrier,tow=177002.000,0,1.0,29,13.959703997935968
11,float_kf,doppler_velocity,tow=177002.200,0,1.0,3,
11,ddpr_guard,doppler_velocity,tow=177002.200,0,1.0,3,
11,basin_pf,doppler_velocity,tow=177002.200,0,1.0,3,-2.358915384113774
12,float_kf,doppler_velocity,tow=177002.400,0,1.0,3,
12,ddpr_guard,doppler_velocity,tow=177002.400,0,1.0,3,
12,basin_pf,doppler_velocity,tow=177002.400,0,1.0,3,-2.381446077430255
13,float_kf,doppler_velocity,tow=177002.600,0,1.0,3,
13,ddpr_guard,doppler_velocity,tow=177002.600,0,1.0,3,
13,basin_pf,doppler_velocity,tow=177002.600,0,1.0,3,-2.38485154519298
14,float_kf,doppler_velocity,tow=177002.800,0,1.0,3,
14,ddpr_guard,doppler_velocity,tow=177002.800,0,1.0,3,
14,basin_pf,doppler_velocity,tow=177002.800,0,1.0,3,-2.384691887255469
15,float_kf,doppler_velocity,tow=177003.000,0,1.0,3,
15,ddpr_guard,doppler_velocity,tow=177003.000,0,1.0,3,
15,basin_pf,doppler_velocity,tow=177003.000,0,1.0,3,-2.384267672117436
15,float_kf,dd_pseudorange,tow=177003.000,0,1.0,30,
15,ddpr_guard,dd_pseudorange,tow=177003.000,0,1.0,30,
15,float_kf,dd_carrier,tow=177003.000,0,1.0,29,
15,basin_pf,dd_pseudorange,tow=177003.000,0,1.0,30,-85.99274782776453
15,basin_pf,dd_carrier,tow=177003.000,0,1.0,29,13.967833980359686
16,float_kf,doppler_velocity,tow=177003.200,0,1.0,3,
16,ddpr_guard,doppler_velocity,tow=177003.200,0,1.0,3,
16,basin_pf,doppler_velocity,tow=177003.200,0,1.0,3,-2.358975292044426
17,float_kf,doppler_velocity,tow=177003.400,0,1.0,3,
17,ddpr_guard,doppler_velocity,tow=177003.400,0,1.0,3,
17,basin_pf,doppler_velocity,tow=177003.400,0,1.0,3,-2.381424435528186
18,float_kf,doppler_velocity,tow=177003.600,0,1.0,3,
18,ddpr_guard,doppler_velocity,tow=177003.600,0,1.0,3,
18,basin_pf,doppler_velocity,tow=177003.600,0,1.0,3,-2.3839481668866593
19,float_kf,doppler_velocity,tow=177003.800,0,1.0,3,
19,ddpr_guard,doppler_velocity,tow=177003.800,0,1.0,3,
19,basin_pf,doppler_velocity,tow=177003.800,0,1.0,3,-2.384505429989526
20,float_kf,doppler_velocity,tow=177004.000,0,1.0,3,
20,ddpr_guard,doppler_velocity,tow=177004.000,0,1.0,3,
20,basin_pf,doppler_velocity,tow=177004.000,0,1.0,3,-2.3843301087048605
20,float_kf,dd_pseudorange,tow=177004.000,0,1.0,30,
20,ddpr_guard,dd_pseudorange,tow=177004.000,0,1.0,30,
20,float_kf,dd_carrier,tow=177004.000,0,1.0,29,
20,basin_pf,dd_pseudorange,tow=177004.000,0,1.0,30,-85.97166248109141
20,basin_pf,dd_carrier,tow=177004.000,0,1.0,29,13.981487705127652
21,float_kf,doppler_velocity,tow=177004.200,0,1.0,3,
21,ddpr_guard,doppler_velocity,tow=177004.200,0,1.0,3,
21,basin_pf,doppler_velocity,tow=177004.200,0,1.0,3,-2.359157420173304
22,float_kf,doppler_velocity,tow=177004.400,0,1.0,3,
22,ddpr_guard,doppler_velocity,tow=177004.400,0,1.0,3,
22,basin_pf,doppler_velocity,tow=177004.400,0,1.0,3,-2.381548299347976
23,float_kf,doppler_velocity,tow=177004.600,0,1.0,3,
23,ddpr_guard,doppler_velocity,tow=177004.600,0,1.0,3,
23,basin_pf,doppler_velocity,tow=177004.600,0,1.0,3,-2.3838426326952553
24,float_kf,doppler_velocity,tow=177004.800,0,1.0,3,
24,ddpr_guard,doppler_velocity,tow=177004.800,0,1.0,3,
24,basin_pf,doppler_velocity,tow=177004.800,0,1.0,3,-2.3839450132480797
25,float_kf,doppler_velocity,tow=177005.000,0,1.0,3,
25,ddpr_guard,doppler_velocity,tow=177005.000,0,1.0,3,
25,basin_pf,doppler_velocity,tow=177005.000,0,1.0,3,-2.384085758279336
25,float_kf,dd_pseudorange,tow=177005.000,0,1.0,30,
25,ddpr_guard,dd_pseudorange,tow=177005.000,0,1.0,30,
25,float_kf,dd_carrier,tow=177005.000,0,1.0,29,
25,basin_pf,dd_pseudorange,tow=177005.000,0,1.0,30,-85.93226312784633
25,basin_pf,dd_carrier,tow=177005.000,0,1.0,29,13.992653378589946
26,float_kf,doppler_velocity,tow=177005.200,0,1.0,3,
26,ddpr_guard,doppler_velocity,tow=177005.200,0,1.0,3,
26,basin_pf,doppler_velocity,tow=177005.200,0,1.0,3,-2.359438974835184
27,float_kf,doppler_velocity,tow=177005.400,0,1.0,3,
27,ddpr_guard,doppler_velocity,tow=177005.400,0,1.0,3,
27,basin_pf,doppler_velocity,tow=177005.400,0,1.0,3,-2.381290262996988
28,float_kf,doppler_velocity,tow=177005.600,0,1.0,3,
28,ddpr_guard,doppler_velocity,tow=177005.600,0,1.0,3,
28,basin_pf,doppler_velocity,tow=177005.600,0,1.0,3,-2.38371399652227
29,float_kf,doppler_velocity,tow=177005.800,0,1.0,3,
29,ddpr_guard,doppler_velocity,tow=177005.800,0,1.0,3,
29,basin_pf,doppler_velocity,tow=177005.800,0,1.0,3,-2.3840898306940517
30,float_kf,doppler_velocity,tow=177006.000,0,1.0,3,
30,ddpr_guard,doppler_velocity,tow=177006.000,0,1.0,3,
30,basin_pf,doppler_velocity,tow=177006.000,0,1.0,3,-2.3852892282978475
30,float_kf,dd_pseudorange,tow=177006.000,0,1.0,29,
30,ddpr_guard,dd_pseudorange,tow=177006.000,0,1.0,29,
30,float_kf,dd_carrier,tow=177006.000,0,1.0,29,
30,basin_pf,dd_pseudorange,tow=177006.000,0,1.0,29,-82.66712696219079
30,basin_pf,dd_carrier,tow=177006.000,0,1.0,29,13.994523537533574
31,float_kf,doppler_velocity,tow=177006.200,0,1.0,3,
31,ddpr_guard,doppler_velocity,tow=177006.200,0,1.0,3,
31,basin_pf,doppler_velocity,tow=177006.200,0,1.0,3,-2.3596642595385067
32,float_kf,doppler_velocity,tow=177006.400,0,1.0,3,
32,ddpr_guard,doppler_velocity,tow=177006.400,0,1.0,3,
32,basin_pf,doppler_velocity,tow=177006.400,0,1.0,3,-2.381581878057991
33,float_kf,doppler_velocity,tow=177006.600,0,1.0,3,
33,ddpr_guard,doppler_velocity,tow=177006.600,0,1.0,3,
33,basin_pf,doppler_velocity,tow=177006.600,0,1.0,3,-2.3837799158411492
34,float_kf,doppler_velocity,tow=177006.800,0,1.0,3,
34,ddpr_guard,doppler_velocity,tow=177006.800,0,1.0,3,
34,basin_pf,doppler_velocity,tow=177006.800,0,1.0,3,-2.383941299404529
35,float_kf,doppler_velocity,tow=177007.000,0,1.0,3,
35,ddpr_guard,doppler_velocity,tow=177007.000,0,1.0,3,
35,basin_pf,doppler_velocity,tow=177007.000,0,1.0,3,-2.3842079858456473
35,float_kf,dd_pseudorange,tow=177007.000,0,1.0,29,
35,ddpr_guard,dd_pseudorange,tow=177007.000,0,1.0,29,
35,float_kf,dd_carrier,tow=177007.000,0,1.0,29,
35,basin_pf,dd_pseudorange,tow=177007.000,0,1.0,29,-82.64561303172867
35,basin_pf,dd_carrier,tow=177007.000,0,1.0,29,14.03549824374363
36,float_kf,doppler_velocity,tow=177007.200,0,1.0,3,
36,ddpr_guard,doppler_velocity,tow=177007.200,0,1.0,3,
36,basin_pf,doppler_velocity,tow=177007.200,0,1.0,3,-2.3581381613509307
37,float_kf,doppler_velocity,tow=177007.400,0,1.0,3,
37,ddpr_guard,doppler_velocity,tow=177007.400,0,1.0,3,
37,basin_pf,doppler_velocity,tow=177007.400,0,1.0,3,-2.381323499391184
38,float_kf,doppler_velocity,tow=177007.600,0,1.0,3,
38,ddpr_guard,doppler_velocity,tow=177007.600,0,1.0,3,
38,basin_pf,doppler_velocity,tow=177007.600,0,1.0,3,-2.3836700422390265
39,float_kf,doppler_velocity,tow=177007.800,0,1.0,3,
39,ddpr_guard,doppler_velocity,tow=177007.800,0,1.0,3,
39,basin_pf,doppler_velocity,tow=177007.800,0,1.0,3,-2.3839662858771944
40,float_kf,doppler_velocity,tow=177008.000,0,1.0,3,
40,ddpr_guard,doppler_velocity,tow=177008.000,0,1.0,3,
40,basin_pf,doppler_velocity,tow=177008.000,0,1.0,3,-2.3847871689439497
40,float_kf,dd_pseudorange,tow=177008.000,0,1.0,30,
40,ddpr_guard,dd_pseudorange,tow=177008.000,0,1.0,30,
40,float_kf,dd_carrier,tow=177008.000,0,1.0,29,
40,basin_pf,dd_pseudorange,tow=177008.000,0,1.0,30,-85.94842570250289
40,basin_pf,dd_carrier,tow=177008.000,0,1.0,29,14.025065462200086
41,float_kf,doppler_velocity,tow=177008.200,0,1.0,3,
41,ddpr_guard,doppler_velocity,tow=177008.200,0,1.0,3,
41,basin_pf,doppler_velocity,tow=177008.200,0,1.0,3,-2.3574392135155873
42,float_kf,doppler_velocity,tow=177008.400,0,1.0,3,
42,ddpr_guard,doppler_velocity,tow=177008.400,0,1.0,3,
42,basin_pf,doppler_velocity,tow=177008.400,0,1.0,3,-2.3811517367812365
43,float_kf,doppler_velocity,tow=177008.600,0,1.0,3,
43,ddpr_guard,doppler_velocity,tow=177008.600,0,1.0,3,
43,basin_pf,doppler_velocity,tow=177008.600,0,1.0,3,-2.3837674149305954
44,float_kf,doppler_velocity,tow=177008.800,0,1.0,3,
44,ddpr_guard,doppler_velocity,tow=177008.800,0,1.0,3,
44,basin_pf,doppler_velocity,tow=177008.800,0,1.0,3,-2.3840554113557113
45,float_kf,doppler_velocity,tow=177009.000,0,1.0,3,
45,ddpr_guard,doppler_velocity,tow=177009.000,0,1.0,3,
45,basin_pf,doppler_velocity,tow=177009.000,0,1.0,3,-2.383955816330234
45,float_kf,dd_pseudorange,tow=177009.000,0,1.0,29,
45,ddpr_guard,dd_pseudorange,tow=177009.000,0,1.0,29,
45,float_kf,dd_carrier,tow=177009.000,0,1.0,29,
45,basin_pf,dd_pseudorange,tow=177009.000,0,1.0,29,-82.56687187361015
45,basin_pf,dd_carrier,tow=177009.000,0,1.0,29,14.053003484191047
46,float_kf,doppler_velocity,tow=177009.200,0,1.0,3,
46,ddpr_guard,doppler_velocity,tow=177009.200,0,1.0,3,
46,basin_pf,doppler_velocity,tow=177009.200,0,1.0,3,-2.3584034123841735
47,float_kf,doppler_velocity,tow=177009.400,0,1.0,3,
47,ddpr_guard,doppler_velocity,tow=177009.400,0,1.0,3,
47,basin_pf,doppler_velocity,tow=177009.400,0,1.0,3,-2.380995898638377
48,float_kf,doppler_velocity,tow=177009.600,0,1.0,3,
48,ddpr_guard,doppler_velocity,tow=177009.600,0,1.0,3,
48,basin_pf,doppler_velocity,tow=177009.600,0,1.0,3,-2.3843483445107942
49,float_kf,doppler_velocity,tow=177009.800,0,1.0,3,
49,ddpr_guard,doppler_velocity,tow=177009.800,0,1.0,3,
49,basin_pf,doppler_velocity,tow=177009.800,0,1.0,3,-2.3844225660043312
50,float_kf,doppler_velocity,tow=177010.000,0,1.0,3,
50,ddpr_guard,doppler_velocity,tow=177010.000,0,1.0,3,
50,basin_pf,doppler_velocity,tow=177010.000,0,1.0,3,-2.3840119099812465
50,float_kf,dd_pseudorange,tow=177010.000,0,1.0,29,
50,ddpr_guard,dd_pseudorange,tow=177010.000,0,1.0,29,
50,float_kf,dd_carrier,tow=177010.000,0,1.0,29,
50,basin_pf,dd_pseudorange,tow=177010.000,0,1.0,29,-82.57157780207672
50,basin_pf,dd_carrier,tow=177010.000,0,1.0,29,14.0168109391918
51,float_kf,doppler_velocity,tow=177010.200,0,1.0,3,
51,ddpr_guard,doppler_velocity,tow=177010.200,0,1.0,3,
51,basin_pf,doppler_velocity,tow=177010.200,0,1.0,3,-2.356541339637606
52,float_kf,doppler_velocity,tow=177010.400,0,1.0,3,
52,ddpr_guard,doppler_velocity,tow=177010.400,0,1.0,3,
52,basin_pf,doppler_velocity,tow=177010.400,0,1.0,3,-2.3810642213765547
53,float_kf,doppler_velocity,tow=177010.600,0,1.0,3,
53,ddpr_guard,doppler_velocity,tow=177010.600,0,1.0,3,
53,basin_pf,doppler_velocity,tow=177010.600,0,1.0,3,-2.3835536344079435
54,float_kf,doppler_velocity,tow=177010.800,0,1.0,3,
54,ddpr_guard,doppler_velocity,tow=177010.800,0,1.0,3,
54,basin_pf,doppler_velocity,tow=177010.800,0,1.0,3,-2.384249190618816
55,float_kf,doppler_velocity,tow=177011.000,0,1.0,3,
55,ddpr_guard,doppler_velocity,tow=177011.000,0,1.0,3,
55,basin_pf,doppler_velocity,tow=177011.000,0,1.0,3,-2.384257507750443
55,float_kf,dd_pseudorange,tow=177011.000,0,1.0,29,
55,ddpr_guard,dd_pseudorange,tow=177011.000,0,1.0,29,
55,float_kf,dd_carrier,tow=177011.000,0,1.0,29,
55,basin_pf,dd_pseudorange,tow=177011.000,0,1.0,29,-82.56055701085425
55,basin_pf,dd_carrier,tow=177011.000,0,1.0,29,14.046776365547943
56,float_kf,doppler_velocity,tow=177011.200,0,1.0,3,
56,ddpr_guard,doppler_velocity,tow=177011.200,0,1.0,3,
56,basin_pf,doppler_velocity,tow=177011.200,0,1.0,3,-2.3564541175820626
57,float_kf,doppler_velocity,tow=177011.400,0,1.0,3,
57,ddpr_guard,doppler_velocity,tow=177011.400,0,1.0,3,
57,basin_pf,doppler_velocity,tow=177011.400,0,1.0,3,-2.3835961205144796
58,float_kf,doppler_velocity,tow=177011.600,0,1.0,3,
58,ddpr_guard,doppler_velocity,tow=177011.600,0,1.0,3,
58,basin_pf,doppler_velocity,tow=177011.600,0,1.0,3,-2.384523252162527
59,float_kf,doppler_velocity,tow=177011.800,0,1.0,3,
59,ddpr_guard,doppler_velocity,tow=177011.800,0,1.0,3,
59,basin_pf,doppler_velocity,tow=177011.800,0,1.0,3,-2.38409426386668
60,float_kf,doppler_velocity,tow=177012.000,0,1.0,3,
60,ddpr_guard,doppler_velocity,tow=177012.000,0,1.0,3,
60,basin_pf,doppler_velocity,tow=177012.000,0,1.0,3,-2.385155014499844
60,float_kf,dd_pseudorange,tow=177012.000,0,1.0,29,
60,ddpr_guard,dd_pseudorange,tow=177012.000,0,1.0,29,
60,float_kf,dd_carrier,tow=177012.000,0,1.0,29,
60,basin_pf,dd_pseudorange,tow=177012.000,0,1.0,29,-82.54561053443662
60,basin_pf,dd_carrier,tow=177012.000,0,1.0,29,14.076129332331606
61,float_kf,doppler_velocity,tow=177012.200,0,1.0,3,
61,ddpr_guard,doppler_velocity,tow=177012.200,0,1.0,3,
61,basin_pf,doppler_velocity,tow=177012.200,0,1.0,3,-2.35582544459377
62,float_kf,doppler_velocity,tow=177012.400,0,1.0,3,
62,ddpr_guard,doppler_velocity,tow=177012.400,0,1.0,3,
62,basin_pf,doppler_velocity,tow=177012.400,0,1.0,3,-2.3809215078644863
63,float_kf,doppler_velocity,tow=177012.600,0,1.0,3,
63,ddpr_guard,doppler_velocity,tow=177012.600,0,1.0,3,
63,basin_pf,doppler_velocity,tow=177012.600,0,1.0,3,-2.38373186606323
64,float_kf,doppler_velocity,tow=177012.800,0,1.0,3,
64,ddpr_guard,doppler_velocity,tow=177012.800,0,1.0,3,
64,basin_pf,doppler_velocity,tow=177012.800,0,1.0,3,-2.3840064909277916
65,float_kf,doppler_velocity,tow=177013.000,0,1.0,3,
65,ddpr_guard,doppler_velocity,tow=177013.000,0,1.0,3,
65,basin_pf,doppler_velocity,tow=177013.000,0,1.0,3,-2.3842969631221727
65,float_kf,dd_pseudorange,tow=177013.000,0,1.0,29,
65,ddpr_guard,dd_pseudorange,tow=177013.000,0,1.0,29,
65,float_kf,dd_carrier,tow=177013.000,0,1.0,29,
65,basin_pf,dd_pseudorange,tow=177013.000,0,1.0,29,-82.53331356635567
65,basin_pf,dd_carrier,tow=177013.000,0,1.0,29,14.038664600702885
66,float_kf,doppler_velocity,tow=177013.200,0,1.0,3,
66,ddpr_guard,doppler_velocity,tow=177013.200,0,1.0,3,
66,basin_pf,doppler_velocity,tow=177013.200,0,1.0,3,-2.3564593723565963
67,float_kf,doppler_velocity,tow=177013.400,0,1.0,3,
67,ddpr_guard,doppler_velocity,tow=177013.400,0,1.0,3,
67,basin_pf,doppler_velocity,tow=177013.400,0,1.0,3,-2.3815261361089637
68,float_kf,doppler_velocity,tow=177013.600,0,1.0,3,
68,ddpr_guard,doppler_velocity,tow=177013.600,0,1.0,3,
68,basin_pf,doppler_velocity,tow=177013.600,0,1.0,3,-2.3837446485945586
69,float_kf,doppler_velocity,tow=177013.800,0,1.0,3,
69,ddpr_guard,doppler_velocity,tow=177013.800,0,1.0,3,
69,basin_pf,doppler_velocity,tow=177013.800,0,1.0,3,-2.384354107363076
70,float_kf,doppler_velocity,tow=177014.000,0,1.0,3,
70,ddpr_guard,doppler_velocity,tow=177014.000,0,1.0,3,
70,basin_pf,doppler_velocity,tow=177014.000,0,1.0,3,-2.3841861326306333
70,float_kf,dd_pseudorange,tow=177014.000,0,1.0,29,
70,ddpr_guard,dd_pseudorange,tow=177014.000,0,1.0,29,
70,float_kf,dd_carrier,tow=177014.000,0,1.0,29,
70,basin_pf,dd_pseudorange,tow=177014.000,0,1.0,29,-82.53655795847705
70,basin_pf,dd_carrier,tow=177014.000,0,1.0,29,14.03283484162253
71,float_kf,doppler_velocity,tow=177014.200,0,1.0,3,
71,ddpr_guard,doppler_velocity,tow=177014.200,0,1.0,3,
71,basin_pf,doppler_velocity,tow=177014.200,0,1.0,3,-2.3551525668667748
72,float_kf,doppler_velocity,tow=177014.400,0,1.0,3,
72,ddpr_guard,doppler_velocity,tow=177014.400,0,1.0,3,
72,basin_pf,doppler_velocity,tow=177014.400,0,1.0,3,-2.380789050257902
73,float_kf,doppler_velocity,tow=177014.600,0,1.0,3,
73,ddpr_guard,doppler_velocity,tow=177014.600,0,1.0,3,
73,basin_pf,doppler_velocity,tow=177014.600,0,1.0,3,-2.3836326347076944
74,float_kf,doppler_velocity,tow=177014.800,0,1.0,3,
74,ddpr_guard,doppler_velocity,tow=177014.800,0,1.0,3,
74,basin_pf,doppler_velocity,tow=177014.800,0,1.0,3,-2.383924750276909
75,float_kf,doppler_velocity,tow=177015.000,0,1.0,3,
75,ddpr_guard,doppler_velocity,tow=177015.000,0,1.0,3,
75,basin_pf,doppler_velocity,tow=177015.000,0,1.0,3,-2.3838545287383863
75,float_kf,dd_pseudorange,tow=177015.000,0,1.0,30,
75,ddpr_guard,dd_pseudorange,tow=177015.000,0,1.0,30,
75,float_kf,dd_carrier,tow=177015.000,0,1.0,29,
75,basin_pf,dd_pseudorange,tow=177015.000,0,1.0,30,-85.76342001456413
75,basin_pf,dd_carrier,tow=177015.000,0,1.0,29,14.020078695159
76,float_kf,doppler_velocity,tow=177015.200,0,1.0,3,
76,ddpr_guard,doppler_velocity,tow=177015.200,0,1.0,3,
76,basin_pf,doppler_velocity,tow=177015.200,0,1.0,3,-2.3553837617317885
77,float_kf,doppler_velocity,tow=177015.400,0,1.0,3,
77,ddpr_guard,doppler_velocity,tow=177015.400,0,1.0,3,
77,basin_pf,doppler_velocity,tow=177015.400,0,1.0,3,-2.3810300666566935
78,float_kf,doppler_velocity,tow=177015.600,0,1.0,3,
78,ddpr_guard,doppler_velocity,tow=177015.600,0,1.0,3,
78,basin_pf,doppler_velocity,tow=177015.600,0,1.0,3,-2.384456368782252
79,float_kf,doppler_velocity,tow=177015.800,0,1.0,3,
79,ddpr_guard,doppler_velocity,tow=177015.800,0,1.0,3,
79,basin_pf,doppler_velocity,tow=177015.800,0,1.0,3,-2.384985992685672
80,float_kf,doppler_velocity,tow=177016.000,0,1.0,3,
80,ddpr_guard,doppler_velocity,tow=177016.000,0,1.0,3,
80,basin_pf,doppler_velocity,tow=177016.000,0,1.0,3,-2.3851534348564836
80,float_kf,dd_pseudorange,tow=177016.000,0,1.0,29,
80,ddpr_guard,dd_pseudorange,tow=177016.000,0,1.0,29,
80,float_kf,dd_carrier,tow=177016.000,0,1.0,29,
80,basin_pf,dd_pseudorange,tow=177016.000,0,1.0,29,-82.51780936558927
80,basin_pf,dd_carrier,tow=177016.000,0,1.0,29,14.041611006946791
81,float_kf,doppler_velocity,tow=177016.200,0,1.0,3,
81,ddpr_guard,doppler_velocity,tow=177016.200,0,1.0,3,
81,basin_pf,doppler_velocity,tow=177016.200,0,1.0,3,-2.356035173294697
82,float_kf,doppler_velocity,tow=177016.400,0,1.0,3,
82,ddpr_guard,doppler_velocity,tow=177016.400,0,1.0,3,
82,basin_pf,doppler_velocity,tow=177016.400,0,1.0,3,-2.381150723922148
83,float_kf,doppler_velocity,tow=177016.600,0,1.0,3,
83,ddpr_guard,doppler_velocity,tow=177016.600,0,1.0,3,
83,basin_pf,doppler_velocity,tow=177016.600,0,1.0,3,-2.3838643508957715
84,float_kf,doppler_velocity,tow=177016.800,0,1.0,3,
84,ddpr_guard,doppler_velocity,tow=177016.800,0,1.0,3,
84,basin_pf,doppler_velocity,tow=177016.800,0,1.0,3,-2.3839193315021694
85,float_kf,doppler_velocity,tow=177017.000,0,1.0,3,
85,ddpr_guard,doppler_velocity,tow=177017.000,0,1.0,3,
85,basin_pf,doppler_velocity,tow=177017.000,0,1.0,3,-2.3839519811235728
85,float_kf,dd_pseudorange,tow=177017.000,0,1.0,29,
85,ddpr_guard,dd_pseudorange,tow=177017.000,0,1.0,29,
85,float_kf,dd_carrier,tow=177017.000,0,1.0,29,
85,basin_pf,dd_pseudorange,tow=177017.000,0,1.0,29,-82.5074828833722
85,basin_pf,dd_carrier,tow=177017.000,0,1.0,29,14.052911860156962
86,float_kf,doppler_velocity,tow=177017.200,0,1.0,3,
86,ddpr_guard,doppler_velocity,tow=177017.200,0,1.0,3,
86,basin_pf,doppler_velocity,tow=177017.200,0,1.0,3,-2.3542728251099803
87,float_kf,doppler_velocity,tow=177017.400,0,1.0,3,
87,ddpr_guard,doppler_velocity,tow=177017.400,0,1.0,3,
87,basin_pf,doppler_velocity,tow=177017.400,0,1.0,3,-2.3804613611445054
88,float_kf,doppler_velocity,tow=177017.600,0,1.0,3,
88,ddpr_guard,doppler_velocity,tow=177017.600,0,1.0,3,
88,basin_pf,doppler_velocity,tow=177017.600,0,1.0,3,-2.3838710794005893
89,float_kf,doppler_velocity,tow=177017.800,0,1.0,3,
89,ddpr_guard,doppler_velocity,tow=177017.800,0,1.0,3,
89,basin_pf,doppler_velocity,tow=177017.800,0,1.0,3,-2.3847923786835095
90,float_kf,doppler_velocity,tow=177018.000,0,1.0,3,
90,ddpr_guard,doppler_velocity,tow=177018.000,0,1.0,3,
90,basin_pf,doppler_velocity,tow=177018.000,0,1.0,3,-2.3843160785992996
90,float_kf,dd_pseudorange,tow=177018.000,0,1.0,30,
90,ddpr_guard,dd_pseudorange,tow=177018.000,0,1.0,30,
90,float_kf,dd_carrier,tow=177018.000,0,1.0,29,
90,basin_pf,dd_pseudorange,tow=177018.000,0,1.0,30,-85.67240726452972
90,basin_pf,dd_carrier,tow=177018.000,0,1.0,29,14.086643997936873
91,float_kf,doppler_velocity,tow=177018.200,0,1.0,3,
91,ddpr_guard,doppler_velocity,tow=177018.200,0,1.0,3,
91,basin_pf,doppler_velocity,tow=177018.200,0,1.0,3,-2.3544920402718765
92,float_kf,doppler_velocity,tow=177018.400,0,1.0,3,
92,ddpr_guard,doppler_velocity,tow=177018.400,0,1.0,3,
92,basin_pf,doppler_velocity,tow=177018.400,0,1.0,3,-2.3803537239365467
93,float_kf,doppler_velocity,tow=177018.600,0,1.0,3,
93,ddpr_guard,doppler_velocity,tow=177018.600,0,1.0,3,
93,basin_pf,doppler_velocity,tow=177018.600,0,1.0,3,-2.3836216574168576
94,float_kf,doppler_velocity,tow=177018.800,0,1.0,3,
94,ddpr_guard,doppler_velocity,tow=177018.800,0,1.0,3,
94,basin_pf,doppler_velocity,tow=177018.800,0,1.0,3,-2.3846820822575596
95,float_kf,doppler_velocity,tow=177019.000,0,1.0,3,
95,ddpr_guard,doppler_velocity,tow=177019.000,0,1.0,3,
95,basin_pf,doppler_velocity,tow=177019.000,0,1.0,3,-2.38434167558519
95,float_kf,dd_pseudorange,tow=177019.000,0,1.0,30,
95,ddpr_guard,dd_pseudorange,tow=177019.000,0,1.0,30,
95,float_kf,dd_carrier,tow=177019.000,0,1.0,29,
95,basin_pf,dd_pseudorange,tow=177019.000,0,1.0,30,-85.72595660147735
95,basin_pf,dd_carrier,tow=177019.000,0,1.0,29,14.049460395184008
