epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,555722.0,-3810228.0366534567,3567863.5737114446,3652913.8835773403,0,0,0,0,1,1,1,0.6062648111178761,0.5076554576479765,2.7096349684453744,20,0,0.3311587429682813,3.203659856539901,2.879886417649719,0,,0.0,0.0,0,nan,1,1,,1,0.0011772700228084168,565944e67812e379,0.026646230476645737,53.39798552173835,1,1.2366605027952962,-3810226.4132840927,3567860.9193588397,3652911.8043511994,3.742204856507145,3.259420772585432,0,0.026646230476645737,1,0.0,1.2366605027952962,0.40543249075549176,1,2.879886417649719,0.1282345500712353,0.0,1,0.6062648111178761,0.5076554576479765,3.203659856539901,2.9875487526019757,0.3311587429682813,0.012985235550302204,0,0.1282345500712353,0,44b22191ed5484b6,65,11.475052167301142,8,12,0,0,nan,-1,20,20
11,555722.2000000477,-3810228.0429779855,3567863.5776970037,3652913.8943016552,0,0,0,0,1,1,1,0.6056349070185982,0.5066374221487333,2.73005772149803,20,1,0.3311587429682813,3.216539482769969,2.894304873587561,0,,0.0,0.0,0,nan,1,0,,1,0.0008697188707569708,565944e67812e379,0.026081675990407286,54.34930687036701,2,1.234471798389617,-3810226.4207104095,3567860.924260261,3652911.816009195,3.7405585392565794,3.2644780366597237,0,0.026081675990407286,1,0.0,1.234471798389617,0.41519908104803255,1,2.894304873587561,0.1288134225272064,0.0,1,0.6056349070185982,0.5066374221487333,3.216539482769969,2.9894645773398505,nan,nan,0,0.1288134225272064,0,44b22191ed5484b6,65,11.420881154869992,8,0,0,0,nan,-1,0,0
12,555722.3999989033,-3810228.045356376,3567863.5788438222,3652913.897698072,0,0,0,0,1,1,1,0.6055781462576864,0.5065707113405848,2.734929205232895,20,2,0.3311587429682813,3.2207348829681757,2.89861564735035,0,,0.0,0.0,0,nan,1,0,,1,0.001015244825797847,565944e67812e379,0.025545260765662405,55.23391325603911,3,1.2340871771190531,-3810226.423186354,3567860.9254442863,3652911.81951546,3.74042880502211,3.264907845304033,0,0.025545260765662405,1,0.0,1.2340871771190531,0.41819411238277904,1,2.89861564735035,0.12886252180814856,0.0,1,0.6055781462576864,0.5065707113405848,3.2207348829681757,2.9936012093105715,nan,nan,0,0.12886252180814856,0,44b22191ed5484b6,65,11.41689970878543,8,0,0,0,nan,-1,0,0
13,555722.5999999046,-3810228.0499210977,3567863.58149414,3652913.9063858395,0,0,0,0,1,1,1,0.605523932134484,0.5065063621469962,2.745588931429805,20,3,0.3311587429682813,3.2306505308172873,2.9084231345034635,0,,0.0,0.0,0,nan,1,0,,1,0.0009249183419227088,565944e67812e379,0.02503570714036161,56.0577510535775,4,1.2336212250655543,-3810226.427835455,3567860.928166182,3652911.828277901,3.7402999465374744,3.2653928902067153,0,0.02503570714036161,1,0.0,1.2336212250655543,0.4259900828929061,1,2.9084231345034635,0.12886776118755747,0.0,1,0.605523932134484,0.5065063621469962,3.2306505308172873,2.9983424928075997,nan,nan,0,0.12886776118755747,0,44b22191ed5484b6,65,11.416507566388763,8,0,0,0,nan,-1,0,0
14,555722.7999989986,-3810228.0505323005,3567863.5817486527,3652913.9067487866,0,0,0,0,1,1,1,0.6055194687391566,0.5064895804932001,2.7463395147262646,20,4,0.3311587429682813,3.2313211928951646,2.9091540142929295,0,,0.0,0.0,0,nan,1,0,,1,0.002049668957067977,565944e67812e379,0.024551934706085105,56.821767651530756,5,1.2334115190530779,-3810226.4284570185,3567860.928426452,3652911.82865054,3.7402859841403497,3.2654503628580014,0,0.024551934706085105,1,0.0,1.2334115190530779,0.4262612561351809,1,2.9091540142929295,0.12886821288984632,0.0,1,0.6055194687391566,0.5064895804932001,3.2313211928951646,3.0032578431204238,nan,nan,0,0.12886821288984632,0,44b22191ed5484b6,65,11.416464934382727,8,0,0,0,nan,-1,0,0
15,555723.0,-3810227.9928680104,3567863.473433722,3652913.7700932603,0,0,0,0,1,1,1,0.5123205097135529,0.5076245885443726,2.6939351273573546,20,0,0.3466893632141628,3.051120438623181,2.8779098113379864,0,,0.0,0.0,0,nan,1,1,,1,0.002649433406649428,565944e67812e379,0.03438245238756785,43.99129512725852,6,1.2401730631873609,-3810226.4108236507,3567860.916118173,3652911.804673883,3.5924365688322135,3.2350580255423362,0,0.03438245238756785,1,0.0,1.2401730631873609,0.4064959469903907,1,2.8779098113379864,0.15722472585674616,0.0,1,0.5123205097135529,0.5076245885443726,3.051120438623181,2.6624773025673365,0.3466893632141628,0.010059930048877687,0,0.15722472585674616,0,44b22191ed5484b6,65,10.072575085524795,8,12,0,0,nan,-1,20,20
16,555723.2000000477,-3810227.9908883194,3567863.4722833913,3652913.7660141536,0,0,0,0,1,1,1,0.5122245219314245,0.5067287041797994,2.6918469334962563,20,1,0.3466893632141628,3.0465749011369945,2.873637101397693,0,,0.0,0.0,0,nan,1,0,,1,0.002663085180217455,565944e67812e379,0.03342426905898315,45.43033987033897,7,1.2404004973501481,-3810226.4088257533,3567860.9149585515,3652911.8006938947,3.59239697406571,3.237099375500612,0,0.03342426905898315,1,0.0,1.2404004973501481,0.40309380829958097,1,2.873637101397693,0.15824212549592198,0.0,1,0.5122245219314245,0.5067287041797994,3.0465749011369945,2.6646271527934453,nan,nan,0,0.15824212549592198,0,44b22191ed5484b6,65,9.996217540112093,8,0,0,0,nan,-1,0,0
17,555723.3999989033,-3810227.9820731347,3567863.4677831912,3652913.75197575,0,0,0,0,1,1,1,0.5122377549558904,0.5068731643684481,2.6736247745189408,20,2,0.3466893632141628,3.029312871126262,2.8563497827906197,0,,0.0,0.0,0,nan,1,0,,1,0.0021972212872705776,565944e67812e379,0.03252492805192923,46.84358568773539,8,1.243109561305696,-3810226.399835282,3567860.9102835357,3652911.7865501824,3.592656228030535,3.236586247347456,0,0.03252492805192923,1,0.0,1.243109561305696,0.39183225277078393,1,2.8563497827906197,0.15833431702420828,0.0,1,0.5122377549558904,0.5068731643684481,3.029312871126262,2.6692672784412146,nan,nan,0,0.15833431702420828,0,44b22191ed5484b6,65,9.989728904763894,8,0,0,0,nan,-1,0,0
18,555723.5999999046,-3810227.9709288087,3567863.4599207165,3652913.7325737635,0,0,0,0,1,1,1,0.5122370598376956,0.5068349844780295,2.6504921742825456,20,3,0.3466893632141628,3.006273487592309,2.833756356208249,0,,0.0,0.0,0,nan,1,0,,1,0.0014214951462443815,565944e67812e379,0.03158086669241188,48.3021261687226,9,1.246179983578838,-3810226.3886667895,3567860.902394729,3652911.7671379545,3.5926912185864603,3.23660466821994,0,0.03158086669241188,1,0.0,1.246179983578838,0.3767408782609179,1,2.833756356208249,0.15834364594062053,0.0,1,0.5122370598376956,0.5068349844780295,3.006273487592309,2.674583584468487,nan,nan,0,0.15834364594062053,0,44b22191ed5484b6,65,9.98907541436966,8,0,0,0,nan,-1,0,0
19,555723.7999989986,-3810227.9647338823,3567863.4574608416,3652913.7218848853,0,0,0,0,1,1,1,0.5122329587729297,0.5068052346283686,2.6384501371156355,20,4,0.3466893632141628,2.9941615914821127,2.821942917093783,0,,0.0,0.0,0,nan,1,0,,1,0.0020939923662888758,565944e67812e379,0.03074352644949564,49.582001306950666,10,1.246781892212,-3810226.3824811648,3567860.8999464395,3652911.7564579523,3.5926740191935997,3.2367243261335625,0,0.03074352644949564,1,0.0,1.246781892212,0.36855556444587034,1,2.821942917093783,0.15834475554588237,0.0,1,0.5122329587729297,0.5068052346283686,2.9941615914821127,2.6800927838900206,nan,nan,0,0.15834475554588237,0,44b22191ed5484b6,65,9.989010742652424,8,0,0,0,nan,-1,0,0
20,555724.0,-3810227.9721681364,3567863.388847131,3652913.7382293534,0,0,1,1,1,1,1,0.49933517335648847,0.5249046556458966,2.6535602214500575,20,0,0.3397365408372047,2.979444810791913,2.85840325007026,0,,0.0,0.0,0,nan,1,1,,1,0.001245042978676973,565944e67812e379,0.02673125037703525,53.289094769699574,1,1.2535059621355644,-3810226.399602634,3567860.900748091,3652911.79466248,3.5271874468019124,3.2020490548461744,0,0.02673125037703525,1,0.0,1.2535059621355644,0.40109142458439623,1,2.85840325007026,0.2004069556993506,0.0,1,0.49933517335648847,0.5249046556458966,2.979444810791913,2.423996881812304,0.3397365408372047,0.010036914009379666,0,0.2004069556993506,0,44b22191ed5484b6,65,8.44418902664416,8,12,0,0,nan,-1,20,20
21,555724.2000000477,-3810227.9723833413,3567863.388618072,3652913.738218608,0,0,1,1,1,1,1,0.49962945019503213,0.524719624134203,2.6493296931750305,20,1,0.3397365408372047,2.979436295106977,2.85640608127159,0,,0.0,0.0,0,nan,1,0,,1,0.0009820592257852227,565944e67812e379,0.026162365868730147,54.244305410245836,2,1.2546382209639966,-3810226.3986769784,3567860.8993207132,3652911.793378311,3.5292430968112725,3.200622471918371,0,0.026162365868730147,1,0.0,1.2546382209639966,0.40028153648886056,1,2.85640608127159,0.20206916833466512,0.0,1,0.49962945019503213,0.524719624134203,2.979436295106977,2.4263583017291217,nan,nan,0,0.20206916833466512,0,44b22191ed5484b6,65,8.351992814769932,8,0,0,0,nan,-1,0,0
22,555724.4000000954,-3810227.9738061368,3567863.3893504464,3652913.741545614,0,0,1,1,1,1,1,0.4996858648929033,0.5247304852246175,2.652124818915309,20,2,0.3397365408372047,2.9829810453847667,2.859357945924283,0,,0.0,0.0,0,nan,1,0,,1,0.0013655230675048355,565944e67812e379,0.02562217017636573,55.1363157572217,3,1.254881248335796,-3810226.39985024,3567860.8997844514,3652911.7964328723,3.5296939790987025,3.200397587018014,0,0.02562217017636573,1,0.0,1.254881248335796,0.4029182111827525,1,2.859357945924283,0.20222533227094922,0.0,1,0.4996858648929033,0.5247304852246175,2.9829810453847667,2.431453284872199,nan,nan,0,0.20222533227094922,0,44b22191ed5484b6,65,8.34383617343994,8,0,0,0,nan,-1,0,0
23,555724.599998951,-3810227.977362014,3567863.390755935,3652913.7481036293,0,0,1,1,1,1,1,0.49970372887640796,0.5247185687747429,2.659218106642433,20,3,0.3397365408372047,2.9903009574241697,2.866323643196701,0,,0.0,0.0,0,nan,1,0,,1,0.001970424696095889,565944e67812e379,0.02510883203877631,55.9667661787868,4,1.2549496988918325,-3810226.403334832,3567860.9011130445,3652911.8029114343,3.529823787147238,3.200298932647344,0,0.02510883203877631,1,0.0,1.2549496988918325,0.4083058890621632,1,2.866323643196701,0.2022412969821948,0.0,1,0.49970372887640796,0.5247185687747429,2.9903009574241697,2.437288302583924,nan,nan,0,0.2022412969821948,0,44b22191ed5484b6,65,8.343010400966858,8,0,0,0,nan,-1,0,0
24,555724.7999989986,-3810227.9801574973,3567863.393979015,3652913.7556346105,0,0,1,1,1,1,1,0.4997093250837832,0.5247257395119582,2.667637147250744,20,4,0.3397365408372047,2.9988119513215477,2.8744197596856367,0,,0.0,0.0,0,nan,1,0,,1,0.00162933062082528,565944e67812e379,0.024620904994951964,56.7382080566686,5,1.2537037443267807,-3810226.406106371,3567860.904311256,3652911.810416272,3.529866411444518,3.2002555924905636,0,0.024620904994951964,1,0.0,1.2537037443267807,0.4145663896287726,1,2.8744197596856367,0.2022429319858069,0.0,1,0.4997093250837832,0.5247257395119582,2.9988119513215477,2.4433326499564703,nan,nan,0,0.2022429319858069,0,44b22191ed5484b6,65,8.34292602231788,8,0,0,0,nan,-1,0,0
25,555725.0,-3810227.910957024,3567863.3345685042,3652913.6780598946,0,0,0,0,1,1,1,0.5045998452653834,0.558462015445726,2.6742994836685696,20,0,0.3420803669999005,2.881086002254798,2.870792863516573,0,,0.0,0.0,0,nan,1,1,,1,0.0018411619589263854,565944e67812e379,0.03434064864929047,43.85227212933912,6,1.2439954907727249,-3810226.4063455216,3567860.911036668,3652911.7990290765,3.415862870560565,3.2009753982987315,0,0.03434064864929047,1,0.0,1.2439954907727249,0.4023246515397718,1,2.870792863516573,0.23632078405959786,0.0,1,0.5045998452653834,0.558462015445726,2.881086002254798,2.239179714765249,0.3420803669999005,0.007926100856216997,0,0.23632078405959786,0,44b22191ed5484b6,65,7.207785093226042,8,12,0,0,nan,-1,20,20
26,555725.2000000477,-3810227.9182042894,3567863.3400929016,3652913.689237628,0,0,0,0,1,1,1,0.5048956499615284,0.5590333074814771,2.692256141717599,20,1,0.3420803669999005,2.895043541275368,2.8862970358923117,0,,0.0,0.0,0,nan,1,0,,1,0.00171671339894357,565944e67812e379,0.033391730511646844,45.29732565258279,7,1.2411014280560053,-3810226.4145933753,3567860.9175886842,3652911.81114725,3.414175732657485,3.202691795853576,0,0.033391730511646844,1,0.0,1.2411014280560053,0.41202408432815496,1,2.8862970358923117,0.23835742962190576,0.0,1,0.5048956499615284,0.5590333074814771,2.895043541275368,2.2417360129286563,nan,nan,0,0.23835742962190576,0,44b22191ed5484b6,65,7.118356898680755,8,0,0,0,nan,-1,0,0
27,555725.4000000954,-3810227.9254804156,3567863.344359682,3652913.701677067,0,0,0,0,1,1,1,0.504944347756966,0.5592134241296818,2.7080285183347343,20,2,0.3420803669999005,2.9103158645858174,2.901591568038964,0,,0.0,0.0,0,nan,1,0,,1,0.001398412563389821,565944e67812e379,0.03247401590322461,46.70777493435587,8,1.2387576653282573,-3810226.4220588165,3567860.9220396397,3652911.8237739126,3.413858689176665,3.2027057835447392,0,0.03247401590322461,1,0.0,1.2387576653282573,0.4226993202600285,1,2.901591568038964,0.2385380321809322,0.0,1,0.504944347756966,0.5592134241296818,2.9103158645858174,2.2472496560935302,nan,nan,0,0.2385380321809322,0,44b22191ed5484b6,65,7.110911505918119,8,0,0,0,nan,-1,0,0
28,555725.599998951,-3810227.9308112464,3567863.3471377282,3652913.7085582293,0,0,0,0,1,1,1,0.5049620773634017,0.5592301299903772,2.7170620709096833,20,3,0.3420803669999005,2.919305108623568,2.910651872570814,0,,0.0,0.0,0,nan,1,0,,1,0.0024029978445475426,565944e67812e379,0.0316155062268451,48.03143208355611,9,1.2375359914532031,-3810226.4274378293,3567860.9248667704,3652911.830697109,3.413779520035627,3.202655058960576,0,0.0316155062268451,1,0.0,1.2375359914532031,0.42855179683272476,1,2.910651872570814,0.23855632619667233,0.0,1,0.5049620773634017,0.5592301299903772,2.919305108623568,2.2535616843744575,nan,nan,0,0.23855632619667233,0,44b22191ed5484b6,65,7.110147757038687,8,0,0,0,nan,-1,0,0
29,555725.7999989986,-3810227.930775292,3567863.3483618894,3652913.71093834,0,0,0,0,1,1,1,0.5049644049956736,0.559265051476453,2.719429244432515,20,4,0.3420803669999005,2.921665619632691,2.912802294990158,0,,0.0,0.0,0,nan,1,0,,1,0.0020226143596429164,565944e67812e379,0.030802008302304992,49.288913788436936,10,1.2371336580391852,-3810226.427413749,3567860.926103023,3652911.833090093,3.4137586301278824,3.202633617259621,0,0.030802008302304992,1,0.0,1.2371336580391852,0.43078397419544096,1,2.912802294990158,0.2385581317408646,0.0,1,0.5049644049956736,0.559265051476453,2.921665619632691,2.260097442703115,nan,nan,0,0.2385581317408646,0,44b22191ed5484b6,65,7.110068529718239,8,0,0,0,nan,-1,0,0
30,555726.0,-3810227.8857598016,3567863.2315589855,3652913.651695894,0,0,0,0,1,1,1,0.5333704996953957,0.5920415491519952,2.704038267130075,20,0,0.3409992102127376,2.8055848646698136,2.8694173807102867,0,,0.0,0.0,0,nan,1,1,,1,0.0015213755608533273,565944e67812e379,0.028436991296543104,52.23176609711999,1,1.2470499781295004,-3810226.4044426074,3567860.9082338405,3652911.7994435746,3.3200871998121912,3.1992545235133587,0,0.028436991296543104,1,0.0,1.2470499781295004,0.4034207571830236,1,2.8694173807102867,0.2935050670673249,0.0,1,0.5333704996953957,0.5920415491519952,2.8055848646698136,2.0901328943410875,0.3409992102127376,0.009474388929872343,0,0.2935050670673249,0,44b22191ed5484b6,65,5.848005267453978,8,12,0,0,nan,-1,20,20
31,555726.2000000477,-3810227.88439768,3567863.230732671,3652913.6482346146,0,0,0,0,1,1,1,0.5335811109081116,0.5912229293561686,2.7051445015439013,20,1,0.3409992102127376,2.8018922462099494,2.8666345132048567,0,,0.0,0.0,0,nan,1,0,,1,0.001756823564127017,565944e67812e379,0.027781574580243565,53.25484016892291,2,1.2467084504017343,-3810226.403405535,3567860.907821243,3652911.796342622,3.3194516395156173,3.2030400301780695,0,0.027781574580243565,1,0.0,1.2467084504017343,0.40065717616595015,1,2.8666345132048567,0.2963219512752387,0.0,1,0.5335811109081116,0.5912229293561686,2.8018922462099494,2.0928713886545167,nan,nan,0,0.2963219512752387,0,44b22191ed5484b6,65,5.761582812259467,8,0,0,0,nan,-1,0,0
32,555726.4000000954,-3810227.889532068,3567863.2339446205,3652913.655512419,0,0,0,0,1,1,1,0.5336542915365621,0.5910852594813033,2.7160182985951877,20,2,0.3409992102127376,2.810898249386686,2.875756241839379,0,,0.0,0.0,0,nan,1,0,,1,0.0014094145469433818,565944e67812e379,0.027161657412190204,54.21380309996273,3,1.2458305280890376,-3810226.4086643397,3567860.9111820944,3652911.8037566575,3.3192159286927403,3.2044476358778953,0,0.027161657412190204,1,0.0,1.2458305280890376,0.4065807454227384,1,2.875756241839379,0.2965708959575998,0.0,1,0.5336542915365621,0.5910852594813033,2.810898249386686,2.098776179466142,nan,nan,0,0.2965708959575998,0,44b22191ed5484b6,65,5.754412255352578,8,0,0,0,nan,-1,0,0
