epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,187472.0,-3961767.544085919,3349008.5390563696,3698310.150078791,0,0,1,1,1,1,1,0.3919706502405944,0.4367623448267282,0.4607354047216245,24,0,0.008993555608916712,0.4174314798822598,0.08187979927472577,0,,0.0,0.0,0,nan,1,1,1,0.001686687032425765,8b4bcb30d02e5cc0,0.050170905283505,36.68953727943842,6,1.0673976881313105,-3961766.9934289176,3349007.8882002626,3698309.5444812644,1.045746226176267,1.0726245152198337,0,0.0947051556584767,2,0.23670316789244025,1.085318704877915,0.08187979927472577,1,0.08187979927472577,0.22506526559442194,0.0,1,0.3919706502405944,0.4367623448267282,0.4174314798822598,2.811043700181775,0.008993555608916712,0.005157841640479033,0,0.22506526559442194,0,e5253dc028b8bfe6,66,9.021930287849822,8,12,0,0,nan,-1,24,23
11,187472.20000004768,-3961767.5470614256,3349008.5445623565,3698310.1498717233,0,0,1,1,1,1,1,0.39212025327236,0.43568084310619337,0.45662079127207167,24,1,0.008993555608916712,0.41439023070702563,0.07646861236082855,0,,0.0,0.0,0,nan,1,0,1,0.0016335637489382634,8b4bcb30d02e5cc0,0.04841239513434957,38.357396213107435,7,1.0620929512248518,-3961766.9962537866,3349007.8930386254,3698309.543971524,1.0464163983981205,1.0731818039095775,0,0.0914711596658807,2,0.23671273421415626,1.079789894880218,0.07646861236082855,1,0.07646861236082855,0.22706306931984202,0.0,1,0.39212025327236,0.43568084310619337,0.41439023070702563,2.813081509545244,nan,nan,0,0.22706306931984202,0,e5253dc028b8bfe6,66,8.947808389744146,8,0,0,0,nan,-1,0,0
12,187472.39999890327,-3961767.546979264,3349008.546736061,3698310.146764082,0,0,1,1,1,1,1,0.3922508091762656,0.4354076315586769,0.452636663762015,24,2,0.008993555608916712,0.4107560151359145,0.07519869495878521,0,,0.0,0.0,0,nan,1,0,1,0.001459767550419276,8b4bcb30d02e5cc0,0.04674512696511675,39.99467067701768,8,1.0615758141359124,-3961766.9959781873,3349007.8948941077,3698309.540631014,1.0468511903355826,1.0728714182809225,0,0.08840496800988662,2,0.23672550591639244,1.0785433346176911,0.07519869495878521,1,0.07519869495878521,0.22725474563120077,0.0,1,0.3922508091762656,0.4354076315586769,0.4107560151359145,2.8174775207220857,nan,nan,0,0.22725474563120077,0,e5253dc028b8bfe6,66,8.941432071924591,8,0,0,0,nan,-1,0,0
13,187472.59999990463,-3961767.5481039425,3349008.5472837836,3698310.1461070534,0,0,1,1,1,1,1,0.39225269291398057,0.43539592152735307,0.45165626958673044,24,3,0.008993555608916712,0.40972279751047774,0.07444343727152997,0,,0.0,0.0,0,nan,1,0,1,0.0017024188369225198,8b4bcb30d02e5cc0,0.04516122935576531,41.596865163998636,9,1.0606776522110255,-3961766.997095505,3349007.8953912277,3698309.5399602214,1.0468945433190378,1.0729095518340643,0,0.08549210721114618,2,0.23673903035031077,1.077583373779691,0.07444343727152997,1,0.07444343727152997,0.22727439447268044,0.0,1,0.39225269291398057,0.43539592152735307,0.40972279751047774,2.8225147846607603,nan,nan,0,0.22727439447268044,0,e5253dc028b8bfe6,66,8.940783676092561,8,0,0,0,nan,-1,0,0
14,187472.79999899864,-3961767.5477125933,3349008.548553596,3698310.145230202,0,0,1,1,1,1,1,0.3922588382389577,0.43537026684089175,0.45037655911990876,24,4,0.008993555608916712,0.4085083167768735,0.07354826068187927,0,,0.0,0.0,0,nan,1,0,1,0.002570505481506846,8b4bcb30d02e5cc0,0.043656959956723675,43.15648350703143,10,1.0601548940375547,-3961766.9966953327,3349007.8966428023,3698309.5390721303,1.0469170511817087,1.0729074459777612,0,0.08272569415207384,2,0.23675272567767594,1.076830964988437,0.07354826068187927,1,0.07354826068187927,0.22727641464885504,0.0,1,0.3922588382389577,0.43537026684089175,0.4085083167768735,2.827735820112611,nan,nan,0,0.22727641464885504,0,e5253dc028b8bfe6,66,8.940716944948491,8,0,0,0,nan,-1,0,0
15,187473.0,-3961767.511671033,3349008.4779432938,3698310.1374721187,0,0,1,1,1,1,1,0.40985296957589157,0.4461911831412995,0.4789321576576405,24,0,0.009723692086034613,0.44336283314801284,0.08551005188743369,0,,0.0,0.0,0,nan,1,1,1,0.0015547988085357696,8b4bcb30d02e5cc0,0.06699299484279479,27.876843569591653,11,1.072182452662275,-3961766.9895207067,3349007.886776636,3698309.538405533,0.9904543174906287,1.0058874242117253,0,0.1260020444109262,2,0.23656636065372313,1.088802953363364,0.08551005188743369,1,0.08551005188743369,0.3350060510514446,0.0,1,0.40985296957589157,0.4461911831412995,0.44336283314801284,2.501808318465958,0.009723692086034613,0.0035388995151557153,0,0.3350060510514446,0,e5253dc028b8bfe6,66,6.113968046983669,8,12,0,0,nan,-1,24,23
16,187473.20000004768,-3961767.5110810967,3349008.476607292,3698310.134432624,0,0,1,1,1,1,1,0.4103190242032232,0.4451479380592069,0.4759859628780301,24,1,0.009723692086034613,0.4417849223496739,0.08788527307885362,0,,0.0,0.0,0,nan,1,0,1,0.0027873002643123684,8b4bcb30d02e5cc0,0.06439447865881198,29.54471704909457,12,1.0748017045278684,-3961766.9885004116,3349007.8852614756,3698309.5346830725,0.9912012770664436,1.005196377638037,0,0.12120530755452766,2,0.23657374954673413,1.0908122476492095,0.08788527307885362,1,0.08788527307885362,0.33889742159861175,0.0,1,0.4103190242032232,0.4451479380592069,0.4417849223496739,2.5040974575882986,nan,nan,0,0.33889742159861175,0,e5253dc028b8bfe6,66,6.018994606516594,8,0,0,0,nan,-1,0,0
17,187473.39999890327,-3961767.5118777747,3349008.478762619,3698310.134344523,0,0,1,1,1,1,1,0.4103272381737619,0.4452055307217665,0.47448398039738765,24,2,0.009723692086034613,0.44035505766591293,0.08544043337371454,0,,0.0,0.0,0,nan,1,0,1,0.002414698003848329,8b4bcb30d02e5cc0,0.061923840878589674,31.232405460109792,13,1.0724837870756296,-3961766.989396399,3349007.8875816646,3698309.5346779493,0.9910003575351202,1.0057863680948393,0,0.11664443470510955,2,0.2365846438012847,1.0884181882379387,0.08544043337371454,1,0.08544043337371454,0.33929196738605116,0.0,1,0.4103272381737619,0.4452055307217665,0.44035505766591293,2.5090347739191885,nan,nan,0,0.33929196738605116,0,e5253dc028b8bfe6,66,6.0096487521693405,8,0,0,0,nan,-1,0,0
18,187473.59999990463,-3961767.5137057616,3349008.480433438,3698310.1326217763,0,0,1,1,1,1,1,0.4103552133444664,0.44512469963499707,0.4716772243757297,24,3,0.009723692086034613,0.4375951778669978,0.08358462916875277,0,,0.0,0.0,0,nan,1,0,1,0.0013058564431381312,8b4bcb30d02e5cc0,0.05957919615053708,32.927871920434015,14,1.0705230146466225,-3961766.991208522,3349007.8892504293,3698309.532920828,0.9910307474024795,1.0057929369515022,0,0.1123162305892346,2,0.23659648039454606,1.0861380478521758,0.08358462916875277,1,0.08358462916875277,0.3393318127178999,0.0,1,0.4103552133444664,0.44512469963499707,0.4375951778669978,2.514689931157883,nan,nan,0,0.3393318127178999,0,e5253dc028b8bfe6,66,6.00870667787281,8,0,0,0,nan,-1,0,0
19,187473.79999899864,-3961767.514757045,3349008.482852832,3698310.1320817536,0,0,1,1,1,1,1,0.41036027739256603,0.4451216161000816,0.4697026660815739,24,4,0.009723692086034613,0.435604091490377,0.08112062052172123,0,,0.0,0.0,0,nan,1,0,1,0.001275728332208992,8b4bcb30d02e5cc0,0.05735222453034481,34.62360746046523,15,1.068160167575061,-3961766.992258325,3349007.891674198,3698309.532376739,0.9910313786726489,1.0058116896476847,0,0.10820525591420263,2,0.23660866320389523,1.0835960964054894,0.08112062052172123,1,0.08112062052172123,0.33933598897479406,0.0,1,0.41036027739256603,0.4451216161000816,0.435604091490377,2.520548661168739,nan,nan,0,0.33933598897479406,0,e5253dc028b8bfe6,66,6.0086079819461995,8,0,0,0,nan,-1,0,0
20,187474.0,-3961767.535455877,3349008.468472705,3698310.1658400274,0,0,1,1,1,1,1,0.4373428931437459,0.474300692283986,0.5006746646257721,24,0,0.010185057198209864,0.46595778917121833,0.09422464615817665,0,,0.0,0.0,0,nan,1,1,1,0.0016057500425355733,8b4bcb30d02e5cc0,0.08047941100449653,22.767472729717618,16,1.0817801055477856,-3961766.9833258176,3349007.8808336384,3698309.5325668203,1.0252815370295616,1.0495538072736217,0,0.1519259019704206,2,0.23654181107881916,1.0976700388081273,0.09422464615817665,1,0.09422464615817665,0.4568396572178805,0.0,1,0.4373428931437459,0.474300692283986,0.46595778917121833,2.2756251463817416,0.010185057198209864,0.003078632401802122,0,0.4568396572178805,0,e5253dc028b8bfe6,66,4.013347631972344,8,12,0,0,nan,-1,24,23
21,187474.20000004768,-3961767.534378275,3349008.468682915,3698310.1664784546,0,0,1,1,1,1,1,0.43741411667014674,0.47421714030749185,0.5010462583736357,24,1,0.010185057198209864,0.4665965217587415,0.09452397452082185,0,,0.0,0.0,0,nan,1,0,1,0.0013203385592825256,8b4bcb30d02e5cc0,0.07720450826627495,24.32489940482215,17,1.0822727540574524,-3961766.9821995846,3349007.8809202127,3698309.53306818,1.0254632494386353,1.0500788004579582,0,0.14582907696474778,2,0.23654598470512742,1.0982273673105631,0.09452397452082185,1,0.09452397452082185,0.4622099949359699,0.0,1,0.43741411667014674,0.47421714030749185,0.4665965217587415,2.2781413890179567,nan,nan,0,0.4622099949359699,0,e5253dc028b8bfe6,66,3.9375041850471995,8,0,0,0,nan,-1,0,0
22,187474.39999890327,-3961767.5331975142,3349008.467896863,3698310.1670835065,0,0,1,1,1,1,1,0.43743904445268417,0.47412070227090103,0.5020012280308666,24,2,0.010185057198209864,0.4677506855482874,0.09566735827715035,0,,0.0,0.0,0,nan,1,0,1,0.002485144100252796,8b4bcb30d02e5cc0,0.07409433380405879,25.924747511732246,18,1.0834956159995688,-3961766.9809967685,3349007.8800994316,3698309.533628329,1.0255227669430946,1.050201932586974,0,0.14003874460544358,2,0.23655370257602534,1.0995785237467413,0.09566735827715035,1,0.09566735827715035,0.46272326228316757,0.0,1,0.43743904445268417,0.47412070227090103,0.4677506855482874,2.2835672534007174,nan,nan,0,0.46272326228316757,0,e5253dc028b8bfe6,66,3.930497643229975,8,0,0,0,nan,-1,0,0
23,187474.59999990463,-3961767.532145144,3349008.4681354673,3698310.166208065,0,0,1,1,1,1,1,0.4374493848351473,0.47403890097040824,0.5011993366376928,24,3,0.010185057198209864,0.4671211328864154,0.09607977951315373,0,,0.0,0.0,0,nan,1,0,1,0.0020591719611221496,8b4bcb30d02e5cc0,0.0711397434124282,27.56039746840346,19,1.0841524723805478,-3961766.9799395767,3349007.880332939,3698309.532739147,1.0255367721423736,1.0502460494285855,0,0.13453809132723007,2,0.23656239634734097,1.1000300636347007,0.09607977951315373,1,0.09607977951315373,0.4627758799471503,0.0,1,0.4374493848351473,0.47403890097040824,0.4671211328864154,2.2897793113669795,nan,nan,0,0.4627758799471503,0,e5253dc028b8bfe6,66,3.9297811393911513,8,0,0,0,nan,-1,0,0
24,187474.79999899864,-3961767.5361895966,3349008.473651824,3698310.1696357415,0,0,1,1,1,1,1,0.4374432611277206,0.47403731714947667,0.5006511646596083,24,4,0.010185057198209864,0.4662898839463417,0.08883929233849919,0,,0.0,0.0,0,nan,1,0,1,0.00281002059207937,8b4bcb30d02e5cc0,0.06833301073346557,29.22414032211913,20,1.0766938253979488,-3961766.9839982986,3349007.8858623607,3698309.5361804008,1.0255132137226999,1.0503158614755976,0,0.12931271059268415,2,0.23657147170281542,1.093075683994092,0.08883929233849919,1,0.08883929233849919,0.46278138768062055,0.0,1,0.4374432611277206,0.47403731714947667,0.4662898839463417,2.296211963217214,nan,nan,0,0.46278138768062055,0,e5253dc028b8bfe6,66,3.9297061556532937,8,0,0,0,nan,-1,0,0
25,187475.0,-3961767.5455049183,3349008.45571488,3698310.184165578,0,0,1,1,1,1,1,0.458512948596366,0.4991296525992732,0.5232631380526533,24,0,0.015154685888536348,0.4859745836370387,0.09321328436434378,0,,0.0,0.0,0,nan,1,1,1,0.0018025459771019304,8b4bcb30d02e5cc0,0.09105759665447266,20.101434486545624,21,1.0810411247382958,-3961766.9833628736,3349007.881878956,3698309.5321908128,1.0345832205756125,1.0653863606903513,0,0.17032509627946357,2,0.2363110142247474,1.0965094051362656,0.09321328436434378,1,0.09321328436434378,0.5734906112601231,0.0,1,0.458512948596366,0.4991296525992732,0.4859745836370387,2.100742351298557,0.015154685888536348,0.003909016541148032,0,0.5734906112601231,0,e5253dc028b8bfe6,66,2.7918246787144554,8,12,0,0,nan,-1,24,23
26,187475.20000004768,-3961767.5484867017,3349008.4616673267,3698310.1862161634,0,0,1,1,1,1,1,0.45841729793143193,0.4991749894874736,0.5215786137509091,24,1,0.015154685888536348,0.4840686279962996,0.0857844692203274,0,,0.0,0.0,0,nan,1,0,1,0.0018027018511859805,8b4bcb30d02e5cc0,0.08724590398435669,21.569975683777592,22,1.0737059683652928,-3961766.98659882,3349007.888214403,3698309.5345275607,1.0340523596627895,1.0662296288320163,0,0.16329440260670597,2,0.23631709400919967,1.089377256727885,0.0857844692203274,1,0.0857844692203274,0.5803956311850669,0.0,1,0.45841729793143193,0.4991749894874736,0.4840686279962996,2.103467666059401,nan,nan,0,0.5803956311850669,0,e5253dc028b8bfe6,66,2.7326459055441337,8,0,0,0,nan,-1,0,0
27,187475.39999890327,-3961767.552682449,3349008.4703279953,3698310.185942963,0,0,1,1,1,1,1,0.4584287642804333,0.4988748142496302,0.5162398436628315,24,2,0.015154685888536348,0.47872022206725817,0.07629089229996948,0,,0.0,0.0,0,nan,1,0,1,0.002397018978223454,8b4bcb30d02e5cc0,0.08362764180406593,23.091115186786716,23,1.064516067533987,-3961766.9908312713,3349007.8969652248,3698309.534284494,1.0339634293741837,1.0663599817468732,0,0.15661986671979672,2,0.23632673989263955,1.079791799845216,0.07629089229996948,1,0.07629089229996948,0.5810419187666914,0.0,1,0.4584287642804333,0.4988748142496302,0.47872022206725817,2.109342857571816,nan,nan,0,0.5810419187666914,0,e5253dc028b8bfe6,66,2.7272634580135353,8,0,0,0,nan,-1,0,0
28,187475.59999990463,-3961767.5550001427,3349008.472926307,3698310.1847848548,0,0,1,1,1,1,1,0.4584329168379959,0.4989550078400059,0.5138103726438393,24,3,0.015154685888536348,0.47605880728549266,0.07332102291040976,0,,0.0,0.0,0,nan,1,0,1,0.002088761727132962,8b4bcb30d02e5cc0,0.08019359637148431,24.658744216996073,24,1.0614277540459263,-3961766.993133887,3349007.899548497,3698309.533113412,1.0339881388006373,1.0663048918897704,0,0.15028512187875823,2,0.23633742079638345,1.0764485735250724,0.07332102291040976,1,0.07332102291040976,0.5811081062777548,0.0,1,0.4584329168379959,0.4989550078400059,0.47605880728549266,2.1160664318093434,nan,nan,0,0.5811081062777548,0,e5253dc028b8bfe6,66,2.726713508841065,8,0,0,0,nan,-1,0,0
29,187475.79999899864,-3961767.554874261,3349008.4740378223,3698310.179869429,0,0,1,1,1,1,1,0.4584372146742539,0.49893348510050844,0.5089921675554996,24,4,0.015154685888536348,0.4713442851585177,0.07369066683843675,0,,0.0,0.0,0,nan,1,0,1,0.001560242064362249,8b4bcb30d02e5cc0,0.07692498629605035,26.271120131272422,25,1.0618114757435368,-3961766.993003682,3349007.900660041,3698309.528192987,1.0339936233588545,1.0662912198196117,0,0.14425555045496863,2,0.23634858028375014,1.0758498870519295,0.07369066683843675,1,0.07369066683843675,0.5811148427703022,0.0,1,0.4584372146742539,0.49893348510050844,0.4713442851585177,2.123025486545113,nan,nan,0,0.5811148427703022,0,e5253dc028b8bfe6,66,2.7266575446814367,8,0,0,0,nan,-1,0,0
30,187476.0,-3961767.52486692,3349008.4270966565,3698310.1879293164,0,0,1,1,1,1,1,0.4814158973763192,0.5163411882820944,0.5390925149782448,24,0,0.017489028434995106,0.5085560017182554,0.0981114269938855,0,,0.0,0.0,0,nan,1,1,1,0.0015325247127651886,8b4bcb30d02e5cc0,0.09886726372258547,18.46795903161449,26,1.0865989695487892,-3961766.979522653,3349007.879956307,3698309.5245008124,1.0182830214325092,1.051557687946727,0,0.1854342258680828,2,0.23627588938278135,1.1008185259863998,0.0981114269938855,1,0.0981114269938855,0.6789822719394237,0.0,1,0.4814158973763192,0.5163411882820944,0.5085560017182554,1.9601520741163412,0.017489028434995106,0.008148952467154013,0,0.6789822719394237,0,e5253dc028b8bfe6,66,2.0793381515064215,8,12,0,0,nan,-1,24,23
31,187476.20000004768,-3961767.5239195777,3349008.4254353596,3698310.1858662567,0,0,1,1,1,1,1,0.48169039563064153,0.5158726831189085,0.5372931865174357,24,1,0.017489028434995106,0.5080352030172393,0.10014049110395558,0,,0.0,0.0,0,nan,1,0,1,0.001660320645699033,8b4bcb30d02e5cc0,0.09466992119317771,19.866778712870975,27,1.0885863448420043,-3961766.9787047566,3349007.8786713355,3698309.5223217634,1.0180871248180594,1.0531741587114536,0,0.17765588663197707,2,0.2362802044529718,1.102479347937826,0.10014049110395558,1,0.10014049110395558,0.6871170568348667,0.0,1,0.48169039563064153,0.5158726831189085,0.5080352030172393,1.9630724669271715,nan,nan,0,0.6871170568348667,0,e5253dc028b8bfe6,66,2.0334046712104277,8,0,0,0,nan,-1,0,0
