epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
10,177002.0,-3961765.1486493805,3349009.1635822942,3698311.4175557145,0,0,1,1,1,1,1,0.3146903398496929,0.4457255756375006,0.5117992284728392,29,0,0.005698474987023572,0.3923290710975758,0.19447476868136185,0,,0.0,0.0,0,nan,1,1,1,0.0023079266626501228,e8fbf40b994e527a,0.06173964106041412,33.24432694005972,11,0.19447476868136185,-3961765.3929085652,3349009.2258799337,3698311.605934229,0.3146903398496929,0.4457255756375006,1,0.11964499656274383,2,0.21658764968545613,0.361240923466409,0.19447476868136185,1,0.19526584928100466,0.2003974105825479,0.02389113108570111,2,0.3140866658500931,0.4452697434144396,0.3923290710975758,2.5659310933571224,0.005698474987023572,0.005023355230376275,0,0.1997865843447661,0,e8fbf40b994e527a,64,9.862795197437624,8,12,0,0,nan,-1,29,29
11,177002.20000004768,-3961765.1483476884,3349009.1627834667,3698311.4173814976,0,0,1,1,1,1,1,0.31484300478006505,0.44554646624847793,0.5118973415986676,29,1,0.005698474987023572,0.3928492648145469,0.19461457385095413,0,,0.0,0.0,0,nan,1,0,1,0.0014962810878995985,e8fbf40b994e527a,0.05942770054392867,34.88302171962413,12,0.19461457385095413,-3961765.39276925,3349009.2251453428,3698311.605783234,0.31484300478006505,0.44554646624847793,1,0.1152133994877686,2,0.2165920199907511,0.3612467617617106,0.19461457385095413,1,0.19540880223027204,0.20192246111734735,0.023974225859591757,2,0.31423503292741034,0.44508991347749655,0.3928492648145469,2.568149500521978,nan,nan,0,0.2013026922121149,0,e8fbf40b994e527a,64,9.791445336099427,8,0,0,0,nan,-1,0,0
12,177002.39999890327,-3961765.1506924974,3349009.161692421,3698311.417606769,0,0,1,1,1,1,1,0.31494162467001097,0.44536206509819093,0.5098318725527317,29,2,0.005698474987023572,0.39086831591259,0.19339451678453545,0,,0.0,0.0,0,nan,1,0,1,0.001353964227131313,e8fbf40b994e527a,0.05723190305875036,36.506405816307215,13,0.19339451678453545,-3961765.395201212,3349009.2240985855,3698311.606045582,0.31494162467001097,0.44536206509819093,1,0.11100444439159254,2,0.21659740402804215,0.35919769389189515,0.19339451678453545,1,0.19417690615618366,0.2020578716073496,0.02398325973765288,2,0.31433320204903487,0.44490628381822683,0.39086831591259,2.5729605802100934,nan,nan,0,0.20143723163125046,0,e8fbf40b994e527a,64,9.786266111868365,8,0,0,0,nan,-1,0,0
13,177002.59999990463,-3961765.1485368703,3349009.1582412296,3698311.4163241372,0,0,1,1,1,1,1,0.3148970205668631,0.4454284791819154,0.513517968935884,29,3,0.005698474987023572,0.39402399583569736,0.19471601475477696,0,,0.0,0.0,0,nan,1,0,1,0.0022113458852222297,e8fbf40b994e527a,0.05514630243876758,38.10642231732073,14,0.19471601475477696,-3961765.3930152757,3349009.220614312,3698311.604738684,0.3148970205668631,0.4454284791819154,1,0.10700664014947173,2,0.2165998945497183,0.3599485075971514,0.19471601475477696,1,0.19549258009698356,0.20207173767585568,0.02398409519735607,2,0.3142884986371134,0.4449727797977946,0.39402399583569736,2.578474596776601,nan,nan,0,0.20145100846113037,0,e8fbf40b994e527a,64,9.785742553961871,8,0,0,0,nan,-1,0,0
14,177002.79999899864,-3961765.1491677416,3349009.158051193,3698311.416327457,0,0,1,1,1,1,1,0.3149158634342016,0.4454027208463706,0.5129816046350221,29,4,0.005698474987023572,0.3934745463141427,0.19433172182346395,0,,0.0,0.0,0,nan,1,0,1,0.0016566388866279301,e8fbf40b994e527a,0.053165204251905206,39.67539442873054,15,0.19433172182346395,-3961765.3936609393,3349009.2204371467,3698311.604750041,0.3149158634342016,0.4454027208463706,1,0.10320915764675143,2,0.2166030834623821,0.35946036482035193,0.19433172182346395,1,0.19510548765294014,0.20207315006669554,0.023984202265139944,2,0.31430735224685163,0.44494707543678963,0.3934745463141427,2.5841884338470607,nan,nan,0,0.2014524115847918,0,e8fbf40b994e527a,64,9.785689228147934,8,0,0,0,nan,-1,0,0
15,177003.0,-3961765.1280218554,3349009.1038474417,3698311.3801718703,0,0,1,1,1,1,1,0.362053117531633,0.49800088090437944,0.5660234226285757,30,0,0.0076061547505964265,0.436813373905198,0.1983792648136137,0,,0.0,0.0,0,nan,1,1,1,0.001585366508592032,e8fbf40b994e527a,0.0776830958621585,27.44460073483314,16,0.1983792648136137,-3961765.3874518694,3349009.220074618,3698311.6043810835,0.362053117531633,0.49800088090437944,1,0.15000544371114624,2,0.21655537745571962,0.3635252003569235,0.1983792648136137,1,0.19884168369563968,0.28655119143166663,0.018352026122649676,2,0.36178667192599884,0.497800281220795,0.436813373905198,2.291689653640516,0.0076061547505964265,0.005512399110511435,0,0.2860364392831428,0,e8fbf40b994e527a,65,7.2722282195254575,8,12,0,0,nan,-1,30,29
16,177003.20000004768,-3961765.1269950215,3349009.1032077842,3698311.380489733,0,0,1,1,1,1,1,0.3612841557177812,0.49766597842342464,0.5675748001361213,30,1,0.0076061547505964265,0.4379181491906412,0.1998719153295758,0,,0.0,0.0,0,nan,1,0,1,0.002424259990933417,e8fbf40b994e527a,0.07456057663683875,29.08705554966532,17,0.1998719153295758,-3961765.385818018,3349009.218810036,3698311.6044830745,0.3612841557177812,0.49766597842342464,1,0.14402911371040758,2,0.21655873429298042,0.36486860525835363,0.1998719153295758,1,0.20033623531385902,0.2892716034104165,0.018397135750770982,2,0.36101620380929705,0.4974648685343839,0.4379181491906412,2.2941749080589324,nan,nan,0,0.2887494040193411,0,e8fbf40b994e527a,65,7.185597939978901,8,0,0,0,nan,-1,0,0
17,177003.39999890327,-3961765.124732516,3349009.101641455,3698311.378652197,0,0,1,1,1,1,1,0.3609831879114763,0.49778498522447123,0.5710960177166161,30,2,0.0076061547505964265,0.44092095122116987,0.20070515824317695,0,,0.0,0.0,0,nan,1,0,1,0.002530493671829553,e8fbf40b994e527a,0.07159284690988177,30.748326154679926,18,0.20070515824317695,-3961765.383335525,3349009.2170251342,3698311.602527055,0.3609831879114763,0.49778498522447123,1,0.13834900024535296,2,0.21656176038014235,0.36591203299279373,0.20070515824317695,1,0.20117126369066746,0.2895213162985071,0.018401900078716556,2,0.36071500676382595,0.4975839645463357,0.44092095122116987,2.2995596194359473,nan,nan,0,0.2889983949957051,0,e8fbf40b994e527a,65,7.178302013897416,8,0,0,0,nan,-1,0,0
18,177003.59999990463,-3961765.1210975735,3349009.101380034,3698311.378845197,0,0,1,1,1,1,1,0.360937741026478,0.49775360332432705,0.5742565548712179,30,3,0.0076061547505964265,0.44427320136225157,0.20349263388167435,0,,0.0,0.0,0,nan,1,0,1,0.003338071565601962,e8fbf40b994e527a,0.06877443358408358,32.41851946264364,19,0.20349263388167435,-3961765.379660634,3349009.216725775,3698311.602712472,0.360937741026478,0.49775360332432705,1,0.13295471428598563,2,0.21656441980737545,0.3692389179895126,0.20349263388167435,1,0.20396396486443685,0.28954681881625993,0.018402358937600744,2,0.36066954223202374,0.4975525108132237,0.44427320136225157,2.305727649359002,nan,nan,0,0.2890238233931068,0,e8fbf40b994e527a,65,7.177560808919261,8,0,0,0,nan,-1,0,0
19,177003.79999899864,-3961765.1183431083,3349009.0979000474,3698311.376628561,0,0,1,1,1,1,1,0.3609096493003773,0.49776292125076194,0.5788412679444097,30,4,0.0076061547505964265,0.44851292932717574,0.20488978710258673,0,,0.0,0.0,0,nan,1,0,1,0.0011787526085678861,e8fbf40b994e527a,0.06609655320078674,34.08966315495783,20,0.20488978710258673,-3961765.376886558,3349009.213223867,3698311.6004844885,0.3609096493003773,0.49776292125076194,1,0.12782937529165767,2,0.21656771311865627,0.3702294710754272,0.20488978710258673,1,0.20535884194405646,0.2895494577319208,0.0184024250717422,2,0.360641436830069,0.49756188770013715,0.44851292932717574,2.31211564270619,nan,nan,0,0.2890264546816351,0,e8fbf40b994e527a,65,7.177484084639799,8,0,0,0,nan,-1,0,0
20,177004.0,-3961765.1081194594,3349009.047977454,3698311.325427062,0,0,1,1,1,1,1,0.43294704336024387,0.5880966796972728,0.6423205635984806,30,0,0.009091133235989457,0.49073159403642186,0.19962204114257315,0,,0.0,0.0,0,nan,1,1,1,0.0016703472113259361,e8fbf40b994e527a,0.09264304686251093,23.976840862387725,21,0.19962204114257315,-3961765.3874790403,3349009.2218621993,3698311.6067906385,0.43294704336024387,0.5880966796972728,1,0.17712082322218756,2,0.21646317731947015,0.36294314218022067,0.19962204114257315,1,0.19988264607863843,0.37633654447081044,0.013755459209983128,2,0.4328436281082387,0.5880163271602448,0.49073159403642186,2.0894604313525296,0.009091133235989457,0.0038433475888416373,0,0.37595704362479593,0,e8fbf40b994e527a,65,5.243004155603698,8,12,0,0,nan,-1,30,29
21,177004.20000004768,-3961765.108234337,3349009.0460962104,3698311.3253856176,0,0,1,1,1,1,1,0.432556772079362,0.5892295398779582,0.6448348590834894,30,1,0.009091133235989457,0.4914851221678795,0.20026616405291453,0,,0.0,0.0,0,nan,1,0,1,0.0018600881712442614,e8fbf40b994e527a,0.08877065614282227,25.552986346249806,22,0.20026616405291453,-3961765.3872229336,3349009.219624877,3698311.6067368677,0.432556772079362,0.5892295398779582,1,0.1697853764672962,2,0.21646829517580965,0.36287078384053134,0.20026616405291453,1,0.2005249515057156,0.3803171621276031,0.0137812555656027,2,0.4324530252002544,0.589149131537003,0.4914851221678795,2.0921876016938215,nan,nan,0,0.3799322092973055,0,e8fbf40b994e527a,65,5.159667306512392,8,0,0,0,nan,-1,0,0
22,177004.40000009537,-3961765.1092461683,3349009.045744229,3698311.32580181,0,0,1,1,1,1,1,0.43261703822030845,0.5892874873791432,0.6440855011181681,30,2,0.009091133235989457,0.4906665577520593,0.19997781868475448,0,,0.0,0.0,0,nan,1,0,1,0.0013869499692159637,e8fbf40b994e527a,0.08509194614764216,27.164333795119596,23,0.19997781868475448,-3961765.38824611,3349009.2193017397,3698311.607216672,0.43261703822030845,0.5892874873791432,1,0.16281674642630187,2,0.21647262081519034,0.36225599484768883,0.19997781868475448,1,0.20023500874621625,0.38068354515033204,0.013783986082127527,2,0.43251328086095436,0.5892070015381621,0.4906665577520593,2.0980912324490486,nan,nan,0,0.3802980688172252,0,e8fbf40b994e527a,65,5.152387613560088,8,0,0,0,nan,-1,0,0
23,177004.59999895096,-3961765.1114202803,3349009.0435468457,3698311.325232706,0,0,1,1,1,1,1,0.4325915627192163,0.5893771866868104,0.643839829419751,30,3,0.009091133235989457,0.48998972567414695,0.19865909317675798,0,,0.0,0.0,0,nan,1,0,1,0.0015963072435608335,e8fbf40b994e527a,0.08159521056855065,28.804257521501434,24,0.19865909317675798,-3961765.3903977955,3349009.217079625,3698311.606645891,0.4325915627192163,0.5893771866868104,1,0.15619286805860538,2,0.2164773681465217,0.3598784881356737,0.19865909317675798,1,0.19891131518320082,0.3807208599256319,0.013784289819357332,2,0.4324878022152009,0.5892967502402295,0.48998972567414695,2.1048497359045624,nan,nan,0,0.38033533014891524,0,e8fbf40b994e527a,65,5.151648744878686,8,0,0,0,nan,-1,0,0
24,177004.79999899864,-3961765.1118782996,3349009.0407657526,3698311.32443644,0,0,1,1,1,1,1,0.43258318439798066,0.5894075116700688,0.6452627335251647,30,4,0.009091133235989457,0.49110615749514186,0.19850891923119823,0,,0.0,0.0,0,nan,1,0,1,0.0021154834173509533,e8fbf40b994e527a,0.0782750825429597,30.46286906854962,25,0.19850891923119823,-3961765.3908474827,3349009.2142915437,3698311.605849315,0.43258318439798066,0.5894075116700688,1,0.14990350312011622,2,0.21648178875845364,0.3587902176148178,0.19850891923119823,1,0.19875713898632913,0.3807246937714598,0.01378431618429255,2,0.4324794250041173,0.5893270682202663,0.49110615749514186,2.111845513343217,nan,nan,0,0.3803391585030207,0,e8fbf40b994e527a,65,5.151572841002679,8,0,0,0,nan,-1,0,0
25,177005.0,-3961765.0921376897,3349009.0284806453,3698311.3051952966,0,0,1,1,1,1,1,0.45596954605026874,0.6003145855092726,0.6593459295039382,30,0,0.009259057043382568,0.5190624918249209,0.197023919236032,0,,0.0,0.0,0,nan,1,1,1,0.0018794000137471322,e8fbf40b994e527a,0.10542757457693724,21.47014015745061,26,0.197023919236032,-3961765.384765623,3349009.2181882947,3698311.5989437047,0.45596954605026874,0.6003145855092726,1,0.20141327113380847,2,0.21645447797719855,0.3608809989491593,0.197023919236032,1,0.19718346077531462,0.4795192353419399,0.010735499035102295,2,0.4559089815064773,0.600269387819502,0.5190624918249209,1.9322137162313968,0.009259057043382568,0.004533866401179011,0,0.47922481442319903,0,e8fbf40b994e527a,65,3.7177821782695455,8,12,0,0,nan,-1,30,29
26,177005.20000004768,-3961765.090120325,3349009.0271748872,3698311.3047715966,0,0,1,1,1,1,1,0.45507474988953134,0.6006880221995119,0.6631510544888389,30,1,0.009259057043382568,0.5214714936823254,0.19846894686798244,0,,0.0,0.0,0,nan,1,0,1,0.002077127286496858,e8fbf40b994e527a,0.1009142860540973,22.9738158401609,27,0.19846894686798244,-3961765.38232585,3349009.2164236424,3698311.5978481527,0.45507474988953134,0.6006880221995119,1,0.19286002669960178,2,0.21645696543540105,0.3623227743300779,0.19846894686798244,1,0.19862915580711438,0.484875546013412,0.010751200875613135,2,0.45501390077913656,0.6006427088017463,0.5214714936823254,1.935163694640533,nan,nan,0,0.4845769606978287,0,e8fbf40b994e527a,65,3.6481888494811843,8,0,0,0,nan,-1,0,0
27,177005.40000009537,-3961765.0858413656,3349009.026633736,3698311.3045430435,0,0,1,1,1,1,1,0.45496849408204276,0.6005703814973762,0.6668143395335321,30,2,0.009259057043382568,0.5253545220240544,0.2014844855974979,0,,0.0,0.0,0,nan,1,0,1,0.0020778074872689605,e8fbf40b994e527a,0.0966165912891318,24.527379318419403,28,0.2014844855974979,-3961765.3780158884,3349009.2158586625,3698311.5975009007,0.45496849408204276,0.6005703814973762,1,0.18471554266682016,2,0.2164598825134479,0.36594463816571493,0.2014844855974979,1,0.2016467569289322,0.48536301619034944,0.01075281940127127,2,0.4549076096235351,0.6005250146911041,0.5253545220240544,1.9415451309015561,nan,nan,0,0.4850640378543581,0,e8fbf40b994e527a,65,3.6420950162761097,8,0,0,0,nan,-1,0,0
28,177005.59999895096,-3961765.080937958,3349009.0244526276,3698311.303875339,0,0,1,1,1,1,1,0.4549111457071501,0.600578481471022,0.672054238969765,30,3,0.009259057043382568,0.5306467851806058,0.20518676763084054,0,,0.0,0.0,0,nan,1,0,1,0.0022379583886219276,e8fbf40b994e527a,0.0925433018165642,26.117378996774754,29,0.20518676763084054,-3961765.373087582,3349009.213648159,3698311.5967879514,0.4549111457071501,0.600578481471022,1,0.17699608425367575,2,0.21646383134113797,0.369744853188417,0.20518676763084054,1,0.20534999409658436,0.4854126336002052,0.010752988152763937,2,0.4548502506917548,0.600533138181813,0.5306467851806058,1.9488466844855574,nan,nan,0,0.48511361515717993,0,e8fbf40b994e527a,65,3.641476496931164,8,0,0,0,nan,-1,0,0
29,177005.79999899864,-3961765.0769222486,3349009.0203302023,3698311.3013934083,0,0,1,1,1,1,1,0.45489412974781646,0.6005807895846229,0.6782183488314159,30,4,0.009259057043382568,0.5366469246754051,0.20771267964119394,0,,0.0,0.0,0,nan,1,0,1,0.0018826248669391455,e8fbf40b994e527a,0.08867415450690419,27.739856727691446,30,0.20771267964119394,-3961765.3690653215,3349009.2095174985,3698311.594291447,0.45489412974781646,0.6005807895846229,1,0.16966349343899312,2,0.2164679702072906,0.37176094678139376,0.20771267964119394,1,0.20787514054300552,0.48541775363552575,0.010753007494865331,2,0.45483323252664115,0.600535460750493,0.5366469246754051,1.9564004081462942,nan,nan,0,0.48511873106109327,0,e8fbf40b994e527a,65,3.6414126922464862,8,0,0,0,nan,-1,0,0
30,177006.0,-3961765.135220134,3349009.048173922,3698311.3230750035,0,0,1,1,1,1,1,0.40998831430424026,0.5475972754261236,0.6044745880338295,29,0,0.008669178683565322,0.4686163024915451,0.20151661215161643,0,,0.0,0.0,0,nan,1,1,1,0.0020055901499641724,e8fbf40b994e527a,0.1201641249928354,19.511492985110102,31,0.20151661215161643,-3961765.383123783,3349009.2160592633,3698311.603161974,0.40998831430424026,0.5475972754261236,1,0.22489660969155145,2,0.21618796496349535,0.359788668352959,0.20151661215161643,1,0.20161381513876417,0.5725246953944174,0.008436781358310186,2,0.4099567035901786,0.5475727379814445,0.4686163024915451,1.808636873723652,0.008669178683565322,0.006518871095127575,0,0.5723076553479257,0,e8fbf40b994e527a,65,2.8002443592957706,8,12,0,0,nan,-1,29,29
31,177006.20000004768,-3961765.135487643,3349009.0464083883,3698311.322335388,0,0,1,1,1,1,1,0.4091579366739788,0.549318308127747,0.60798311322724,29,1,0.008669178683565322,0.4694470221905618,0.2017413831184567,0,,0.0,0.0,0,nan,1,0,1,0.0018313790947855815,e8fbf40b994e527a,0.11491263473018509,20.94388836373977,32,0.2017413831184567,-3961765.382791131,3349009.2135369303,3698311.602191159,0.4091579366739788,0.549318308127747,1,0.21516693197466935,2,0.21619709908235937,0.35937691078285716,0.2017413831184567,1,0.20183779594451345,0.5789986358757487,0.0084472206036897,2,0.4091262250566004,0.5492938418222497,0.4694470221905618,1.811789090930821,nan,nan,0,0.578778601625828,0,e8fbf40b994e527a,65,2.744162152995148,8,0,0,0,nan,-1,0,0
