tow,lat_deg,lon_deg,height_m,ecef_x,ecef_y,ecef_z,fix
187475.200,35.66769629,139.79135295,22.8033,-3961765.150269,3348976.150062,3698312.974154,0
187475.400,35.66769937,139.79135492,23.9988,-3961765.854553,3348976.512435,3698313.949047,0
187475.600,35.66769809,139.79135454,24.9922,-3961766.512097,3348977.112841,3698314.413033,0
187475.800,35.66769696,139.79136080,27.8555,-3961768.710495,3348978.228679,3698315.980731,0
187476.000,35.66783190,139.79143710,65.8352,-3961790.067276,3348987.237018,3698350.288978,0
187476.200,35.66783184,139.79143720,65.9244,-3961790.131424,3348987.278619,3698350.336168,0
187476.400,35.66769447,139.79135946,27.8944,-3961768.779291,3348978.446372,3698315.778518,0
187476.600,35.66769411,139.79135369,25.3938,-3961766.908027,3348977.548809,3698314.288332,0
187476.800,35.66769309,139.79136031,28.7330,-3961769.417379,3348978.885187,3698316.143111,0
187477.000,35.66782916,139.79143654,66.3654,-3961790.499058,3348987.667887,3698350.351176,0
187477.200,35.66783031,139.79143650,66.1605,-3961790.312923,3348987.515249,3698350.335236,0
187477.400,35.66768854,139.79135547,27.2282,-3961768.425280,3348978.620517,3698314.856002,0
187477.600,35.66768772,139.79135484,26.9104,-3961768.232085,3348978.531414,3698314.596727,0
187477.800,35.66782936,139.79143565,66.1599,-3961790.309517,3348987.613144,3698350.249718,0
187478.000,35.66782957,139.79143514,66.1790,-3961790.281001,3348987.649935,3698350.279758,0
187478.200,35.66769305,139.79135753,27.5077,-3961768.496311,3348978.436333,3698315.425511,0
187478.400,35.66769775,139.79135292,24.5793,-3961766.178340,3348977.022462,3698314.141319,0
187478.600,35.66769657,139.79135271,24.4775,-3961766.160852,3348977.033260,3698313.975755,0
187478.800,35.66770523,139.79135685,26.7379,-3961767.377641,3348977.570771,3698316.074045,0
187479.000,35.66770529,139.79135721,26.4684,-3961767.228520,3348977.401677,3698315.922672,0
187479.200,35.66770482,139.79135658,26.2461,-3961767.076827,3348977.348901,3698315.750253,0
187479.400,35.66770242,139.79135485,26.2201,-3961767.078179,3348977.555198,3698315.518629,0
187479.600,35.66770267,139.79135431,25.7931,-3961766.769295,3348977.358007,3698315.292465,0
187479.800,35.66769868,139.79135276,25.8245,-3961766.895304,3348977.647825,3698314.951564,0
187480.000,35.66769900,139.79135346,27.0810,-3961767.699992,3348978.245093,3698315.712950,0
187480.200,35.66769947,139.79135376,27.9329,-3961768.223332,3348978.651469,3698316.251617,0
187480.400,35.66769844,139.79135295,27.7326,-3961768.101744,3348978.645751,3698316.042581,0
187480.600,35.66769948,139.79135371,27.8870,-3961768.191275,3348978.630454,3698316.225907,0
187480.800,35.66769617,139.79135218,27.8990,-3961768.272821,3348978.880796,3698315.934609,0
187481.000,35.66769844,139.79135262,28.0293,-3961768.267318,3348978.823892,3698316.214986,0
187481.200,35.66769825,139.79135282,27.5534,-3961767.993323,3348978.568539,3698315.920171,0
187481.400,35.66770009,139.79135360,27.9252,-3961768.178233,3348978.632949,3698316.303104,0
187481.600,35.66770375,139.79135688,28.5075,-3961768.550084,3348978.558617,3698316.972880,0
187481.800,35.66770535,139.79135726,28.5871,-3961768.542411,3348978.507385,3698317.163723,0
187482.000,35.66770530,139.79135699,28.1780,-3961768.275678,3348978.313109,3698316.920692,0
187482.200,35.66770063,139.79135480,26.7206,-3961767.474660,3348977.895291,3698315.649272,0
187482.400,35.66770507,139.79135649,27.2867,-3961767.704928,3348977.889674,3698316.380129,0
187482.600,35.66771432,139.79136182,28.4428,-3961768.276888,3348977.741694,3698317.887375,0
187482.800,35.66771469,139.79136700,27.3528,-3961767.885065,3348976.795997,3698317.285576,0
187483.000,35.66771264,139.79136725,26.1537,-3961767.256967,3348976.235392,3698316.401661,0
187483.200,35.66770689,139.79136712,22.7104,-3961765.397068,3348974.678758,3698313.875697,0
187483.400,35.66770128,139.79135782,19.7590,-3961763.299697,3348974.008408,3698311.648553,0
187483.600,35.66770318,139.79136420,17.6937,-3961762.297006,3348972.404592,3698310.616040,0
187483.800,35.66770240,139.79135600,16.4472,-3961761.083231,3348972.350472,3698309.818607,0
187484.000,35.66769898,139.79135185,16.5533,-3961761.075223,3348972.835793,3698309.572515,0
187484.200,35.66770121,139.79135189,16.7646,-3961761.098098,3348972.850920,3698309.896845,0
187484.400,35.66770438,139.79135218,17.1051,-3961761.169987,3348972.877282,3698310.380632,0
187484.600,35.66770749,139.79135849,17.6647,-3961761.732245,3348972.604729,3698310.987226,0
187484.800,35.66770992,139.79136301,18.8760,-3961762.627856,3348972.825471,3698311.913149,0
187485.000,35.66771303,139.79135677,18.6746,-3961761.984593,3348973.021980,3698312.075382,0
187485.200,35.66771705,139.79134799,17.5692,-3961760.586750,3348972.881268,3698311.793692,0
187485.400,35.66771669,139.79134401,16.0549,-3961759.432625,3348972.377102,3698310.878148,0
187485.600,35.66772040,139.79133934,15.5213,-3961758.645313,3348972.264895,3698310.901669,0
187485.800,35.66772724,139.79133789,16.2429,-3961758.670108,3348972.458293,3698311.938902,0
187486.000,35.66772880,139.79133264,16.8031,-3961758.633600,3348973.049826,3698312.406445,0
187486.200,35.66773091,139.79132635,17.5914,-3961758.651633,3348973.809881,3698313.055575,0
187486.400,35.66772613,139.79131827,17.6772,-3961758.468124,3348974.613366,3698312.675265,0
187486.600,35.66772215,139.79131211,17.7760,-3961758.366671,3348975.257347,3698312.373446,0
187486.800,35.66771870,139.79130245,18.0175,-3961758.122000,3348976.195729,3698312.203861,0
187487.000,35.66772233,139.79129533,18.6613,-3961757.925418,3348976.874628,3698312.906449,0
187487.200,35.66772254,139.79128823,18.2702,-3961757.257312,3348977.151649,3698312.697486,0
187487.400,35.66772521,139.79128103,17.3557,-3961756.137655,3348977.057694,3698312.404953,0
187487.600,35.66772415,139.79127334,18.1830,-3961756.254221,3348978.067928,3698312.791094,0
187487.800,35.66772908,139.79126836,17.5224,-3961755.309357,3348977.860326,3698312.850299,0
187488.000,35.66773483,139.79126429,18.5331,-3961755.414415,3348978.430941,3698313.958683,0
187488.200,35.66772697,139.79125664,22.3291,-3961757.710785,3348981.279760,3698315.462849,0
187488.400,35.66772992,139.79125142,22.1485,-3961757.147605,3348981.422425,3698315.624122,0
187488.600,35.66774415,139.79125335,19.5444,-3961754.941701,3348979.328818,3698315.388314,0
187488.800,35.66775104,139.79124926,16.9315,-3961752.741571,3348977.953571,3698314.485366,0
187489.000,35.66776173,139.79124527,15.7531,-3961751.248675,3348977.165498,3698314.761696,0
187489.200,35.66776937,139.79123705,14.3839,-3961749.541194,3348976.696406,3698314.652296,0
187489.400,35.66778290,139.79123561,11.7479,-3961747.153052,3348974.848564,3698314.334768,0
187489.600,35.66778501,139.79123273,12.2958,-3961747.220696,3348975.246323,3698314.844579,0
187489.800,35.66779169,139.79123112,12.6126,-3961746.992846,3348975.244866,3698315.631667,0
187490.000,35.66779566,139.79122167,12.7292,-3961746.316771,3348975.794018,3698316.057044,0
187490.200,35.66779937,139.79121888,13.6161,-3961746.520331,3348976.297110,3698316.909082,0
187490.400,35.66779709,139.79120823,15.0340,-3961746.890060,3348977.872272,3698317.530493,0
187490.600,35.66779973,139.79120819,16.4757,-3961747.652314,3348978.520755,3698318.608751,0
187490.800,35.66779134,139.79119768,18.8071,-3961748.899047,3348980.820322,3698319.211999,0
187491.000,35.66780496,139.79119037,16.7133,-3961746.499678,3348979.659027,3698319.218821,0
187491.200,35.66779144,139.79118279,20.1219,-3961748.839413,3348982.536094,3698319.987148,0
187491.400,35.66766390,139.79112084,42.7470,-3961765.557266,3349004.012233,3698321.683417,0
187491.600,35.66766129,139.79112570,45.8648,-3961767.905028,3349005.420457,3698323.265755,0
187491.800,35.66767756,139.79111916,42.8464,-3961764.845708,3349003.609871,3698322.973032,0
187492.000,35.66779878,139.79115745,22.3203,-3961748.360013,3348985.134284,3698321.930557,0
187492.200,35.66768082,139.79109998,40.7169,-3961762.242204,3349003.683729,3698322.024717,0
187492.400,35.66767857,139.79110368,43.4279,-3961764.251815,3349004.943137,3698323.402873,0
187492.600,35.66768463,139.79109998,42.9917,-3961763.465635,3349004.717516,3698323.694344,0
187492.800,35.66769764,139.79109944,40.5167,-3961761.255678,3349002.913473,3698323.423859,0
187493.000,35.66781000,139.79113207,21.7652,-3961745.977350,3348986.129501,3698322.618706,0
187493.200,35.66781841,139.79112950,19.0935,-3961743.753870,3348984.554420,3698321.819226,0
187493.400,35.66787573,139.79123130,11.8060,-3961742.350428,3348971.299693,3698322.736839,0
187493.600,35.66788280,139.79123091,10.8246,-3961741.369536,3348970.516589,3698322.801847,0
187493.800,35.66788663,139.79122632,10.8828,-3961740.948158,3348970.704340,3698323.181056,0
187494.000,35.66789044,139.79122754,10.6908,-3961740.712371,3348970.360193,3698323.412239,0
187494.200,35.66789022,139.79122929,11.0238,-3961741.031944,3348970.423342,3698323.586414,0
187494.400,35.66784847,139.79113184,16.8062,-3961740.986567,3348981.937937,3698323.194562,0
187494.600,35.66785352,139.79113109,16.7608,-3961740.665185,3348981.754921,3698323.623340,0
187494.800,35.66785841,139.79112571,15.7778,-3961739.499472,3348981.407004,3698323.490761,0
187495.000,35.66785465,139.79111253,16.2860,-3961739.229819,3348982.742246,3698323.448225,0
187495.200,35.66785608,139.79112273,16.2194,-3961739.714241,3348981.941861,3698323.538520,0
187495.400,35.66785781,139.79112891,16.1153,-3961739.924908,3348981.387856,3698323.634134,0
187495.600,35.66785500,139.79112626,16.5033,-3961740.149740,3348981.892555,3698323.606397,0
187495.800,35.66785804,139.79113329,16.3713,-3961740.328410,3348981.209428,3698323.804212,0
187496.000,35.66786271,139.79113939,15.6678,-3961740.017681,3348980.223974,3698323.814793,0
187496.200,35.66785973,139.79113796,15.8199,-3961740.175755,3348980.527116,3698323.634757,0
187496.400,35.66784841,139.79113704,17.0795,-3961741.462763,3348981.724500,3698323.348484,0
187496.600,35.66789207,139.79121591,11.2365,-3961740.290612,3348971.382498,3698323.877378,0
187496.800,35.66789325,139.79121787,10.5317,-3961739.909524,3348970.827772,3698323.573063,0
187497.000,35.66789126,139.79122344,10.8307,-3961740.519306,3348970.682759,3698323.567473,0
187497.200,35.66789123,139.79122511,10.9888,-3961740.716118,3348970.651802,3698323.657084,0
187497.400,35.66785396,139.79115106,16.2813,-3961741.512757,3348980.104190,3698323.383945,0
187497.600,35.66785136,139.79114456,17.7251,-3961742.157118,3348981.419893,3698323.990852,0
187497.800,35.66786489,139.79115375,15.3263,-3961740.537757,3348978.960885,3698323.811792,0
187498.000,35.66786246,139.79115326,16.3920,-3961741.290348,3348979.654980,3698324.214400,0
187498.200,35.66786809,139.79113266,16.7388,-3961740.022894,3348981.026508,3698324.924196,0
187498.400,35.66786367,139.79115437,17.5759,-3961742.030014,3348980.148720,3698325.013690,0
187498.600,35.66787292,139.79114907,16.5616,-3961740.633406,3348979.597162,3698325.256402,0
187498.800,35.66787986,139.79114143,15.2337,-3961739.020186,3348979.138909,3698325.107627,0
187499.000,35.66788624,139.79114141,13.7977,-3961737.813321,3348978.120413,3698324.845251,0
187499.200,35.66788477,139.79113540,13.6626,-3961737.450252,3348978.526850,3698324.634290,0
187499.400,35.66787622,139.79112718,15.0980,-3961738.283044,3348980.204946,3698324.700443,0
187499.600,35.66787296,139.79112874,15.6065,-3961738.851193,3348980.500094,3698324.702504,0
187499.800,35.66787286,139.79112294,15.8244,-3961738.651931,3348981.019745,3698324.820809,0
187500.000,35.66787199,139.79112223,16.3633,-3961738.987934,3348981.387870,3698325.056397,0
187500.200,35.66786909,139.79111670,16.6553,-3961738.988805,3348982.044186,3698324.965943,0
187500.400,35.66786784,139.79110891,17.3724,-3961739.040343,3348983.010982,3698325.271285,0
187500.600,35.66786807,139.79109696,17.9232,-3961738.672080,3348984.116795,3698325.613100,0
187500.800,35.66787011,139.79109620,18.1766,-3961738.684584,3348984.216868,3698325.944371,0
187501.000,35.66786622,139.79109155,19.0107,-3961739.122221,3348985.138113,3698326.080576,0
187501.200,35.66787051,139.79109233,18.6728,-3961738.746142,3348984.728100,3698326.270081,0
187501.400,35.66786800,139.79108465,19.3665,-3961738.851850,3348985.727895,3698326.447988,0
187501.600,35.66788883,139.79108526,16.3536,-3961735.989212,3348983.235495,3698326.568743,0
187501.800,35.66789967,139.79108829,14.6390,-3961734.566965,3348981.674048,3698326.546014,0
187502.000,35.66790031,139.79109016,15.1393,-3961734.955145,3348981.780366,3698326.895290,0
187502.200,35.66790098,139.79108722,15.7845,-3961735.150116,3348982.294042,3698327.332247,0
187502.400,35.66790513,139.79109059,16.0737,-3961735.321285,3348982.039307,3698327.875263,0
187502.600,35.66789929,139.79108608,17.6816,-3961736.343644,3348983.438608,3698328.286390,0
187502.800,35.66789917,139.79108197,18.0688,-3961736.350078,3348983.930588,3698328.501071,0
187503.000,35.66789987,139.79107544,17.9616,-3961735.867022,3348984.296619,3698328.501985,0
187503.200,35.66790424,139.79107602,17.6153,-3961735.470248,3348983.892970,3698328.693377,0
187503.400,35.66791221,139.79107362,16.9800,-3961734.541642,3348983.392580,3698329.041995,0
187503.600,35.66791743,139.79106835,17.0353,-3961734.010273,3348983.567608,3698329.544830,0
187503.800,35.66791620,139.79106487,18.0575,-3961734.501879,3348984.395738,3698330.029821,0
187504.000,35.66792858,139.79106737,16.8374,-3961733.279444,3348983.066316,3698330.433879,0
187504.200,35.66792359,139.79105975,18.2536,-3961733.959413,3348984.544455,3698330.809651,0
187504.400,35.66793618,139.79106429,17.2112,-3961732.955719,3348983.158034,3698331.336972,0
187504.600,35.66793857,139.79105764,17.4172,-3961732.576448,3348983.625767,3698331.673114,0
187504.800,35.66793840,139.79105469,18.5148,-3961733.094039,3348984.412183,3698332.297383,0
187505.000,35.66794023,139.79105461,19.7391,-3961733.758520,3348984.983346,3698333.176330,0
187505.200,35.66794408,139.79105764,19.8263,-3961733.799232,3348984.659069,3698333.574154,0
187505.400,35.66795631,139.79107021,18.0584,-3961732.832919,3348982.351979,3698333.645572,0
187505.600,35.66796793,139.79107215,16.6198,-3961731.479901,3348980.977701,3698333.854233,0
187505.800,35.66797329,139.79107128,16.0085,-3961730.784849,3348980.493568,3698333.980761,0
187506.000,35.66797689,139.79107524,15.6696,-3961730.628134,3348979.891301,3698334.108155,0
187506.200,35.66798908,139.79107851,14.8600,-3961729.714809,3348978.731860,3698334.734278,0
187506.400,35.66799415,139.79107326,15.3347,-3961729.451474,3348979.132317,3698335.468477,0
187506.600,35.66799887,139.79106916,15.5534,-3961729.114530,3348979.333034,3698336.021519,0
187506.800,35.66800619,139.79105764,15.0789,-3961727.785250,3348979.574944,3698336.404524,0
187507.000,35.66800894,139.79105559,15.0684,-3961727.523259,3348979.596453,3698336.645997,0
187507.200,35.66801122,139.79105448,16.3845,-3961728.161897,3348980.268773,3698337.618843,0
187507.400,35.66795455,139.79112424,31.4475,-3961744.384576,3348985.711829,3698341.294447,0
187507.600,35.66796102,139.79110859,32.3645,-3961743.719322,3348987.004371,3698342.412317,0
187507.800,35.66795940,139.79112617,32.6731,-3961745.018444,3348986.018496,3698342.446001,0
187508.000,35.66796946,139.79111833,32.1666,-3961743.749228,3348985.874854,3698343.057054,0
187508.200,35.66797498,139.79112184,31.6989,-3961743.391501,3348985.156410,3698343.281876,0
187508.400,35.66797843,139.79112545,31.3813,-3961743.234680,3348984.596366,3698343.407734,0
187508.600,35.66798089,139.79112253,31.7740,-3961743.186070,3348984.900959,3698343.859024,0
187508.800,35.66798614,139.79112303,31.4454,-3961742.751910,3348984.474792,3698344.140686,0
187509.000,35.66799438,139.79110724,31.3845,-3961741.384134,3348985.190760,3698344.847560,0
187509.200,35.66800240,139.79109554,31.0136,-3961740.073847,3348985.470296,3698345.354370,0
187509.400,35.66801020,139.79110950,30.2205,-3961740.012627,3348983.763206,3698345.594686,0
187509.600,35.66801812,139.79110565,30.2168,-3961739.394381,3348983.696603,3698346.306191,0
187509.800,35.66802263,139.79109350,31.1687,-3961739.051481,3348984.847308,3698347.268468,0
187510.000,35.66801867,139.79107284,32.5852,-3961738.918759,3348987.184282,3698347.736958,0
187510.200,35.66801968,139.79106930,33.3172,-3961739.116158,3348987.770934,3698348.254641,0
187510.400,35.66802183,139.79106307,33.7516,-3961738.914813,3348988.340093,3698348.701969,0
187510.600,35.66802877,139.79106289,33.9827,-3961738.705237,3348988.183479,3698349.462219,0
187510.800,35.66803326,139.79106137,34.1309,-3961738.485875,3348988.178893,3698349.953884,0
187511.000,35.66802965,139.79105039,34.9913,-3961738.556453,3348989.539925,3698350.130239,0
187511.200,35.66803186,139.79104399,35.6134,-3961738.459116,3348990.216446,3698350.692176,0
187511.400,35.66803408,139.79104276,36.7385,-3961738.975535,3348990.799271,3698351.548027,0
187511.600,35.66803597,139.79104218,37.6462,-3961739.411802,3348991.236286,3698352.247438,0
187511.800,35.66804142,139.79103741,37.8899,-3961739.014720,3348991.466124,3698352.881112,0
187512.000,35.66804505,139.79103010,38.2032,-3961738.602187,3348991.984475,3698353.391097,0
187512.200,35.66804915,139.79102405,38.4710,-3961738.212796,3348992.372047,3698353.916140,0
187512.400,35.66805026,139.79102197,39.1503,-3961738.457775,3348992.825456,3698354.412687,0
187512.600,35.66805526,139.79102120,39.3966,-3961738.318605,3348992.799359,3698355.006511,0
187512.800,35.66805870,139.79102000,39.4419,-3961738.106275,3348992.762709,3698355.343231,0
187513.000,35.66806525,139.79101841,39.4861,-3961737.716911,3348992.621912,3698355.959858,0
187513.200,35.66807643,139.79102206,38.5758,-3961736.813235,3348991.425545,3698356.436325,0
187513.400,35.66807740,139.79102080,39.0180,-3961736.965807,3348991.703696,3698356.782248,0
187513.600,35.66808505,139.79102362,39.6468,-3961737.142879,3348991.518938,3698357.838385,0
187513.800,35.66808861,139.79102764,40.1068,-3961737.487748,3348991.333710,3698358.426996,0
187514.000,35.66810338,139.79104435,38.8901,-3961736.979712,3348988.923491,3698359.048772,0
187514.200,35.66810311,139.79104368,40.6638,-3961738.054330,3348989.910681,3698360.059386,0
187514.400,35.66810374,139.79104880,41.7479,-3961738.995436,3348990.099251,3698360.747505,0
187514.600,35.66811144,139.79104769,41.4250,-3961738.349179,3348989.685188,3698361.253842,0
187514.800,35.66811514,139.79104985,41.5636,-3961738.379014,3348989.453530,3698361.668197,0
187515.000,35.66812514,139.79104250,41.3800,-3961737.341355,3348989.448362,3698362.462169,0
187515.200,35.66813077,139.79105843,40.4773,-3961737.434330,3348987.637919,3698362.443437,0
187515.400,35.66813461,139.79105227,40.1665,-3961736.691491,3348987.740782,3698362.608395,0
187515.600,35.66814169,139.79105645,40.3631,-3961736.707769,3348987.258865,3698363.361727,0
187515.800,35.66814736,139.79105419,40.8761,-3961736.614140,3348987.447787,3698364.171116,0
187516.000,35.66815108,139.79105703,41.4736,-3961736.966482,3348987.409199,3698364.855608,0
187516.200,35.66815428,139.79104441,42.3182,-3961736.595314,3348988.591021,3698365.636094,0
187516.400,35.66815795,139.79104651,41.7535,-3961736.186161,3348987.996783,3698365.637546,0
187516.600,35.66816191,139.79104730,41.5010,-3961735.880114,3348987.644112,3698365.847243,0
187516.800,35.66816995,139.79103792,41.3994,-3961734.871665,3348987.903412,3698366.512860,0
187517.000,35.66817792,139.79105162,39.1968,-3961733.912184,3348985.467859,3698365.946954,0
187517.200,35.66825556,139.79097004,23.8787,-3961715.803881,3348979.832118,3698364.013666,0
187517.400,35.66820122,139.79102182,36.8562,-3961729.567055,3348985.327625,3698366.682497,0
187517.600,35.66827386,139.79093636,21.9918,-3961711.760092,3348980.407287,3698364.562878,0
187517.800,35.66827624,139.79094112,21.4261,-3961711.570125,3348979.681949,3698364.447280,0
187518.000,35.66827047,139.79095440,23.4557,-3961713.890316,3348980.069096,3698365.111088,0
187518.200,35.66827041,139.79095749,23.7836,-3961714.277740,3348980.029794,3698365.296571,0
187518.400,35.66827506,139.79095161,23.3173,-3961713.414375,3348979.997783,3698365.444262,0
187518.600,35.66828139,139.79095885,22.4601,-3961712.993032,3348978.783294,3698365.514890,0
187518.800,35.66828775,139.79096735,22.3445,-3961713.104167,3348977.869470,3698366.020343,0
187519.000,35.66830873,139.79095023,19.1238,-3961709.068569,3348976.487804,3698366.033647,0
187519.200,35.66832072,139.79097144,18.2759,-3961709.190189,3348974.075307,3698366.620137,0
187519.400,35.66833121,139.79096500,16.2621,-3961707.045738,3348973.026524,3698366.391544,0
187519.600,35.66834765,139.79096056,13.6748,-3961704.368561,3348971.290182,3698366.364734,0
187519.800,35.66836562,139.79094897,10.7326,-3961700.978010,3348969.797462,3698366.269240,0
187520.000,35.66838164,139.79094450,8.7093,-3961698.670095,3348968.376163,3698366.533304,0
187520.200,35.66838643,139.79095027,9.4596,-3961699.236363,3348968.170585,3698367.402482,0
187520.400,35.66833078,139.79105072,23.8823,-3961716.804886,3348971.114127,3698370.796231,0
187520.600,35.66833605,139.79105012,24.3488,-3961716.799718,3348971.179857,3698371.542692,0
187520.800,35.66840472,139.79095943,10.0862,-3961699.256885,3348967.101969,3698369.416460,0
187521.000,35.66839849,139.79095265,11.3961,-3961699.980417,3348968.518412,3698369.619008,0
187521.200,35.66840310,139.79095042,11.2863,-3961699.554665,3348968.422363,3698369.970175,0
187521.400,35.66841499,139.79094796,10.8196,-3961698.533814,3348967.851010,3698370.769805,0
187521.600,35.66841637,139.79093562,11.9928,-3961698.471801,3348969.262077,3698371.578681,0
187521.800,35.66835999,139.79100889,26.1607,-3961714.330460,3348973.981025,3698374.757778,0
187522.000,35.66843829,139.79092245,11.8137,-3961696.508280,3348969.163030,3698373.449860,0
187522.200,35.66842960,139.79091211,13.5193,-3961697.391512,3348971.135930,3698373.660520,0
187522.400,35.66842797,139.79092014,16.0764,-3961699.527853,3348971.989949,3698375.004649,0
187522.600,35.66836314,139.79098639,31.4725,-3961716.155383,3348978.191716,3698378.138412,0
187522.800,35.66836080,139.79100929,32.7066,-3961718.375173,3348977.352921,3698378.647463,0
187523.000,35.66838697,139.79098253,33.7751,-3961716.181316,3348978.670476,3698381.629129,0
187523.200,35.66840778,139.79098745,33.9307,-3961715.537076,3348977.543206,3698383.595345,0
187523.400,35.66842347,139.79099408,34.3791,-3961715.427324,3348976.664584,3698385.271456,0
187523.600,35.66843300,139.79099559,34.8247,-3961715.321134,3348976.395752,3698386.390513,0
187523.800,35.66844803,139.79100869,36.2457,-3961716.225858,3348975.607100,3698388.574194,0
187524.000,35.66845372,139.79100290,36.4783,-3961715.750742,3348975.892215,3698389.222189,0
187524.200,35.66846318,139.79101438,36.2625,-3961715.820727,3348974.589527,3698389.949308,0
187524.400,35.66846409,139.79100752,35.4372,-3961714.862542,3348974.593162,3698389.550253,0
187524.600,35.66846727,139.79100464,35.1894,-3961714.383338,3348974.530099,3698389.691805,0
187524.800,35.66847275,139.79099697,35.7828,-3961714.032212,3348975.142642,3698390.532181,0
187525.000,35.66847894,139.79098568,36.1613,-3961713.301784,3348975.862838,3698391.310629,0
187525.200,35.66849675,139.79098903,35.7032,-3961712.333068,3348974.647064,3698392.649313,0
187525.400,35.66850385,139.79098425,36.9338,-3961712.466485,3348975.326205,3698394.006976,0
187525.600,35.66850228,139.79097943,35.7210,-3961711.509673,3348975.089327,3698393.158140,0
187525.800,35.66851007,139.79098277,33.6509,-3961710.035893,3348973.447558,3698392.652827,0
187526.000,35.66851453,139.79099283,32.0063,-3961709.383614,3348971.702887,3698392.095749,0
187526.200,35.66852250,139.79099024,31.0679,-3961708.255869,3348971.056503,3698392.267641,0
187526.400,35.66852761,139.79098933,31.3634,-3961708.133396,3348971.061472,3698392.900376,0
187526.600,35.66853305,139.79097447,32.1564,-3961707.488406,3348972.277318,3698393.853006,0
187526.800,35.66853568,139.79097034,33.8608,-3961708.173982,3348973.347407,3698395.084044,0
187527.000,35.66854910,139.79098362,34.6579,-3961708.782038,3348972.286857,3698396.758008,0
187527.200,35.66856092,139.79098734,34.6496,-3961708.410493,3348971.531117,3698397.818858,0
187527.400,35.66857572,139.79099521,35.6153,-3961708.737879,3348970.875384,3698399.716453,0
187527.600,35.66858217,139.79099807,35.3412,-3961708.416883,3348970.264599,3698400.137231,0
187527.800,35.66859153,139.79099527,36.4966,-3961708.507225,3348970.673203,3698401.655215,0
187528.000,35.66859236,139.79099182,35.8236,-3961707.847258,3348970.524220,3698401.337160,0
187528.200,35.66860252,139.79098409,33.2715,-3961705.309540,3348969.296077,3698400.765206,0
187528.400,35.66860418,139.79098220,31.3293,-3961703.912381,3348968.338328,3698399.782500,0
187528.600,35.66861791,139.79100266,32.9587,-3961705.440522,3348967.204931,3698401.970377,0
187528.800,35.66862445,139.79102017,33.7447,-3961706.628943,3348966.133256,3698403.017624,0
187529.000,35.66862680,139.79102050,35.6981,-3961707.744024,3348967.037166,3698404.368202,0
187529.200,35.66863338,139.79101968,35.8164,-3961707.444066,3348966.880515,3698405.031114,0
187529.400,35.66863688,139.79101665,37.2310,-3961707.971917,3348967.686232,3698406.170905,0
187529.600,35.66864365,139.79102390,37.7041,-3961708.354714,3348967.150532,3698407.056721,0
187529.800,35.66864612,139.79102384,39.1959,-3961709.154674,3348967.833295,3698408.149932,0
187530.000,35.66864286,139.79102212,40.5174,-3961710.035164,3348968.781993,3698408.626101,0
187530.200,35.66864536,139.79101767,41.2639,-3961710.114760,3348969.376037,3698409.287267,0
